RECORD_NO,LISTING_ID,HOST_ID
2018-016181STR,2933105,11392498
2018-016186STR,22569379,71415377
2018-016189STR,7805578,92930
2018-016283STR,25213152,6608866
2018-016294STR,28387261,198616
2018-016393STR,8653346,31380175
2018-016410STR,24099463,107085923
2018-016446STR,26638788,702376
2018-016474STR,27903069,210780925
2018-016559STR,27253510,201508206
2018-016563STR,27530136,200417396
2018-016569STR,30881800,20536324
2018-016595STR,27491473,4792470
2018-016603STR,28181442,31108813
2018-016649STR,27735398,209402966
2018-016684STR,26632713,200200626
2018-016686STR,27766709,141226349
2018-016715STR,27556897,285267
2018-016733STR,31124937,208750284
2018-016746STR,23223838,19606217
2018-016759STR,35945149,426772
2018-016772STR,28316938,1933786
2018-016783STR,35308634,
2018-016830STR,19227069,633927
2018-016838STR,23340714,39973697
2018-016853STR,10990428,6610770
2018-016971STR,26566885,9727150
2018-017042STR,4269254,12798531
2018-017050STR,23905627,6597986
2018-017062STR,23711723,177676737
2018-017065STR,27780282,6778904
2018-017201STR,936209,1124557
2018-017281STR,25871246,4484087
2018-017285STR,29316715,2846262
2018-017289STR,29664364,8053898
2018-017295STR,45713504,
2018-017323STR,1109534,6090420
2018-017330STR,28053384,24095377
2018-017341STR,26408,111141
2018-017353STR,2210105,11273570
2019-000049STR,34836860,202404209
2019-000057STR,14788324,4381076
2019-000060STR,32216182,241739739
2019-000066STR,10608275,4709765
2019-000241STR,17433218,25963935
2019-000277STR,11464408,37939657
2019-000360STR,28464381,2342853
2019-000364STR,10058568,31021771
2019-000368STR,7140740,35167389
2019-000388STR,30801201,16545847
2019-000444STR,28376750,214228145
2019-000466STR,27753881,38181202
2019-000467STR,24651340,13460463
2019-000482STR,26339979,3231054
2019-000551STR,41879116,22252358
2019-000559STR,26522687,36013384
2019-000638STR,28898815,20040372
2019-000642STR,44118516,
2019-000659STR,17585689,8946246
2019-000673STR,29988443,220460572
2019-000936STR,34756884,
2019-000950STR,26303324,9721401
2019-001110STR,27674344,10452811
2019-001225STR,4577224,22618879
2019-001245STR,29926924,12362435
2019-001273STR,28200634,144885524
2019-001449STR,30129780,190646714
2019-001450STR,21111066,541088
2019-001536STR,30675746,304244
2019-001545STR,28208579,572647
2019-001556STR,30251016,6824634
2019-001559STR,1633933,484257
2019-001777STR,27458484,44297988
2019-001842STR,30042211,9145110
2019-001907STR,43652136,25711525
2019-001910STR,36315852,237620221
2019-001988STR,14775913,48003274
2019-002090STR,24043373,19144764
2019-002094STR,29877418,579255
2019-002096STR,29435807,49337544
2019-002102STR,26259702,183605554
2019-002112STR,25870802,6726221
2019-002116STR,32643255,210597174
2019-002134STR,8272458,19364894
2019-002159STR,274334,1434669
2019-002180STR,30534300,3286545
2019-002256STR,1847664,262762
2019-002264STR,27439635,204892095
2019-002385STR,29613683,222913107
2019-002418STR,7345468,58316
2019-002536STR,134193,658666
2019-002568STR,5905530,10397646
2019-002594STR,23924946,6048324
2019-002606STR,21233359,359544
2019-002618STR,9051457,7337924
2019-002622STR,28085987,17083537
2019-002708STR,28315009,99077084
2019-002794STR,30086838,14772480
2019-002797STR,9010937,645093
2019-002811STR,30770207,4161813
2019-002901STR,1906681,9373952
2019-003557STR,2016198,3639179
2019-003559STR,31295086,155142713
2019-003560STR,12025717,64351162
2019-003575STR,15812013,97865629
2019-003584STR,1180103,6456352
2019-003597STR,578097,560790
2019-003606STR,31932467,57820905
2019-003625STR,31447415,43050384
2019-003635STR,30851994,105646223
2019-003751STR,32389762,22685677
2019-003950STR,33452479,252019117
2019-003973STR,26307822,401712
2019-004017STR,30056107,30916579
2019-004020STR,26691828,15221570
2019-004024STR,12562572,4304761
2019-004025STR,33292153,122884305
2019-004120STR,58185,278102
2019-004189STR,379418,510040
2019-004292STR,562593,2767413
2019-004336STR,2816626,6310896
2019-004371STR,25265335,897571
2019-004394STR,945748,5124146
2019-004489STR,27611813,61724483
2019-004493STR,29802575,4981356
2019-004495STR,23963992,152980706
2019-004525STR,28361732,
2019-004546STR,38822604,246294725
2019-004560STR,32866238,11673850
2019-004619STR,35899798,16921283
2019-004687STR,7939511,41870905
2019-004690STR,13789725,3677879
2019-004697STR,4097700,3594968
2019-004698STR,16688334,7731691
2019-004699STR,8591098,12116341
2019-004828STR,1520790,5410239
2019-004838STR,18878564,80693468
2019-004852STR,27980774,19610799
2019-004872STR,7665362,5452140
2019-004995STR,32550834,115436361
2019-005013STR,24149977,2623502
2019-005035STR,29305555,148612965
2019-005048STR,26710943,39759525
2019-005053STR,30882970,3077270
2019-005054STR,32291443,726714
2019-005059STR,30318695,212325050
2019-005094STR,32113366,240915570
2019-005204STR,348580,197515
2019-005258STR,33141021,94430661
2019-005325STR,46736544,
2019-005330STR,33135588,849360
2019-005334STR,39630149,268847134
2019-005370STR,39964120,1201942
2019-005375STR,4639434,17948119
2019-005376STR,32141630,951122
2019-005381STR,22512581,152997097
2019-005453STR,9187534,3116172
2019-005799STR,30253069,5319966
2019-005817STR,39896249,230265204
2019-005824STR,34937940,256063782
2019-005829STR,29438776,2708629
2019-005832STR,27701970,1979036
2019-005836STR,30745601,1319515
2019-005838STR,640895,3191748
2019-005932STR,256176,976125
2019-005933STR,3082327,15089647
2019-005953STR,183859,882283
2019-005970STR,31113388,232514230
2019-005983STR,29543253,8339173
2019-006179STR,27230555,7599395
2019-006187STR,29831467,10235040
2019-006221STR,29241208,5274369
2019-006223STR,29610726,10353586
2019-006249STR,27461006,36673373
2019-006257STR,2311428,2076797
2019-006273STR,23165203,60283024
2019-006518STR,23714398,26383
2019-006529STR,3376512,12514131
2019-006530STR,23667434,6138688
2019-006531STR,1471683,7879719
2019-006538STR,10137578,52025286
2019-006541STR,45093558,215930449
2019-006547STR,38818752,133755963
2019-006632STR,34345807,242106104
2019-006664STR,29924753,224997048
2019-006679STR,30596049,229170151
2019-006683STR,29515076,8159368
2019-006689STR,28074227,212074611
2019-006796STR,34081671,36746051
2019-006812STR,34372749,3985908
2019-006823STR,32644099,293971
2019-006868STR,27468147,1287675
2019-007024STR,32477424,15820085
2019-007034STR,18111498,124779213
2019-007180STR,33271309,226685582
2019-007200STR,10058134,81879
2019-007204STR,23106047,6817200
2019-007209STR,7393518,37191616
2019-007242STR,27580180,50840359
2019-011876STR,32072704,179161726
2019-011881STR,27699796,40448918
2019-011920STR,35809668,172278627
2019-012053STR,28384050,203829399
2019-012133STR,958,1169
2019-012227STR,10681956,55065227
2019-012232STR,2657328,
2019-012550STR,29661822,965865
2019-012785STR,35194508,229168410
2019-012936STR,35126491,264577957
2019-013170STR,32105504,24679296
2019-013395STR,29611738,7613704
2019-013509STR,23700802,177152067
2019-013558STR,20425693,21226960
2019-013564STR,27852325,162137718
2019-013642STR,3946571,20452861
2019-013649STR,23973946,5153848
2019-013772STR,325478,1579337
2019-013774STR,1906323,9754790
2019-013778STR,748222,516404
2019-013779STR,33943537,43118853
2019-013781STR,2396847,10895766
2019-013782STR,1203172,6572139
2019-013784STR,3168359,16071511
2019-014035STR,30744282,223437075
2019-014036STR,32716394,82697224
2019-014054STR,1699390,8973745
2019-014068STR,137129,639671
2019-014088STR,32702921,245910178
2019-014125STR,31903595,11331456
2019-014140STR,28363414,151607879
2019-014145STR,31210673,12576255
2019-014155STR,33667375,44934464
2019-014159STR,32962090,4464641
2019-014223STR,34932707,263228847
2019-014245STR,42603642,149423004
2019-014273STR,38799959,275853781
2019-014287STR,27260835,13929582
2019-014288STR,31123927,232610653
2019-014290STR,37524923,256664854
2019-014291STR,35646279,66762479
2019-014340STR,3157541,14765200
2019-014362STR,32727287,65800040
2019-014374STR,36928741,219791143
2019-014375STR,32824201,9176247
2019-014524STR,10943827,4925259
2019-014526STR,15583185,20920877
2019-014600STR,35429693,12845290
2019-014607STR,31651414,59106304
2019-014609STR,32724526,21567505
2019-014647STR,353292,1789683
2019-014659STR,1725853,9095946
2019-014671STR,14990478,71381627
2019-014679STR,36211035,5325789
2019-014791STR,32726099,7167269
2019-014865STR,3962831,3080489
2019-014947STR,37814244,11551408
2019-015092STR,2747383,12449463
2019-015168STR,29594605,6751852
2019-015174STR,545685,2676602
2019-015293STR,3311711,16722899
2019-015300STR,32147391,241152029
2019-015303STR,37864340,278678460
2019-015403STR,31261677,233914298
2019-015488STR,32329385,153516885
2019-015496STR,344621,305675
2019-015550STR,32378826,2607068
2019-015603STR,1148625,6296873
2019-015625STR,34903588,242980122
2019-015698STR,14553693,94548508
2019-015762STR,4948340,5366845
2019-015773STR,19412179,1327083
2019-015774STR,591524,2919481
2019-015914STR,7292878,7407016
2019-016025STR,38430549,2122871
2019-016039STR,3028924,431215
2019-016211STR,4880695,25108613
2019-016316STR,677207,3443238
2019-016421STR,10840593,6165979
2019-016434STR,33715114,39532367
2019-016442STR,28232197,73458740
2019-016450STR,3719923,6081814
2019-016481STR,148559,717236
2019-016659STR,34065657,256244870
2019-016672STR,1281132,200941
2019-016678STR,38620015,290366829
2019-016705STR,34127928,257691852
2019-016908STR,36448103,268474537
2019-016935STR,34227689,238551996
2019-016981STR,27895671,11111510
2019-017205STR,21177034,114873659
2019-017210STR,2203283,8146224
2019-017212STR,40059665,5124168
2019-017239STR,19404978,135377800
2019-017338STR,2134475,10891326
2019-017374STR,8717641,2597104
2019-017403STR,4483550,23262043
2019-017455STR,491867,969518
2019-017649STR,651624,3274172
2019-017664STR,527226,2584879
2019-017685STR,720811,93873
2019-017708STR,38105208,97159379
2019-017713STR,6074750,31531759
2019-017751STR,3896205,20169016
2019-017933STR,38884411,71883419
2019-017982STR,35910410,17171961
2019-017997STR,35351379,170026
2019-018016STR,36078299,248954799
2019-018053STR,37399403,265485766
2019-018066STR,19265072,17506355
2019-018134STR,12037978,
2019-018238STR,33773572,7556101
2019-018351STR,21478651,100569878
2019-018439STR,26665793,
2019-018475STR,1290935,4263825
2019-018738STR,24793296,2419887
2019-018768STR,32891625,988375
2019-018776STR,22869439,5326196
2019-018779STR,30797540,34760521
2019-018791STR,5774490,29959736
2019-018806STR,33900698,2767171
2019-018815STR,34118405,1744892
2019-018823STR,7389541,1995465
2019-018836STR,,147687565
2019-018846STR,36177982,3609021
2019-018861STR,22245431,13613187
2019-018862STR,32725950,541068
2019-018865STR,35512958,263477055
2019-018901STR,1633839,5063295
2019-018935STR,10784554,1741850
2019-018954STR,38220055,17200688
2019-018985STR,33495561,13630570
2019-019006STR,34234091,31604351
2019-019016STR,35917405,
2019-019017STR,22673927,21659550
2019-019018STR,32792232,638405
2019-019035STR,27206374,10751584
2019-019044STR,34097339,73256096
2019-019045STR,35387067,101516029
2019-019049STR,34208181,45822891
2019-019079STR,32313672,4375258
2019-019080STR,34684071,6064418
2019-019103STR,35343196,2523102
2019-019128STR,45055479,345283741
2019-019147STR,32789669,4318558
2019-019164STR,2022751,401904
2019-019171STR,34688624,261409715
2019-019184STR,34867880,262874420
2019-019185STR,19315635,1867331
2019-019199STR,32747602,74679017
2019-019205STR,35874111,269828471
2019-019208STR,35806612,417711
2019-019215STR,31439076,23992809
2019-019219STR,11418638,
2019-019223STR,34246050,202999813
2019-019239STR,30534155,39729330
2019-019248STR,34020025,3480526
2019-019251STR,31722728,3929874
2019-019301STR,42520481,3096994
2019-019318STR,22636987,
2019-019330STR,4760192,15622225
2019-019332STR,33241183,1730886
2019-019348STR,35294298,56507890
2019-019349STR,33023168,1415579
2019-019358STR,28360154,16131753
2019-019404STR,35945379,
2019-019461STR,238204,1248132
2019-019470STR,4959980,25419840
2019-019474STR,16897188,5216411
2019-019487STR,5229280,13059334
2019-019501STR,5978964,31039935
2019-019504STR,18900978,71409219
2019-019508STR,21203146,153157973
2019-019520STR,37604966,133848555
2019-019528STR,34247471,5391821
2019-019536STR,40306940,218268629
2019-019541STR,840986,
2019-019581STR,10965575,
2019-019689STR,45367464,
2019-019720STR,39533902,988375
2019-019748STR,21291714,974441
2019-019748STR,199480,974441
2019-019754STR,760794,
2019-019758STR,7899085,41649493
2019-019766STR,22163431,
2019-019766STR,17795712,
2019-019804STR,17965243,
2019-019820STR,19050152,53220441
2019-019825STR,6020579,26977960
2019-019881STR,6336315,5836827
2019-019895STR,611714,6872494
2019-019931STR,39276439,301409555
2019-019932STR,23830079,
2019-019932STR,162934,
2019-019966STR,35848747,7521684
2019-020022STR,657121,
2019-020073STR,23304639,
2019-020073STR,19969592,
2019-020089STR,19228248,22616634
2019-020096STR,15150709,7728783
2019-020100STR,7348398,38498758
2019-020129STR,1150867,6307640
2019-020145STR,7007759,36734328
2019-020146STR,18873809,20137018
2019-020168STR,13464987,462956
2019-020171STR,531151,2608908
2019-020235STR,33999573,957067
2019-020238STR,36635428,52828644
2019-020240STR,11942275,2135564
2019-020240STR,11942275,2135564
2019-020240STR,11942275,2135564
2019-020240STR,11942275,2135564
2019-020241STR,34369451,111662311
2019-020242STR,45532158,
2019-020246STR,45077387,4857720
2019-020251STR,38406252,1582574
2019-020257STR,35516989,64145873
2019-020260STR,32491838,19306520
2019-020262STR,654279,3289160
2019-020263STR,33974085,
2019-020268STR,33493552,48537207
2019-020269STR,35878510,269864849
2019-020271STR,17778664,4123335
2019-020272STR,18156135,4997141
2019-020273STR,28435943,27955764
2019-020277STR,4510968,23389678
2019-020277STR,4510968,23389678
2019-020284STR,38985258,
2019-020293STR,33166972,
2019-020293STR,345760,
2019-020293STR,1827177,
2019-020293STR,1408281,
2019-020293STR,1323983,
2019-020294STR,2683857,224012
2019-020295STR,134015,657837
2019-020301STR,3395051,17109298
2019-020302STR,35496627,267057544
2019-020304STR,4888308,
2019-020307STR,37860137,17844178
2019-020320STR,4718629,2683422
2019-020322STR,37049589,278593931
2019-020322STR,37049589,278593931
2019-020322STR,37049589,278593931
2019-020328STR,2371573,8634657
2019-020331STR,40268500,10685036
2019-020351STR,34253243,10441135
2019-020354STR,37863231,2860770
2019-020358STR,36029332,23573644
2019-020359STR,36676914,275676570
2019-020363STR,38584753,184675266
2019-020379STR,3030653,15436573
2019-020383STR,567239,1772044
2019-020383STR,555596,1772044
2019-020392STR,5217164,26991996
2019-020400STR,37808908,286153436
2019-020406STR,32025820,231643532
2019-020408STR,38782076,295498342
2019-020409STR,33311422,5298677
2019-020420STR,2178509,11111526
2019-020422STR,36519291,37199244
2019-020424STR,2944843,15035145
2019-020433STR,34339911,2374809
2019-020433STR,34339911,2374809
2019-020433STR,34339911,2374809
2019-020462STR,35770427,41298864
2019-020468STR,37183606,279829523
2019-020472STR,3230459,16402896
2019-020475STR,38333196,291669781
2019-020476STR,14401326,
2019-020486STR,37913196,287207838
2019-020497STR,35472694,123692704
2019-020536STR,39468604,
2019-020536STR,39468600,
2019-020536STR,38674946,
2019-020536STR,39870669,
2019-020536STR,39652092,
2019-020536STR,39537982,
2019-020557STR,18705200,130021995
2019-020565STR,30271760,9283939
2019-020578STR,9296524,8803470
2019-020584STR,7718075,8223604
2019-020588STR,2223743,825524
2019-020589STR,137546,672097
2019-020589STR,2518781,672097
2019-020590STR,32474115,17242934
2019-020606STR,39413362,302732021
2019-020609STR,19830610,9338519
2019-020679STR,20873868,9296204
2019-020686STR,18584924,312334
2019-020686STR,18528858,312334
2019-020815STR,14490262,6920252
2019-020927STR,21514950,
2019-020937STR,9888667,
2019-020951STR,35389707,
2019-020952STR,517803,2549630
2019-021046STR,7182761,17331617
2019-021051STR,19877901,
2019-021186STR,1995487,
2019-021230STR,20157395,
2019-021231STR,23684260,24053387
2019-021231STR,16488124,24053387
2019-021322STR,12008385,
2019-021322STR,34856831,
2019-021322STR,30238646,
2019-021386STR,37684875,284807277
2019-021388STR,38621753,20520605
2019-021558STR,36804819,875931
2019-021567STR,36353842,1485240
2019-021571STR,38642777,1487776
2019-021581STR,34287664,796838
2019-021582STR,36813449,276715899
2019-021586STR,34197680,2491522
2019-021588STR,36456649,4838788
2019-021590STR,38129278,288169072
2019-021593STR,34514224,260499835
2019-021598STR,4773944,9859883
2019-021601STR,400433,1583699
2019-021615STR,1223704,1588519
2019-021625STR,38703237,988375
2019-021628STR,30266695,8688026
2019-021632STR,34946905,1535113
2019-021638STR,40974161,22058496
2019-021651STR,36489116,45229549
2019-021664STR,38167638,24087059
2019-021669STR,37468410,282667697
2019-021883STR,1043282,5381076
2019-021904STR,38365348,292120477
2019-022365STR,33526719,1936903
2019-022387STR,39337552,4996407
2019-022451STR,40036227,
2019-022455STR,40931160,
2019-022500STR,40560328,
2019-022542STR,33166972,
2019-022614STR,34394047,
2019-022618STR,39335839,
2019-022694STR,28252608,5670406
2019-022696STR,38061693,25005880
2019-022700STR,1083810,5959211
2019-022708STR,39059847,222647651
2019-022740STR,38586329,294446822
2019-022749STR,288213,1498483
2019-022793STR,43613070,62642427
2019-022799STR,971116,
2019-022804STR,10418322,
2019-022804STR,34181981,
2019-022827STR,3140113,15402542
2019-022916STR,38609924,
2019-023017STR,15806021,346580
2019-023225STR,29704006,1253187
2019-023240STR,39539309,20364955
2019-023242STR,41393913,48424042
2019-023244STR,9882716,19912995
2019-023249STR,39468178,
2019-023254STR,40665242,308845730
2019-023256STR,2545771,5739451
2019-023260STR,39702316,305148755
2019-023262STR,20478011,
2019-023262STR,30027665,
2019-023262STR,13810224,
2019-023263STR,39981331,11804833
2019-023268STR,42278240,335930199
2019-023268STR,42278240,335930199
2019-023278STR,39553717,
2019-023278STR,39553717,
2019-023294STR,20305913,1203596
2019-023297STR,39538536,152396699
2019-023305STR,39783000,305816161
2019-023330STR,17345936,4352245
2019-023337STR,38624328,5089742
2019-023345STR,39952962,219335040
2019-023352STR,37719665,12685102
2019-023356STR,39424458,2984805
2019-023377STR,16134193,
2019-023388STR,9504910,
2019-023459STR,27609352,9598998
2019-023513STR,3257886,15336469
2019-023702STR,4987668,16382
2019-023702STR,856123,16382
2020-000123STR,34470646,27975146
2020-000147STR,38933962,249436000
2020-000268STR,39891708,
2020-000272STR,28261064,623191
2020-000289STR,21817055,
2020-000289STR,22140977,
2020-000289STR,21382398,
2020-000370STR,34751463,
2020-000370STR,30506989,
2020-000370STR,32268646,
2020-000370STR,33713266,
2020-000370STR,32410147,
2020-000370STR,30696168,
2020-000392STR,40763935,316658100
2020-000415STR,40593885,
2020-000455STR,2736358,8638224
2020-000522STR,467507,2320888
2020-000522STR,467507,2320888
2020-000599STR,28783606,34876815
2020-000606STR,4614763,75978
2020-000610STR,39420577,4060431
2020-000653STR,42856533,90349994
2020-000767STR,37180404,76458186
2020-000836STR,38158914,1368144
2020-000954STR,6886839,3275513
2020-000979STR,31377697,7655449
2020-001012STR,851889,
2020-001186STR,36945601,1243451
2020-001202STR,4603953,10643399
2020-001279STR,909063,2874279
2020-001301STR,13999742,19191703
2020-001354STR,41630017,328362412
2020-001394STR,23474087,
2020-001394STR,23476220,
2020-001394STR,24021724,
2020-001442STR,40312722,168103713
2020-001473STR,38100637,24673601
2020-001519STR,40009905,3021561
2020-001632STR,3319447,5034081
2020-001715STR,37156484,29291796
2020-001724STR,3391368,17110263
2020-001726STR,7886634,6291362
2020-001857STR,12797906,498928
2020-001858STR,1487849,1590094
2020-002641STR,20979534,4276210
2020-002741STR,1614622,2343472
2020-002840STR,38955191,298375038
2020-002867STR,2890120,899994
2020-002870STR,6145605,1196837
2020-002924STR,32404157,81165421
2020-003076STR,3519611,17721826
2020-003096STR,18345958,652949
2020-003422STR,37457424,2327713
2020-003510STR,8290464,3198119
2020-003644STR,47023793,
2020-003644STR,47031172,
2020-003644STR,47029556,
2020-003650STR,40991220,12973187
2020-003717STR,13769493,15376205
2020-003907STR,40473258,72422733
2020-003923STR,29684194,10456230
2020-003965STR,39248043,301284384
2020-003999STR,37249904,247053998
2020-004028STR,20500854,12878539
2020-004363STR,138772,261304
2020-004364STR,269463,1244308
2020-004366STR,394575,1190192
2020-004367STR,607500,1805856
2020-004383STR,13318584,75307977
2020-004425STR,14255278,36140663
2020-004430STR,1665516,3071180
2020-004450STR,2374267,11298613
2020-004453STR,7923146,41781093
2020-004454STR,44449225,
2020-004454STR,44448811,
2020-004456STR,37058182,
2020-004463STR,43431715,
2020-004473STR,18140914,125069867
2020-004487STR,1304068,7089140
2020-004496STR,17405370,20369590
2020-004511STR,32723815,6961330
2020-004562STR,39488743,120248703
2020-004565STR,39174656,
2020-004567STR,1245838,6789170
2020-004576STR,20933318,49425233
2020-004578STR,1667732,6913393
2020-004582STR,1992217,10271221
2020-004583STR,1309496,7118153
2020-004592STR,2611820,101521
2020-004594STR,2455313,12556651
2020-004605STR,3780418,16440881
2020-004640STR,39650805,11392468
2020-004641STR,16441272,66107483
2020-004652STR,2175930,11098043
2020-004653STR,32740903,669175
2020-004835STR,128230,634277
2020-004836STR,16208102,3916222
2020-004964STR,26747021,232759
2020-004972STR,20994570,2788584
2020-005000STR,8192881,6387932
2020-005008STR,3877462,20037498
2020-005080STR,5788099,30031657
2020-005084STR,7309811,601627
2020-005162STR,778520,529581
2020-005166STR,7035672,36886391
2020-005175STR,3042811,9708248
2020-005186STR,4365969,22662933
2020-005190STR,1752371,9218238
2020-005199STR,20805606,196335
2020-005201STR,6481492,23073793
2020-005207STR,41772072,7002631
2020-005214STR,15432669,12765917
2020-005216STR,9416254,5518159
2020-005231STR,28603195,132534885
2020-005233STR,424846,2112291
2020-005235STR,32620353,5611653
2020-005274STR,31450281,4346065
2020-005278STR,22388111,4555872
2020-005309STR,38404621,292551289
2020-005330STR,8356380,44046204
2020-005367STR,6374167,33217272
2020-005393STR,18615032,9314255
2020-005399STR,17501002,69222920
2020-005413STR,44280619,4920028
2020-005422STR,7327920,29638077
2020-005427STR,6007925,31111016
2020-005440STR,11531128,37917550
2020-005526STR,23550791,175969733
2020-005662STR,43412641,46107941
2020-005926STR,44419280,
2020-005928STR,45542268,
2020-005985STR,1107014,1743413
2020-006057STR,7689528,4037393
2020-006249STR,44379576,
2020-006249STR,44463603,
2020-006297STR,6887081,18197171
2020-006341STR,7902505,
2020-006361STR,10477793,
2020-006365STR,37390486,25062046
2020-006888STR,44394083,
2020-006942STR,10321776,
2020-006955STR,44382961,
2020-007031STR,10052512,
2020-007376STR,44262841,155667185
2020-007431STR,45423640,
2020-007755STR,14759973,
2020-007757STR,45202539,
2020-008062STR,45081117,
2020-008076STR,42989740,54810554
2020-008306STR,1123125,6161482
2020-008306STR,23433090,6161482
2020-008519STR,22483206,
2020-008678STR,45785640,
2020-009080STR,46221320,
2020-009113STR,,49532950
2020-009778STR,13735115,
2020-009780STR,15179182,
2020-009928STR,25260993,
2020-009939STR,46122296,
2020-010105STR,,13612996
2020-010130STR,,1792651
2020-010169STR,,24973603
2020-010222STR,10835637,
2020-010403STR,,92720638
2020-010652STR,27312690,
2020-010713STR,46527458,
2020-010713STR,46527458,
2020-010952STR,10808224,
2020-011090STR,21099478,
2020-011395STR,46091378,
2020-011397STR,45714287,
2020-011440STR,46563604,
2020-011440STR,46563604,
2020-011440STR,46563604,
2020-011958STR,6957662,
2020-012205STR,19150623,
2020-012205STR,33781225,
