RECORDID,DATESTRING,ACTION,ACTIONNUMBER,PROJECTDECISION
2002.1121C,8/21/2003,Approved,,Approved
2002.1130D,2/13/2003,Approved,,Approved
2002.1133V,5/28/2003,Approved,,Approved
2002.1135V,2/26/2003,Approved,,Approved
2002.1137A,11/27/2002,Approved,,Approved
2002.1144C,10/2/2003,Disapproved,,Disapproved
2002.1144C,10/2/2003,Approved,16668,Approved
2002.1154C,7/15/2005,Cancelled,,Cancelled
2002.1158V,3/12/2003,Approved,,Approved
2002.1159V,1/29/2003,Approved,,Approved
2002.1164D,4/4/2003,Approved,,Approved
2002.1165D,1/23/2003,Approved,,Approved
2002.1171D,5/8/2003,Approved,,Approved
2002.1174C,3/13/2003,Approved,,Approved
2002.1175C,5/22/2003,Approved,16585,Approved
2002.1179C,8/3/2006,Approved,17297,Approved
2002.1179X,8/3/2006,Approved,17296,Approved
2002.1198C,4/1/2004,Approved,16762,Approved
2002.1198V,4/1/2004,Approved,,Approved
2002.1203C,10/23/2003,Approved,16681,Approved
2002.1204C,1/16/2003,Approved,,Approved
2002.1207A,1/23/2003,Approved,,Approved
2002.1219C,7/24/2003,Approved,16619,Approved
2002.1220C,10/7/2004,Approved,,Approved
2002.1238C,3/6/2003,Approved,,Approved
2002.1243A,1/23/2003,Approved,,Approved
2002.1244D,2/20/2003,Approved,,Approved
2002.1244D_3,2/20/2003,Approved,,Approved
2002.1245D,2/20/2003,Approved,,Approved
2002.1245D_3,2/20/2003,Approved,,Approved
2002.1245D_5,2/20/2003,Approved,,Approved
2002.1245D_7,2/20/2003,Approved,,Approved
2002.1245D_9,2/20/2003,Approved,,Approved
2002.1246D,2/20/2003,Approved,,Approved
2002.1246D_3,2/20/2003,Approved,,Approved
2002.1246D_5,2/20/2003,Approved,,Approved
2002.1246D_7,2/20/2003,Approved,,Approved
2002.1246D_9,2/20/2003,Approved,,Approved
2002.1248C,2/18/2003,Withdawn,,Withdawn
2002.1250V,2/26/2003,Approved,,Approved
2002.1251V,2/26/2003,Approved,,Approved
2002.1252A,1/16/2004,Approved,,Approved
2002.1255C,6/24/2004,Approved,,Approved
2002.1257D,3/27/2003,Approved,,Approved
2002.1258D,11/20/2003,Approved,,Approved
2002.1258D_3,11/20/2003,Approved,,Approved
2002.1259D,11/20/2003,Approved,,Approved
2002.1259D_3,11/20/2003,Approved,,Approved
2002.1263C,6/16/2005,Approved,17044,Approved
2002.1266V,3/28/2003,Approved,,Approved
2002.1276D,3/6/2003,Approved,,Approved
2002.1277V,2/26/2003,Approved,,Approved
2002.1278D,3/28/2003,Withdawn,,Withdawn
2002.1280V,12/30/2002,Cancelled,,Cancelled
2002.1286C,2/6/2003,Approved,,Approved
2002.1287D,12/16/2002,Withdawn,,Withdawn
2002.1290D,1/8/2004,Approved,,Approved
2002.1290D_3,1/8/2004,Approved,,Approved
2002.1290D_5,1/8/2004,Approved,,Approved
2002.1290D_7,1/8/2004,Approved,,Approved
2002.1290V,1/8/2004,Approved,,Approved
2002.1291D,1/8/2004,Approved,,Approved
2002.1291D_3,1/8/2004,Approved,,Approved
2002.1291D_5,1/8/2004,Approved,,Approved
2002.1291D_7,1/8/2004,Approved,,Approved
2002.1292V,3/26/2003,Approved,,Approved
2002.1294V,3/26/2003,Approved,,Approved
2002.1295D,6/26/2003,Approved,,Approved
2002.1295D_3,6/26/2003,Approved,,Approved
2002.1297D,6/26/2003,Approved,,Approved
2002.1297D_4,6/26/2003,Approved,,Approved
2002.1298C,12/18/2003,Approved,,Approved
2002.1298D,12/18/2003,Approved,,Approved
2002.1301C,8/21/2003,Approved,,Approved
2002.1302X,8/14/2008,Approved,17680,Approved
2002.1303C,7/1/2004,Approved,16833,Approved
2002.1303D,7/1/2004,Approved,,Approved
2002.1305C,1/20/2005,Approved,16930,Approved
2002.1306C,9/25/2003,Approved,16665,Approved
2002.1309D,10/4/2004,Approved,,Approved
2002.1310D,3/27/2003,Approved,,Approved
2003.0002V,4/23/2003,Approved,,Approved
2003.0016C,5/8/2003,Approved,,Approved
2003.0018C,1/1/2004,Approved,,Approved
2003.0019C,8/19/2003,Withdawn,,Withdawn
2003.0020C,5/1/2003,Approved,16575,Approved
2003.0027C,3/6/2003,Approved,16537,Approved
2003.0028C,6/12/2003,Approved,,Approved
2003.0028X,6/12/2003,Approved,,Approved
2003.0029X,8/4/2005,Approved,17077,Approved
2003.0032C,3/27/2003,Approved,16552,Approved
2003.0032C,3/27/2003,Approved,,Approved
2003.0033D,4/11/2003,Approved,,Approved
2003.0033D_3,4/11/2003,Approved,,Approved
2003.0033D_5,4/11/2003,Approved,,Approved
2003.0035V,5/28/2003,Approved,,Approved
2003.0036V,3/26/2003,Approved,,Approved
2003.0037C,4/3/2003,Approved,16560,Approved
2003.0038C,8/23/2003,Approved,16633,Approved
2003.0043D,3/30/2005,Cancelled,,Cancelled
2003.0048A,4/2/2003,Approved,,Approved
2003.0051C,3/13/2003,Approved,,Approved
2003.0052D,4/13/2003,Approved,,Approved
2003.0055D,2/20/2003,Approved,,Approved
2003.0057C,5/15/2003,Approved,,Approved
2003.0075D,5/18/2003,Approved,,Approved
2003.0075D_3,5/18/2003,Approved,,Approved
2003.0075D_5,5/18/2003,Approved,,Approved
2003.0075D_7,5/18/2003,Approved,,Approved
2003.0075D_9,5/18/2003,Approved,,Approved
2003.0079D,6/26/2003,Approved,,Approved
2003.0083C,3/27/2003,Approved,,Approved
2003.0084D,5/15/2003,Approved,,Approved
2003.0089V,5/28/2003,Approved,,Approved
2003.0090C,8/21/2003,Approved,,Approved
2003.0091A,9/23/2003,Approved,,Approved
2003.0091C,11/13/2003,Approved,,Approved
2003.0109C,7/10/2003,Approved,16610,Approved
2003.0109V,7/10/2003,Approved,,Approved
2003.0110D,1/22/2004,Approved,,Approved
2003.0110D_3,1/22/2004,Approved,,Approved
2003.0111D,5/21/2003,Withdawn,,Withdawn
2003.0113D,5/1/2003,Disapproved,,Disapproved
2003.0114D,5/15/2003,Withdawn,,Withdawn
2003.0114D_3,5/15/2003,Withdawn,,Withdawn
2003.0116V,8/27/2003,Disapproved,,Disapproved
2003.0117D,3/6/2003,Disapproved,,Disapproved
2003.0119D,3/6/2003,Approved,,Approved
2003.0120C,5/22/2003,Approved,,Approved
2003.0121D,12/30/2003,Cancelled,,Cancelled
2003.0121D_3,12/3/2003,Cancelled,,Cancelled
2003.0139D,5/15/2003,Approved,,Approved
2003.0141C,11/13/2003,Approved,16687,Approved
2003.0142C,12/18/2003,Approved,16706,Approved
2003.0145C,12/9/2004,Approved,16914,Approved
2003.0151C,12/9/2004,Approved,16912,Approved
2003.0159C,6/1/2006,Approved,17254,Approved
2003.0160V,3/26/2003,Approved,,Approved
2003.0162C,6/26/2003,Approved,,Approved
2003.0163A,4/22/2003,Approved,,Approved
2003.0165D,7/10/2003,Approved,,Approved
2003.0166C,6/26/2003,Approved,16603,Approved
2003.0167C,4/1/2004,Approved,16761,Approved
2003.0180A,4/1/2003,Approved,,Approved
2003.0181D,4/23/2003,Withdawn,,Withdawn
2003.0182D,5/15/2003,Approved,,Approved
2003.0188A,5/16/2003,Approved,,Approved
2003.0189D,7/10/2003,Approved,,Approved
2003.0190D,9/11/2003,Approved,,Approved
2003.0191C,10/23/2003,Approved,,Approved
2003.0194D,9/16/2003,Withdawn,,Withdawn
2003.0196V,6/25/2003,Disapproved,,Disapproved
2003.0197A,6/2/2003,Approved,,Approved
2003.0198V,4/23/2003,Approved,,Approved
2003.0207C,9/4/2003,Disapproved,16649,Disapproved
2003.0216D,4/3/2003,Approved,,Approved
2003.0217D,4/23/2003,Withdawn,,Withdawn
2003.0219D,3/20/2003,Approved,,Approved
2003.0220C,5/1/2003,Approved,,Approved
2003.0221D,3/20/2003,Approved,,Approved
2003.0222D,4/28/2003,Withdawn,,Withdawn
2003.0223C,7/17/2003,Approved,,Approved
2003.0223C,7/17/2003,Approved,16615,Approved
2003.0224C,10/23/2003,Approved,,Approved
2003.0225D,5/15/2003,Approved,,Approved
2003.0226C,5/15/2003,Approved,16581,Approved
2003.0237V,4/23/2003,Approved,,Approved
2003.0239C,3/15/2004,Withdawn,,Withdawn
2003.0244C,9/18/2003,Approved,16660,Approved
2003.0252D,6/19/2003,Approved,,Approved
2003.0261D,6/19/2003,Approved,,Approved
2003.0262C,10/28/2004,Approved,,Approved
2003.0262X,10/28/2004,Approved,,Approved
2003.0263D,2/26/2004,Approved,,Approved
2003.0270D,5/15/2003,Approved,,Approved
2003.0272C,9/22/2004,Approved,,Approved
2003.0274A,6/17/2003,Approved,,Approved
2003.0275A,5/11/2003,Approved,,Approved
2003.0276V,6/25/2003,Approved,,Approved
2003.0278C,9/4/2003,Approved,,Approved
2003.0280C,1/15/2004,Approved,,Approved
2003.0292A,6/17/2003,Approved,,Approved
2003.0292V,5/28/2003,Approved,,Approved
2003.0293D,6/19/2003,Approved,,Approved
2003.0304C,10/21/2004,Approved,16872,Approved
2003.0309V,6/25/2003,Approved,,Approved
2003.0310V,6/25/2003,Approved,,Approved
2003.0311V,6/24/2003,Approved,,Approved
2003.0313C,7/15/2004,Approved,,Approved
2003.0315D,5/6/2003,Withdawn,,Withdawn
2003.0316D,7/10/2004,Approved,,Approved
2003.0343V,2/27/2006,Cancelled,,Cancelled
2003.0344D,7/31/2003,Approved,,Approved
2003.0345D,11/20/2003,Approved,,Approved
2003.0346D,6/26/2003,Approved,,Approved
2003.0350D,10/31/2003,Withdawn,,Withdawn
2003.0352V,6/25/2003,Approved,,Approved
2003.0362D,10/16/2003,Approved,,Approved
2003.0363C,8/5/2004,Approved,16845,Approved
2003.0363C,8/5/2004,Approved,,Approved
2003.0363D,8/5/2004,Approved,,Approved
2003.0364C,10/28/2003,Withdawn,,Withdawn
2003.0364D,10/16/2003,Approved,,Approved
2003.0365A,6/17/2003,Approved,,Approved
2003.0368D,8/21/2003,Approved,,Approved
2003.0374D,1/8/2004,Approved,,Approved
2003.0375A,6/10/2004,Approved,,Approved
2003.0375C,6/24/2004,Approved,16825,Approved
2003.0376C,8/28/2003,Approved,,Approved
2003.0383D,9/11/2003,Approved,,Approved
2003.0389D,4/30/2004,Approved,,Approved
2003.0394A,6/2/2003,Approved,,Approved
2003.0395D,6/26/2003,Approved,,Approved
2003.0396D,6/6/2003,Withdawn,,Withdawn
2003.0397C,12/4/2003,Approved,16698,Approved
2003.0397C,12/4/2003,Approved,16698,Approved
2003.0398D,6/12/2003,Approved,,Approved
2003.0399D,11/20/2003,Approved,,Approved
2003.0404D,9/2/2004,Approved,,Approved
2003.0405V,7/23/2003,Approved,,Approved
2003.0406V,7/9/2003,Withdawn,,Withdawn
2003.0411X,9/18/2003,Approved,16664,Approved
2003.0411X,9/18/2003,Approved,,Approved
2003.0412D,10/16/2003,Disapproved,,Disapproved
2003.0413D,4/18/2003,Withdawn,,Withdawn
2003.0429C,8/12/2004,Approved,,Approved
2003.0430D,10/16/2003,Approved,,Approved
2003.0434V,7/23/2003,Approved,,Approved
2003.0435D,9/11/2003,Approved,,Approved
2003.0435D_3,9/11/2003,Approved,,Approved
2003.0437C,6/19/2003,Approved,,Approved
2003.0440C,8/28/2003,Approved,,Approved
2003.0451C,1/15/2004,Approved,16709,Approved
2003.0451C,1/15/2004,Approved,16709,Approved
2003.0462D,10/7/2004,Disapproved,,Disapproved
2003.0463V,7/23/2003,Approved,,Approved
2003.0464V,9/24/2003,Approved,,Approved
2003.0466C,7/10/2003,Approved,16608,Approved
2003.0479A,5/16/2003,Approved,,Approved
2003.0492A,6/2/2003,Approved,,Approved
2003.0505V,8/27/2003,Approved,,Approved
2003.0511C,12/20/2004,Cancelled,,Cancelled
2003.0518D,10/16/2003,Approved,,Approved
2003.0519D,7/31/2003,Approved,,Approved
2003.0520A,6/2/2003,Approved,,Approved
2003.0521V,8/27/2003,Approved,,Approved
2003.0524D,9/25/2003,Approved,,Approved
2003.0527X,7/28/2011,Approved,18419,Approved
2003.0532X,8/21/2003,Approved,,Approved
2003.0536C,5/19/2005,Approved,,Approved
2003.0537A,9/23/2003,Approved,,Approved
2003.0538V,9/25/2003,Approved,,Approved
2003.0540V,9/24/2003,Approved,,Approved
2003.0544C,7/10/2003,Approved,,Approved
2003.0545D,3/25/2004,Approved,,Approved
2003.0573V,8/27/2003,Approved,,Approved
2003.0584C,7/15/2004,Approved,,Approved
2003.0586X,6/26/2003,Approved,,Approved
2003.0587X,6/3/2004,Approved,16805,Approved
2003.0588D,7/17/2003,Approved,,Approved
2003.0594D,8/5/2004,Withdawn,,Withdawn
2003.0596C,7/31/2003,Approved,16628,Approved
2003.0596C,7/31/2003,Approved,16626,Approved
2003.0597D,7/31/2003,Approved,,Approved
2003.0599D,6/17/2004,Approved,,Approved
2003.0604V,8/25/2003,Withdawn,,Withdawn
2003.0606C,7/17/2003,Approved,16613,Approved
2003.0607C,6/9/2004,Withdawn,,Withdawn
2003.0610A,6/20/2003,Approved,,Approved
2003.0611C,11/13/2003,Approved,,Approved
2003.0622V,10/24/2003,Withdawn,,Withdawn
2003.0628D,5/6/2004,Approved,,Approved
2003.0628D_3,5/6/2004,Approved,,Approved
2003.0628D_6,5/6/2004,Approved,,Approved
2003.0630A,8/8/2003,Approved,,Approved
2003.0632V,10/22/2003,Approved,,Approved
2003.0633V,10/31/2003,Withdawn,,Withdawn
2003.0636D,9/11/2003,Approved,,Approved
2003.0637D,7/31/2003,Approved,,Approved
2003.0638D,7/24/2003,Approved,,Approved
2003.0648V,10/22/2003,Approved,,Approved
2003.0649V,12/16/2003,Approved,,Approved
2003.0650V,11/19/2003,Approved,,Approved
2003.0651V,3/30/2004,Withdawn,,Withdawn
2003.0652A,12/3/2003,Approved,,Approved
2003.0653C,9/18/2003,Approved,,Approved
2003.0660C,6/17/2004,Approved,16821,Approved
2003.0662D,9/11/2003,Approved,,Approved
2003.0664V,11/19/2003,Approved,,Approved
2003.0665C,12/24/2008,Withdawn,,Withdawn
2003.0672C,9/1/2005,Approved,17089,Approved
2003.0699D,9/14/2003,Withdawn,,Withdawn
2003.0700D,1/13/2004,Withdawn,,Withdawn
2003.0700D_3,1/13/2004,Withdawn,,Withdawn
2003.0703V,9/24/2003,Approved,,Approved
2003.0704V,12/30/2003,Disapproved,,Disapproved
2003.0705C,8/28/2003,Approved,,Approved
2003.0727C,9/4/2003,Approved,16655,Approved
2003.0728V,11/19/2003,Approved,,Approved
2003.0729V,12/17/2003,Approved,,Approved
2003.0734D,10/16/2003,Approved,,Approved
2003.0735C,7/15/2004,Approved,16839,Approved
2003.0735C,7/15/2004,Approved,16839,Approved
2003.0742D,11/6/2003,Approved,,Approved
2003.0747C,11/13/2003,Approved,,Approved
2003.0753D,11/20/2003,Approved,,Approved
2003.0758C,10/6/2005,Approved,17120,Approved
2003.0762C,4/8/2004,Approved,16765,Approved
2003.0794C,1/22/2004,Disapproved,16708,Disapproved
2003.0796C,9/4/2003,Approved,,Approved
2003.0798A,10/9/2003,Approved,,Approved
2003.0799D,7/26/2004,Approved,,Approved
2003.0800A,10/13/2003,Approved,,Approved
2003.0804C,10/2/2003,Approved,16676,Approved
2003.0807C,12/9/2004,Approved,,Approved
2003.0807C,12/9/2004,Approved,16921,Approved
2003.0809C,11/13/2003,Approved,,Approved
2003.0825D,3/28/2005,Cancelled,,Cancelled
2003.0826V,11/19/2003,Approved,,Approved
2003.0827D,11/20/2003,Approved,,Approved
2003.0829C,3/18/2004,Approved,,Approved
2003.0830C,9/18/2003,Approved,,Approved
2003.0838C,12/18/2003,Approved,,Approved
2003.0841C,6/3/2004,Approved,,Approved
2003.0845C,8/14/2008,Approved,17676,Approved
2003.0846C,6/3/2004,Approved,,Approved
2003.0855C,5/20/2004,Approved,16790,Approved
2003.0855C,5/20/2004,Approved,,Approved
2003.0860D,4/15/2004,Approved,,Approved
2003.0862D,11/6/2003,Approved,,Approved
2003.0863D,11/6/2003,Approved,,Approved
2003.0864A,12/16/2003,Approved,,Approved
2003.0865C,12/4/2003,Approved,,Approved
2003.0866D,1/22/2004,Approved,,Approved
2003.0866V,2/17/2004,Disapproved,,Disapproved
2003.0867C,12/8/2004,Withdawn,,Withdawn
2003.0868C,2/5/2004,Approved,16719,Approved
2003.0872D,6/2/2004,Withdawn,,Withdawn
2003.0875A,9/29/2003,Approved,,Approved
2003.0876D,10/8/2003,Withdawn,,Withdawn
2003.0876D_4,10/8/2003,Withdawn,,Withdawn
2003.0878A,8/22/2003,Approved,,Approved
2003.0881C,12/18/2003,Approved,16704,Approved
2003.0889C,6/17/2004,Approved,16820,Approved
2003.0890D,1/22/2004,Approved,,Approved
2003.0890V,1/22/2004,Approved,,Approved
2003.0892C,2/5/2004,Approved,16718,Approved
2003.0893D,12/11/2003,Approved,,Approved
2003.0900D,1/22/2004,Approved,,Approved
2003.0901D,12/11/2003,Approved,,Approved
2003.0905D,12/11/2003,Approved,,Approved
2003.0906D,10/16/2003,Approved,,Approved
2003.0907D,9/25/2003,Approved,,Approved
2003.0908D,12/8/2003,Withdawn,,Withdawn
2003.0909D,5/12/2005,Approved,,Approved
2003.0911D,9/16/2003,Withdawn,,Withdawn
2003.0914D,11/6/2003,Approved,,Approved
2003.0915D,4/16/2004,Withdawn,,Withdawn
2003.0923A,9/29/2003,Approved,,Approved
2003.0924C,12/4/2003,Approved,,Approved
2003.0926A,9/23/2003,Approved,,Approved
2003.0929C,1/28/2005,Withdawn,,Withdawn
2003.0934D,3/25/2004,Approved,,Approved
2003.0939V,1/28/2004,Approved,,Approved
2003.0940C,2/5/2004,Approved,16720,Approved
2003.0941C,10/23/2003,Approved,16678,Approved
2003.0945D,3/11/2004,Approved,,Approved
2003.0949C,4/22/2004,Approved,16771,Approved
2003.0963C,12/4/2003,Approved,,Approved
2003.0964C,12/2/2004,Approved,16895,Approved
2003.0965D,9/25/2003,Approved,,Approved
2003.0971D,2/14/2005,Withdawn,,Withdawn
2003.0971D_4,2/14/2005,Withdawn,,Withdawn
2003.0972C,11/9/2006,Cancelled,,Cancelled
2003.0980C,9/2/2004,Approved,,Approved
2003.0983D,4/14/2005,Cancelled,,Cancelled
2003.0993C,1/15/2004,Adopted,,Approved
2003.0996D,5/5/2005,Approved,,Approved
2003.0998C,8/11/2004,Withdawn,,Withdawn
2003.1007D,10/16/2003,Approved,,Approved
2003.1012D,3/11/2004,Approved,,Approved
2003.1015C,12/11/2003,Cancelled,,Cancelled
2003.1016D,8/1/2006,Withdawn,,Withdawn
2003.1016D_4,8/1/2006,Withdawn,,Withdawn
2003.1026C,1/22/2009,Cancelled,,Cancelled
2003.1026V,1/22/2009,Cancelled,,Cancelled
2003.1038C,3/4/2004,Approved,,Approved
2003.1047C,5/6/2004,Approved,16782,Approved
2003.1048C,5/27/2004,Approved,16797,Approved
2003.1051C,3/17/2004,Withdawn,,Withdawn
2003.1061D,10/21/2004,Approved,,Approved
2003.1077C,2/19/2004,Approved,16731,Approved
2003.1079D,7/14/2004,Withdawn,,Withdawn
2003.1082C,2/19/2004,Approved,,Approved
2003.1085V,2/25/2004,Approved,,Approved
2003.1086A,4/22/2004,Approved,,Approved
2003.1086C,9/23/2004,Approved,16863,Approved
2003.1091C,4/1/2004,Approved,16763,Approved
2003.1093D,2/12/2004,Approved,,Approved
2003.1099C,7/1/2004,Disapproved,16828,Disapproved
2003.1101C,1/15/2004,Approved,,Approved
2003.1102D,5/20/2004,Approved,,Approved
2003.1108D,1/26/2006,Approved,,Approved
2003.1108D_4,1/26/2006,Approved,,Approved
2003.1111D,12/8/2003,Withdawn,,Withdawn
2003.1113C,6/16/2005,Approved,17037,Approved
2003.1114D,9/24/2004,Withdawn,,Withdawn
2003.1138C,8/29/2005,Cancelled,,Cancelled
2003.1141D,2/12/2004,Approved,,Approved
2003.1141D_4,2/12/2004,Approved,,Approved
2003.1141D_7,2/12/2004,Approved,,Approved
2003.1141V,2/12/2004,Approved,,Approved
2003.1157V,9/23/2005,Withdawn,,Withdawn
2003.1157X,9/23/2005,Approved,,Approved
2003.1159C,5/20/2004,Approved,16792,Approved
2003.1159C,5/20/2004,Approved,16792,Approved
2003.1160A,1/14/2004,Approved,,Approved
2003.1162C,12/9/2004,Adopted,,Approved
2003.1165V,2/25/2004,Approved,,Approved
2003.1167D,12/10/2003,Withdawn,,Withdawn
2003.1170D,1/22/2004,Withdawn,,Withdawn
2003.1170D_4,1/22/2004,Withdawn,,Withdawn
2003.1177C,7/20/2004,Withdawn,,Withdawn
2003.1181C,5/6/2004,Approved,,Approved
2003.1182C,1/15/2004,Adopted,,Approved
2003.1183C,8/25/2008,Withdawn,,Withdawn
2003.1184X,5/6/2004,Approved,,Approved
2003.1185C,3/7/2005,Withdawn,,Withdawn
2003.1186D,1/22/2004,Withdawn,,Withdawn
2003.1187D,1/22/2004,Withdawn,,Withdawn
2003.1187D_4,1/22/2004,Withdawn,,Withdawn
2003.1196D,7/15/2004,Approved,,Approved
2003.1198A,3/17/2004,Approved,,Approved
2003.1199A,11/25/2003,Approved,,Approved
2003.1208C,8/12/2004,Approved,16847,Approved
2003.1210C,6/23/2005,Approved,17049,Approved
2003.1217D,8/12/2004,Approved,,Approved
2003.1226D,9/29/2004,Approved,,Approved
2003.1227C,5/13/2004,Approved,,Approved
2003.1230C,4/8/2004,Approved,16766,Approved
2003.1231C,4/1/2004,Approved,,Approved
2003.1235D,3/25/2004,Approved,,Approved
2003.1239V,4/28/2004,Approved,,Approved
2003.1241C,6/10/2004,Approved,16812,Approved
2003.1241V,6/10/2004,Approved,,Approved
2003.1243C,8/5/2004,Approved,,Approved
2003.1243X,8/5/2004,Approved,,Approved
2003.1246D,1/4/2004,Withdawn,,Withdawn
2003.1249D,1/8/2004,Approved,,Approved
2003.1251D,2/12/2004,Approved,,Approved
2003.1252C,7/15/2004,Approved,,Approved
2003.1252C,7/15/2004,Approved,16837,Approved
2003.1254D,7/22/2004,Approved,,Approved
2003.1255D,5/20/2004,Approved,,Approved
2003.1255D_4,5/20/2004,Approved,,Approved
2003.1256D,2/12/2004,Approved,,Approved
2003.1258C,2/19/2004,Approved,16732,Approved
2003.1261D,4/8/2004,Approved,,Approved
2003.1263D,2/26/2004,Approved,,Approved
2003.1264D,2/12/2004,Approved,,Approved
2003.1265D,3/25/2004,Approved,,Approved
2003.1266D,2/2/2006,Withdawn,,Withdawn
2003.1267D,6/4/2004,Approved,,Approved
2003.1268D,3/11/2004,Approved,,Approved
2003.1273C,4/22/2004,Approved,,Approved
2003.1282D_3,4/22/2004,Approved,,Approved
2003.1283D,8/5/2004,Approved,,Approved
2003.1284D,3/25/2004,Approved,,Approved
2003.1285D,7/15/2004,Approved,,Approved
2003.1286A,2/10/2004,Approved,,Approved
2003.1289D,3/11/2004,Approved,,Approved
2003.1296C,2/19/2004,Approved,16733,Approved
2003.1298C,6/3/2004,Disapproved,16809,Disapproved
2003.1299C,3/30/2005,Withdawn,,Withdawn
2003.1305C,4/15/2004,Approved,,Approved
2003.1314C,2/26/2004,Approved,,Approved
2003.1315D,1/22/2004,Approved,,Approved
2003.1316D,4/15/2004,Approved,,Approved
2003.1318D,2/3/2004,Withdawn,,Withdawn
2003.1319D,2/3/2004,Withdawn,,Withdawn
2003.1329D,6/21/2004,Withdawn,,Withdawn
2003.1330D,2/26/2004,Approved,,Approved
2004.0003D,8/13/2004,Withdawn,,Withdawn
2004.0015D,1/22/2004,Approved,,Approved
2004.0017A,4/23/2004,Approved,,Approved
2004.0027A,12/15/2005,Approved,17165,Approved
2004.0027C,1/5/2006,Approved,17165,Approved
2004.0031A,1/22/2004,Approved,,Approved
2004.0032D,1/3/2006,Cancelled,,Cancelled
2004.0033D,1/3/2006,Cancelled,,Cancelled
2004.0047C,8/13/2004,Withdawn,,Withdawn
2004.0048A,4/26/2004,Approved,,Approved
2004.0049C,1/27/2005,Approved,16936,Approved
2004.0053D,12/7/2006,Approved,,Approved
2004.0058D,5/27/2004,Withdawn,,Withdawn
2004.0063D,5/27/2004,Disapproved,,Disapproved
2004.0064D,5/27/2004,Disapproved,,Disapproved
2004.0065D,7/15/2004,Approved,,Approved
2004.0066A,4/23/2004,Approved,,Approved
2004.0067D,4/15/2004,Approved,,Approved
2004.0067D_4,4/15/2004,Approved,,Approved
2004.0068C,11/9/2006,Cancelled,,Cancelled
2004.0070D,9/9/2004,Approved,,Approved
2004.0071D,6/10/2004,Approved,,Approved
2004.0072D,6/7/2007,Approved,,Approved
2004.0073D,6/7/2007,Approved,,Approved
2004.0076C,9/8/2005,Approved,17096,Approved
2004.0087D,4/22/2004,Approved,,Approved
2004.0088C,8/12/2004,Approved,16848,Approved
2004.0089D,4/22/2004,Approved,,Approved
2004.0090C,6/3/2004,Approved,16802,Approved
2004.0090C,6/3/2004,Approved,16802,Approved
2004.0093C,3/7/2013,Approved,18820,Approved
2004.0094D,5/26/2005,Approved,,Approved
2004.0095D,5/26/2005,Approved,,Approved
2004.0097D,10/14/2004,Approved,,Approved
2004.0098D,10/14/2004,Approved,,Approved
2004.0099D,10/14/2004,Approved,,Approved
2004.0103D,5/20/2004,Approved,,Approved
2004.0104D,10/21/2004,Approved,,Approved
2004.0113C,5/22/2008,Approved,,Approved
2004.0116C,5/6/2004,Approved,16776,Approved
2004.0119A,3/5/2004,Approved,,Approved
2004.0124D,6/24/2004,Approved,,Approved
2004.0124D_4,6/24/2004,Approved,,Approved
2004.0125D,6/24/2004,Approved,,Approved
2004.0125D_4,6/24/2004,Approved,,Approved
2004.0126D,6/24/2004,Approved,,Approved
2004.0126D_4,6/24/2004,Approved,,Approved
2004.0129C,12/9/2004,Adopted,,Approved
2004.0130C,7/14/2005,Approved,,Approved
2004.0140C,4/15/2004,Approved,16768,Approved
2004.0141C,10/28/2004,Approved,16877,Approved
2004.0144C,8/19/2013,Withdawn,,Withdawn
2004.0150C,5/26/2005,Approved,17026,Approved
2004.0151D,10/14/2004,Approved,,Approved
2004.0157C,3/29/2005,Withdawn,,Withdawn
2004.0163D,6/3/2004,Approved,,Approved
2004.0164D,6/10/2004,Approved,,Approved
2004.0165X,7/13/2006,Approved,17282,Approved
2004.0173A,4/26/2004,Approved,,Approved
2004.0174D,4/8/2004,Approved,,Approved
2004.0176C,10/21/2004,Approved,16873,Approved
2004.0176C,10/21/2004,Approved,,Approved
2004.0177A,5/7/2004,Approved,,Approved
2004.0178D,9/21/2005,Cancelled,,Cancelled
2004.0178D_4,9/21/2005,Cancelled,,Cancelled
2004.0178D_7,9/21/2005,Cancelled,,Cancelled
2004.0182C,10/14/2004,Approved,16870,Approved
2004.0185C,5/6/2004,Approved,,Approved
2004.0190A,4/5/2004,Approved,,Approved
2004.0191A,3/22/2004,Approved,,Approved
2004.0193D,4/8/2004,Approved,,Approved
2004.0198C,9/23/2004,Approved,16861,Approved
2004.0201A,6/3/2004,Approved,,Approved
2004.0202D,5/27/2004,Approved,,Approved
2004.0202D_4,5/27/2004,Approved,,Approved
2004.0205C,12/16/2004,Adopted,,Approved
2004.0212C,6/7/2005,Withdawn,,Withdawn
2004.0213C,6/10/2004,Approved,16811,Approved
2004.0215C,9/23/2004,Approved,,Approved
2004.0216D,5/7/2004,Withdawn,,Withdawn
2004.0217D,7/22/2004,Approved,,Approved
2004.0218C,12/11/2008,Cancelled,,Cancelled
2004.0220C,7/14/2005,Approved,,Approved
2004.0226C,11/9/2006,Cancelled,,Cancelled
2004.0228D,7/2/2004,Withdawn,,Withdawn
2004.0230D,10/21/2004,Approved,,Approved
2004.0232D,3/16/2005,Withdawn,,Withdawn
2004.0234C,11/29/2004,Approved,16892,Approved
2004.0241C,6/17/2004,Approved,,Approved
2004.0258C,12/19/2006,Cancelled,,Cancelled
2004.0260V,8/17/2004,Approved,,Approved
2004.0264D,5/6/2004,Approved,,Approved
