RECORDID,DATESTRING,ACTION,ACTIONNUMBER,PROJECTDECISION
1996.097A,3/12/1996,Approved,,Approved
1996.098D,7/11/1996,Approved,,Approved
1996.099X,3/12/1998,Approved,14458,Approved
1996.102A,3/12/1996,Approved,,Approved
1996.108C,4/18/1996,Approved,14102,Approved
1996.109C,4/25/1996,Approved,14110,Approved
1996.109V,6/4/1996,Approved,,Approved
1996.110C,4/25/1996,Approved,14109,Approved
1996.110C,4/25/1996,Disapproved,14109,Disapproved
1996.111C,4/25/1996,Approved,14108,Approved
1996.111C,4/25/1996,Disapproved,14108,Disapproved
1996.120C,5/16/1996,Approved,14118,Approved
1996.120C,5/16/1996,Disapproved,14118,Disapproved
1996.123V,5/24/1996,Approved,,Approved
1996.124V,3/8/1996,Withdawn,,Withdawn
1996.125C,6/6/1996,Approved,14130,Approved
1996.127V,5/29/1996,Approved,,Approved
1996.135V,5/24/1996,Approved,,Approved
1996.136C,4/25/1996,Approved,14105,Approved
1996.137V,4/29/1996,Approved,,Approved
1996.139V,3/27/1996,Approved,,Approved
1996.146V,5/22/1996,Approved,,Approved
1996.151C,12/19/1996,Approved,14268,Approved
1996.152A,5/9/1996,Approved,14115,Approved
1996.153C,5/16/1996,Disapproved,14119,Disapproved
1996.154V,5/30/1996,Approved,,Approved
1996.156V,9/9/1996,Approved,,Approved
1996.157V,4/25/1996,Approved,,Approved
1996.158D,4/18/1996,Approved,,Approved
1996.159X,3/12/1998,Approved,,Approved
1996.164V,11/21/1996,Approved,,Approved
1996.165C,6/13/1996,Disapproved,14135,Disapproved
1996.166V,5/29/1996,Approved,,Approved
1996.167V,5/29/1996,Approved,,Approved
1996.168V,5/29/1996,Approved,,Approved
1996.172D,5/23/1996,Approved,,Approved
1996.173C,6/27/1996,Disapproved,14143,Disapproved
1996.174V,4/26/1996,Approved,,Approved
1996.175V,9/6/1996,Approved,,Approved
1996.176C,7/10/1997,Approved,14418,Approved
1996.176C_2,10/22/1998,Approved,14718,Approved
1996.180C,12/12/1996,Approved,14259,Approved
1996.180C,12/12/1996,Approved,14259,Approved
1996.182D,4/18/1996,Approved,,Approved
1996.183D,8/19/1996,Approved,,Approved
1996.187V,6/20/1996,Approved,,Approved
1996.188V,7/19/1996,Approved,,Approved
1996.191X,9/12/1996,Approved,14189,Approved
1996.193D,11/7/1996,Approved,,Approved
1996.194A,4/24/1996,Approved,,Approved
1996.198C,7/11/1996,Disapproved,14155,Disapproved
1996.199V,9/9/1996,Approved,,Approved
1996.200V,9/5/1996,Approved,,Approved
1996.201V,6/27/1996,Approved,,Approved
1996.203A,5/9/1996,Approved,14116,Approved
1996.204C,6/27/1996,Approved,14154,Approved
1996.211A,4/24/1996,Approved,,Approved
1996.212A,5/8/1996,Approved,,Approved
1996.213C,6/27/1996,Disapproved,14144,Disapproved
1996.214C,9/12/1996,Approved,14191,Approved
1996.214V,11/1/1996,Approved,,Approved
1996.215V,9/5/1996,Approved,,Approved
1996.218V,7/3/1996,Approved,,Approved
1996.224C,6/13/1996,Disapproved,14140,Disapproved
1996.228A,11/21/1996,Approved,14243,Approved
1996.228X,11/21/1996,Approved,14243,Approved
1996.228X,11/21/1996,Approved,14243,Approved
1996.229A,5/8/1996,Approved,,Approved
1996.234A,7/9/1996,Approved,,Approved
1996.235V,7/1/1996,Approved,,Approved
1996.236V,5/29/1996,Approved,,Approved
1996.237V,6/4/1996,Approved,,Approved
1996.238A,7/1/1996,Approved,,Approved
1996.240V,6/12/1996,Approved,,Approved
1996.243C,7/25/1996,Approved,14167,Approved
1996.245C,11/21/1996,Approved,14244,Approved
1996.245C,11/21/1996,Approved,14244,Approved
1996.245V,5/13/1997,Approved,,Approved
1996.246C,10/17/1996,Approved,14213,Approved
1996.246V,11/22/1996,Approved,,Approved
1996.251C,7/18/1996,Approved,14163,Approved
1996.258D,6/27/1996,Approved,,Approved
1996.271C,6/20/1996,Approved,14142,Approved
1996.276A,7/9/1996,Approved,,Approved
1996.279D,6/20/1996,Approved,,Approved
1996.286V,7/24/1996,Approved,,Approved
1996.293V,8/28/1996,Approved,,Approved
1996.294V,9/9/1996,Approved,,Approved
1996.296C,7/25/1996,Approved,14169,Approved
1996.300V,7/16/1996,Approved,,Approved
1996.302D,7/18/1996,Approved,,Approved
1996.304V,7/3/1996,Approved,,Approved
1996.305V,6/27/1996,Approved,,Approved
1996.307V,9/9/1996,Approved,,Approved
1996.308V,7/1/1996,Approved,,Approved
1996.309A,7/25/1996,Approved,14170,Approved
1996.312A,7/25/1996,Approved,14171,Approved
1996.313C,7/18/1996,Approved,14162,Approved
1996.314C,7/25/1996,Approved,14168,Approved
1996.319C,8/14/1997,Approved,14442,Approved
1996.319V,8/25/1997,Approved,,Approved
1996.321V,7/25/1996,Approved,,Approved
1996.322V,7/31/1996,Approved,,Approved
1996.323V,8/12/1996,Approved,,Approved
1996.326A,7/5/1996,Approved,,Approved
1996.328D,6/19/1997,Approved,,Approved
1996.334V,9/9/1996,Approved,,Approved
1996.336V,10/29/1996,Disapproved,,Disapproved
1996.338C,8/22/1996,Approved,14184,Approved
1996.339A,7/9/1996,Approved,,Approved
1996.340C,1/15/1998,Approved,14530,Approved
1996.342C,10/17/1996,Approved,14215,Approved
1996.342V,10/28/1996,Approved,,Approved
1996.345C,9/26/1996,Approved,14198,Approved
1996.346C,4/17/1997,Approved,14353,Approved
1996.348C,11/7/1996,Approved,14229,Approved
1996.349V,8/28/1996,Approved,,Approved
1996.350V,9/6/1996,Approved,,Approved
1996.358D,8/15/1996,Approved,,Approved
1996.358D_3,8/15/1996,Approved,,Approved
1996.359C,8/15/1996,Approved,14181,Approved
1996.360C,11/7/1996,Approved,14232,Approved
1996.365V,8/9/1996,Approved,,Approved
1996.370V,7/26/1996,Approved,,Approved
1996.371V,12/4/1996,Disapproved,,Disapproved
1996.374C,11/7/1996,Approved,14233,Approved
1996.376C,5/7/1997,Withdawn,,Withdawn
1996.377C,10/17/1996,Approved,14214,Approved
1996.377V,3/6/1997,Approved,,Approved
1996.379V,9/9/1996,Approved,,Approved
1996.381C,9/5/1996,Disapproved,14185,Disapproved
1996.382C,10/3/1996,Approved,14203,Approved
1996.383C,12/19/1996,Approved,14269,Approved
1996.390D,8/22/1996,Approved,,Approved
1996.394A,7/19/1996,Approved,,Approved
1996.397V,9/5/1996,Approved,,Approved
1996.398V,11/8/1996,Approved,,Approved
1996.404C,9/16/1996,Approved,,Approved
1996.405C,9/5/1996,Approved,14188,Approved
1996.406C,9/19/1996,Approved,14197,Approved
1996.406C,9/19/1996,Disapproved,14197,Disapproved
1996.408V,7/23/1996,Withdawn,,Withdawn
1996.409V,9/11/1996,Approved,,Approved
1996.412C,11/21/1996,Approved,14247,Approved
1996.418C,10/17/1996,Approved,14209,Approved
1996.420C,9/19/1996,Approved,14196,Approved
1996.421V,9/27/1996,Approved,,Approved
1996.422V,10/30/1996,Approved,,Approved
1996.423V,11/1/1996,Approved,,Approved
1996.426D,9/26/1996,Approved,,Approved
1996.428A,7/30/1996,Approved,,Approved
1996.429D,10/17/1996,Approved,,Approved
1996.430C,9/26/1996,Approved,14199,Approved
1996.432A,11/1/1996,Approved,,Approved
1996.433V,12/23/1996,Approved,,Approved
1996.435V,9/26/1996,Approved,,Approved
1996.440V,12/3/1996,Approved,,Approved
1996.443V,12/23/1996,Approved,,Approved
1996.450C,1/23/1997,Approved,14290,Approved
1996.450C,1/23/1997,Approved,14290,Approved
1996.451C,10/3/1996,Approved,14202,Approved
1996.452C,11/14/1996,Approved,14237,Approved
1996.457V,12/4/1996,Approved,,Approved
1996.458C,11/14/1996,Approved,14238,Approved
1996.459C,10/10/1996,Approved,14207,Approved
1996.460C,11/7/1996,Approved,14231,Approved
1996.463C,11/14/1996,Approved,14236,Approved
1996.465V,10/8/1996,Approved,,Approved
1996.472D,10/17/1996,Approved,,Approved
1996.476A,12/23/1996,Approved,,Approved
1996.476X,12/15/1996,Approved,,Approved
1996.487C,2/6/1997,Approved,14302,Approved
1996.492V,12/20/1996,Approved,,Approved
1996.493V,10/29/1996,Approved,,Approved
1996.502C,1/23/1997,Approved,14291,Approved
1996.502C,1/23/1997,Approved,14291,Approved
1996.503C,10/24/1996,Approved,14220,Approved
1996.504C,12/5/1996,Approved,14251,Approved
1996.512D,10/17/1996,Approved,,Approved
1996.513V,10/9/1996,Approved,,Approved
1996.516C,11/7/1996,Approved,14234,Approved
1996.517V,11/1/1996,Approved,,Approved
1996.520C,10/24/1996,Approved,14221,Approved
1996.528D,1/23/1997,Approved,,Approved
1996.531A,10/23/1996,Approved,,Approved
1996.532C,11/14/1996,Approved,14235,Approved
1996.533V,1/28/1997,Approved,,Approved
1996.534V,12/23/1996,Approved,,Approved
1996.535V,11/8/1996,Approved,,Approved
1996.536V,11/1/1996,Approved,,Approved
1996.537V,2/10/1997,Approved,,Approved
1996.542C,10/17/1996,Approved,14216,Approved
1996.544D,2/26/1998,Approved,,Approved
1996.550V,10/25/1996,Approved,,Approved
1996.564V,9/24/1996,Approved,,Approved
1996.565V,10/25/1996,Approved,,Approved
1996.573D_3,12/12/1996,Approved,,Approved
1996.573V,1/6/1997,Approved,,Approved
1996.576C,12/5/1996,Approved,14249,Approved
1996.577C,12/12/1996,Approved,14260,Approved
1996.584V,11/20/1996,Approved,,Approved
1996.586V,11/1/1996,Approved,,Approved
1996.598D,1/16/1997,Approved,,Approved
1996.602D,2/6/1997,Approved,,Approved
1996.603C,11/21/1996,Approved,14246,Approved
1996.607V,12/31/1996,Approved,,Approved
1996.608V,11/20/1996,Approved,,Approved
1996.610C,3/20/1997,Approved,14337,Approved
1996.610X,3/20/1997,Approved,14338,Approved
1996.612C,1/16/1997,Disapproved,14281,Disapproved
1996.613C,12/12/1996,Approved,14261,Approved
1996.622V,10/22/1996,Withdawn,,Withdawn
1996.625D,1/23/1997,Approved,,Approved
1996.627D,12/5/1996,Approved,,Approved
1996.628D,11/21/1996,Approved,,Approved
1996.631C,3/20/1997,Approved,14342,Approved
1996.631P,3/20/1997,Approved,14342,Approved
1996.632C,2/6/1997,Approved,14303,Approved
1996.633C,1/9/1997,Approved,14278,Approved
1996.633C,1/9/1997,Approved,14278,Approved
1996.635C,1/9/1997,Approved,14279,Approved
1996.635C,1/9/1997,Approved,14279,Approved
1996.636D,12/19/1996,Approved,,Approved
1996.642C,2/20/1997,Approved,14310,Approved
1996.643B,5/12/1998,Approved,,Approved
1996.648C,12/19/1996,Approved,14270,Approved
1996.649C,12/19/1996,Approved,14271,Approved
1996.650C,10/28/1997,Withdawn,,Withdawn
1996.651C,12/12/1996,Approved,14262,Approved
1996.653D,12/12/1996,Approved,,Approved
1996.655C,12/5/1996,Approved,14250,Approved
1996.656A,2/27/1997,Approved,14317,Approved
1996.657C,1/9/1997,Approved,14277,Approved
1996.658C,12/19/1996,Approved,14272,Approved
1996.659V,12/6/1996,Approved,,Approved
1996.661V,11/22/1996,Approved,,Approved
1996.662D,12/19/1996,Approved,,Approved
1996.671C,1/21/1999,Approved,14772,Approved
1996.671V,1/21/1999,Approved,,Approved
1996.672C,2/6/1997,Approved,14299,Approved
1996.673V,1/10/1997,Approved,,Approved
1996.674A,12/23/1996,Approved,,Approved
1996.674C,12/12/1996,Approved,14263,Approved
1996.675D,1/9/1997,Approved,,Approved
1996.676D,1/16/1997,Approved,,Approved
1996.681C,1/9/1997,Approved,14280,Approved
1996.682C,1/16/1997,Approved,14284,Approved
1996.682C,1/16/1997,Approved,14284,Approved
1996.686C,12/19/1996,Approved,,Approved
1996.693C,1/16/1997,Approved,14285,Approved
1996.693C,1/16/1997,Approved,14285,Approved
1996.694C,2/13/1997,Approved,14308,Approved
1996.695C,2/6/1997,Approved,14301,Approved
1996.696V,1/14/1997,Approved,,Approved
1996.697V,1/15/1997,Approved,,Approved
1996.705D,1/23/1997,Approved,,Approved
1996.708A,12/23/1996,Approved,,Approved
1996.709A,12/23/1996,Approved,,Approved
1996.710D,3/13/1997,Approved,,Approved
1996.710D_3,3/13/1997,Approved,,Approved
1996.714D,3/27/1997,Approved,,Approved
1996.716D,8/28/1997,Approved,,Approved
1996.716V,5/1/1997,Approved,,Approved
1996.717C,10/16/1997,Withdawn,,Withdawn
1996.719C,1/23/1997,Approved,14292,Approved
1996.719C,1/23/1997,Approved,14292,Approved
1996.720C,1/23/1997,Approved,14293,Approved
1996.720C,1/23/1997,Approved,14293,Approved
1996.722D,1/9/1997,Approved,,Approved
1996.724D,1/9/1997,Approved,,Approved
1996.725A,2/10/1997,Approved,,Approved
1996.725C,1/16/1997,Approved,14286,Approved
1996.727C,2/6/1997,Approved,14300,Approved
1996.728V,3/24/1997,Approved,,Approved
1996.730C,1/23/1997,Approved,,Approved
1996.731C,1/23/1997,Approved,14294,Approved
1996.733C,2/27/1997,Approved,14319,Approved
1996.734V,3/7/1997,Approved,,Approved
1996.736A,1/7/1997,Approved,,Approved
1996.741D,1/23/1997,Approved,,Approved
1996.743A,4/10/1997,Approved,,Approved
1996.744D,1/23/1997,Approved,,Approved
1996.745D,2/6/1997,Approved,,Approved
1996.756D,8/14/1997,Approved,,Approved
1996.766D,3/13/1997,Approved,,Approved
1996.768V,2/25/1997,Approved,,Approved
1996.769A,2/10/1997,Approved,,Approved
1996.769C,7/17/1997,Withdawn,,Withdawn
1996.774C,5/1/1997,Approved,14365,Approved
1996.776V,4/14/1997,Approved,,Approved
1996.777V,3/7/1997,Approved,,Approved
1996.778V,3/20/1997,Approved,,Approved
1996.780C,3/6/1997,Approved,14327,Approved
1996.781V,2/10/1997,Approved,,Approved
1997.010C,4/3/1997,Approved,14346,Approved
1997.011C,3/20/1997,Approved,14340,Approved
1997.011V,4/14/1997,Approved,,Approved
1997.012V,3/20/1997,Approved,,Approved
1997.014C,2/20/1997,Approved,14313,Approved
1997.015C,2/6/1997,Approved,14304,Approved
1997.016C,2/6/1997,Approved,14305,Approved
1997.017C,2/27/1997,Approved,14318,Approved
1997.017C,2/27/1997,Approved,14318,Approved
1997.018C,2/20/1997,Approved,14311,Approved
1997.024C,2/20/1997,Approved,14314,Approved
1997.028V,2/28/1997,Approved,,Approved
1997.029A,2/7/1997,Approved,,Approved
1997.030C,2/20/1997,Approved,14315,Approved
1997.032A,2/7/1997,Approved,,Approved
1997.033C,3/13/1997,Approved,14332,Approved
1997.036V,4/18/1997,Disapproved,,Disapproved
1997.038C,2/13/1997,Approved,14307,Approved
1997.039D,2/20/1997,Approved,,Approved
1997.040C,2/27/1997,Approved,14321,Approved
1997.043C,3/6/1997,Approved,14328,Approved
1997.044V,2/26/1997,Approved,,Approved
1997.047C,4/24/1997,Approved,14359,Approved
1997.047V,8/20/1997,Approved,,Approved
1997.048C,3/20/1997,Approved,14339,Approved
1997.057C,4/17/1997,Approved,14352,Approved
1997.058C,6/12/1997,Approved,14391,Approved
1997.058V,8/4/1997,Approved,,Approved
1997.059C,6/12/1997,Approved,14393,Approved
1997.061V,4/11/1997,Approved,,Approved
1997.062A,3/25/1997,Approved,,Approved
1997.065A,2/10/1997,Approved,,Approved
1997.067C,5/22/1997,Approved,14379,Approved
1997.072D,3/6/1997,Approved,,Approved
1997.083V,2/27/1997,Approved,,Approved
1997.085V,4/14/1997,Approved,,Approved
1997.094V,3/26/1997,Approved,,Approved
1997.097C,3/20/1997,Withdawn,,Withdawn
1997.098A,5/15/1997,Approved,14370,Approved
1997.099C,10/9/1997,Approved,14465,Approved
1997.099V,11/3/1997,Approved,,Approved
1997.105A,6/6/1997,Approved,,Approved
1997.105V,4/25/1997,Approved,,Approved
1997.106V,4/10/1997,Withdawn,,Withdawn
1997.108C,3/20/1997,Approved,14341,Approved
1997.122V,4/25/1997,Approved,,Approved
1997.123C,9/25/1997,Approved,14461,Approved
1997.123C,9/25/1997,Approved,14461,Approved
1997.124V,4/10/1997,Approved,,Approved
1997.126D,4/21/1997,Approved,,Approved
1997.127C,5/8/1997,Approved,14368,Approved
1997.132D,3/20/1997,Approved,,Approved
1997.133C,4/10/1997,Approved,14351,Approved
1997.135V,4/16/1997,Approved,,Approved
1997.136V,3/28/1997,Approved,,Approved
1997.138V,4/3/1997,Approved,,Approved
1997.139V,4/14/1997,Approved,,Approved
1997.143C,5/22/1997,Approved,14376,Approved
1997.143C,5/22/1997,Approved,14376,Approved
1997.143V,8/19/1997,Approved,,Approved
1997.144C,6/5/1997,Approved,14387,Approved
1997.145V,4/28/1997,Approved,,Approved
1997.146C,10/27/1997,Approved,,Approved
1997.148D,4/24/1997,Approved,,Approved
1997.149D,4/10/1997,Approved,,Approved
1997.150A,3/25/1997,Approved,,Approved
1997.152V,5/1/1997,Approved,,Approved
1997.153V,4/29/1997,Approved,,Approved
1997.155V,5/27/1997,Approved,,Approved
1997.156C,10/23/1997,Approved,14482,Approved
1997.156C,10/23/1997,Approved,14482,Approved
1997.157C,6/5/1997,Approved,14385,Approved
1997.161C,4/24/1997,Approved,,Approved
1997.162C,4/24/1997,Approved,,Approved
1997.163D,5/1/1997,Approved,,Approved
1997.170C,6/5/1997,Approved,14388,Approved
1997.171D,6/5/1997,Approved,,Approved
1997.172D,5/15/1997,Approved,,Approved
1997.175D,6/5/1997,Approved,,Approved
1997.176V,5/13/1997,Approved,,Approved
1997.185V,4/29/1997,Approved,,Approved
1997.186V,4/24/1997,Approved,,Approved
1997.187V,5/29/1997,Approved,,Approved
1997.190C,7/10/1997,Approved,14412,Approved
1997.191V,4/29/1997,Approved,,Approved
1997.193V,6/12/1997,Approved,,Approved
1997.194C,6/26/1997,Disapproved,14410,Disapproved
1997.195V,4/29/1997,Approved,,Approved
1997.196C,7/24/1997,Approved,14435,Approved
1997.198A,5/15/1997,Approved,14369,Approved
1997.199A,4/10/1997,Approved,,Approved
1997.200A,4/10/1997,Approved,,Approved
1997.204D,5/22/1997,Approved,,Approved
1997.207C,6/26/1997,Approved,14409,Approved
1997.210A,12/10/1998,Approved,,Approved
1997.210C,11/19/1998,Approved,,Approved
1997.211C,7/17/1997,Approved,14424,Approved
1997.213C,1/6/1998,Withdawn,,Withdawn
1997.214C,7/23/1998,Withdawn,,Withdawn
1997.215B,2/12/1998,Approved,14542,Approved
1997.215X,2/12/1998,Approved,14541,Approved
1997.216V,5/9/1997,Approved,,Approved
1997.219C,6/5/1997,Approved,14389,Approved
1997.220D,5/2/1997,Approved,,Approved
1997.221D,5/2/1997,Approved,,Approved
1997.223D,6/5/1997,Approved,,Approved
1997.224V,6/6/1997,Approved,,Approved
1997.225V,7/31/1997,Approved,,Approved
1997.228D,11/13/1997,Approved,,Approved
1997.228D_2,11/13/1997,Approved,,Approved
1997.234C,6/19/1997,Approved,14396,Approved
1997.236C,10/9/1997,Approved,14465,Approved
1997.238D,11/20/1997,Approved,,Approved
1997.238D_2,11/20/1997,Approved,,Approved
1997.239V,6/11/1997,Approved,,Approved
1997.244C,6/5/1997,Approved,14386,Approved
1997.246C,6/12/1997,Approved,14392,Approved
1997.252V,6/6/1997,Approved,,Approved
1997.253V,6/3/1997,Approved,,Approved
1997.258C,8/7/1997,Approved,14436,Approved
1997.260C,7/10/1997,Approved,14413,Approved
1997.260C,7/10/1997,Approved,14413,Approved
1997.261V,6/25/1997,Approved,,Approved
1997.262V,6/9/1997,Approved,,Approved
1997.264V,5/30/1997,Approved,,Approved
1997.266D,6/26/1997,Approved,,Approved
1997.267D,6/26/1997,Approved,,Approved
1997.268D,6/26/1997,Approved,,Approved
1997.281V,5/28/1997,Approved,,Approved
1997.282C,8/14/1997,Approved,14444,Approved
1997.282V,8/14/1997,Approved,,Approved
1997.286V,12/29/1997,Approved,,Approved
1997.292C,11/6/1997,Approved,14484,Approved
1997.293V,6/12/1997,Approved,,Approved
1997.294V,5/28/1997,Approved,,Approved
1997.295C,10/16/2014,Cancelled,,Cancelled
1997.302D,6/5/1997,Approved,,Approved
1997.306C,7/17/1997,Approved,14425,Approved
1997.306C,7/17/1997,Approved,14425,Approved
1997.307C,8/7/1997,Approved,14439,Approved
1997.307C,8/7/1997,Approved,14439,Approved
1997.309C,8/27/1998,Approved,,Approved
1997.309V,12/4/1998,Approved,,Approved
1997.309X,8/27/1998,Approved,,Approved
1997.310C,11/13/1997,Approved,14491,Approved
1997.311V,7/10/1997,Approved,,Approved
1997.312V,6/25/1997,Approved,,Approved
1997.317D,7/17/1997,Approved,,Approved
1997.323C,8/7/1997,Approved,14440,Approved
1997.325C,7/17/1997,Disapproved,14422,Disapproved
1997.326C,7/17/1997,Disapproved,14423,Disapproved
1997.327C,8/28/1997,Approved,14448,Approved
1997.328C,8/21/1997,Approved,14445,Approved
1997.329C,8/12/1997,Withdawn,,Withdawn
1997.330C,8/7/1997,Approved,14438,Approved
1997.330V,8/7/1997,Approved,,Approved
1997.337C,8/14/1997,Approved,,Approved
1997.337C,8/14/1997,Approved,14443,Approved
1997.343D,8/14/1997,Approved,,Approved
1997.354C,7/24/1997,Approved,14432,Approved
1997.355V,10/22/1997,Approved,,Approved
1997.356V,8/5/1997,Approved,,Approved
1997.357D,6/19/1997,Approved,,Approved
1997.360A,2/12/1998,Approved,14544,Approved
1997.365C,7/24/1997,Approved,14433,Approved
1997.365C,7/24/1997,Approved,14433,Approved
1997.366C,7/24/1997,Approved,14434,Approved
1997.366C,7/24/1997,Approved,14434,Approved
1997.367D,6/11/1998,Approved,,Approved
1997.374C,9/18/1997,Approved,14457,Approved
1997.374P,9/18/1997,Approved,14457,Approved
1997.375V,9/19/1997,Approved,,Approved
1997.376C,1/22/1998,Disapproved,,Disapproved
1997.376V,11/13/1997,Disapproved,,Disapproved
1997.377C,8/7/1997,Approved,14441,Approved
1997.379D,11/9/2000,Approved,,Approved
1997.380D,4/16/1998,Approved,,Approved
1997.387D,7/24/1997,Approved,,Approved
1997.388C,9/4/1997,Withdawn,,Withdawn
1997.389C,9/4/1997,Withdawn,,Withdawn
1997.391D,8/14/1997,Approved,,Approved
1997.393C,8/20/1997,Withdawn,,Withdawn
1997.394C,8/20/1997,Withdawn,,Withdawn
1997.401C,9/4/1997,Approved,14449,Approved
1997.404C,9/18/1997,Approved,14452,Approved
1997.406A,7/18/1997,Approved,,Approved
1997.407C,9/18/1997,Approved,14455,Approved
1997.409C,3/5/1998,Disapproved,14553,Disapproved
1997.412V,8/27/1997,Approved,,Approved
1997.415A,7/18/1997,Approved,,Approved
1997.426C,10/23/1997,Approved,14479,Approved
1997.433A,2/8/2001,Approved,16086,Approved
1997.435C,12/4/1997,Withdawn,,Withdawn
1997.436C,10/23/1997,Approved,14480,Approved
1997.436C,10/23/1997,Approved,14480,Approved
1997.437V,9/5/1997,Approved,,Approved
1997.439D_2,2/19/1998,Approved,,Approved
1997.441V,10/2/1997,Approved,,Approved
1997.444V,8/27/1997,Approved,,Approved
1997.447C,11/19/1998,Approved,14734,Approved
1997.447X,11/19/1998,Approved,14735,Approved
1997.451D,8/21/1997,Approved,,Approved
1997.452D,8/21/1997,Approved,,Approved
1997.458C,9/4/1997,Approved,14450,Approved
1997.463V,7/24/1997,Approved,,Approved
1997.464V,10/20/1997,Approved,,Approved
1997.470B,8/27/1998,Approved,14685,Approved
1997.477V,9/3/1997,Approved,,Approved
1997.479V,10/1/1997,Approved,,Approved
1997.481D,3/5/1998,Approved,,Approved
1997.482C,1/8/1998,Approved,14524,Approved
1997.483V,4/22/1998,Approved,,Approved
1997.484B,9/18/1997,Approved,14454,Approved
1997.484X,9/18/1997,Approved,14453,Approved
1997.488D,1/8/1998,Approved,,Approved
1997.492C,7/30/1998,Withdawn,,Withdawn
1997.501A,8/13/1997,Approved,,Approved
1997.502A,8/11/1997,Approved,,Approved
1997.503A,9/16/1997,Approved,,Approved
1997.504A,1/30/1998,Approved,,Approved
1997.504D,1/8/1998,Approved,,Approved
1997.507C,9/18/1997,Approved,14456,Approved
1997.508C,7/30/1998,Withdawn,,Withdawn
1997.510C,7/30/1998,Withdawn,,Withdawn
1997.512V,10/21/1997,Approved,,Approved
1997.513C,11/20/1997,Disapproved,14496,Disapproved
1997.514V,9/18/1997,Approved,,Approved
1997.522C,1/27/2000,Approved,14975,Approved
1997.525V,1/28/1998,Approved,,Approved
1997.526D,3/19/1998,Approved,,Approved
1997.529D,9/4/1997,Approved,,Approved
1997.531C,11/6/1997,Approved,14485,Approved
1997.531C,11/6/1997,Approved,,Approved
1997.532C,2/12/1998,Approved,14548,Approved
1997.533D,9/18/1997,Approved,,Approved
1997.535A,12/12/1997,Approved,,Approved
1997.535V,10/1/1997,Approved,,Approved
1997.535V_2,10/1/1998,Approved,,Approved
1997.537V,8/14/1997,Withdawn,,Withdawn
1997.553D,8/27/1998,Approved,,Approved
1997.555X,8/13/1998,Approved,,Approved
1997.556D,11/6/1997,Approved,,Approved
1997.559D,12/18/1997,Approved,,Approved
1997.564D,11/13/1997,Approved,,Approved
1997.565C,10/16/1997,Approved,14472,Approved
1997.565C,10/16/1997,Approved,14472,Approved
1997.566V,10/1/1997,Approved,,Approved
1997.568C,3/12/1998,Approved,14602,Approved
1997.576C,11/6/1997,Approved,14486,Approved
1997.576C,11/6/1997,Approved,,Approved
1997.577C,10/16/1997,Approved,,Approved
1997.579C,11/20/1997,Approved,14498,Approved
1997.581D,10/9/1997,Approved,,Approved
1997.581D_3,10/9/1997,Approved,,Approved
1997.581D_5,10/9/1997,Approved,,Approved
1997.583V,10/22/1997,Approved,,Approved
1997.585V,10/1/1998,Approved,,Approved
1997.589V,10/1/1997,Approved,,Approved
1997.591C,9/25/1997,Approved,14462,Approved
1997.595C,10/23/1997,Approved,14477,Approved
1997.596C,10/23/1997,Approved,14478,Approved
1997.605C,10/16/1997,Approved,14473,Approved
1997.605C,10/16/1997,Approved,14473,Approved
1997.614C,11/13/1997,Approved,14492,Approved
1997.615D,12/3/1998,Approved,,Approved
1997.616C,11/13/1997,Approved,14493,Approved
1997.618C,11/13/1997,Approved,14494,Approved
1997.618C,11/13/1997,Approved,14494,Approved
1997.626C,12/11/1997,Approved,14512,Approved
1997.628C,12/11/1997,Approved,14511,Approved
1997.629C,6/18/1998,Approved,14645,Approved
1997.630A,10/20/1997,Approved,,Approved
1997.632A,10/21/1997,Approved,,Approved
1997.633D,11/6/1997,Approved,,Approved
1997.636C,1/8/1998,Approved,14525,Approved
1997.644V,10/27/1997,Approved,,Approved
1997.645C,5/19/1999,Disapproved,,Disapproved
1997.652A,10/20/1997,Approved,,Approved
1997.653V,10/23/1997,Approved,,Approved
1997.654C,11/20/1997,Approved,14499,Approved
1997.654C,11/20/1997,Approved,14499,Approved
1997.656C,1/15/1998,Approved,14529,Approved
1997.656C,1/15/1998,Approved,14529,Approved
1997.658C,1/15/1998,Approved,14531,Approved
1997.659D,10/16/1997,Approved,,Approved
1997.662V,12/16/1997,Approved,,Approved
1997.663V,1/15/1998,Disapproved,,Disapproved
1997.664V,4/29/1998,Approved,,Approved
1997.666V,12/15/1997,Approved,,Approved
1997.667C,12/4/1997,Approved,14502,Approved
1997.669C,1/22/1998,Approved,14535,Approved
1997.674B,8/13/1998,Approved,14672,Approved
1997.675C,3/26/1998,Approved,14607,Approved
1997.676C,2/5/1998,Approved,14540,Approved
1997.678B,11/12/1998,Disapproved,14727,Disapproved
1997.678C,11/12/1998,Disapproved,14726,Disapproved
1997.678V,11/12/1998,Disapproved,,Disapproved
1997.680A,10/20/1997,Approved,,Approved
1997.680V,12/15/1997,Approved,,Approved
1997.681A,12/1/1997,Approved,,Approved
1997.682A,10/21/1997,Approved,,Approved
1997.683C,11/6/1997,Approved,14487,Approved
1997.686C,8/10/1998,Withdawn,,Withdawn
1997.688C,12/4/1997,Approved,14501,Approved
1997.689C,4/23/1998,Approved,14616,Approved
1997.689X,4/23/1998,Approved,14617,Approved
1997.697C,11/6/1997,Approved,14488,Approved
