RECORD_ID,REGISTER,STR
2016-009182STR,STR-0001626,1626
2016-009034STR,STR-0001627,1627
2016-010014STR,STR-0001628,1628
2016-008744STR,STR-0001629,1629
2016-001627STR,STR-0001630,1630
2015-018438STR,STR-0001631,1631
2016-010204STR,STR-0001632,1632
2016-005942STR,STR-0001633,1633
2016-008253STR,STR-0001634,1634
2016-008890STR,STR-0001635,1635
2016-000488STR,STR-0001636,1636
2016-001754STR,STR-0001637,1637
2016-009607STR,STR-0001638,1638
2016-009251STR,STR-0001639,1639
2016-009757STR,STR-0001640,1640
2016-009676STR,STR-0001641,1641
2016-009377STR,STR-0001642,1642
2016-009429STR,STR-0001643,1643
2016-009589STR,STR-0001644,1644
2016-009658STR,STR-0001645,1645
2016-009383STR,STR-0001646,1646
2016-009539STR,STR-0001647,1647
2016-009580STR,STR-0001648,1648
2016-009882STR,STR-0001649,1649
2016-009968STR,STR-0001650,1650
2016-009234STR,STR-0001651,1651
2016-008531STR,STR-0001652,1652
2016-010245STR,STR-0001653,1653
2016-010083STR,STR-0001654,1654
2016-010351STR,STR-0001655,1655
2016-010136STR,STR-0001656,1656
2016-010844STR,STR-0001657,1657
2016-010364STR,STR-0001658,1658
2016-010443STR,STR-0001659,1659
2016-001775STR,STR-0001660,1660
2016-010469STR,STR-0001661,1661
2016-009785STR,STR-0001662,1662
2016-010730STR,STR-0001663,1663
2016-010156STR,STR-0001664,1664
2016-010063STR,STR-0001665,1665
2016-010303STR,STR-0001666,1666
2016-009966STR,STR-0001667,1667
2016-008368STR,STR-0001668,1668
2016-009300STR,STR-0001669,1669
2016-007014STR,STR-0001670,1670
2016-009902STR,STR-0001671,1671
2016-009913STR,STR-0001672,1672
2016-009934STR,STR-0001673,1673
2016-001554STR,STR-0001674,1674
2016-009931STR,STR-0001675,1675
2016-009890STR,STR-0001676,1676
2016-009789STR,STR-0001677,1677
2016-009814STR,STR-0001678,1678
2016-009076STR,STR-0001679,1679
2016-009466STR,STR-0001680,1680
2016-009925STR,STR-0001681,1681
2016-009967STR,STR-0001682,1682
2016-010483STR,STR-0001683,1683
2016-005465STR,STR-0001684,1684
2016-008486STR,STR-0001685,1685
2016-010247STR,STR-0001686,1686
2016-010736STR,STR-0001687,1687
2016-010900STR,STR-0001688,1688
2016-010061STR,STR-0001689,1689
2016-009579STR,STR-0001690,1690
2016-010786STR,STR-0001691,1691
2016-007844STR,STR-0001692,1692
2016-011030STR,STR-0001693,1693
2016-011200STR,STR-0001694,1694
2016-009070STR,STR-0001695,1695
2016-008458STR,STR-0001696,1696
2016-010187STR,STR-0001697,1697
2016-010478STR,STR-0001698,1698
2016-009750STR,STR-0001699,1699
2016-010792STR,STR-0001700,1700
2016-009314STR,STR-0001701,1701
2016-004783STR,STR-0001702,1702
2016-001315STR,STR-0001703,1703
2016-008382STR,STR-0001704,1704
2016-011155STR,STR-0001705,1705
2016-011831STR,STR-0001706,1706
2016-008614STR,STR-0001707,1707
2016-007399STR,STR-0001708,1708
2016-009459STR,STR-0001709,1709
2016-011354STR,STR-0001710,1710
2016-009259STR,STR-0001711,1711
2015-016195STR,STR-0001712,1712
2016-010902STR,STR-0001713,1713
2016-011054STR,STR-0001714,1714
2016-011728STR,STR-0001715,1715
2016-011246STR,STR-0001716,1716
2016-010899STR,STR-0001717,1717
2016-010932STR,STR-0001718,1718
2016-011944STR,STR-0001719,1719
2016-012515STR,STR-0001720,1720
2016-009458STR,STR-0001721,1721
2016-012665STR,STR-0001722,1722
2016-003711STR,STR-0001723,1723
2016-009231STR,STR-0001724,1724
2016-011731STR,STR-0001725,1725
2016-012206STR,STR-0001726,1726
2016-012007STR,STR-0001727,1727
2016-011663STR,STR-0001728,1728
2016-012178STR,STR-0001729,1729
2016-012070STR,STR-0001730,1730
2016-006806STR,STR-0001731,1731
2016-011955STR,STR-0001732,1732
2016-011862STR,STR-0001733,1733
2016-011604STR,STR-0001734,1734
2016-005368STR,STR-0001735,1735
2016-009977STR,STR-0001736,1736
2016-012235STR,STR-0001737,1737
2016-010467STR,STR-0001738,1738
2016-001745STR,STR-0001739,1739
2016-011744STR,STR-0001740,1740
2016-011545STR,STR-0001741,1741
2016-012129STR,STR-0001742,1742
2016-012345STR,STR-0001743,1743
2016-011871STR,STR-0001744,1744
2016-000743STR,STR-0001745,1745
2016-009906STR,STR-0001746,1746
2016-007775STR,STR-0001747,1747
2016-013509STR,STR-0001748,1748
2016-009754STR,STR-0001749,1749
2016-013231STR,STR-0001750,1750
2016-012518STR,STR-0001751,1751
2016-012318STR,STR-0001752,1752
2016-011869STR,STR-0001753,1753
2016-012901STR,STR-0001754,1754
2016-009807STR,STR-0001755,1755
2016-005687STR,STR-0001756,1756
2016-013675STR,STR-0001757,1757
2016-012487STR,STR-0001758,1758
2016-012531STR,STR-0001759,1759
2016-012554STR,STR-0001760,1760
2016-013773STR,STR-0001761,1761
2016-003923STR,STR-0001762,1762
2016-006304STR,STR-0001763,1763
2016-013355STR,STR-0001764,1764
2016-012866STR,STR-0001765,1765
2016-001026STR,STR-0001766,1766
2016-008507STR,STR-0001767,1767
2016-012969STR,STR-0001768,1768
2016-012066STR,STR-0001769,1769
2016-007779STR,STR-0001770,1770
2016-012294STR,STR-0001771,1771
2016-008597STR,STR-0001772,1772
2016-013949STR,STR-0001773,1773
2016-012742STR,STR-0001774,1774
2016-010607STR,STR-0001775,1775
2016-007572STR,STR-0001776,1776
2015-005773STR,STR-0001777,1777
2016-012212STR,STR-0001778,1778
2016-012513STR,STR-0001779,1779
2016-013322STR,STR-0001780,1780
2016-013296STR,STR-0001781,1781
2016-008454STR,STR-0001782,1782
2016-013219STR,STR-0001783,1783
2016-005669STR,STR-0001784,1784
2015-016625STR,STR-0001785,1785
2015-012506STR,STR-0001786,1786
2016-006111STR,STR-0001787,1787
2016-010948STR,STR-0001788,1788
2016-013897STR,STR-0001789,1789
2016-000685STR,STR-0001790,1790
2016-012753STR,STR-0001791,1791
2016-012567STR,STR-0001792,1792
2016-012651STR,STR-0001793,1793
2016-013108STR,STR-0001794,1794
2016-013362STR,STR-0001795,1795
2016-012645STR,STR-0001796,1796
2016-014558STR,STR-0001797,1797
2016-012342STR,STR-0001798,1798
2016-013200STR,STR-0001799,1799
2016-012903STR,STR-0001800,1800
2016-012830STR,STR-0001801,1801
2016-013008STR,STR-0001802,1802
2016-013135STR,STR-0001803,1803
2016-012314STR,STR-0001804,1804
2016-012992STR,STR-0001805,1805
2016-013471STR,STR-0001806,1806
2016-013882STR,STR-0001807,1807
2016-014652STR,STR-0001808,1808
2016-013547STR,STR-0001809,1809
2016-013670STR,STR-0001810,1810
2016-013889STR,STR-0001811,1811
2016-008171STR,STR-0001812,1812
2016-013876STR,STR-0001813,1813
2016-012203STR,STR-0001814,1814
2016-013957STR,STR-0001815,1815
2016-014355STR,STR-0001816,1816
2016-014375STR,STR-0001817,1817
2016-014337STR,STR-0001818,1818
2016-014330STR,STR-0001819,1819
2016-012821STR,STR-0001820,1820
2016-014288STR,STR-0001821,1821
2016-014270STR,STR-0001822,1822
2016-014126STR,STR-0001823,1823
2016-011937STR,STR-0001824,1824
2016-014055STR,STR-0001825,1825
2016-013502STR,STR-0001826,1826
2016-014298STR,STR-0001827,1827
2016-014445STR,STR-0001828,1828
2016-014234STR,STR-0001829,1829
2016-005364STR,STR-0001830,1830
2016-013954STR,STR-0001831,1831
2016-014929STR,STR-0001832,1832
2016-014451STR,STR-0001833,1833
2016-014128STR,STR-0001834,1834
2016-014903STR,STR-0001835,1835
2016-015005STR,STR-0001836,1836
2016-014543STR,STR-0001837,1837
2016-013956STR,STR-0001838,1838
2016-014472STR,STR-0001839,1839
2016-014473STR,STR-0001840,1840
2016-015085STR,STR-0001841,1841
2016-014457STR,STR-0001842,1842
2016-014554STR,STR-0001843,1843
2016-014844STR,STR-0001844,1844
2016-014353STR,STR-0001845,1845
2016-014231STR,STR-0001846,1846
2016-014476STR,STR-0001847,1847
2016-015094STR,STR-0001848,1848
2016-014816STR,STR-0001849,1849
2016-014522STR,STR-0001850,1850
2016-014535STR,STR-0001851,1851
2016-014771STR,STR-0001852,1852
2016-014780STR,STR-0001853,1853
2016-011026STR,STR-0001854,1854
2016-015093STR,STR-0001855,1855
2016-014833STR,STR-0001856,1856
2016-012304STR,STR-0001857,1857
2015-012479STR,STR-0001858,1858
2016-000052STR,STR-0001859,1859
2016-011734STR,STR-0001860,1860
2016-014907STR,STR-0001861,1861
2016-015137STR,STR-0001862,1862
2016-015212STR,STR-0001863,1863
2016-009764STR,STR-0001864,1864
2016-015176STR,STR-0001865,1865
2016-013894STR,STR-0001866,1866
2016-014477STR,STR-0001867,1867
2016-014079STR,STR-0001868,1868
2016-013559STR,STR-0001869,1869
2016-012993STR,STR-0001870,1870
2016-012666STR,STR-0001871,1871
2016-015098STR,STR-0001872,1872
2016-013364STR,STR-0001873,1873
2016-012848STR,STR-0001874,1874
2016-015131STR,STR-0001875,1875
2016-015133STR,STR-0001876,1876
2016-015128STR,STR-0001877,1877
2016-015521STR,STR-0001878,1878
2016-007345STR,STR-0001879,1879
2016-015527STR,STR-0001880,1880
2016-015195STR,STR-0001881,1881
2016-011651STR,STR-0001882,1882
2015-009818STR,STR-0001883,1883
2016-015646STR,STR-0001884,1884
2016-015680STR,STR-0001885,1885
2016-014064STR,STR-0001886,1886
2016-012497STR,STR-0001887,1887
2016-012524STR,STR-0001888,1888
2016-014782STR,STR-0001889,1889
2016-012298STR,STR-0001890,1890
2016-015720STR,STR-0001891,1891
2016-014823STR,STR-0001892,1892
2016-014815STR,STR-0001893,1893
2016-001076STR,STR-0001894,1894
2016-015982STR,STR-0001895,1895
2016-009096STR,STR-0001896,1896
2016-015662STR,STR-0001897,1897
2016-016005STR,STR-0001898,1898
2016-016034STR,STR-0001899,1899
2016-016102STR,STR-0001900,1900
2016-014911STR,STR-0001901,1901
2016-014253STR,STR-0001902,1902
2016-014471STR,STR-0001903,1903
2016-015070STR,STR-0001904,1904
2016-015983STR,STR-0001905,1905
2016-014278STR,STR-0001906,1906
2016-012956STR,STR-0001907,1907
2016-000425STR,STR-0001908,1908
2016-016203STR,STR-0001909,1909
2016-014475STR,STR-0001910,1910
2016-016208STR,STR-0001911,1911
2016-016381STR,STR-0001912,1912
2016-015949STR,STR-0001913,1913
2016-015962STR,STR-0001914,1914
2015-005521STR,STR-0001915,1915
2016-014840STR,STR-0001916,1916
2016-016150STR,STR-0001917,1917
2016-015944STR,STR-0001918,1918
2015-015420STR,STR-0001919,1919
2017-000066STR,STR-0001920,1920
2016-003704STR,STR-0001921,1921
2017-000070STR,STR-0001922,1922
2017-000080STR,STR-0001923,1923
2016-015990STR,STR-0001924,1924
2016-012823STR,STR-0001925,1925
2016-015207STR,STR-0001926,1926
2016-013878STR,STR-0001927,1927
2016-005677STR,STR-0001928,1928
2016-001690STR,STR-0001929,1929
2016-014366STR,STR-0001930,1930
2016-012860STR,STR-0001931,1931
2016-013468STR,STR-0001932,1932
2016-009672STR,STR-0001933,1933
2016-015658STR,STR-0001934,1934
2016-014770STR,STR-0001935,1935
2016-016591STR,STR-0001936,1936
2016-016577STR,STR-0001937,1937
2017-000089STR,STR-0001938,1938
2016-016346STR,STR-0001939,1939
2017-000456STR,STR-0001940,1940
2017-000230STR,STR-0001941,1941
2017-000339STR,STR-0001942,1942
2016-015670STR,STR-0001943,1943
2016-010630STR,STR-0001944,1944
2016-014003STR,STR-0001945,1945
2017-000203STR,STR-0001946,1946
2017-000194STR,STR-0001947,1947
2016-013951STR,STR-0001948,1948
2016-015921STR,STR-0001949,1949
2016-015557STR,STR-0001950,1950
2017-000345STR,STR-0001951,1951
2017-000589STR,STR-0001952,1952
2017-000449STR,STR-0001953,1953
2017-000704STR,STR-0001954,1954
2017-000253STR,STR-0001955,1955
2016-015282STR,STR-0001956,1956
2016-014835STR,STR-0001957,1957
2017-000925STR,STR-0001958,1958
2016-015737STR,STR-0001959,1959
2015-004014STR,STR-0001960,1960
2017-000701STR,STR-0001961,1961
2017-000407STR,STR-0001962,1962
2017-000721STR,STR-0001963,1963
2017-000798STR,STR-0001964,1964
2017-000535STR,STR-0001965,1965
2017-000454STR,STR-0001966,1966
2017-000341STR,STR-0001967,1967
2017-000546STR,STR-0001968,1968
2017-000670STR,STR-0001969,1969
2016-010635STR,STR-0001970,1970
2017-001024STR,STR-0001971,1971
2017-000829STR,STR-0001972,1972
2017-001033STR,STR-0001973,1973
2017-000716STR,STR-0001974,1974
2016-005106STR,STR-0001975,1975
2017-001079STR,STR-0001976,1976
2017-001020STR,STR-0001977,1977
2017-001140STR,STR-0001978,1978
2016-013573STR,STR-0001979,1979
2016-008322STR,STR-0001980,1980
2017-000111STR,STR-0001981,1981
2016-008345STR,STR-0001982,1982
2017-001345STR,STR-0001983,1983
2016-014526STR,STR-0001984,1984
2016-012175STR,STR-0001985,1985
2017-000927STR,STR-0001986,1986
2017-000811STR,STR-0001987,1987
2016-012077STR,STR-0001988,1988
2016-015644STR,STR-0001989,1989
2016-015411STR,STR-0001990,1990
2016-014800STR,STR-0001991,1991
2017-001000STR,STR-0001992,1992
2017-001142STR,STR-0001993,1993
2017-001352STR,STR-0001994,1994
2017-001324STR,STR-0001995,1995
2017-001221STR,STR-0001996,1996
2017-001439STR,STR-0001997,1997
2017-001132STR,STR-0001998,1998
2017-001610STR,STR-0001999,1999
2017-001574STR,STR-0002000,2000
2017-000466STR,STR-0002001,2001
2017-001736STR,STR-0002002,2002
2016-016152STR,STR-0002003,2003
2016-015986STR,STR-0002004,2004
2017-000963STR,STR-0002005,2005
2017-001562STR,STR-0002006,2006
2017-001806STR,STR-0002007,2007
2017-001912STR,STR-0002008,2008
2017-000102STR,STR-0002009,2009
2017-001897STR,STR-0002010,2010
2017-001123STR,STR-0002011,2011
2017-002178STR,STR-0002012,2012
2017-001027STR,STR-0002013,2013
2016-016260STR,STR-0002014,2014
2017-002166STR,STR-0002015,2015
2017-000450STR,STR-0002016,2016
2017-002292STR,STR-0002018,2018
2017-002241STR,STR-0002019,2019
2016-016384STR,STR-0002020,2020
2017-001551STR,STR-0002021,2021
2016-016620STR,STR-0002022,2022
2017-001128STR,STR-0002023,2023
2015-003818STR,STR-0002024,2024
2016-013586STR,STR-0002025,2025
2016-015011STR,STR-0002026,2026
2016-014709STR,STR-0002027,2027
2016-016442STR,STR-0002028,2028
2017-000352STR,STR-0002029,2029
2017-002367STR,STR-0002030,2030
2017-002621STR,STR-0002031,2031
2017-002627STR,STR-0002032,2032
2017-000350STR,STR-0002033,2033
2017-002617STR,STR-0002034,2034
2016-015981STR,STR-0002035,2035
2017-001295STR,STR-0002036,2036
2017-002781STR,STR-0002037,2037
2017-002812STR,STR-0002038,2038
2017-002817STR,STR-0002039,2039
2017-000191STR,STR-0002040,2040
2017-002927STR,STR-0002041,2041
2017-002625STR,STR-0002042,2042
2017-003085STR,STR-0002043,2043
2017-002502STR,STR-0002044,2044
2017-000239STR,STR-0002045,2045
2017-000783STR,STR-0002046,2046
2017-003024STR,STR-0002047,2047
2017-000955STR,STR-0002048,2048
2017-002575STR,STR-0002049,2049
2017-003143STR,STR-0002050,2050
2017-002592STR,STR-0002051,2051
2017-003172STR,STR-0002052,2052
2017-002856STR,STR-0002053,2053
2017-001802STR,STR-0002054,2054
2017-000041STR,STR-0002055,2055
2017-002686STR,STR-0002056,2056
2017-002310STR,STR-0002057,2057
2017-002481STR,STR-0002058,2058
2017-003168STR,STR-0002059,2059
2017-002713STR,STR-0002060,2060
2017-001743STR,STR-0002061,2061
2017-003261STR,STR-0002062,2062
2017-003486STR,STR-0002063,2063
2017-001636STR,STR-0002064,2064
2016-015948STR,STR-0002065,2065
2017-002849STR,STR-0002066,2066
2017-003599STR,STR-0002067,2067
2017-003598STR,STR-0002068,2068
2017-000544STR,STR-0002069,2069
2017-003789STR,STR-0002070,2070
2017-003676STR,STR-0002071,2071
2017-002429STR,STR-0002072,2072
2017-003940STR,STR-0002073,2073
2017-002145STR,STR-0002074,2074
2017-002459STR,STR-0002075,2075
2017-003572STR,STR-0002076,2076
2017-002065STR,STR-0002077,2077
2017-003307STR,STR-0002078,2078
2016-016612STR,STR-0002079,2079
2017-003948STR,STR-0002080,2080
2017-004050STR,STR-0002081,2081
2017-004089STR,STR-0002082,2082
2017-003032STR,STR-0002083,2083
2017-003870STR,STR-0002084,2084
2017-003667STR,STR-0002085,2085
2017-002906STR,STR-0002086,2086
2017-003292STR,STR-0002087,2087
2016-012484STR,STR-0002088,2088
2017-003475STR,STR-0002089,2089
2016-014007STR,STR-0002090,2090
2017-004122STR,STR-0002091,2091
2017-003830STR,STR-0002092,2092
2017-003253STR,STR-0002093,2093
2017-002837STR,STR-0002094,2094
2017-004378STR,STR-0002095,2095
2017-003028STR,STR-0002096,2096
2017-004259STR,STR-0002097,2097
2017-004611STR,STR-0002098,2098
2017-004599STR,STR-0002099,2099
2017-003820STR,STR-0002100,2100
2017-004613STR,STR-0002101,2101
2016-014646STR,STR-0002102,2102
2017-001559STR,STR-0002103,2103
2017-004485STR,STR-0002104,2104
2016-008474STR,STR-0002105,2105
2017-004848STR,STR-0002106,2106
2017-004759STR,STR-0002107,2107
2017-004777STR,STR-0002108,2108
2017-004896STR,STR-0002109,2109
2017-001885STR,STR-0002110,2110
2017-001213STR,STR-0002111,2111
2017-004947STR,STR-0002112,2112
2017-004595STR,STR-0002113,2113
2017-004255STR,STR-0002114,2114
2016-014924STR,STR-0002115,2115
2017-002819STR,STR-0002116,2116
2017-004795STR,STR-0002117,2117
2017-004953STR,STR-0002118,2118
2017-005004STR,STR-0002119,2119
2017-005017STR,STR-0002120,2120
2017-005126STR,STR-0002121,2121
2017-004814STR,STR-0002122,2122
2016-005944STR,STR-0002123,2123
2017-002146STR,STR-0002124,2124
2016-016515STR,STR-0002125,2125
2017-003119STR,STR-0002126,2126
2017-003604STR,STR-0002127,2127
2017-001211STR,STR-0002128,2128
2017-005361STR,STR-0002129,2129
2017-004362STR,STR-0002130,2130
2017-004383STR,STR-0002131,2131
2016-014265STR,STR-0002132,2132
2015-007693STR,STR-0002133,2133
2017-002702STR,STR-0002134,2134
2017-001472STR,STR-0002135,2135
2017-003038STR,STR-0002136,2136
2017-002918STR,STR-0002137,2137
2017-005359STR,STR-0002138,2138
2017-005422STR,STR-0002139,2139
2017-005449STR,STR-0002140,2140
2017-004680STR,STR-0002141,2141
2017-005219STR,STR-0002142,2142
2017-005636STR,STR-0002143,2143
2017-005737STR,STR-0002144,2144
2017-005722STR,STR-0002145,2145
2017-005462STR,STR-0002146,2146
2017-003783STR,STR-0002147,2147
2017-004676STR,STR-0002148,2148
2017-005634STR,STR-0002149,2149
2017-005804STR,STR-0002150,2150
2017-005595STR,STR-0002151,2151
2017-005784STR,STR-0002152,2152
2017-004957STR,STR-0002153,2153
2017-005779STR,STR-0002154,2154
2016-014470STR,STR-0002155,2155
2017-005831STR,STR-0002156,2156
2017-005945STR,STR-0002157,2157
2017-005496STR,STR-0002158,2158
2017-004686STR,STR-0002159,2159
2017-006044STR,STR-0002160,2160
2017-006017STR,STR-0002161,2161
2017-006038STR,STR-0002162,2162
2017-005570STR,STR-0002163,2163
2017-005978STR,STR-0002164,2164
2017-006128STR,STR-0002165,2165
2017-006136STR,STR-0002166,2166
2017-004581STR,STR-0002167,2167
2017-006106STR,STR-0002168,2168
2017-006096STR,STR-0002169,2169
2017-006291STR,STR-0002170,2170
2017-004088STR,STR-0002171,2171
2017-006287STR,STR-0002172,2172
2017-006266STR,STR-0002173,2173
2017-003946STR,STR-0002174,2174
2017-006361STR,STR-0002175,2175
2017-005490STR,STR-0002176,2176
2017-006583STR,STR-0002177,2177
2017-003433STR,STR-0002178,2178
2017-006299STR,STR-0002179,2179
2017-006145STR,STR-0002180,2180
2017-006167STR,STR-0002181,2181
2017-006622STR,STR-0002182,2182
2017-000994STR,STR-0002183,2183
2017-005486STR,STR-0002184,2184
2017-005460STR,STR-0002185,2185
2017-005467STR,STR-0002186,2186
2017-004830STR,STR-0002187,2187
2017-006913STR,STR-0002188,2188
2017-006428STR,STR-0002189,2189
2016-014908STR,STR-0002190,2190
2016-009390STR,STR-0002191,2191
2017-005224STR,STR-0002192,2192
2017-005965STR,STR-0002193,2193
2017-006582STR,STR-0002194,2194
2017-006624STR,STR-0002195,2195
2017-006736STR,STR-0002196,2196
2017-002569STR,STR-0002197,2197
2017-007073STR,STR-0002198,2198
2017-006749STR,STR-0002199,2199
2017-007259STR,STR-0002200,2200
2017-004573STR,STR-0002201,2201
2017-006833STR,STR-0002202,2202
2017-006742STR,STR-0002203,2203
2016-010998STR,STR-0002204,2204
2017-007668STR,STR-0002205,2205
2017-006732STR,STR-0002206,2206
2017-006030STR,STR-0002207,2207
2017-006611STR,STR-0002208,2208
2017-007440STR,STR-0002209,2209
2017-007432STR,STR-0002210,2210
2017-007570STR,STR-0002211,2211
2017-006825STR,STR-0002212,2212
2017-006045STR,STR-0002213,2213
2017-007698STR,STR-0002214,2214
2017-007707STR,STR-0002215,2215
2017-006879STR,STR-0002216,2216
2017-006981STR,STR-0002217,2217
2017-007624STR,STR-0002218,2218
2017-006117STR,STR-0002219,2219
2017-006986STR,STR-0002220,2220
2017-007256STR,STR-0002221,2221
2017-007565STR,STR-0002222,2222
2017-007638STR,STR-0002223,2223
2017-006496STR,STR-0002224,2224
2017-006806STR,STR-0002225,2225
2017-007858STR,STR-0002226,2226
2017-007245STR,STR-0002227,2227
2017-007913STR,STR-0002228,2228
2017-006734STR,STR-0002229,2229
2017-006488STR,STR-0002230,2230
2017-007206STR,STR-0002231,2231
2017-006915STR,STR-0002232,2232
2017-007971STR,STR-0002233,2233
2017-005183STR,STR-0002234,2234
2017-006113STR,STR-0002235,2235
2017-008099STR,STR-0002236,2236
2017-007527STR,STR-0002237,2237
2017-007066STR,STR-0002238,2238
2017-008575STR,STR-0002239,2239
2017-008319STR,STR-0002240,2240
2017-007994STR,STR-0002241,2241
2017-007981STR,STR-0002242,2242
2017-008448STR,STR-0002243,2243
2017-007909STR,STR-0002244,2244
2017-008128STR,STR-0002245,2245
2017-003912STR,STR-0002246,2246
2017-008489STR,STR-0002247,2247
2017-008479STR,STR-0002248,2248
2017-008607STR,STR-0002249,2249
2017-008456STR,STR-0002250,2250
2017-008449STR,STR-0002251,2251
2017-008853STR,STR-0002252,2252
2017-008850STR,STR-0002253,2253
2017-005770STR,STR-0002254,2254
2017-008945STR,STR-0002255,2255
2017-007005STR,STR-0002256,2256
2017-008056STR,STR-0002257,2257
2017-008874STR,STR-0002258,2258
2017-006840STR,STR-0002259,2259
2017-008235STR,STR-0002260,2260
2017-009146STR,STR-0002261,2261
2017-009172STR,STR-0002262,2262
2017-005717STR,STR-0002263,2263
2017-009052STR,STR-0002264,2264
2017-008749STR,STR-0002265,2265
2017-007860STR,STR-0002266,2266
2017-005387STR,STR-0002267,2267
2017-006435STR,STR-0002268,2268
2017-006735STR,STR-0002269,2269
2017-007263STR,STR-0002270,2270
2017-007405STR,STR-0002271,2271
2017-008316STR,STR-0002272,2272
2017-009414STR,STR-0002273,2273
2017-009832STR,STR-0002274,2274
2017-009418STR,STR-0002275,2275
2017-009423STR,STR-0002276,2276
2017-009489STR,STR-0002277,2277
2017-009860STR,STR-0002278,2278
2017-009749STR,STR-0002279,2279
2017-009726STR,STR-0002280,2280
2017-009848STR,STR-0002281,2281
2017-006994STR,STR-0002282,2282
2017-007267STR,STR-0002283,2283
2017-009947STR,STR-0002284,2284
2017-009944STR,STR-0002285,2285
2017-005020STR,STR-0002286,2286
2017-007083STR,STR-0002287,2287
2017-010173STR,STR-0002288,2288
2017-009053STR,STR-0002289,2289
2017-009411STR,STR-0002290,2290
2017-010074STR,STR-0002291,2291
2017-009058STR,STR-0002292,2292
2017-009183STR,STR-0002293,2293
2017-008857STR,STR-0002294,2294
2017-008272STR,STR-0002295,2295
2017-009632STR,STR-0002296,2296
2016-014794STR,STR-0002297,2297
2017-010041STR,STR-0002298,2298
2017-010036STR,STR-0002299,2299
2017-010143STR,STR-0002300,2300
2017-010444STR,STR-0002301,2301
2017-010457STR,STR-0002302,2302
2017-008322STR,STR-0002303,2303
2017-009956STR,STR-0002304,2304
2017-008123STR,STR-0002305,2305
2017-010531STR,STR-0002306,2306
2017-007061STR,STR-0002307,2307
2017-007318STR,STR-0002308,2308
2017-008083STR,STR-0002309,2309
2016-015868STR,STR-0002310,2310
2017-010589STR,STR-0002311,2311
2017-009543STR,STR-0002312,2312
2017-010624STR,STR-0002313,2313
2017-007962STR,STR-0002314,2314
2017-007085STR,STR-0002315,2315
2017-010683STR,STR-0002316,2316
2017-010772STR,STR-0002317,2317
2017-010709STR,STR-0002318,2318
2017-010826STR,STR-0002319,2319
2017-010836STR,STR-0002320,2320
2017-010930STR,STR-0002321,2321
2017-005635STR,STR-0002322,2322
2017-010607STR,STR-0002323,2323
2017-011016STR,STR-0002324,2324
2017-010441STR,STR-0002325,2325
2017-010297STR,STR-0002326,2326
2017-011138STR,STR-0002327,2327
2017-008218STR,STR-0002328,2328
2017-011236STR,STR-0002329,2329
2017-009733STR,STR-0002330,2330
2017-011253STR,STR-0002331,2331
2017-007967STR,STR-0002332,2332
2017-009205STR,STR-0002333,2333
2017-011297STR,STR-0002334,2334
2017-011298STR,STR-0002335,2335
2017-008739STR,STR-0002336,2336
2017-007769STR,STR-0002337,2337
2017-011302STR,STR-0002338,2338
2017-006752STR,STR-0002339,2339
2017-011409STR,STR-0002340,2340
2017-011427STR,STR-0002341,2341
2017-011435STR,STR-0002342,2342
2017-011240STR,STR-0002343,2343
2017-011447STR,STR-0002344,2344
2017-011535STR,STR-0002345,2345
2017-011585STR,STR-0002346,2346
2017-011615STR,STR-0002347,2347
2017-011761STR,STR-0002348,2348
2016-013001STR,STR-0002349,2349
2017-011160STR,STR-0002350,2350
2017-011251STR,STR-0002351,2351
2017-011005STR,STR-0002352,2352
2017-011141STR,STR-0002353,2353
2017-006753STR,STR-0002354,2354
2017-011592STR,STR-0002355,2355
2017-011753STR,STR-0002356,2356
2017-010899STR,STR-0002357,2357
2017-006037STR,STR-0002358,2358
2017-011917STR,STR-0002359,2359
2017-011942STR,STR-0002360,2360
2017-012068STR,STR-0002361,2361
2017-012078STR,STR-0002362,2362
2017-012063STR,STR-0002363,2363
2017-010585STR,STR-0002364,2364
2017-007902STR,STR-0002365,2365
2016-015628STR,STR-0002366,2366
2017-012209STR,STR-0002367,2367
2017-012895STR,STR-0002368,2368
2017-012911STR,STR-0002369,2369
2017-004794STR,STR-0002370,2370
2017-009506STR,STR-0002371,2371
2017-007428STR,STR-0002372,2372
2017-000830STR,STR-0002373,2373
2017-011800STR,STR-0002374,2374
2017-013430STR,STR-0002375,2375
2017-009257STR,STR-0002376,2376
2017-013623STR,STR-0002377,2377
2017-011010STR,STR-0002378,2378
2017-011477STR,STR-0002379,2379
2017-009953STR,STR-0002380,2380
2017-013758STR,STR-0002381,2381
2017-012340STR,STR-0002382,2382
2017-012343STR,STR-0002383,2383
2017-012356STR,STR-0002384,2384
2017-012347STR,STR-0002385,2385
2017-012446STR,STR-0002386,2386
2017-012587STR,STR-0002387,2387
2017-013621STR,STR-0002388,2388
2017-014337STR,STR-0002389,2389
2017-007765STR,STR-0002390,2390
2017-012203STR,STR-0002391,2391
2017-014179STR,STR-0002392,2392
2017-013380STR,STR-0002393,2393
2017-010516STR,STR-0002394,2394
2017-014449STR,STR-0002395,2395
2017-014320STR,STR-0002396,2396
2017-014489STR,STR-0002397,2397
2017-012488STR,STR-0002398,2398
2017-011724STR,STR-0002399,2399
2017-012318STR,STR-0002400,2400
2017-012648STR,STR-0002401,2401
2017-014384STR,STR-0002402,2402
