RECORD_ID,REGISTER,STR
2015-015298STR,STR-0000820,820
2015-015308STR,STR-0000821,821
2015-015296STR,STR-0000822,822
2015-015472STR,STR-0000823,823
2015-015407STR,STR-0000824,824
2015-015470STR,STR-0000825,825
2015-014650STR,STR-0000826,826
2015-015510STR,STR-0000827,827
2015-015505STR,STR-0000828,828
2015-015516STR,STR-0000829,829
2015-015519STR,STR-0000830,830
2015-015534STR,STR-0000831,831
2015-015558STR,STR-0000832,832
2015-015562STR,STR-0000833,833
2015-015548STR,STR-0000834,834
2015-015550STR,STR-0000835,835
2015-015520STR,STR-0000836,836
2015-015552STR,STR-0000837,837
2015-015563STR,STR-0000838,838
2015-009399STR,STR-0000839,839
2015-015775STR,STR-0000840,840
2015-015776STR,STR-0000841,841
2015-015780STR,STR-0000842,842
2015-015783STR,STR-0000843,843
2015-015790STR,STR-0000844,844
2015-015792STR,STR-0000845,845
2015-015556STR,STR-0000846,846
2015-014083STR,STR-0000847,847
2015-015809STR,STR-0000848,848
2015-015830STR,STR-0000849,849
2015-015564STR,STR-0000850,850
2015-015565STR,STR-0000851,851
2015-015661STR,STR-0000852,852
2015-015664STR,STR-0000853,853
2015-015686STR,STR-0000854,854
2015-015709STR,STR-0000855,855
2015-015621STR,STR-0000856,856
2015-015539STR,STR-0000857,857
2015-014985STR,STR-0000858,858
2015-014713STR,STR-0000859,859
2015-012175STR,STR-0000860,860
2015-011418STR,STR-0000861,861
2015-015631STR,STR-0000862,862
2015-015630STR,STR-0000863,863
2015-015629STR,STR-0000864,864
2015-015615STR,STR-0000865,865
2015-012858STR,STR-0000866,866
2015-006045STR,STR-0000867,867
2015-014615STR,STR-0000868,868
2015-015610STR,STR-0000869,869
2015-015625STR,STR-0000870,870
2015-013176STR,STR-0000871,871
2015-015894STR,STR-0000872,872
2015-015909STR,STR-0000873,873
2015-015910STR,STR-0000874,874
2015-015914STR,STR-0000875,875
2015-015921STR,STR-0000876,876
2015-016005STR,STR-0000877,877
2015-012036STR,STR-0000878,878
2015-003206STR,STR-0000879,879
2015-016004STR,STR-0000880,880
2015-016056STR,STR-0000881,881
2015-016145STR,STR-0000882,882
2015-016539STR,STR-0000883,883
2015-016158STR,STR-0000884,884
2015-016351STR,STR-0000885,885
2015-016377STR,STR-0000886,886
2015-016357STR,STR-0000887,887
2015-016067STR,STR-0000888,888
2015-014902STR,STR-0000889,889
2015-016150STR,STR-0000890,890
2015-014971STR,STR-0000891,891
2015-009247STR,STR-0000892,892
2015-015996STR,STR-0000893,893
2015-015973STR,STR-0000894,894
2015-015952STR,STR-0000895,895
2015-015954STR,STR-0000896,896
2015-013564STR,STR-0000897,897
2015-015957STR,STR-0000898,898
2015-015963STR,STR-0000899,899
2015-007451STR,STR-0000900,900
2015-015312STR,STR-0000901,901
2015-015812STR,STR-0000902,902
2015-015805STR,STR-0000903,903
2015-015824STR,STR-0000904,904
2015-015835STR,STR-0000905,905
2015-015787STR,STR-0000906,906
2015-015524STR,STR-0000907,907
2015-014228STR,STR-0000908,908
2015-015488STR,STR-0000909,909
2015-008219STR,STR-0000910,910
2015-015160STR,STR-0000911,911
2015-006459STR,STR-0000912,912
2015-015941STR,STR-0000913,913
2016-000599STR,STR-0000914,914
2016-000598STR,STR-0000915,915
2015-016525STR,STR-0000916,916
2015-016531STR,STR-0000917,917
2015-015837STR,STR-0000918,918
2015-016341STR,STR-0000919,919
2015-015619STR,STR-0000920,920
2015-015838STR,STR-0000921,921
2015-016507STR,STR-0000922,922
2015-016536STR,STR-0000923,923
2015-016548STR,STR-0000924,924
2015-016325STR,STR-0000925,925
2015-016547STR,STR-0000926,926
2015-016324STR,STR-0000927,927
2015-018223STR,STR-0000928,928
2015-015663STR,STR-0000929,929
2016-001645STR,STR-0000931,931
2015-016433STR,STR-0000932,932
2015-016639STR,STR-0000933,933
2015-016330STR,STR-0000934,934
2015-015895STR,STR-0000935,935
2015-015478STR,STR-0000936,936
2015-016229STR,STR-0000937,937
2016-001063STR,STR-0000939,939
2016-000959STR,STR-0000940,940
2015-015956STR,STR-0000941,941
2015-012865STR,STR-0000942,942
2015-018048STR,STR-0000943,943
2015-018045STR,STR-0000944,944
2015-016291STR,STR-0000945,945
2015-018040STR,STR-0000946,946
2016-001485STR,STR-0000947,947
2016-001407STR,STR-0000948,948
2016-001489STR,STR-0000949,949
2016-001428STR,STR-0000950,950
2016-003019STR,STR-0000951,951
2015-016542STR,STR-0000952,952
2016-001102STR,STR-0000953,953
2016-001233STR,STR-0000954,954
2015-004752STR,STR-0000955,955
2016-000297STR,STR-0000956,956
2016-001382STR,STR-0000957,957
2016-002297STR,STR-0000958,958
2016-000565STR,STR-0000959,959
2016-001348STR,STR-0000960,960
2015-018555STR,STR-0000961,961
2016-001621STR,STR-0000962,962
2015-016203STR,STR-0000963,963
2016-000420STR,STR-0000964,964
2016-001165STR,STR-0000965,965
2015-018455STR,STR-0000966,966
2016-000642STR,STR-0000967,967
2016-001141STR,STR-0000968,968
2016-001226STR,STR-0000969,969
2016-000259STR,STR-0000970,970
2015-018235STR,STR-0000971,971
2015-018257STR,STR-0000972,972
2015-018483STR,STR-0000973,973
2015-018369STR,STR-0000974,974
2015-018370STR,STR-0000975,975
2015-018479STR,STR-0000976,976
2015-016297STR,STR-0000977,977
2015-016059STR,STR-0000978,978
2016-000523STR,STR-0000979,979
2015-016321STR,STR-0000980,980
2015-018468STR,STR-0000981,981
2016-000337STR,STR-0000982,982
2016-000029STR,STR-0000983,983
2015-013132STR,STR-0000984,984
2016-001207STR,STR-0000985,985
2016-000755STR,STR-0000986,986
2015-018253STR,STR-0000987,987
2015-018239STR,STR-0000988,988
2015-018165STR,STR-0000989,989
2015-018254STR,STR-0000990,990
2015-015991STR,STR-0000991,991
2015-014469STR,STR-0000992,992
2015-018406STR,STR-0000993,993
2015-018426STR,STR-0000994,994
2015-006010STR,STR-0000995,995
2015-016421STR,STR-0000996,996
2016-001434STR,STR-0000997,997
2016-001418STR,STR-0000998,998
2015-018382STR,STR-0000999,999
2015-016221STR,STR-0001000,1000
2016-000299STR,STR-0001001,1001
2015-014067STR,STR-0001002,1002
2015-016205STR,STR-0001003,1003
2016-002184STR,STR-0001004,1004
2016-001222STR,STR-0001005,1005
2015-018391STR,STR-0001006,1006
2015-018484STR,STR-0001007,1007
2015-016618STR,STR-0001008,1008
2016-000800STR,STR-0001009,1009
2015-015716STR,STR-0001010,1010
2016-001571STR,STR-0001011,1011
2015-015273STR,STR-0001012,1012
2015-016595STR,STR-0001013,1013
2016-000044STR,STR-0001014,1014
2015-014340STR,STR-0001015,1015
2016-000106STR,STR-0001016,1016
2016-001311STR,STR-0001017,1017
2016-001563STR,STR-0001018,1018
2015-016237STR,STR-0001019,1019
2015-016063STR,STR-0001020,1020
2016-000591STR,STR-0001021,1021
2015-018317STR,STR-0001022,1022
2016-000918STR,STR-0001023,1023
2015-018550STR,STR-0001024,1024
2015-016148STR,STR-0001025,1025
2015-016183STR,STR-0001026,1026
2015-016187STR,STR-0001027,1027
2015-016198STR,STR-0001028,1028
2015-016211STR,STR-0001029,1029
2015-016152STR,STR-0001030,1030
2015-016052STR,STR-0001031,1031
2015-015162STR,STR-0001032,1032
2015-015285STR,STR-0001033,1033
2015-018011STR,STR-0001034,1034
2015-015305STR,STR-0001035,1035
2015-017995STR,STR-0001036,1036
2015-017992STR,STR-0001037,1037
2015-016430STR,STR-0001038,1038
2015-016510STR,STR-0001039,1039
2015-018031STR,STR-0001040,1040
2015-018021STR,STR-0001041,1041
2015-018018STR,STR-0001042,1042
2015-016231STR,STR-0001043,1043
2015-016355STR,STR-0001044,1044
2016-003543STR,STR-0001045,1045
2016-000657STR,STR-0001046,1046
2016-000664STR,STR-0001047,1047
2016-003238STR,STR-0001048,1048
2016-001198STR,STR-0001049,1049
2016-001192STR,STR-0001050,1050
2016-000141STR,STR-0001051,1051
2016-001205STR,STR-0001052,1052
2016-001201STR,STR-0001053,1053
2016-000634STR,STR-0001054,1054
2016-000696STR,STR-0001055,1055
2016-000807STR,STR-0001056,1056
2016-000841STR,STR-0001057,1057
2016-001209STR,STR-0001058,1058
2016-001069STR,STR-0001059,1059
2016-001095STR,STR-0001060,1060
2016-000913STR,STR-0001061,1061
2016-004231STR,STR-0001062,1062
2016-000838STR,STR-0001063,1063
2016-000631STR,STR-0001064,1064
2016-003355STR,STR-0001065,1065
2015-016220STR,STR-0001066,1066
2016-000503STR,STR-0001067,1067
2015-012327STR,STR-0001068,1068
2016-000183STR,STR-0001069,1069
2016-001339STR,STR-0001070,1070
2016-001246STR,STR-0001071,1071
2016-001259STR,STR-0001072,1072
2016-000164STR,STR-0001073,1073
2016-001336STR,STR-0001074,1074
2016-000796STR,STR-0001075,1075
2016-002122STR,STR-0001076,1076
2016-002152STR,STR-0001077,1077
2016-002137STR,STR-0001078,1078
2016-001203STR,STR-0001079,1079
2016-002981STR,STR-0001080,1080
2016-000936STR,STR-0001081,1081
2016-002662STR,STR-0001082,1082
2015-003478STR,STR-0001083,1083
2016-002148STR,STR-0001084,1084
2016-002066STR,STR-0001085,1085
2016-002036STR,STR-0001086,1086
2016-002028STR,STR-0001087,1087
2016-001231STR,STR-0001088,1088
2016-001894STR,STR-0001089,1089
2016-001506STR,STR-0001090,1090
2016-000909STR,STR-0001091,1091
2016-002116STR,STR-0001092,1092
2016-001223STR,STR-0001093,1093
2016-001750STR,STR-0001094,1094
2016-001759STR,STR-0001095,1095
2016-001675STR,STR-0001096,1096
2016-001369STR,STR-0001097,1097
2016-001670STR,STR-0001098,1098
2016-000820STR,STR-0001099,1099
2016-001694STR,STR-0001100,1100
2015-016476STR,STR-0001101,1101
2016-002448STR,STR-0001102,1102
2015-018043STR,STR-0001103,1103
2016-000407STR,STR-0001104,1104
2015-016374STR,STR-0001105,1105
2015-013381STR,STR-0001106,1106
2015-016631STR,STR-0001107,1107
2015-011285STR,STR-0001108,1108
2015-016473STR,STR-0001109,1109
2015-018172STR,STR-0001110,1110
2015-018157STR,STR-0001111,1111
2015-018160STR,STR-0001112,1112
2015-018159STR,STR-0001113,1113
2015-018167STR,STR-0001114,1114
2015-018162STR,STR-0001115,1115
2015-018081STR,STR-0001116,1116
2015-018084STR,STR-0001117,1117
2015-018093STR,STR-0001118,1118
2015-018076STR,STR-0001119,1119
2015-018198STR,STR-0001120,1120
2015-018203STR,STR-0001121,1121
2015-018204STR,STR-0001122,1122
2015-018207STR,STR-0001123,1123
2015-018215STR,STR-0001124,1124
2015-018216STR,STR-0001125,1125
2015-018226STR,STR-0001126,1126
2015-018312STR,STR-0001127,1127
2015-018314STR,STR-0001128,1128
2015-010744STR,STR-0001129,1129
2016-002177STR,STR-0001130,1130
2015-018096STR,STR-0001131,1131
2015-018445STR,STR-0001132,1132
2015-005627STR,STR-0001133,1133
2016-004019STR,STR-0001134,1134
2016-003541STR,STR-0001135,1135
2016-000659STR,STR-0001136,1136
2016-005989STR,STR-0001137,1137
2016-005846STR,STR-0001138,1138
2016-005910STR,STR-0001139,1139
2016-005894STR,STR-0001140,1140
2016-005723STR,STR-0001141,1141
2016-002041STR,STR-0001142,1142
2016-004713STR,STR-0001143,1143
2016-007039STR,STR-0001160,1160
2016-002588STR,STR-0001161,1161
2016-000949STR,STR-0001162,1162
2016-000321STR,STR-0001163,1163
2015-016440STR,STR-0001164,1164
2015-018567STR,STR-0001165,1165
2015-016157STR,STR-0001166,1166
2015-018234STR,STR-0001167,1167
2016-000699STR,STR-0001168,1168
2016-001556STR,STR-0001169,1169
2016-000991STR,STR-0001170,1170
2016-002602STR,STR-0001171,1171
2016-000484STR,STR-0001172,1172
2016-001570STR,STR-0001173,1173
2015-016478STR,STR-0001174,1174
2015-018440STR,STR-0001175,1175
2015-016490STR,STR-0001176,1176
2015-016483STR,STR-0001177,1177
2015-018423STR,STR-0001178,1178
2016-000249STR,STR-0001179,1179
2016-002504STR,STR-0001180,1180
2015-016143STR,STR-0001181,1181
2016-002458STR,STR-0001182,1182
2016-000411STR,STR-0001183,1183
2016-000331STR,STR-0001184,1184
2016-000333STR,STR-0001185,1185
2016-000432STR,STR-0001186,1186
2016-000322STR,STR-0001187,1187
2015-014720STR,STR-0001188,1188
2016-000168STR,STR-0001189,1189
2016-000780STR,STR-0001190,1190
2015-018562STR,STR-0001191,1191
2015-018549STR,STR-0001192,1192
2015-014647STR,STR-0001193,1193
2015-015794STR,STR-0001194,1194
2016-000311STR,STR-0001195,1195
2015-014734STR,STR-0001196,1196
2016-001272STR,STR-0001197,1197
2015-016465STR,STR-0001198,1198
2015-014911STR,STR-0001199,1199
2016-000842STR,STR-0001200,1200
2016-000292STR,STR-0001201,1201
2016-000246STR,STR-0001202,1202
2016-000694STR,STR-0001203,1203
2016-000675STR,STR-0001204,1204
2016-000758STR,STR-0001205,1205
2016-000762STR,STR-0001206,1206
2016-000794STR,STR-0001207,1207
2016-000680STR,STR-0001208,1208
2016-001135STR,STR-0001209,1209
2016-001100STR,STR-0001210,1210
2016-000907STR,STR-0001211,1211
2015-016621STR,STR-0001212,1212
2016-001081STR,STR-0001213,1213
2016-000844STR,STR-0001214,1214
2016-000553STR,STR-0001215,1215
2016-000839STR,STR-0001216,1216
2015-010945STR,STR-0001217,1217
2016-000412STR,STR-0001218,1218
2016-001158STR,STR-0001219,1219
2016-000130STR,STR-0001220,1220
2015-005702STR,STR-0001221,1221
2015-016506STR,STR-0001222,1222
2015-015897STR,STR-0001223,1223
2016-000810STR,STR-0001224,1224
2016-001153STR,STR-0001225,1225
2016-001256STR,STR-0001226,1226
2016-000990STR,STR-0001227,1227
2016-001354STR,STR-0001228,1228
2015-016521STR,STR-0001229,1229
2015-014326STR,STR-0001230,1230
2016-000597STR,STR-0001231,1231
2016-001822STR,STR-0001232,1232
2016-001535STR,STR-0001233,1233
2016-001526STR,STR-0001234,1234
2015-016498STR,STR-0001235,1235
2016-001268STR,STR-0001236,1236
2016-001655STR,STR-0001237,1237
2016-000081STR,STR-0001238,1238
2016-000847STR,STR-0001239,1239
2016-001711STR,STR-0001240,1240
2016-004692STR,STR-0001241,1241
2016-004690STR,STR-0001242,1242
2016-002721STR,STR-0001243,1243
2016-000775STR,STR-0001244,1244
2015-018559STR,STR-0001245,1245
2015-016638STR,STR-0001246,1246
2016-000494STR,STR-0001247,1247
2016-000083STR,STR-0001248,1248
2016-000032STR,STR-0001249,1249
2016-002226STR,STR-0001250,1250
2016-002312STR,STR-0001251,1251
2016-000247STR,STR-0001252,1252
2015-014492STR,STR-0001253,1253
2015-018259STR,STR-0001254,1254
2015-018250STR,STR-0001255,1255
2015-018415STR,STR-0001256,1256
2015-018035STR,STR-0001257,1257
2015-003397STR,STR-0001258,1258
2016-002747STR,STR-0001259,1259
2015-016292STR,STR-0001260,1260
2016-003195STR,STR-0001261,1261
2015-018322STR,STR-0001262,1262
2016-000362STR,STR-0001263,1263
2016-003057STR,STR-0001264,1264
2016-002396STR,STR-0001265,1265
2016-002646STR,STR-0001266,1266
2016-003489STR,STR-0001267,1267
2016-000365STR,STR-0001268,1268
2015-016471STR,STR-0001269,1269
2015-013837STR,STR-0001270,1270
2016-000135STR,STR-0001271,1271
2015-015485STR,STR-0001272,1272
2016-000111STR,STR-0001273,1273
2016-000096STR,STR-0001274,1274
2016-003906STR,STR-0001275,1275
2016-001379STR,STR-0001276,1276
2016-001367STR,STR-0001277,1277
2016-001386STR,STR-0001278,1278
2016-004674STR,STR-0001279,1279
2015-009994STR,STR-0001280,1280
2016-001349STR,STR-0001281,1281
2016-001317STR,STR-0001282,1282
2016-003223STR,STR-0001283,1283
2016-001343STR,STR-0001284,1284
2016-001310STR,STR-0001285,1285
2016-001888STR,STR-0001286,1286
2015-015518STR,STR-0001287,1287
2016-002978STR,STR-0001288,1288
2016-005840STR,STR-0001289,1289
2016-004522STR,STR-0001290,1290
2016-002045STR,STR-0001291,1291
2016-002438STR,STR-0001292,1292
2016-004726STR,STR-0001293,1293
2016-002118STR,STR-0001294,1294
2016-003768STR,STR-0001295,1295
2016-001567STR,STR-0001296,1296
2016-005026STR,STR-0001297,1297
2016-003809STR,STR-0001298,1298
2016-001363STR,STR-0001299,1299
2016-001532STR,STR-0001300,1300
2016-001624STR,STR-0001301,1301
2016-001066STR,STR-0001302,1302
2016-003428STR,STR-0001303,1303
2016-003425STR,STR-0001304,1304
2016-002382STR,STR-0001305,1305
2016-002390STR,STR-0001306,1306
2016-002723STR,STR-0001307,1307
2016-002854STR,STR-0001308,1308
2016-002387STR,STR-0001309,1309
2016-002790STR,STR-0001310,1310
2016-003650STR,STR-0001311,1311
2016-003536STR,STR-0001312,1312
2016-003582STR,STR-0001313,1313
2016-006081STR,STR-0001314,1314
2016-003621STR,STR-0001315,1315
2016-002376STR,STR-0001316,1316
2016-003646STR,STR-0001317,1317
2016-003896STR,STR-0001318,1318
2015-002928STR,STR-0001319,1319
2016-003946STR,STR-0001320,1320
2016-003968STR,STR-0001321,1321
2016-003713STR,STR-0001322,1322
2016-004288STR,STR-0001323,1323
2016-004441STR,STR-0001324,1324
2016-002294STR,STR-0001325,1325
2016-001855STR,STR-0001326,1326
2016-003365STR,STR-0001327,1327
2016-000197STR,STR-0001328,1328
2016-001211STR,STR-0001329,1329
2016-004282STR,STR-0001330,1330
2016-000161STR,STR-0001331,1331
2016-004962STR,STR-0001332,1332
2016-000843STR,STR-0001333,1333
2016-005584STR,STR-0001334,1334
2015-018316STR,STR-0001335,1335
2016-004123STR,STR-0001336,1336
2016-003257STR,STR-0001337,1337
2016-004132STR,STR-0001338,1338
2016-001350STR,STR-0001339,1339
2016-005594STR,STR-0001340,1340
2016-006096STR,STR-0001341,1341
2016-006301STR,STR-0001342,1342
2016-006247STR,STR-0001343,1343
2016-006715STR,STR-0001344,1344
2016-004213STR,STR-0001347,1347
2016-004476STR,STR-0001348,1348
2016-001391STR,STR-0001349,1349
2016-001375STR,STR-0001350,1350
2016-001230STR,STR-0001351,1351
2016-004528STR,STR-0001352,1352
2016-004446STR,STR-0001353,1353
2016-004682STR,STR-0001354,1354
2016-004902STR,STR-0001355,1355
2016-004658STR,STR-0001356,1356
2016-004198STR,STR-0001357,1357
2016-002374STR,STR-0001358,1358
2016-001319STR,STR-0001359,1359
2016-004677STR,STR-0001360,1360
2016-003243STR,STR-0001361,1361
2016-004630STR,STR-0001362,1362
2016-007378STR,STR-0001363,1363
2016-007085STR,STR-0001364,1364
2016-002951STR,STR-0001365,1365
2016-000795STR,STR-0001366,1366
2016-006354STR,STR-0001367,1367
2016-004943STR,STR-0001368,1368
2015-018024STR,STR-0001369,1369
2016-004776STR,STR-0001370,1370
2016-000923STR,STR-0001371,1371
2016-000350STR,STR-0001372,1372
2016-004346STR,STR-0001373,1373
2015-013706STR,STR-0001374,1374
2016-005879STR,STR-0001375,1375
2016-002960STR,STR-0001376,1376
2016-004614STR,STR-0001377,1377
2016-002058STR,STR-0001378,1378
2016-003712STR,STR-0001379,1379
2015-013419STR,STR-0001380,1380
2016-001747STR,STR-0001381,1381
2015-015944STR,STR-0001382,1382
2016-003708STR,STR-0001383,1383
2016-005275STR,STR-0001384,1384
2015-018393STR,STR-0001385,1385
2016-000943STR,STR-0001386,1386
2016-005553STR,STR-0001387,1387
2016-005589STR,STR-0001388,1388
2016-005904STR,STR-0001389,1389
2016-005572STR,STR-0001390,1390
2016-005832STR,STR-0001391,1391
2016-006002STR,STR-0001392,1392
2016-006000STR,STR-0001393,1393
2016-005996STR,STR-0001394,1394
2016-006392STR,STR-0001395,1395
2016-006752STR,STR-0001396,1396
2016-006566STR,STR-0001397,1397
2016-006412STR,STR-0001398,1398
2015-013578STR,STR-0001399,1399
2016-007959STR,STR-0001400,1400
2016-005381STR,STR-0001401,1401
2015-016535STR,STR-0001402,1402
2016-006847STR,STR-0001403,1403
2016-006934STR,STR-0001404,1404
2016-006560STR,STR-0001405,1405
2016-006727STR,STR-0001406,1406
2016-007057STR,STR-0001407,1407
2016-007027STR,STR-0001408,1408
2016-006937STR,STR-0001409,1409
2016-005726STR,STR-0001410,1410
2016-006580STR,STR-0001411,1411
2016-006481STR,STR-0001412,1412
2016-007357STR,STR-0001413,1413
2016-007329STR,STR-0001414,1414
2016-007338STR,STR-0001415,1415
2016-006852STR,STR-0001416,1416
2016-007364STR,STR-0001417,1417
2016-006088STR,STR-0001418,1418
2016-007371STR,STR-0001419,1419
2016-006931STR,STR-0001420,1420
2016-006324STR,STR-0001421,1421
2016-007571STR,STR-0001422,1422
2016-007069STR,STR-0001423,1423
2016-007478STR,STR-0001424,1424
2016-007106STR,STR-0001425,1425
2016-006731STR,STR-0001426,1426
2016-008258STR,STR-0001427,1427
2016-001137STR,STR-0001428,1428
2016-007960STR,STR-0001429,1429
2016-007092STR,STR-0001430,1430
2016-008364STR,STR-0001431,1431
2016-008298STR,STR-0001432,1432
2016-006861STR,STR-0001433,1433
2016-007003STR,STR-0001434,1434
2015-006044STR,STR-0001435,1435
2016-007638STR,STR-0001436,1436
2016-004964STR,STR-0001437,1437
2016-008538STR,STR-0001438,1438
2016-005803STR,STR-0001439,1439
2016-004975STR,STR-0001440,1440
2016-006748STR,STR-0001441,1441
2015-018075STR,STR-0001442,1442
2016-007714STR,STR-0001443,1443
2016-001346STR,STR-0001444,1444
2016-007109STR,STR-0001445,1445
2016-005315STR,STR-0001446,1446
2016-001818STR,STR-0001447,1447
2016-005092STR,STR-0001448,1448
2016-007522STR,STR-0001449,1449
2016-004717STR,STR-0001450,1450
2016-001378STR,STR-0001451,1451
2016-007577STR,STR-0001452,1452
2016-005188STR,STR-0001453,1453
2016-005177STR,STR-0001454,1454
2016-005426STR,STR-0001455,1455
2016-004648STR,STR-0001456,1456
2016-005183STR,STR-0001457,1457
2016-005179STR,STR-0001458,1458
2016-004789STR,STR-0001459,1459
2016-004953STR,STR-0001460,1460
2016-007629STR,STR-0001461,1461
2016-005043STR,STR-0001462,1462
2016-007521STR,STR-0001463,1463
2016-007514STR,STR-0001464,1464
2016-007966STR,STR-0001465,1465
2016-007293STR,STR-0001466,1466
2016-007304STR,STR-0001467,1467
2016-008001STR,STR-0001468,1468
2016-007151STR,STR-0001469,1469
2016-006718STR,STR-0001470,1470
2016-006734STR,STR-0001471,1471
2016-006685STR,STR-0001472,1472
2016-000911STR,STR-0001473,1473
2016-005294STR,STR-0001474,1474
2016-007411STR,STR-0001475,1475
2016-008720STR,STR-0001476,1476
2016-008100STR,STR-0001477,1477
2016-006692STR,STR-0001478,1478
2016-008262STR,STR-0001479,1479
2016-008271STR,STR-0001480,1480
2016-008289STR,STR-0001481,1481
2016-008108STR,STR-0001482,1482
2016-007635STR,STR-0001483,1483
2016-007786STR,STR-0001484,1484
2016-008295STR,STR-0001485,1485
2016-003415STR,STR-0001486,1486
2016-006703STR,STR-0001487,1487
2016-007888STR,STR-0001488,1488
2016-006813STR,STR-0001489,1489
2016-004364STR,STR-0001490,1490
2016-007898STR,STR-0001491,1491
2016-005518STR,STR-0001492,1492
2016-007430STR,STR-0001493,1493
2016-003591STR,STR-0001494,1494
2016-007706STR,STR-0001495,1495
2016-008342STR,STR-0001496,1496
2016-008327STR,STR-0001497,1497
2015-015559STR,STR-0001498,1498
2016-004370STR,STR-0001499,1499
2016-005878STR,STR-0001500,1500
2015-016500STR,STR-0001501,1501
2016-002984STR,STR-0001502,1502
2016-008872STR,STR-0001503,1503
2016-006932STR,STR-0001504,1504
2016-008488STR,STR-0001505,1505
2016-001146STR,STR-0001506,1506
2016-008064STR,STR-0001507,1507
2016-007361STR,STR-0001508,1508
2015-010612STR,STR-0001509,1509
2015-016214STR,STR-0001510,1510
2015-016308STR,STR-0001511,1511
2015-010354STR,STR-0001512,1512
2015-010291STR,STR-0001513,1513
2015-016333STR,STR-0001514,1514
2016-002248STR,STR-0001515,1515
2016-007403STR,STR-0001516,1516
2016-005932STR,STR-0001517,1517
2015-018170STR,STR-0001518,1518
2015-013136STR,STR-0001519,1519
2016-001337STR,STR-0001520,1520
2015-013868STR,STR-0001521,1521
2015-014162STR,STR-0001522,1522
2015-011417STR,STR-0001523,1523
2015-014619STR,STR-0001524,1524
2015-015788STR,STR-0001525,1525
2016-001138STR,STR-0001526,1526
2016-000830STR,STR-0001527,1527
2015-018078STR,STR-0001528,1528
2016-007487STR,STR-0001529,1529
2016-008804STR,STR-0001530,1530
2016-007721STR,STR-0001531,1531
2015-006439STR,STR-0001532,1532
2016-000905STR,STR-0001533,1533
2016-007024STR,STR-0001534,1534
2016-008399STR,STR-0001535,1535
2016-008489STR,STR-0001536,1536
2016-008008STR,STR-0001537,1537
2016-005725STR,STR-0001538,1538
2015-006374STR,STR-0001539,1539
2016-008446STR,STR-0001540,1540
2015-013712STR,STR-0001541,1541
2015-009389STR,STR-0001542,1542
2015-006025STR,STR-0001543,1543
2016-004054STR,STR-0001544,1544
2016-007618STR,STR-0001545,1545
2016-001679STR,STR-0001546,1546
2016-004670STR,STR-0001547,1547
2016-005302STR,STR-0001548,1548
2016-005286STR,STR-0001549,1549
2016-007656STR,STR-0001550,1550
2016-005300STR,STR-0001551,1551
2016-007668STR,STR-0001552,1552
2016-005595STR,STR-0001553,1553
2016-008625STR,STR-0001554,1554
2016-007950STR,STR-0001555,1555
2015-015608STR,STR-0001556,1556
2016-008639STR,STR-0001557,1557
2015-018412STR,STR-0001558,1558
2016-000319STR,STR-0001559,1559
2016-007935STR,STR-0001560,1560
2016-008629STR,STR-0001561,1561
2016-008487STR,STR-0001562,1562
2016-008520STR,STR-0001563,1563
2016-008490STR,STR-0001564,1564
2016-008580STR,STR-0001565,1565
2016-007842STR,STR-0001566,1566
2015-011254STR,STR-0001567,1567
2016-003310STR,STR-0001568,1568
2016-001090STR,STR-0001569,1569
2016-002043STR,STR-0001570,1570
2015-016492STR,STR-0001571,1571
2015-015508STR,STR-0001572,1572
2016-008695STR,STR-0001573,1573
2016-008484STR,STR-0001574,1574
2016-008622STR,STR-0001575,1575
2016-000633STR,STR-0001576,1576
2015-016336STR,STR-0001577,1577
2015-018367STR,STR-0001578,1578
2016-007480STR,STR-0001579,1579
2016-009516STR,STR-0001580,1580
2016-007848STR,STR-0001581,1581
2016-001700STR,STR-0001582,1582
2016-008705STR,STR-0001583,1583
2016-008844STR,STR-0001584,1584
2016-009422STR,STR-0001585,1585
2016-006274STR,STR-0001586,1586
2016-009024STR,STR-0001587,1587
2016-008839STR,STR-0001588,1588
2016-008468STR,STR-0001589,1589
2016-008514STR,STR-0001590,1590
2016-008634STR,STR-0001591,1591
2016-009520STR,STR-0001592,1592
2016-009535STR,STR-0001593,1593
2015-008573STR,STR-0001594,1594
2016-009531STR,STR-0001595,1595
2016-008569STR,STR-0001596,1596
2016-009174STR,STR-0001597,1597
2016-009232STR,STR-0001598,1598
2015-016223STR,STR-0001599,1599
2016-010138STR,STR-0001600,1600
2015-010762STR,STR-0001601,1601
2015-012439STR,STR-0001602,1602
2015-010724STR,STR-0001603,1603
2016-008578STR,STR-0001604,1604
2016-009175STR,STR-0001605,1605
2016-003264STR,STR-0001606,1606
2016-006576STR,STR-0001607,1607
2016-000978STR,STR-0001608,1608
2016-009254STR,STR-0001609,1609
2015-015667STR,STR-0001610,1610
2016-009241STR,STR-0001611,1611
2015-016332STR,STR-0001612,1612
2015-013859STR,STR-0001613,1613
2016-009444STR,STR-0001614,1614
2016-000479STR,STR-0001615,1615
2016-008617STR,STR-0001616,1616
2016-010199STR,STR-0001617,1617
2016-008268STR,STR-0001618,1618
2016-008679STR,STR-0001619,1619
2016-009199STR,STR-0001620,1620
2016-001358STR,STR-0001621,1621
2015-009776STR,STR-0001622,1622
2016-009766STR,STR-0001623,1623
2015-015301STR,STR-0001624,1624
2016-008689STR,STR-0001625,1625
