"RECORD ID","DATE STATUS","DATE CLOSED","RECORD STATUS DATE","RECORD STATUS"
"2015-001079STR","10/15/2015","10/15/2015","10/15/2015","Closed - Complete"
"2015-001087STR","10/15/2015","10/15/2015","10/15/2015","Closed - Complete"
"2015-001096STR","6/8/2016","3/2/2015","6/8/2016","Closed - Complete"
"2015-001102STR","6/8/2016","4/11/2016","6/8/2016","Closed - Complete"
"2015-001104STR","10/15/2015","10/15/2015","10/15/2015","Closed - Complete"
"2015-001112STR","5/15/2019","5/15/2019","5/15/2019","Closed - Complete"
"2015-001142STR","4/12/2019","4/12/2019","4/12/2019","Closed - Complete"
"2015-001147STR","10/15/2015","10/15/2015","10/15/2015","Closed - Complete"
"2015-001153STR","10/15/2015","10/15/2015","10/15/2015","Closed - Complete"
"2015-001160STR","10/16/2015","10/16/2015","10/16/2015","Closed - Complete"
"2015-001161STR","10/15/2015","10/15/2015","10/15/2015","Closed - Complete"
"2015-001175STR","8/1/2019","8/1/2019","8/1/2019","Closed - Complete"
"2015-001177STR","10/15/2015","10/15/2015","10/15/2015","Closed - Complete"
"2015-001200STR","6/8/2016","9/8/2015","6/8/2016","Closed - Complete"
"2015-001206STR","6/8/2016","2/23/2015","6/8/2016","Closed - Complete"
"2015-001223STR","10/15/2015","10/15/2015","10/15/2015","Closed - Complete"
"2015-001279STR","6/8/2016","3/11/2015","6/8/2016","Closed - Complete"
"2015-001287STR","6/8/2016","2/23/2015","6/8/2016","Closed - Complete"
"2015-001291STR","10/16/2015","10/16/2015","10/16/2015","Closed - Complete"
"2015-001296STR","10/15/2015","10/15/2015","10/15/2015","Closed - Complete"
"2015-001303STR","5/7/2019","5/7/2019","5/7/2019","Closed - Complete"
"2015-001305STR","6/8/2016","2/24/2015","6/8/2016","Closed - Complete"
"2015-001333STR","10/16/2015","10/16/2015","10/16/2015","Closed - Complete"
"2015-001336STR","10/16/2015","10/16/2015","10/16/2015","Closed - Complete"
"2015-001343STR","6/8/2016","2/24/2015","6/8/2016","Closed - Complete"
"2015-001425STR","6/8/2016","5/13/2015","6/8/2016","Closed - Complete"
"2015-001430STR","6/8/2016","2/26/2015","6/8/2016","Closed - Complete"
"2015-001433STR","6/8/2016","3/17/2015","6/8/2016","Closed - Complete"
"2015-001455STR","9/9/2019","9/9/2019","9/9/2019","Closed - Complete"
"2015-001461STR","10/16/2015","10/16/2015","10/16/2015","Closed - Complete"
"2015-001471STR","10/16/2015","10/16/2015","10/16/2015","Closed - Complete"
"2015-001490STR","10/16/2015","10/16/2015","10/16/2015","Closed - Complete"
"2015-001493STR","7/5/2019","7/5/2019","7/5/2019","Closed - Complete"
"2015-001538STR","6/8/2016","4/27/2015","6/8/2016","Closed - Complete"
"2015-001550STR","6/8/2016","3/31/2015","6/8/2016","Closed - Complete"
"2015-001589STR","6/8/2016","9/21/2015","6/8/2016","Closed - Complete"
"2015-001590STR","6/8/2016","10/1/2015","6/8/2016","Closed - Complete"
"2015-001625STR","6/8/2016","9/21/2015","6/8/2016","Closed - Complete"
"2015-001626STR","8/14/2019","8/14/2019","8/14/2019","Closed - Complete"
"2015-001642STR","6/8/2016","5/29/2015","6/8/2016","Closed - Complete"
"2015-001649STR","10/16/2015","10/16/2015","10/16/2015","Closed - Complete"
"2015-001675STR","6/8/2016","3/6/2015","6/8/2016","Closed - Complete"
"2015-001679STR","6/8/2016","9/21/2015","6/8/2016","Closed - Complete"
"2015-001733STR","6/8/2016","3/26/2015","6/8/2016","Closed - Complete"
"2015-001749STR","6/8/2016","5/28/2015","6/8/2016","Closed - Complete"
"2015-001750STR","7/16/2019","7/16/2019","7/16/2019","Closed - Complete"
"2015-001763STR","6/8/2016","5/7/2015","6/8/2016","Closed - Complete"
"2015-001767STR","10/16/2015","10/16/2015","10/16/2015","Closed - Complete"
"2015-001778STR","3/18/2019","3/18/2019","3/18/2019","Closed - Complete"
"2015-001794STR","7/16/2019","7/16/2019","7/16/2019","Closed - Complete"
"2015-001824STR","6/8/2016","5/28/2015","6/8/2016","Closed - Complete"
"2015-001846STR","9/7/2017","9/7/2017","9/7/2017","Closed - Complete"
"2015-001899STR","6/8/2016","3/10/2015","6/8/2016","Closed - Complete"
"2015-001920STR","6/8/2016","3/10/2015","6/8/2016","Closed - Complete"
"2015-001924STR","6/8/2016","3/9/2015","6/8/2016","Closed - Complete"
"2015-001946STR","6/8/2016","3/10/2015","6/8/2016","Closed - Complete"
"2015-001991STR","6/8/2016","3/9/2015","6/8/2016","Closed - Complete"
"2015-002030STR","6/8/2016","4/3/2015","6/8/2016","Closed - Complete"
"2015-002035STR","7/16/2019","7/16/2019","7/16/2019","Closed - Complete"
"2015-002041STR","6/8/2016","3/12/2015","6/8/2016","Closed - Complete"
"2015-002043STR","6/8/2016","3/20/2015","6/8/2016","Closed - Complete"
"2015-002045STR","6/8/2016","4/9/2015","6/8/2016","Closed - Complete"
"2015-002052STR","6/8/2016","3/12/2015","6/8/2016","Closed - Complete"
"2015-002058STR","6/8/2016","5/29/2015","6/8/2016","Closed - Complete"
"2015-002106STR","6/8/2016","4/27/2015","6/8/2016","Closed - Complete"
"2015-002168STR","7/16/2019","7/16/2019","7/16/2019","Closed - Complete"
"2015-002183STR","6/8/2016","9/21/2015","6/8/2016","Closed - Complete"
"2015-002187STR","6/8/2016","3/20/2015","6/8/2016","Closed - Complete"
"2015-002193STR","8/30/2019","8/30/2019","8/30/2019","Closed - Complete"
"2015-002209STR","6/8/2016","4/1/2015","6/8/2016","Closed - Complete"
"2015-002219STR","6/8/2016","3/17/2015","6/8/2016","Closed - Complete"
"2015-002247STR","6/8/2016","9/21/2015","6/8/2016","Closed - Complete"
"2015-002259STR","6/8/2016","4/15/2015","6/8/2016","Closed - Complete"
"2015-002264STR","12/24/2015","12/24/2015","12/24/2015","Closed - Complete"
"2015-002287STR","9/11/2017","9/11/2017","9/11/2017","Closed - Complete"
"2015-002320STR","8/16/2019","8/16/2019","8/16/2019","Closed - Complete"
"2015-002324STR","6/8/2016","3/11/2015","6/8/2016","Closed - Complete"
"2015-002539STR","7/16/2019","7/16/2019","7/16/2019","Closed - Complete"
"2015-002541STR","6/8/2016","4/2/2015","6/8/2016","Closed - Complete"
"2015-002551STR","1/25/2019","1/25/2019","1/25/2019","Closed - Complete"
"2015-002557STR","6/8/2016","4/2/2015","6/8/2016","Closed - Complete"
"2015-002565STR","6/8/2016","4/3/2015","6/8/2016","Closed - Complete"
"2015-002570STR","7/18/2019","7/18/2019","7/18/2019","Closed - Complete"
"2015-002591STR","6/8/2016","3/27/2015","6/8/2016","Closed - Complete"
"2015-002597STR","6/8/2016","3/27/2015","6/8/2016","Closed - Complete"
"2015-002602STR","6/8/2016","9/21/2015","6/8/2016","Closed - Complete"
"2015-002615STR","6/8/2016","3/9/2015","6/8/2016","Closed - Complete"
"2015-002639STR","6/8/2016","3/6/2015","6/8/2016","Closed - Complete"
"2015-002662STR","6/8/2016","3/27/2015","6/8/2016","Closed - Complete"
"2015-002669STR","6/8/2016","3/27/2015","6/8/2016","Closed - Complete"
"2015-002680STR","6/8/2016","9/21/2015","6/8/2016","Closed - Complete"
"2015-002682STR","6/8/2016","9/21/2015","6/8/2016","Closed - Complete"
"2015-002707STR","6/8/2016","3/20/2015","6/8/2016","Closed - Complete"
"2015-002729STR","7/17/2019","7/17/2019","7/17/2019","Closed - Complete"
"2015-002742STR","10/22/2015","10/22/2015","10/22/2015","Closed - Complete"
"2015-002744STR","6/8/2016","9/10/2015","6/8/2016","Closed - Complete"
"2015-002746STR","6/8/2016","9/21/2015","6/8/2016","Closed - Complete"
"2015-002747STR","6/8/2016","3/9/2015","6/8/2016","Closed - Complete"
"2015-002748STR","9/17/2019","9/17/2019","9/17/2019","Closed - Complete"
"2015-002753STR","6/8/2016","3/9/2015","6/8/2016","Closed - Complete"
"2015-002757STR","2/3/2017","2/3/2017","2/3/2017","Closed - Complete"
"2015-002781STR","6/8/2016","4/3/2015","6/8/2016","Closed - Complete"
"2015-002782STR","6/8/2016","4/3/2015","6/8/2016","Closed - Complete"
"2015-002812STR","6/8/2016","4/1/2015","6/8/2016","Closed - Complete"
"2015-002854STR","7/29/2019","7/29/2019","7/29/2019","Closed - Complete"
"2015-002856STR","6/8/2016","3/25/2015","6/8/2016","Closed - Complete"
"2015-002859STR","8/16/2019","8/16/2019","8/16/2019","Closed - Complete"
"2015-002866STR","7/31/2019","7/31/2019","7/31/2019","Closed - Complete"
"2015-002909STR","8/14/2019","8/14/2019","8/14/2019","Closed - Complete"
"2015-002915STR","9/5/2017","9/5/2017","9/5/2017","Closed - Complete"
"2015-002928STR","6/8/2016","8/31/2015","6/8/2016","Closed - Complete"
"2015-002990STR","6/8/2016","5/14/2015","6/8/2016","Closed - Complete"
"2015-003013STR","6/8/2016","5/14/2015","6/8/2016","Closed - Complete"
"2015-003018STR","6/8/2016","5/12/2015","6/8/2016","Closed - Complete"
"2015-003048STR","2/6/2017","2/6/2017","2/6/2017","Closed - Complete"
"2015-003054STR","6/8/2016","4/13/2015","6/8/2016","Closed - Complete"
"2015-003082STR","7/19/2019","7/19/2019","7/19/2019","Closed - Complete"
"2015-003094STR","6/8/2016","3/20/2015","6/8/2016","Closed - Complete"
"2015-003096STR","8/2/2019","8/2/2019","8/2/2019","Closed - Complete"
"2015-003139STR","6/8/2016","4/23/2015","6/8/2016","Closed - Complete"
"2015-003191STR","6/8/2016","11/16/2015","6/8/2016","Closed - Complete"
"2015-003218STR","6/8/2016","4/13/2015","6/8/2016","Closed - Complete"
"2015-003272STR","7/18/2019","7/18/2019","7/18/2019","Closed - Complete"
"2015-003273STR","6/8/2016","4/27/2015","6/8/2016","Closed - Complete"
"2015-003276STR","6/8/2016","4/27/2015","6/8/2016","Closed - Complete"
"2015-003280STR","6/8/2016","4/27/2015","6/8/2016","Closed - Complete"
"2015-003285STR","6/8/2016","4/27/2015","6/8/2016","Closed - Complete"
"2015-003288STR","8/15/2019","8/15/2019","8/15/2019","Closed - Complete"
"2015-003290STR","6/8/2016","4/28/2015","6/8/2016","Closed - Complete"
"2015-003313STR","7/17/2019","7/17/2019","7/17/2019","Closed - Complete"
"2015-003318STR","6/8/2016","5/4/2015","6/8/2016","Closed - Complete"
"2015-003321STR","6/8/2016","4/10/2015","6/8/2016","Closed - Complete"
"2015-003324STR","6/8/2016","4/10/2015","6/8/2016","Closed - Complete"
"2015-003325STR","6/8/2016","4/10/2015","6/8/2016","Closed - Complete"
"2015-003387STR","6/8/2016","6/11/2015","6/8/2016","Closed - Complete"
"2015-003389STR","8/1/2019","8/1/2019","8/1/2019","Closed - Complete"
"2015-003390STR","6/8/2016","4/27/2015","6/8/2016","Closed - Complete"
"2015-003392STR","6/8/2016","5/4/2015","6/8/2016","Closed - Complete"
"2015-003394STR","6/8/2016","4/16/2015","6/8/2016","Closed - Complete"
"2015-003395STR","6/8/2016","4/13/2015","6/8/2016","Closed - Complete"
"2015-003396STR","6/8/2016","4/27/2015","6/8/2016","Closed - Complete"
"2015-003400STR","8/9/2019","8/9/2019","8/9/2019","Closed - Complete"
"2015-003402STR","6/8/2016","4/27/2015","6/8/2016","Closed - Complete"
"2015-003405STR","6/8/2016","5/12/2015","6/8/2016","Closed - Complete"
"2015-003414STR","9/13/2019","9/13/2019","9/13/2019","Closed - Complete"
"2015-003417STR","6/8/2016","5/21/2015","6/8/2016","Closed - Complete"
"2015-003425STR","6/8/2016","4/15/2015","6/8/2016","Closed - Complete"
"2015-003433STR","6/8/2016","5/4/2015","6/8/2016","Closed - Complete"
"2015-003435STR","6/8/2016","4/30/2015","6/8/2016","Closed - Complete"
"2015-003450STR","6/8/2016","5/20/2015","6/8/2016","Closed - Complete"
"2015-003475STR","6/8/2016","4/15/2015","6/8/2016","Closed - Complete"
"2015-003478STR","6/8/2016","4/21/2016","6/8/2016","Closed - Complete"
"2015-003488STR","9/9/2019","9/9/2019","9/9/2019","Closed - Complete"
"2015-003505STR","6/21/2019","6/21/2019","6/21/2019","Closed - Complete"
"2015-003517STR","6/14/2019","6/14/2019","6/14/2019","Closed - Complete"
"2015-003518STR","2/15/2017","2/15/2017","2/15/2017","Closed - Complete"
"2015-003562STR","8/6/2019","8/6/2019","8/6/2019","Closed - Complete"
"2015-003563STR","6/8/2016","6/12/2015","6/8/2016","Closed - Complete"
"2015-003602STR","6/8/2016","4/29/2015","6/8/2016","Closed - Complete"
"2015-003627STR","6/8/2016","4/29/2015","6/8/2016","Closed - Complete"
"2015-003730STR","6/8/2016","7/9/2015","6/8/2016","Closed - Complete"
"2015-003735STR","7/18/2019","7/18/2019","7/18/2019","Closed - Complete"
"2015-003738STR","6/8/2016","5/7/2015","6/8/2016","Closed - Complete"
"2015-003769STR","6/8/2016","5/7/2015","6/8/2016","Closed - Complete"
"2015-003802STR","6/8/2016","5/7/2015","6/8/2016","Closed - Complete"
"2015-003859STR","6/8/2016","5/6/2015","6/8/2016","Closed - Complete"
"2015-003867STR","6/8/2016","5/6/2015","6/8/2016","Closed - Complete"
"2015-003895STR","6/8/2016","5/28/2015","6/8/2016","Closed - Complete"
"2015-003963STR","6/8/2016","5/7/2015","6/8/2016","Closed - Complete"
"2015-003975STR","2/6/2017","2/6/2017","2/6/2017","Closed - Complete"
"2015-003982STR","10/19/2015","10/19/2015","10/19/2015","Closed - Complete"
"2015-004013STR","6/8/2016","4/29/2015","6/8/2016","Closed - Complete"
"2015-004037STR","6/8/2016","8/31/2015","6/8/2016","Closed - Complete"
"2015-004042STR","6/8/2016","5/8/2015","6/8/2016","Closed - Complete"
"2015-004046STR","6/8/2016","4/29/2015","6/8/2016","Closed - Complete"
"2015-004054STR","10/3/2019","10/3/2019","10/3/2019","Closed - Complete"
"2015-004066STR","10/21/2015","10/21/2015","10/21/2015","Closed - Complete"
"2015-004087STR","6/8/2016","4/30/2015","6/8/2016","Closed - Complete"
"2015-004090STR","6/8/2016","5/4/2015","6/8/2016","Closed - Complete"
"2015-004092STR","6/8/2016","5/7/2015","6/8/2016","Closed - Complete"
"2015-004095STR","6/8/2016","4/30/2015","6/8/2016","Closed - Complete"
"2015-004097STR","3/30/2017","3/30/2017","3/30/2017","Closed - Complete"
"2015-004121STR","6/8/2016","4/30/2015","6/8/2016","Closed - Complete"
"2015-004134STR","6/8/2016","4/30/2015","6/8/2016","Closed - Complete"
"2015-004161STR","6/8/2016","4/30/2015","6/8/2016","Closed - Complete"
"2015-004174STR","9/9/2019","9/9/2019","9/9/2019","Closed - Complete"
"2015-004181STR","6/8/2016","6/8/2015","6/8/2016","Closed - Complete"
"2015-004189STR","6/8/2016","5/8/2015","6/8/2016","Closed - Complete"
"2015-004198STR","6/8/2016","4/27/2015","6/8/2016","Closed - Complete"
"2015-004233STR","8/6/2019","8/6/2019","8/6/2019","Closed - Complete"
"2015-004276STR","6/8/2016","6/5/2015","6/8/2016","Closed - Complete"
"2015-004277STR","6/8/2016","6/25/2015","6/8/2016","Closed - Complete"
"2015-004338STR","8/14/2019","8/14/2019","8/14/2019","Closed - Complete"
"2015-004382STR","6/8/2016","7/9/2015","6/8/2016","Closed - Complete"
"2015-004396STR","10/21/2015","10/21/2015","10/21/2015","Closed - Complete"
"2015-004440STR","6/8/2016","6/8/2015","6/8/2016","Closed - Complete"
"2015-004464STR","12/29/2015","12/29/2015","12/29/2015","Closed - Complete"
"2015-004477STR","6/8/2016","5/29/2015","6/8/2016","Closed - Complete"
"2015-004482STR","6/8/2016","6/2/2015","6/8/2016","Closed - Complete"
"2015-004485STR","8/14/2019","8/14/2019","8/14/2019","Closed - Complete"
"2015-004487STR","8/5/2019","8/5/2019","8/5/2019","Closed - Complete"
"2015-004497STR","6/8/2016","6/5/2015","6/8/2016","Closed - Complete"
"2015-004505STR","6/8/2016","5/7/2015","6/8/2016","Closed - Complete"
"2015-004530STR","8/14/2019","8/14/2019","8/14/2019","Closed - Complete"
"2015-004602STR","6/8/2016","6/10/2015","6/8/2016","Closed - Complete"
"2015-004606STR","9/9/2019","9/9/2019","9/9/2019","Closed - Complete"
"2015-004621STR","6/8/2016","4/28/2015","6/8/2016","Closed - Complete"
"2015-004677STR","6/8/2016","7/10/2015","6/8/2016","Closed - Complete"
"2015-004757STR","8/13/2019","8/13/2019","8/13/2019","Closed - Complete"
"2015-005070STR","8/5/2019","8/5/2019","8/5/2019","Closed - Complete"
"2015-005088STR","8/6/2019","8/6/2019","8/6/2019","Closed - Complete"
"2015-005112STR","6/8/2016","6/10/2015","6/8/2016","Closed - Complete"
"2015-005143STR","6/8/2016","5/21/2015","6/8/2016","Closed - Complete"
"2015-005146STR","6/8/2016","6/10/2015","6/8/2016","Closed - Complete"
"2015-005162STR","6/8/2016","5/21/2015","6/8/2016","Closed - Complete"
"2015-005169STR","6/8/2016","5/7/2015","6/8/2016","Closed - Complete"
"2015-005186STR","6/8/2016","5/20/2015","6/8/2016","Closed - Complete"
"2015-005286STR","6/8/2016","6/10/2015","6/8/2016","Closed - Complete"
"2015-005296STR","12/29/2015","12/29/2015","12/29/2015","Closed - Complete"
"2015-005343STR","6/8/2016","5/21/2015","6/8/2016","Closed - Complete"
"2015-005349STR","6/8/2016","6/10/2015","6/8/2016","Closed - Complete"
"2015-005369STR","8/14/2019","8/14/2019","8/14/2019","Closed - Complete"
"2015-005451STR","6/8/2016","5/21/2015","6/8/2016","Closed - Complete"
"2015-005455STR","7/18/2019","7/18/2019","7/18/2019","Closed - Complete"
"2015-005635STR","8/14/2019","8/14/2019","8/14/2019","Closed - Complete"
"2015-005640STR","6/8/2016","10/30/2015","6/8/2016","Closed - Complete"
"2015-005644STR","9/23/2019","9/23/2019","9/23/2019","Closed - Complete"
"2015-005646STR","6/8/2016","10/2/2015","6/8/2016","Closed - Complete"
"2015-005647STR","6/8/2016","6/12/2015","6/8/2016","Closed - Complete"
"2015-005675STR","6/8/2016","11/9/2015","6/8/2016","Closed - Complete"
"2015-005702STR","6/8/2016","4/4/2016","6/8/2016","Closed - Complete"
"2015-005739STR","8/14/2019","8/14/2019","8/14/2019","Closed - Complete"
"2015-005758STR","6/8/2016","6/10/2015","6/8/2016","Closed - Complete"
"2015-005972STR","6/8/2016","7/22/2015","6/8/2016","Closed - Complete"
"2015-006025STR","7/25/2016","7/25/2016","7/25/2016","Closed - Complete"
"2015-006295STR","8/14/2019","8/14/2019","8/14/2019","Closed - Complete"
"2015-006459STR","6/8/2016","1/20/2016","6/8/2016","Closed - Complete"
"2015-006647STR","8/14/2019","8/14/2019","8/14/2019","Closed - Complete"
"2015-006656STR","3/11/2019","3/11/2019","3/11/2019","Closed - Complete"
"2015-007060STR","8/14/2019","8/14/2019","8/14/2019","Closed - Complete"
"2015-007283STR","9/9/2019","9/9/2019","9/9/2019","Closed - Complete"
"2015-007438STR","10/19/2015","10/19/2015","10/19/2015","Closed - Complete"
"2015-007451STR","6/8/2016","1/15/2016","6/8/2016","Closed - Complete"
"2015-007592STR","10/19/2015","10/19/2015","10/19/2015","Closed - Complete"
"2015-007595STR","9/16/2019","9/16/2019","9/16/2019","Closed - Complete"
"2015-007889STR","6/8/2016","6/30/2015","6/8/2016","Closed - Complete"
"2015-007902STR","8/14/2019","8/14/2019","8/14/2019","Closed - Complete"
"2015-007918STR","6/8/2016","6/30/2015","6/8/2016","Closed - Complete"
"2015-008032STR","6/8/2016","8/24/2015","6/8/2016","Closed - Complete"
"2015-008042STR","6/8/2016","7/1/2015","6/8/2016","Closed - Complete"
"2015-008197STR","10/21/2015","10/21/2015","10/21/2015","Closed - Complete"
"2015-008230STR","6/8/2016","7/6/2015","6/8/2016","Closed - Complete"
"2015-008318STR","8/15/2019","8/15/2019","8/15/2019","Closed - Complete"
"2015-008542STR","6/8/2016","8/28/2015","6/8/2016","Closed - Complete"
"2015-008573STR","8/4/2016","8/4/2016","8/4/2016","Closed - Complete"
"2015-008666STR","6/8/2016","7/13/2015","6/8/2016","Closed - Complete"
"2015-008671STR","9/23/2019","9/23/2019","9/23/2019","Closed - Complete"
"2015-008686STR","10/21/2015","10/21/2015","10/21/2015","Closed - Complete"
"2015-008723STR","8/14/2019","8/14/2019","8/14/2019","Closed - Complete"
"2015-008878STR","10/21/2015","10/21/2015","10/21/2015","Closed - Complete"
"2015-008890STR","10/21/2015","10/21/2015","10/21/2015","Closed - Complete"
"2015-008915STR","6/8/2016","11/10/2015","6/8/2016","Closed - Complete"
"2015-008940STR","1/4/2016","1/4/2016","1/4/2016","Closed - Complete"
"2015-009073STR","8/15/2019","8/15/2019","8/15/2019","Closed - Complete"
"2015-009110STR","8/15/2019","8/15/2019","8/15/2019","Closed - Complete"
"2015-009251STR","9/5/2017","9/5/2017","9/5/2017","Closed - Complete"
"2015-009253STR","10/3/2019","10/3/2019","10/3/2019","Closed - Complete"
"2015-009262STR","6/8/2016","9/1/2015","6/8/2016","Closed - Complete"
"2015-009399STR","7/1/2019","7/1/2019","7/1/2019","Closed - Complete"
"2015-009641STR","6/8/2016","9/1/2015","6/8/2016","Closed - Complete"
"2015-009824STR","9/18/2019","9/18/2019","9/18/2019","Closed - Complete"
"2015-009974STR","10/20/2015","10/20/2015","10/20/2015","Closed - Complete"
"2015-009975STR","10/20/2015","10/20/2015","10/20/2015","Closed - Complete"
"2015-009977STR","6/8/2016","12/7/2015","6/8/2016","Closed - Complete"
"2015-009991STR","8/15/2019","8/15/2019","8/15/2019","Closed - Complete"
"2015-010094STR","4/1/2019","4/1/2019","4/1/2019","Closed - Complete"
"2015-010120STR","9/18/2019","9/18/2019","9/18/2019","Closed - Complete"
"2015-010291STR","7/14/2016","7/14/2016","7/14/2016","Closed - Complete"
"2015-010300STR","8/25/2017","8/25/2017","8/25/2017","Closed - Complete"
"2015-010354STR","7/14/2016","7/14/2016","7/14/2016","Closed - Complete"
"2015-010436STR","6/8/2016","8/21/2015","6/8/2016","Closed - Complete"
"2015-010438STR","10/19/2015","10/19/2015","10/19/2015","Closed - Complete"
"2015-010609STR","6/8/2016","8/24/2015","6/8/2016","Closed - Complete"
"2015-010619STR","11/24/2015","11/24/2015","11/24/2015","Closed - Complete"
"2015-010643STR","6/8/2016","8/21/2015","6/8/2016","Closed - Complete"
"2015-010653STR","9/7/2017","9/7/2017","9/7/2017","Closed - Complete"
"2015-010658STR","6/8/2016","8/24/2015","6/8/2016","Closed - Complete"
"2015-010708STR","9/11/2017","9/11/2017","9/11/2017","Closed - Complete"
"2015-010748STR","9/8/2017","9/8/2017","9/8/2017","Closed - Complete"
"2015-010936STR","8/15/2019","8/15/2019","8/15/2019","Closed - Complete"
"2015-011001STR","8/15/2019","8/15/2019","8/15/2019","Closed - Complete"
"2015-011099STR","9/8/2017","9/8/2017","9/8/2017","Closed - Complete"
"2015-011103STR","6/8/2016","9/2/2015","6/8/2016","Closed - Complete"
"2015-011110STR","6/8/2016","9/1/2015","6/8/2016","Closed - Complete"
"2015-011254STR","7/28/2016","7/28/2016","7/28/2016","Closed - Complete"
"2015-011258STR","9/8/2017","9/8/2017","9/8/2017","Closed - Complete"
"2015-011285STR","6/8/2016","3/4/2016","6/8/2016","Closed - Complete"
"2015-011429STR","6/8/2016","9/11/2015","6/8/2016","Closed - Complete"
"2015-012036STR","6/8/2016","12/30/2015","6/8/2016","Closed - Complete"
"2015-012042STR","10/20/2015","10/20/2015","10/20/2015","Closed - Complete"
"2015-012283STR","6/8/2016","10/1/2015","6/8/2016","Closed - Complete"
"2015-012320STR","6/8/2016","12/7/2015","6/8/2016","Closed - Complete"
"2015-012327STR","6/8/2016","4/4/2016","6/8/2016","Closed - Complete"
"2015-012337STR","6/8/2016","9/29/2015","6/8/2016","Closed - Complete"
"2015-012425STR","6/8/2016","9/30/2015","6/8/2016","Closed - Complete"
"2015-012439STR","8/9/2016","8/9/2016","8/9/2016","Closed - Complete"
"2015-012473STR","11/13/2015","11/13/2015","11/13/2015","Closed - Complete"
"2015-012479STR","12/1/2016","12/1/2016","12/1/2016","Closed - Complete"
"2015-012506STR","11/3/2016","11/3/2016","11/3/2016","Closed - Complete"
"2015-012685STR","12/29/2015","12/29/2015","12/29/2015","Closed - Complete"
"2015-013022STR","12/17/2015","12/17/2015","12/17/2015","Closed - Complete"
"2015-013060STR","6/8/2016","10/15/2015","6/8/2016","Closed - Complete"
"2015-013063STR","11/16/2015","11/16/2015","11/16/2015","Closed - Complete"
"2015-013128STR","10/4/2019","10/4/2019","10/4/2019","Closed - Complete"
"2015-013132STR","6/8/2016","3/15/2016","6/8/2016","Closed - Complete"
"2015-013149STR","6/8/2016","11/30/2015","6/8/2016","Closed - Complete"
"2015-013174STR","12/29/2015","12/29/2015","12/29/2015","Closed - Complete"
"2015-013176STR","6/8/2016","12/28/2015","6/8/2016","Closed - Complete"
"2015-013186STR","10/3/2019","10/3/2019","10/3/2019","Closed - Complete"
"2015-013337STR","11/16/2015","11/16/2015","11/16/2015","Closed - Complete"
"2015-013339STR","10/4/2019","10/4/2019","10/4/2019","Closed - Complete"
"2015-013564STR","6/8/2016","1/12/2016","6/8/2016","Closed - Complete"
"2015-013578STR","6/27/2016","6/27/2016","6/27/2016","Closed - Complete"
"2015-013712STR","7/25/2016","7/25/2016","7/25/2016","Closed - Complete"
"2015-014059STR","12/24/2015","12/24/2015","12/24/2015","Closed - Complete"
"2015-014067STR","6/8/2016","2/22/2016","6/8/2016","Closed - Complete"
"2015-014083STR","6/8/2016","12/28/2015","6/8/2016","Closed - Complete"
"2015-014224STR","6/8/2016","11/3/2015","6/8/2016","Closed - Complete"
"2015-014228STR","6/20/2016","6/20/2016","6/20/2016","Closed - Complete"
"2015-014313STR","12/24/2015","12/24/2015","12/24/2015","Closed - Complete"
"2015-014316STR","12/18/2018","12/18/2018","12/18/2018","Closed - Complete"
"2015-014318STR","1/7/2016","1/7/2016","1/7/2016","Closed - Complete"
"2015-014328STR","11/16/2015","11/16/2015","11/16/2015","Closed - Complete"
"2015-014348STR","1/4/2016","1/4/2016","1/4/2016","Closed - Complete"
"2015-014425STR","12/17/2015","12/17/2015","12/17/2015","Closed - Complete"
"2015-014469STR","6/8/2016","2/17/2016","6/8/2016","Closed - Complete"
"2015-014482STR","12/24/2015","12/24/2015","12/24/2015","Closed - Complete"
"2015-014508STR","12/24/2015","12/24/2015","12/24/2015","Closed - Complete"
"2015-014615STR","1/14/2016","1/14/2016","1/14/2016","Closed - Complete"
"2015-014618STR","11/24/2015","11/24/2015","11/24/2015","Closed - Complete"
"2015-014620STR","12/24/2015","12/24/2015","12/24/2015","Closed - Complete"
"2015-014633STR","6/8/2016","11/30/2015","6/8/2016","Closed - Complete"
"2015-014638STR","1/4/2016","1/4/2016","1/4/2016","Closed - Complete"
"2015-014652STR","11/24/2015","11/24/2015","11/24/2015","Closed - Complete"
"2015-014709STR","6/8/2016","11/20/2015","6/8/2016","Closed - Complete"
"2015-014725STR","6/8/2016","11/20/2015","6/8/2016","Closed - Complete"
"2015-014729STR","12/24/2015","12/24/2015","12/24/2015","Closed - Complete"
"2015-014774STR","6/8/2016","11/18/2015","6/8/2016","Closed - Complete"
"2015-014911STR","4/25/2018","4/25/2018","4/25/2018","Closed - Complete"
"2015-014913STR","6/8/2016","11/30/2015","6/8/2016","Closed - Complete"
"2015-014930STR","6/8/2016","12/1/2015","6/8/2016","Closed - Complete"
"2015-014971STR","6/8/2016","1/7/2016","6/8/2016","Closed - Complete"
"2015-014975STR","12/24/2015","12/24/2015","12/24/2015","Closed - Complete"
"2015-014986STR","12/24/2015","12/24/2015","12/24/2015","Closed - Complete"
"2015-014988STR","6/8/2016","11/30/2015","6/8/2016","Closed - Complete"
"2015-015023STR","6/8/2016","12/1/2015","6/8/2016","Closed - Complete"
"2015-015170STR","6/8/2016","12/4/2015","6/8/2016","Closed - Complete"
