"RECORD ID","DATE STATUS","DATE CLOSED","RECORD STATUS DATE","RECORD STATUS"
"2018-017062STR","12/20/2018","12/20/2018","12/20/2018","Closed - Complete"
"2018-017065STR","12/20/2018","12/20/2018","12/20/2018","Closed - Complete"
"2018-017066STR","12/20/2018","12/20/2018","12/20/2018","Closed - Complete"
"2018-017190STR","12/21/2018","12/21/2018","12/21/2018","Closed - Complete"
"2018-017201STR","12/27/2018","12/27/2018","12/27/2018","Closed - Complete"
"2018-017256STR","12/26/2018","12/26/2018","12/26/2018","Closed - Complete"
"2018-017265STR","12/27/2018","12/27/2018","12/27/2018","Closed - Complete"
"2018-017281STR","12/27/2018","12/27/2018","12/27/2018","Closed - Complete"
"2018-017285STR","12/27/2018","12/27/2018","12/27/2018","Closed - Complete"
"2018-017289STR","3/12/2019","3/12/2019","3/12/2019","Closed - Complete"
"2018-017295STR","12/27/2018","12/27/2018","12/27/2018","Closed - Complete"
"2018-017323STR","5/6/2019","5/6/2019","5/6/2019","Closed - Complete"
"2018-017330STR","5/16/2019","5/16/2019","5/16/2019","Closed - Complete"
"2018-017341STR","12/31/2018","12/31/2018","12/31/2018","Closed - Complete"
"2018-017353STR","2/6/2019","2/6/2019","2/6/2019","Closed - Complete"
"2019-000041STR","1/14/2019","1/14/2019","1/14/2019","Closed - Complete"
"2019-000044STR","5/10/2019","5/10/2019","5/10/2019","Closed - Complete"
"2019-000049STR","1/4/2019","1/4/2019","1/4/2019","Closed - Complete"
"2019-000057STR","1/4/2019","1/4/2019","1/4/2019","Closed - Complete"
"2019-000060STR","4/9/2019","4/9/2019","4/9/2019","Closed - Complete"
"2019-000066STR","1/7/2019","1/7/2019","1/7/2019","Closed - Complete"
"2019-000067STR","1/3/2019","1/3/2019","1/3/2019","Closed - Complete"
"2019-000241STR","1/7/2019","1/7/2019","1/7/2019","Closed - Complete"
"2019-000277STR","1/8/2019","1/8/2019","1/8/2019","Closed - Complete"
"2019-000302STR","1/8/2019","1/8/2019","1/8/2019","Closed - Complete"
"2019-000335STR","1/8/2019","1/8/2019","1/8/2019","Closed - Complete"
"2019-000360STR","1/22/2019","1/22/2019","1/22/2019","Closed - Complete"
"2019-000364STR","1/10/2019","1/10/2019","1/10/2019","Closed - Complete"
"2019-000380STR","1/10/2019","1/10/2019","1/10/2019","Closed - Complete"
"2019-000388STR","1/10/2019","1/10/2019","1/10/2019","Closed - Complete"
"2019-000394STR","1/10/2019","1/10/2019","1/10/2019","Closed - Complete"
"2019-000444STR","7/24/2019","7/24/2019","7/24/2019","Closed - Complete"
"2019-000448STR","2/7/2019","2/7/2019","2/7/2019","Closed - Complete"
"2019-000467STR","1/10/2019","1/10/2019","1/10/2019","Closed - Complete"
"2019-000482STR","2/8/2019","2/8/2019","2/8/2019","Closed - Complete"
"2019-000488STR","1/11/2019","1/11/2019","1/11/2019","Closed - Complete"
"2019-000501STR","3/28/2019","3/28/2019","3/28/2019","Closed - Complete"
"2019-000551STR","1/14/2019","1/14/2019","1/14/2019","Closed - Complete"
"2019-000559STR","1/24/2019","1/24/2019","1/24/2019","Closed - Complete"
"2019-000596STR","1/15/2019","1/15/2019","1/15/2019","Closed - Complete"
"2019-000610STR","1/15/2019","1/15/2019","1/15/2019","Closed - Complete"
"2019-000638STR","1/15/2019","1/15/2019","1/15/2019","Closed - Complete"
"2019-000642STR","2/4/2019","2/4/2019","2/4/2019","Closed - Complete"
"2019-000649STR","2/6/2019","2/6/2019","2/6/2019","Closed - Complete"
"2019-000653STR","1/17/2019","1/17/2019","1/17/2019","Closed - Complete"
"2019-000659STR","1/17/2019","1/17/2019","1/17/2019","Closed - Complete"
"2019-000661STR","1/17/2019","1/17/2019","1/17/2019","Closed - Complete"
"2019-000671STR","1/17/2019","1/17/2019","1/17/2019","Closed - Complete"
"2019-000673STR","1/17/2019","1/17/2019","1/17/2019","Closed - Complete"
"2019-000936STR","7/18/2019","7/18/2019","7/18/2019","Closed - Complete"
"2019-000950STR","1/24/2019","1/24/2019","1/24/2019","Closed - Complete"
"2019-001110STR","1/28/2019","1/28/2019","1/28/2019","Closed - Complete"
"2019-001170STR","1/29/2019","1/29/2019","1/29/2019","Closed - Complete"
"2019-001225STR","2/6/2019","2/6/2019","2/6/2019","Closed - Complete"
"2019-001244STR","1/31/2019","1/31/2019","1/31/2019","Closed - Complete"
"2019-001245STR","2/4/2019","2/4/2019","2/4/2019","Closed - Complete"
"2019-001273STR","3/6/2019","3/6/2019","3/6/2019","Closed - Complete"
"2019-001449STR","2/6/2019","2/6/2019","2/6/2019","Closed - Complete"
"2019-001450STR","2/6/2019","2/6/2019","2/6/2019","Closed - Complete"
"2019-001536STR","5/28/2019","5/28/2019","5/28/2019","Closed - Complete"
"2019-001538STR","2/15/2019","2/15/2019","2/15/2019","Closed - Complete"
"2019-001545STR","2/8/2019","2/8/2019","2/8/2019","Closed - Complete"
"2019-001548STR","2/8/2019","2/8/2019","2/8/2019","Closed - Complete"
"2019-001554STR","2/15/2019","2/15/2019","2/15/2019","Closed - Complete"
"2019-001556STR","2/8/2019","2/8/2019","2/8/2019","Closed - Complete"
"2019-001559STR","2/7/2019","2/7/2019","2/7/2019","Closed - Complete"
"2019-001575STR","2/19/2019","2/19/2019","2/19/2019","Closed - Complete"
"2019-001577STR","2/12/2019","2/12/2019","2/12/2019","Closed - Complete"
"2019-001583STR","2/8/2019","2/8/2019","2/8/2019","Closed - Complete"
"2019-001777STR","3/22/2019","3/22/2019","3/22/2019","Closed - Complete"
"2019-001838STR","2/14/2019","2/14/2019","2/14/2019","Closed - Complete"
"2019-001841STR","2/14/2019","2/14/2019","2/14/2019","Closed - Complete"
"2019-001842STR","2/14/2019","2/14/2019","2/14/2019","Closed - Complete"
"2019-001907STR","2/14/2019","2/14/2019","2/14/2019","Closed - Complete"
"2019-001988STR","2/19/2019","2/19/2019","2/19/2019","Closed - Complete"
"2019-002088STR","2/21/2019","2/21/2019","2/21/2019","Closed - Complete"
"2019-002090STR","2/20/2019","2/20/2019","2/20/2019","Closed - Complete"
"2019-002094STR","3/15/2019","3/15/2019","3/15/2019","Closed - Complete"
"2019-002096STR","4/26/2019","4/26/2019","4/26/2019","Closed - Complete"
"2019-002102STR","6/7/2019","6/7/2019","6/7/2019","Closed - Complete"
"2019-002112STR","6/6/2019","6/6/2019","6/6/2019","Closed - Complete"
"2019-002116STR","2/21/2019","2/21/2019","2/21/2019","Closed - Complete"
"2019-002134STR","2/21/2019","2/21/2019","2/21/2019","Closed - Complete"
"2019-002137STR","2/20/2019","2/20/2019","2/20/2019","Closed - Complete"
"2019-002139STR","10/18/2019","10/18/2019","10/18/2019","Closed - Complete"
"2019-002146STR","2/21/2019","2/21/2019","2/21/2019","Closed - Complete"
"2019-002159STR","2/21/2019","2/21/2019","2/21/2019","Closed - Complete"
"2019-002180STR","6/6/2019","6/6/2019","6/6/2019","Closed - Complete"
"2019-002256STR","2/25/2019","2/25/2019","2/25/2019","Closed - Complete"
"2019-002264STR","2/25/2019","2/25/2019","2/25/2019","Closed - Complete"
"2019-002385STR","2/26/2019","2/26/2019","2/26/2019","Closed - Complete"
"2019-002418STR","2/28/2019","2/28/2019","2/28/2019","Closed - Complete"
"2019-002423STR","2/28/2019","2/28/2019","2/28/2019","Closed - Complete"
"2019-002425STR","2/28/2019","2/28/2019","2/28/2019","Closed - Complete"
"2019-002427STR","2/28/2019","2/28/2019","2/28/2019","Closed - Complete"
"2019-002536STR","2/28/2019","2/28/2019","2/28/2019","Closed - Complete"
"2019-002568STR","3/1/2019","3/1/2019","3/1/2019","Closed - Complete"
"2019-002594STR","3/1/2019","3/1/2019","3/1/2019","Closed - Complete"
"2019-002606STR","3/1/2019","3/1/2019","3/1/2019","Closed - Complete"
"2019-002622STR","3/4/2019","3/4/2019","3/4/2019","Closed - Complete"
"2019-002696STR","3/5/2019","3/5/2019","3/5/2019","Closed - Complete"
"2019-002708STR","3/5/2019","3/5/2019","3/5/2019","Closed - Complete"
"2019-002788STR","3/11/2019","3/11/2019","3/11/2019","Closed - Complete"
"2019-002794STR","3/7/2019","3/7/2019","3/7/2019","Closed - Complete"
"2019-002797STR","3/11/2019","3/11/2019","3/11/2019","Closed - Complete"
"2019-002798STR","3/7/2019","3/7/2019","3/7/2019","Closed - Complete"
"2019-002808STR","3/7/2019","3/7/2019","3/7/2019","Closed - Complete"
"2019-002809STR","3/6/2019","3/6/2019","3/6/2019","Closed - Complete"
"2019-002811STR","3/7/2019","3/7/2019","3/7/2019","Closed - Complete"
"2019-002901STR","3/8/2019","3/8/2019","3/8/2019","Closed - Complete"
"2019-003550STR","7/29/2019","7/29/2019","7/29/2019","Closed - Complete"
"2019-003557STR","7/17/2019","7/17/2019","7/17/2019","Closed - Complete"
"2019-003559STR","3/12/2019","3/12/2019","3/12/2019","Closed - Complete"
"2019-003560STR","7/29/2019","7/29/2019","7/29/2019","Closed - Complete"
"2019-003575STR","3/12/2019","3/12/2019","3/12/2019","Closed - Complete"
"2019-003584STR","3/14/2019","3/14/2019","3/14/2019","Closed - Complete"
"2019-003597STR","3/14/2019","3/14/2019","3/14/2019","Closed - Complete"
"2019-003603STR","3/13/2019","3/13/2019","3/13/2019","Closed - Complete"
"2019-003625STR","3/18/2019","3/18/2019","3/18/2019","Closed - Complete"
"2019-003632STR","4/11/2019","4/11/2019","4/11/2019","Closed - Complete"
"2019-003633STR","3/25/2019","3/25/2019","3/25/2019","Closed - Complete"
"2019-003635STR","3/14/2019","3/14/2019","3/14/2019","Closed - Complete"
"2019-003639STR","4/4/2019","4/4/2019","4/4/2019","Closed - Complete"
"2019-003735STR","3/15/2019","3/15/2019","3/15/2019","Closed - Complete"
"2019-003751STR","3/15/2019","3/15/2019","3/15/2019","Closed - Complete"
"2019-003948STR","3/19/2019","3/19/2019","3/19/2019","Closed - Complete"
"2019-003973STR","3/21/2019","3/21/2019","3/21/2019","Closed - Complete"
"2019-003990STR","3/21/2019","3/21/2019","3/21/2019","Closed - Complete"
"2019-003998STR","3/20/2019","3/20/2019","3/20/2019","Closed - Complete"
"2019-004017STR","3/25/2019","3/25/2019","3/25/2019","Closed - Complete"
"2019-004020STR","3/25/2019","3/25/2019","3/25/2019","Closed - Complete"
"2019-004024STR","3/21/2019","3/21/2019","3/21/2019","Closed - Complete"
"2019-004025STR","3/21/2019","3/21/2019","3/21/2019","Closed - Complete"
"2019-004052STR","6/4/2019","6/4/2019","6/4/2019","Closed - Complete"
"2019-004189STR","3/25/2019","3/25/2019","3/25/2019","Closed - Complete"
"2019-004276STR","3/26/2019","3/26/2019","3/26/2019","Closed - Complete"
"2019-004293STR","3/26/2019","3/26/2019","3/26/2019","Closed - Complete"
"2019-004336STR","3/26/2019","3/26/2019","3/26/2019","Closed - Complete"
"2019-004371STR","3/28/2019","3/28/2019","3/28/2019","Closed - Complete"
"2019-004381STR","6/18/2019","6/18/2019","6/18/2019","Closed - Complete"
"2019-004388STR","3/28/2019","3/28/2019","3/28/2019","Closed - Complete"
"2019-004394STR","3/28/2019","3/28/2019","3/28/2019","Closed - Complete"
"2019-004486STR","3/29/2019","3/29/2019","3/29/2019","Closed - Complete"
"2019-004489STR","3/29/2019","3/29/2019","3/29/2019","Closed - Complete"
"2019-004493STR","3/29/2019","3/29/2019","3/29/2019","Closed - Complete"
"2019-004495STR","4/17/2019","4/17/2019","4/17/2019","Closed - Complete"
"2019-004525STR","4/1/2019","4/1/2019","4/1/2019","Closed - Complete"
"2019-004532STR","4/1/2019","4/1/2019","4/1/2019","Closed - Complete"
"2019-004541STR","4/1/2019","4/1/2019","4/1/2019","Closed - Complete"
"2019-004546STR","4/1/2019","4/1/2019","4/1/2019","Closed - Complete"
"2019-004558STR","4/10/2019","4/10/2019","4/10/2019","Closed - Complete"
"2019-004560STR","4/1/2019","4/1/2019","4/1/2019","Closed - Complete"
"2019-004619STR","4/2/2019","4/2/2019","4/2/2019","Closed - Complete"
"2019-004646STR","4/2/2019","4/2/2019","4/2/2019","Closed - Complete"
"2019-004654STR","6/13/2019","6/13/2019","6/13/2019","Closed - Complete"
"2019-004658STR","4/4/2019","4/4/2019","4/4/2019","Closed - Complete"
"2019-004680STR","4/4/2019","4/4/2019","4/4/2019","Closed - Complete"
"2019-004687STR","4/4/2019","4/4/2019","4/4/2019","Closed - Complete"
"2019-004690STR","4/4/2019","4/4/2019","4/4/2019","Closed - Complete"
"2019-004696STR","6/25/2019","6/25/2019","6/25/2019","Closed - Complete"
"2019-004697STR","4/25/2019","4/25/2019","4/25/2019","Closed - Complete"
"2019-004699STR","4/5/2019","4/5/2019","4/5/2019","Closed - Complete"
"2019-004782STR","4/5/2019","4/5/2019","4/5/2019","Closed - Complete"
"2019-004821STR","4/5/2019","4/5/2019","4/5/2019","Closed - Complete"
"2019-004828STR","4/5/2019","4/5/2019","4/5/2019","Closed - Complete"
"2019-004838STR","4/15/2019","4/15/2019","4/15/2019","Closed - Complete"
"2019-004852STR","4/8/2019","4/8/2019","4/8/2019","Closed - Complete"
"2019-004858STR","4/8/2019","4/8/2019","4/8/2019","Closed - Complete"
"2019-004872STR","4/9/2019","4/9/2019","4/9/2019","Closed - Complete"
"2019-004925STR","4/9/2019","4/9/2019","4/9/2019","Closed - Complete"
"2019-004990STR","4/9/2019","4/9/2019","4/9/2019","Closed - Complete"
"2019-004995STR","4/11/2019","4/11/2019","4/11/2019","Closed - Complete"
"2019-004998STR","4/12/2019","4/12/2019","4/12/2019","Closed - Complete"
"2019-005009STR","4/11/2019","4/11/2019","4/11/2019","Closed - Complete"
"2019-005013STR","4/15/2019","4/15/2019","4/15/2019","Closed - Complete"
"2019-005035STR","4/11/2019","4/11/2019","4/11/2019","Closed - Complete"
"2019-005048STR","4/15/2019","4/15/2019","4/15/2019","Closed - Complete"
"2019-005053STR","4/11/2019","4/11/2019","4/11/2019","Closed - Complete"
"2019-005054STR","6/6/2019","6/6/2019","6/6/2019","Closed - Complete"
"2019-005055STR","6/6/2019","6/6/2019","6/6/2019","Closed - Complete"
"2019-005059STR","5/28/2019","5/28/2019","5/28/2019","Closed - Complete"
"2019-005094STR","6/6/2019","6/6/2019","6/6/2019","Closed - Complete"
"2019-005204STR","4/15/2019","4/15/2019","4/15/2019","Closed - Complete"
"2019-005325STR","4/23/2019","4/23/2019","4/23/2019","Closed - Complete"
"2019-005330STR","4/26/2019","4/26/2019","4/26/2019","Closed - Complete"
"2019-005342STR","4/18/2019","4/18/2019","4/18/2019","Closed - Complete"
"2019-005370STR","4/19/2019","4/19/2019","4/19/2019","Closed - Complete"
"2019-005375STR","4/19/2019","4/19/2019","4/19/2019","Closed - Complete"
"2019-005376STR","4/18/2019","4/18/2019","4/18/2019","Closed - Complete"
"2019-005381STR","4/17/2019","4/17/2019","4/17/2019","Closed - Complete"
"2019-005453STR","4/22/2019","4/22/2019","4/22/2019","Closed - Complete"
"2019-005784STR","4/25/2019","4/25/2019","4/25/2019","Closed - Complete"
"2019-005799STR","4/25/2019","4/25/2019","4/25/2019","Closed - Complete"
"2019-005817STR","9/30/2019","9/30/2019","9/30/2019","Closed - Complete"
"2019-005820STR","4/25/2019","4/25/2019","4/25/2019","Closed - Complete"
"2019-005824STR","8/2/2019","8/2/2019","8/2/2019","Closed - Complete"
"2019-005829STR","4/25/2019","4/25/2019","4/25/2019","Closed - Complete"
"2019-005832STR","4/25/2019","4/25/2019","4/25/2019","Closed - Complete"
"2019-005836STR","4/25/2019","4/25/2019","4/25/2019","Closed - Complete"
"2019-005838STR","4/25/2019","4/25/2019","4/25/2019","Closed - Complete"
"2019-005932STR","4/26/2019","4/26/2019","4/26/2019","Closed - Complete"
"2019-005933STR","4/26/2019","4/26/2019","4/26/2019","Closed - Complete"
"2019-005936STR","4/26/2019","4/26/2019","4/26/2019","Closed - Complete"
"2019-005953STR","6/6/2019","6/6/2019","6/6/2019","Closed - Complete"
"2019-005970STR","4/29/2019","4/29/2019","4/29/2019","Closed - Complete"
"2019-005979STR","4/29/2019","4/29/2019","4/29/2019","Closed - Complete"
"2019-005983STR","5/1/2019","5/1/2019","5/1/2019","Closed - Complete"
"2019-006078STR","4/30/2019","4/30/2019","4/30/2019","Closed - Complete"
"2019-006183STR","5/6/2019","5/6/2019","5/6/2019","Closed - Complete"
"2019-006187STR","5/16/2019","5/16/2019","5/16/2019","Closed - Complete"
"2019-006215STR","10/15/2019","10/15/2019","10/15/2019","Closed - Complete"
"2019-006219STR","5/6/2019","5/6/2019","5/6/2019","Closed - Complete"
"2019-006221STR","5/21/2019","5/21/2019","5/21/2019","Closed - Complete"
"2019-006223STR","5/7/2019","5/7/2019","5/7/2019","Closed - Complete"
"2019-006249STR","5/6/2019","5/6/2019","5/6/2019","Closed - Complete"
"2019-006257STR","5/14/2019","5/14/2019","5/14/2019","Closed - Complete"
"2019-006261STR","5/6/2019","5/6/2019","5/6/2019","Closed - Complete"
"2019-006273STR","5/6/2019","5/6/2019","5/6/2019","Closed - Complete"
"2019-006312STR","5/6/2019","5/6/2019","5/6/2019","Closed - Complete"
"2019-006313STR","5/6/2019","5/6/2019","5/6/2019","Closed - Complete"
"2019-006315STR","5/6/2019","5/6/2019","5/6/2019","Closed - Complete"
"2019-006518STR","5/9/2019","5/9/2019","5/9/2019","Closed - Complete"
"2019-006529STR","5/13/2019","5/13/2019","5/13/2019","Closed - Complete"
"2019-006531STR","5/9/2019","5/9/2019","5/9/2019","Closed - Complete"
"2019-006538STR","5/9/2019","5/9/2019","5/9/2019","Closed - Complete"
"2019-006541STR","5/9/2019","5/9/2019","5/9/2019","Closed - Complete"
"2019-006547STR","5/21/2019","5/21/2019","5/21/2019","Closed - Complete"
"2019-006664STR","5/13/2019","5/13/2019","5/13/2019","Closed - Complete"
"2019-006679STR","5/13/2019","5/13/2019","5/13/2019","Closed - Complete"
"2019-006680STR","5/14/2019","5/14/2019","5/14/2019","Closed - Complete"
"2019-006683STR","5/13/2019","5/13/2019","5/13/2019","Closed - Complete"
"2019-006686STR","5/14/2019","5/14/2019","5/14/2019","Closed - Complete"
"2019-006689STR","5/13/2019","5/13/2019","5/13/2019","Closed - Complete"
"2019-006823STR","5/16/2019","5/16/2019","5/16/2019","Closed - Complete"
"2019-006832STR","5/16/2019","5/16/2019","5/16/2019","Closed - Complete"
"2019-006852STR","5/28/2019","5/28/2019","5/28/2019","Closed - Complete"
"2019-006858STR","5/16/2019","5/16/2019","5/16/2019","Closed - Complete"
"2019-006868STR","5/16/2019","5/16/2019","5/16/2019","Closed - Complete"
"2019-007028STR","5/20/2019","5/20/2019","5/20/2019","Closed - Complete"
"2019-007034STR","10/2/2019","10/2/2019","10/2/2019","Closed - Complete"
"2019-007180STR","10/18/2019","10/18/2019","10/18/2019","Closed - Complete"
"2019-007200STR","5/31/2019","5/31/2019","5/31/2019","Closed - Complete"
"2019-007204STR","5/23/2019","5/23/2019","5/23/2019","Closed - Complete"
"2019-007209STR","7/30/2019","7/30/2019","7/30/2019","Closed - Complete"
"2019-007241STR","5/23/2019","5/23/2019","5/23/2019","Closed - Complete"
"2019-007242STR","6/3/2019","6/3/2019","6/3/2019","Closed - Complete"
"2019-011876STR","5/30/2019","5/30/2019","5/30/2019","Closed - Complete"
"2019-011881STR","5/31/2019","5/31/2019","5/31/2019","Closed - Complete"
"2019-011882STR","5/30/2019","5/30/2019","5/30/2019","Closed - Complete"
"2019-011896STR","5/31/2019","5/31/2019","5/31/2019","Closed - Complete"
"2019-011920STR","5/30/2019","5/30/2019","5/30/2019","Closed - Complete"
"2019-012053STR","8/5/2019","8/5/2019","8/5/2019","Closed - Complete"
"2019-012133STR","6/4/2019","6/4/2019","6/4/2019","Closed - Complete"
"2019-012142STR","6/4/2019","6/4/2019","6/4/2019","Closed - Complete"
"2019-012227STR","6/5/2019","6/5/2019","6/5/2019","Closed - Complete"
"2019-012232STR","6/6/2019","6/6/2019","6/6/2019","Closed - Complete"
"2019-012550STR","6/13/2019","6/13/2019","6/13/2019","Closed - Complete"
"2019-012569STR","6/13/2019","6/13/2019","6/13/2019","Closed - Complete"
"2019-012785STR","6/17/2019","6/17/2019","6/17/2019","Closed - Complete"
"2019-012829STR","6/20/2019","6/20/2019","6/20/2019","Closed - Complete"
"2019-012936STR","6/19/2019","6/19/2019","6/19/2019","Closed - Complete"
"2019-013170STR","6/26/2019","6/26/2019","6/26/2019","Closed - Complete"
"2019-013395STR","7/1/2019","7/1/2019","7/1/2019","Closed - Complete"
"2019-013509STR","8/26/2019","8/26/2019","8/26/2019","Closed - Complete"
"2019-013564STR","7/3/2019","7/3/2019","7/3/2019","Closed - Complete"
"2019-013642STR","7/8/2019","7/8/2019","7/8/2019","Closed - Complete"
"2019-013649STR","7/8/2019","7/8/2019","7/8/2019","Closed - Complete"
"2019-013699STR","7/26/2019","7/26/2019","7/26/2019","Closed - Complete"
"2019-013767STR","7/11/2019","7/11/2019","7/11/2019","Closed - Complete"
"2019-013772STR","7/11/2019","7/11/2019","7/11/2019","Closed - Complete"
"2019-013774STR","7/11/2019","7/11/2019","7/11/2019","Closed - Complete"
"2019-013776STR","7/11/2019","7/11/2019","7/11/2019","Closed - Complete"
"2019-013778STR","7/11/2019","7/11/2019","7/11/2019","Closed - Complete"
"2019-013779STR","7/11/2019","7/11/2019","7/11/2019","Closed - Complete"
"2019-013781STR","7/11/2019","7/11/2019","7/11/2019","Closed - Complete"
"2019-013782STR","7/11/2019","7/11/2019","7/11/2019","Closed - Complete"
"2019-013784STR","7/11/2019","7/11/2019","7/11/2019","Closed - Complete"
"2019-013974STR","7/16/2019","7/16/2019","7/16/2019","Closed - Complete"
"2019-014035STR","7/16/2019","7/16/2019","7/16/2019","Closed - Complete"
"2019-014036STR","7/16/2019","7/16/2019","7/16/2019","Closed - Complete"
"2019-014054STR","7/17/2019","7/17/2019","7/17/2019","Closed - Complete"
"2019-014068STR","7/17/2019","7/17/2019","7/17/2019","Closed - Complete"
"2019-014069STR","9/12/2019","9/12/2019","9/12/2019","Closed - Complete"
"2019-014088STR","7/17/2019","7/17/2019","7/17/2019","Closed - Complete"
"2019-014125STR","7/18/2019","7/18/2019","7/18/2019","Closed - Complete"
"2019-014140STR","7/18/2019","7/18/2019","7/18/2019","Closed - Complete"
"2019-014145STR","7/18/2019","7/18/2019","7/18/2019","Closed - Complete"
"2019-014155STR","7/18/2019","7/18/2019","7/18/2019","Closed - Complete"
"2019-014159STR","7/19/2019","7/19/2019","7/19/2019","Closed - Complete"
"2019-014216STR","7/21/2019","7/21/2019","7/21/2019","Closed - Complete"
"2019-014223STR","7/22/2019","7/22/2019","7/22/2019","Closed - Complete"
"2019-014275STR","7/22/2019","7/22/2019","7/22/2019","Closed - Complete"
"2019-014287STR","7/22/2019","7/22/2019","7/22/2019","Closed - Complete"
"2019-014288STR","7/23/2019","7/23/2019","7/23/2019","Closed - Complete"
"2019-014290STR","7/27/2019","7/27/2019","7/27/2019","Closed - Complete"
"2019-014291STR","7/23/2019","7/23/2019","7/23/2019","Closed - Complete"
"2019-014340STR","7/23/2019","7/23/2019","7/23/2019","Closed - Complete"
"2019-014362STR","7/23/2019","7/23/2019","7/23/2019","Closed - Complete"
"2019-014369STR","7/23/2019","7/23/2019","7/23/2019","Closed - Complete"
"2019-014374STR","7/24/2019","7/24/2019","7/24/2019","Closed - Complete"
"2019-014375STR","7/24/2019","7/24/2019","7/24/2019","Closed - Complete"
"2019-014489STR","7/25/2019","7/25/2019","7/25/2019","Closed - Complete"
"2019-014502STR","7/25/2019","7/25/2019","7/25/2019","Closed - Complete"
"2019-014524STR","7/26/2019","7/26/2019","7/26/2019","Closed - Complete"
"2019-014526STR","7/26/2019","7/26/2019","7/26/2019","Closed - Complete"
"2019-014600STR","7/26/2019","7/26/2019","7/26/2019","Closed - Complete"
"2019-014607STR","8/21/2019","8/21/2019","8/21/2019","Closed - Complete"
"2019-014647STR","7/29/2019","7/29/2019","7/29/2019","Closed - Complete"
"2019-014659STR","7/29/2019","7/29/2019","7/29/2019","Closed - Complete"
"2019-014671STR","9/25/2019","9/25/2019","9/25/2019","Closed - Complete"
"2019-014679STR","7/30/2019","7/30/2019","7/30/2019","Closed - Complete"
"2019-014791STR","8/1/2019","8/1/2019","8/1/2019","Closed - Complete"
"2019-014865STR","8/29/2019","8/29/2019","8/29/2019","Closed - Complete"
"2019-015092STR","8/8/2019","8/8/2019","8/8/2019","Closed - Complete"
"2019-015168STR","8/9/2019","8/9/2019","8/9/2019","Closed - Complete"
"2019-015292STR","8/13/2019","8/13/2019","8/13/2019","Closed - Complete"
"2019-015300STR","8/13/2019","8/13/2019","8/13/2019","Closed - Complete"
"2019-015488STR","8/16/2019","8/16/2019","8/16/2019","Closed - Complete"
"2019-015496STR","8/19/2019","8/19/2019","8/19/2019","Closed - Complete"
"2019-015507STR","8/19/2019","8/19/2019","8/19/2019","Closed - Complete"
"2019-015516STR","8/19/2019","8/19/2019","8/19/2019","Closed - Complete"
"2019-015603STR","10/10/2019","10/10/2019","10/10/2019","Closed - Complete"
"2019-015625STR","8/20/2019","8/20/2019","8/20/2019","Closed - Complete"
"2019-015762STR","8/23/2019","8/23/2019","8/23/2019","Closed - Complete"
"2019-015773STR","8/23/2019","8/23/2019","8/23/2019","Closed - Complete"
"2019-015774STR","8/23/2019","8/23/2019","8/23/2019","Closed - Complete"
"2019-016211STR","9/3/2019","9/3/2019","9/3/2019","Closed - Complete"
"2019-016421STR","9/9/2019","9/9/2019","9/9/2019","Closed - Complete"
"2019-016434STR","9/6/2019","9/6/2019","9/6/2019","Closed - Complete"
"2019-016442STR","9/9/2019","9/9/2019","9/9/2019","Closed - Complete"
"2019-016450STR","9/9/2019","9/9/2019","9/9/2019","Closed - Complete"
"2019-016458STR","9/9/2019","9/9/2019","9/9/2019","Closed - Complete"
"2019-016481STR","9/9/2019","9/9/2019","9/9/2019","Closed - Complete"
"2019-016659STR","9/12/2019","9/12/2019","9/12/2019","Closed - Complete"
"2019-016676STR","9/25/2019","9/25/2019","9/25/2019","Closed - Complete"
"2019-016678STR","9/12/2019","9/12/2019","9/12/2019","Closed - Complete"
"2019-016705STR","9/12/2019","9/12/2019","9/12/2019","Closed - Complete"
"2019-016908STR","9/17/2019","9/17/2019","9/17/2019","Closed - Complete"
"2019-016935STR","9/20/2019","9/20/2019","9/20/2019","Closed - Complete"
"2019-016962STR","9/18/2019","9/18/2019","9/18/2019","Closed - Complete"
"2019-016981STR","9/18/2019","9/18/2019","9/18/2019","Closed - Complete"
"2019-017198STR","9/24/2019","9/24/2019","9/24/2019","Closed - Complete"
"2019-017205STR","9/24/2019","9/24/2019","9/24/2019","Closed - Complete"
"2019-017210STR","9/23/2019","9/23/2019","9/23/2019","Closed - Complete"
"2019-017212STR","9/26/2019","9/26/2019","9/26/2019","Closed - Complete"
"2019-017239STR","10/10/2019","10/10/2019","10/10/2019","Closed - Complete"
"2019-017247STR","9/23/2019","9/23/2019","9/23/2019","Closed - Complete"
"2019-017338STR","9/25/2019","9/25/2019","9/25/2019","Closed - Complete"
"2019-017374STR","9/25/2019","9/25/2019","9/25/2019","Closed - Complete"
"2019-017403STR","10/4/2019","10/4/2019","10/4/2019","Closed - Complete"
"2019-017455STR","9/27/2019","9/27/2019","9/27/2019","Closed - Complete"
"2019-017482STR","9/27/2019","9/27/2019","9/27/2019","Closed - Complete"
"2019-017542STR","9/30/2019","9/30/2019","9/30/2019","Closed - Complete"
"2019-017647STR","10/2/2019","10/2/2019","10/2/2019","Closed - Complete"
"2019-017649STR","10/2/2019","10/2/2019","10/2/2019","Closed - Complete"
"2019-017664STR","10/2/2019","10/2/2019","10/2/2019","Closed - Complete"
"2019-017713STR","10/3/2019","10/3/2019","10/3/2019","Closed - Complete"
