b1_alt_id,EXISTING_GPROC_SD_STP_NUM,EXISTING_GPROC_SD_PRO_DES,NEW_SPROC_SD_PRO_ID1,EXISTING_GPROC_SD_PROD_ID1,NEW_SPROC_SD_NXT_ID1,EXISTING_GPROC_SD_NXT_ID1,SD_PRO_DES,SD_APP_DES,RELATION_SEQ_ID
2017-009562ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,In Review While On Hold,13316
2017-009970ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2017-009970ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-009970ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2017-009973ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2017-009973ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-009973ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2017-010081ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2017-010081ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-010081ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2017-010112ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2017-010112ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-010112ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2017-010347ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2017-010347ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-010347ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2017-010445ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2017-010445ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-010445ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2017-010447ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2017-010447ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-010447ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2017-010461ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2017-010461ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-010461ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2017-010490ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2017-010490ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-010490ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2017-010540ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2017-010540ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-010540ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2017-010651ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2017-010651ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-010651ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2017-010697ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2017-010697ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-010697ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2017-010838ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2017-010838ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-010838ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2017-010975ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2017-010975ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-010975ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2017-011269ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2017-011269ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-011269ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2017-011312ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2017-011312ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-011312ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2017-011362ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2017-011362ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-011362ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2017-011395ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,Under Review,13316
2017-011395ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-011395ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,Remove Hold,13316
2017-011413ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2017-011413ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-011413ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2017-011494ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2017-011494ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-011494ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2017-011561ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2017-011561ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-011561ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2017-011728ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2017-011728ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-011728ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2017-011842ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2017-011842ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-011842ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2017-011852ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2017-011852ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-011852ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2017-011860ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2017-011860ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-011860ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2017-011862ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2017-011862ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-011862ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2017-011931ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2017-011931ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-011931ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2017-011933ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2017-011933ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-011933ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2017-012206ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2017-012206ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-012206ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2017-012286ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,Under Review,13316
2017-012286ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-012286ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,Remove Hold,13316
2017-012680ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,On Hold,13316
2017-012680ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-012680ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2017-012682ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,Analysis Complete,13316
2017-012682ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,In Progress,13316
2017-012682ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2017-012699ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,Analysis Complete,13316
2017-012699ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,In Progress,13316
2017-012699ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2017-012709ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2017-012709ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-012709ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2017-012837ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2017-012837ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-012837ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,In Review While On Hold,13316
2017-012879ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,On Hold,13316
2017-012879ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,In Progress,13316
2017-012879ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,In Review While On Hold,13316
2017-012990ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2017-012990ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-012990ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2017-012992ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,On Hold,13316
2017-012992ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-012992ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,In Review While On Hold,13316
2017-013013ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2017-013013ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-013013ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,In Review While On Hold,13316
2017-013023ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,Under Review,13316
2017-013023ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-013023ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2017-013028ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,On Hold,13316
2017-013028ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-013028ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,In Review While On Hold,13316
2017-013137ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,Under Review,13316
2017-013137ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-013137ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,Remove Hold,13316
2017-013141ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,On Hold,13316
2017-013141ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-013141ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,In Review While On Hold,13316
2017-013154ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,On Hold,13316
2017-013154ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-013154ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2017-013293ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2017-013293ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-013293ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2017-013342ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2017-013342ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-013342ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2017-013344ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,Under Review,13316
2017-013344ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-013344ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2017-013354ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2017-013354ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-013354ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2017-013711ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,Under Review,13316
2017-013711ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-013711ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,Remove Hold,13316
2017-013725ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,Under Review,13316
2017-013725ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,Closed - Abated,13316
2017-013725ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,Remove Hold,13316
2017-013790ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2017-013790ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-013790ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2017-013819ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2017-013819ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-013819ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2017-013833ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,Under Review,13316
2017-013833ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-013833ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,Remove Hold,13316
2017-013936ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2017-013936ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-013936ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2017-014634ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2017-014634ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-014634ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,In Review While On Hold,13316
2017-014668ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2017-014668ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-014668ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,In Review While On Hold,13316
2017-014942ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2017-014942ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-014942ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2017-015011ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2017-015011ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-015011ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2017-015608ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2017-015608ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-015608ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,In Review While On Hold,13316
2017-015729ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2017-015729ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-015729ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2017-015786ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,On Hold,13316
2017-015786ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,In Progress,13316
2017-015786ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,In Review While On Hold,13316
2017-015789ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,On Hold,13316
2017-015789ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-015789ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,Remove Hold,13316
2017-016126ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2017-016126ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-016126ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2017-016431ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2017-016431ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,In Progress,13316
2017-016431ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2017-016432ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2017-016432ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-016432ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,In Review While On Hold,13316
2017-016451ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,On Hold,13316
2017-016451ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,In Progress,13316
2017-016451ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,In Review While On Hold,13316
2017-016456ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,Under Review,13316
2017-016456ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-016456ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,In Review While On Hold,13316
2017-016489ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,Analysis Complete,13316
2017-016489ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,In Progress,13316
2017-016489ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,Remove Hold,13316
2017-016536ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2017-016536ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-016536ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2017-016657ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2017-016657ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2017-016657ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2018-000489ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2018-000489ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2018-000489ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2018-000706ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2018-000706ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2018-000706ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2018-000761ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2018-000761ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2018-000761ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2018-000768ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2018-000768ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2018-000768ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2018-000780ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,On Hold,13316
2018-000780ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2018-000780ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,In Review While On Hold,13316
2018-000844ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2018-000844ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2018-000844ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2018-000862ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,Analysis Complete - Violation Abated,13316
2018-000862ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2018-000862ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2018-001492ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,Analysis Complete,13316
2018-001492ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,In Progress,13316
2018-001492ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,Remove Hold,13316
2018-001497ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,Under Review,13316
2018-001497ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2018-001497ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,Remove Hold,13316
2018-001499ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,Analysis Completed,13316
2018-001499ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,In Progress,13316
2018-001499ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,Remove Hold,13316
2018-001509ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,On Hold,13316
2018-001509ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2018-001509ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,Remove Hold,13316
2018-001512ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,On Hold,13316
2018-001512ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2018-001512ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,In Review While On Hold,13316
2018-001516ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,Analysis Complete,13316
2018-001516ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,In Progress,13316
2018-001516ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,Remove Hold,13316
2018-001578ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2018-001578ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
2018-001578ENF,10,On Hold,17000000000000,18000000000000,15000000000000,17000000000000,On Hold,NULL,13316
2018-001642ENF,2,Analysis,15000000000000,17001000000000,17018000000000,19018000000000,Analysis,NULL,13316
2018-001642ENF,8,Completion Processing,18000000000000,19000000000000,00000000000000,13000000000000,Completion Processing,NULL,13316
