RECORD_NO,LISTING_ID,HOST_ID,web,Service,what
2017-013866STR,33642479,44037033,https://www.airbnb.com/rooms/33642479,Airbnb,582
2017-013989STR,23860519,179240427,https://www.airbnb.com/rooms/23860519,Airbnb,583
2017-014056STR,6344500,5051753,https://www.airbnb.com/rooms/6344500,Airbnb,584
2017-014099STR,14404663,2275870,https://www.airbnb.com/rooms/14404663,Airbnb,585
2017-014151STR,21220773,3570084,https://www.airbnb.com/rooms/21220773,Airbnb,586
2017-014184STR,19307356,1264413,https://www.airbnb.com/rooms/19307356,Airbnb,587
2017-014258STR,39996459,281939482,https://www.airbnb.com/rooms/39996459,Airbnb,588
2017-014279STR,4678599,3092240,https://www.airbnb.com/rooms/4678599,Airbnb,589
2017-014320STR,8287266,43695190,https://www.airbnb.com/rooms/8287266,Airbnb,590
2017-014337STR,19348868,8371224,https://www.airbnb.com/rooms/19348868,Airbnb,591
2017-014407STR,20450156,145873215,https://www.airbnb.com/rooms/20450156,Airbnb,592
2017-014449STR,21082676,5871824,https://www.airbnb.com/rooms/21082676,Airbnb,593
2017-014489STR,21054696,16301581,https://www.airbnb.com/rooms/21054696,Airbnb,594
2017-014495STR,21047729,576143,https://www.airbnb.com/rooms/21047729,Airbnb,595
2017-014518STR,11435584,60086345,https://www.airbnb.com/rooms/11435584,Airbnb,596
2017-014520STR,699723,469757,https://www.airbnb.com/rooms/699723,Airbnb,597
2017-014706STR,8155106,20856424,https://www.airbnb.com/rooms/8155106,Airbnb,598
2017-014769STR,23291367,,https://www.airbnb.com/rooms/23291367,Airbnb,599
2017-014769STR,41216907,,https://www.airbnb.com/rooms/41216907,Airbnb,600
2017-014784STR,7968749,37731842,https://www.airbnb.com/rooms/7968749,Airbnb,601
2017-014798STR,8762967,3155848,https://www.airbnb.com/rooms/8762967,Airbnb,602
2017-014809STR,10632584,10313206,https://www.airbnb.com/rooms/10632584,Airbnb,603
2017-014883STR,738547,3860047,https://www.airbnb.com/rooms/738547,Airbnb,604
2017-014903STR,24013866,,https://www.airbnb.com/rooms/24013866,Airbnb,605
2017-015058STR,6913294,36229030,https://www.airbnb.com/rooms/6913294,Airbnb,606
2017-015152STR,21529297,15293495,https://www.airbnb.com/rooms/21529297,Airbnb,607
2017-015154STR,13774014,2993432,https://www.airbnb.com/rooms/13774014,Airbnb,608
2017-015176STR,14540002,16854419,https://www.airbnb.com/rooms/14540002,Airbnb,609
2017-015190STR,21964157,149797235,https://www.airbnb.com/rooms/21964157,Airbnb,610
2017-015377STR,21297037,6267,https://www.airbnb.com/rooms/21297037,Airbnb,611
2017-015439STR,8195144,41782662,https://www.airbnb.com/rooms/8195144,Airbnb,612
2017-015461STR,21294317,68366081,https://www.airbnb.com/rooms/21294317,Airbnb,613
2017-015555STR,18507365,3866027,https://www.airbnb.com/rooms/18507365,Airbnb,614
2017-015628STR,10905721,15259486,https://www.airbnb.com/rooms/10905721,Airbnb,615
2017-015634STR,13186688,15050419,https://www.airbnb.com/rooms/13186688,Airbnb,616
2017-015897STR,10769424,30127937,https://www.airbnb.com/rooms/10769424,Airbnb,617
2017-015905STR,11998353,48763599,https://www.airbnb.com/rooms/11998353,Airbnb,618
2017-015906STR,21458837,15731948,https://www.airbnb.com/rooms/21458837,Airbnb,619
2017-015937STR,24083593,17968214,https://www.airbnb.com/rooms/24083593,Airbnb,620
2017-015999STR,21307662,1676998,https://www.airbnb.com/rooms/21307662,Airbnb,621
2017-016002STR,21282635,4137005,https://www.airbnb.com/rooms/21282635,Airbnb,622
2017-016058STR,28722160,151817615,https://www.airbnb.com/rooms/28722160,Airbnb,623
2017-016061STR,7302136,38249439,https://www.airbnb.com/rooms/7302136,Airbnb,624
2017-016066STR,17016637,106291188,https://www.airbnb.com/rooms/17016637,Airbnb,625
2017-016130STR,32597111,,https://www.airbnb.com/rooms/32597111,Airbnb,626
2017-016222STR,6430646,4098848,https://www.airbnb.com/rooms/6430646,Airbnb,627
2017-016292STR,21425660,18349219,https://www.airbnb.com/rooms/21425660,Airbnb,628
2017-016406STR,20768833,26071401,https://www.airbnb.com/rooms/20768833,Airbnb,629
2017-016499STR,39372077,117987879,https://www.airbnb.com/rooms/39372077,Airbnb,630
2017-016527STR,474107,2318089,https://www.airbnb.com/rooms/474107,Airbnb,631
2017-016533STR,14903530,90631,https://www.airbnb.com/rooms/14903530,Airbnb,632
2017-016535STR,26928489,55550031,https://www.airbnb.com/rooms/26928489,Airbnb,633
2017-016537STR,16052656,25707444,https://www.airbnb.com/rooms/16052656,Airbnb,634
2018-000006STR,22690547,140678774,https://www.airbnb.com/rooms/22690547,Airbnb,635
2018-000045STR,776239,4094089,https://www.airbnb.com/rooms/776239,Airbnb,636
2018-000052STR,279184,1456262,https://www.airbnb.com/rooms/279184,Airbnb,637
2018-000057STR,6822748,,https://www.airbnb.com/rooms/6822748,Airbnb,638
2018-000061STR,16900525,4225463,https://www.airbnb.com/rooms/16900525,Airbnb,639
2018-000064STR,6120540,31755831,https://www.airbnb.com/rooms/6120540,Airbnb,640
2018-000065STR,21486593,32459054,https://www.airbnb.com/rooms/21486593,Airbnb,641
2018-000072STR,1251570,,https://www.airbnb.com/rooms/1251570,Airbnb,642
2018-000076STR,2677288,11233014,https://www.airbnb.com/rooms/2677288,Airbnb,643
2018-000078STR,27870072,2440054,https://www.airbnb.com/rooms/27870072,Airbnb,644
2018-000095STR,3271517,16388308,https://www.airbnb.com/rooms/3271517,Airbnb,645
2018-000101STR,17287731,1097396,https://www.airbnb.com/rooms/17287731,Airbnb,646
2018-000105STR,44234868,120815420,https://www.airbnb.com/rooms/44234868,Airbnb,647
2018-000121STR,32293596,7630810,https://www.airbnb.com/rooms/32293596,Airbnb,648
2018-000126STR,18529703,23679441,https://www.airbnb.com/rooms/18529703,Airbnb,649
2018-000128STR,18898768,,https://www.airbnb.com/rooms/18898768,Airbnb,650
2018-000137STR,6273036,3692515,https://www.airbnb.com/rooms/6273036,Airbnb,651
2018-000139STR,19892991,140833338,https://www.airbnb.com/rooms/19892991,Airbnb,652
2018-000141STR,19950230,275545,https://www.airbnb.com/rooms/19950230,Airbnb,653
2018-000143STR,20649513,147666071,https://www.airbnb.com/rooms/20649513,Airbnb,654
2018-000146STR,15258331,,https://www.airbnb.com/rooms/15258331,Airbnb,655
2018-000148STR,890875,4374318,https://www.airbnb.com/rooms/890875,Airbnb,656
2018-000150STR,1429022,3653917,https://www.airbnb.com/rooms/1429022,Airbnb,657
2018-000153STR,14538591,41376640,https://www.airbnb.com/rooms/14538591,Airbnb,658
2018-000155STR,2760935,,https://www.airbnb.com/rooms/2760935,Airbnb,659
2018-000159STR,45097972,159753287,https://www.airbnb.com/rooms/45097972,Airbnb,660
2018-000169STR,21309142,154222319,https://www.airbnb.com/rooms/21309142,Airbnb,661
2018-000182STR,4026354,20860681,https://www.airbnb.com/rooms/4026354,Airbnb,662
2018-000194STR,25094,103339,https://www.airbnb.com/rooms/25094,Airbnb,663
2018-000202STR,20305889,72387792,https://www.airbnb.com/rooms/20305889,Airbnb,664
2018-000209STR,11532945,27335724,https://www.airbnb.com/rooms/11532945,Airbnb,665
2018-000224STR,21799941,649296,https://www.airbnb.com/rooms/21799941,Airbnb,666
2018-000233STR,21650740,4350837,https://www.airbnb.com/rooms/21650740,Airbnb,667
2018-000240STR,21558062,6764564,https://www.airbnb.com/rooms/21558062,Airbnb,668
2018-000244STR,22718099,167608343,https://www.airbnb.com/rooms/22718099,Airbnb,669
2018-000249STR,43818495,66107483,https://www.airbnb.com/rooms/43818495,Airbnb,670
2018-000274STR,16897598,30348808,https://www.airbnb.com/rooms/16897598,Airbnb,671
2018-000278STR,21233544,1852503,https://www.airbnb.com/rooms/21233544,Airbnb,672
2018-000290STR,19039703,67285076,https://www.airbnb.com/rooms/19039703,Airbnb,673
2018-000296STR,18757463,31243021,https://www.airbnb.com/rooms/18757463,Airbnb,674
2018-000305STR,22066724,274619,https://www.airbnb.com/rooms/22066724,Airbnb,675
2018-000306STR,26095551,196142120,https://www.airbnb.com/rooms/26095551,Airbnb,676
2018-000314STR,3759246,19246456,https://www.airbnb.com/rooms/3759246,Airbnb,677
2018-000324STR,21866860,159507011,https://www.airbnb.com/rooms/21866860,Airbnb,678
2018-000331STR,21935870,160087266,https://www.airbnb.com/rooms/21935870,Airbnb,679
2018-000344STR,19285250,21196676,https://www.airbnb.com/rooms/19285250,Airbnb,680
2018-000346STR,8472666,1155340,https://www.airbnb.com/rooms/8472666,Airbnb,681
2018-000349STR,22229654,148590346,https://www.airbnb.com/rooms/22229654,Airbnb,682
2018-000350STR,29990041,163339428,https://www.airbnb.com/rooms/29990041,Airbnb,683
2018-000353STR,22230201,162419166,https://www.airbnb.com/rooms/22230201,Airbnb,684
2018-000355STR,28407357,5610543,https://www.airbnb.com/rooms/28407357,Airbnb,685
2018-000369STR,11752686,719360,https://www.airbnb.com/rooms/11752686,Airbnb,686
2018-000378STR,32518108,17965378,https://www.airbnb.com/rooms/32518108,Airbnb,687
2018-000399STR,22003066,127422643,https://www.airbnb.com/rooms/22003066,Airbnb,688
2018-000416STR,14008953,1374982,https://www.airbnb.com/rooms/14008953,Airbnb,689
2018-000431STR,21837830,835115,https://www.airbnb.com/rooms/21837830,Airbnb,690
2018-000432STR,12725886,16921530,https://www.airbnb.com/rooms/12725886,Airbnb,691
2018-000593STR,22555972,128030152,https://www.airbnb.com/rooms/22555972,Airbnb,692
2018-000626STR,2477787,9294456,https://www.airbnb.com/rooms/2477787,Airbnb,693
2018-000749STR,22904891,,https://www.airbnb.com/rooms/22904891,Airbnb,694
2018-001040STR,24758727,5576792,https://www.airbnb.com/rooms/24758727,Airbnb,695
2018-001350STR,8907289,6664188,https://www.airbnb.com/rooms/8907289,Airbnb,696
2018-001475STR,2139562,8037793,https://www.airbnb.com/rooms/2139562,Airbnb,697
2018-001570STR,10469182,34963239,https://www.airbnb.com/rooms/10469182,Airbnb,698
2018-001685STR,30346332,,https://www.airbnb.com/rooms/30346332,Airbnb,699
2018-001751STR,24309390,156562268,https://www.airbnb.com/rooms/24309390,Airbnb,700
2018-001999STR,15330348,97717942,https://www.airbnb.com/rooms/15330348,Airbnb,701
2018-002541STR,17421876,61184414,https://www.airbnb.com/rooms/17421876,Airbnb,702
2018-002543STR,10524804,536549,https://www.airbnb.com/rooms/10524804,Airbnb,703
2018-002545STR,15903424,88656778,https://www.airbnb.com/rooms/15903424,Airbnb,704
2018-002556STR,18587279,5020253,https://www.airbnb.com/rooms/18587279,Airbnb,705
2018-002557STR,18450146,4624326,https://www.airbnb.com/rooms/18450146,Airbnb,706
2018-002788STR,11845487,6001829,https://www.airbnb.com/rooms/11845487,Airbnb,707
2018-002912STR,408471,530786,https://www.airbnb.com/rooms/408471,Airbnb,708
2018-002996STR,27652652,148708603,https://www.airbnb.com/rooms/27652652,Airbnb,709
2018-002997STR,1975404,10197471,https://www.airbnb.com/rooms/1975404,Airbnb,710
2018-003609STR,3832296,4722846,https://www.airbnb.com/rooms/3832296,Airbnb,711
2018-003617STR,5151423,21573962,https://www.airbnb.com/rooms/5151423,Airbnb,712
2018-003708STR,11659435,12780333,https://www.airbnb.com/rooms/11659435,Airbnb,713
2018-003728STR,7020637,13872501,https://www.airbnb.com/rooms/7020637,Airbnb,714
2018-003788STR,17305040,1590064,https://www.airbnb.com/rooms/17305040,Airbnb,715
2018-003945STR,23567834,135551998,https://www.airbnb.com/rooms/23567834,Airbnb,716
2018-003998STR,25485559,156102468,https://www.airbnb.com/rooms/25485559,Airbnb,717
2018-004234STR,9882522,9134629,https://www.airbnb.com/rooms/9882522,Airbnb,718
2018-004343STR,765914,4038852,https://www.airbnb.com/rooms/765914,Airbnb,719
2018-004373STR,522089,2567585,https://www.airbnb.com/rooms/522089,Airbnb,720
2018-004414STR,23303083,3138116,https://www.airbnb.com/rooms/23303083,Airbnb,721
2018-004654STR,20154622,36377843,https://www.airbnb.com/rooms/20154622,Airbnb,722
2018-004791STR,6970746,36470371,https://www.airbnb.com/rooms/6970746,Airbnb,723
2018-004799STR,46120105,,https://www.airbnb.com/rooms/46120105,Airbnb,724
2018-004802STR,21276107,,https://www.airbnb.com/rooms/21276107,Airbnb,725
2018-004813STR,7386838,26325096,https://www.airbnb.com/rooms/7386838,Airbnb,726
2018-004814STR,4616596,21499033,https://www.airbnb.com/rooms/4616596,Airbnb,727
2018-004817STR,17979286,7198062,https://www.airbnb.com/rooms/17979286,Airbnb,728
2018-004820STR,8864274,46398210,https://www.airbnb.com/rooms/8864274,Airbnb,729
2018-004838STR,3761446,8056326,https://www.airbnb.com/rooms/3761446,Airbnb,730
2018-004844STR,8041262,40413092,https://www.airbnb.com/rooms/8041262,Airbnb,731
2018-004845STR,22110217,7772037,https://www.airbnb.com/rooms/22110217,Airbnb,732
2018-004848STR,1506702,2228453,https://www.airbnb.com/rooms/1506702,Airbnb,733
2018-004849STR,25621756,10624702,https://www.airbnb.com/rooms/25621756,Airbnb,734
2018-004855STR,5749839,12740147,https://www.airbnb.com/rooms/5749839,Airbnb,735
2018-004872STR,482592,2389112,https://www.airbnb.com/rooms/482592,Airbnb,736
2018-004881STR,26236436,,https://www.airbnb.com/rooms/26236436,Airbnb,737
2018-004884STR,23087617,2711732,https://www.airbnb.com/rooms/23087617,Airbnb,738
2018-004893STR,23240184,170765678,https://www.airbnb.com/rooms/23240184,Airbnb,739
2018-004895STR,19979690,19799378,https://www.airbnb.com/rooms/19979690,Airbnb,740
2018-004896STR,8889145,32828946,https://www.airbnb.com/rooms/8889145,Airbnb,741
2018-004897STR,25058405,95227196,https://www.airbnb.com/rooms/25058405,Airbnb,742
2018-004901STR,26084506,1857594,https://www.airbnb.com/rooms/26084506,Airbnb,743
2018-004905STR,23861410,179265384,https://www.airbnb.com/rooms/23861410,Airbnb,744
2018-004910STR,23255383,3596929,https://www.airbnb.com/rooms/23255383,Airbnb,745
2018-004913STR,19721472,118373919,https://www.airbnb.com/rooms/19721472,Airbnb,746
2018-004914STR,32983188,988375,https://www.airbnb.com/rooms/32983188,Airbnb,747
2018-004920STR,6163821,6884446,https://www.airbnb.com/rooms/6163821,Airbnb,748
2018-004926STR,6653474,475974,https://www.airbnb.com/rooms/6653474,Airbnb,749
2018-004929STR,23914311,8873381,https://www.airbnb.com/rooms/23914311,Airbnb,750
2018-004930STR,39969068,26687266,https://www.airbnb.com/rooms/39969068,Airbnb,751
2018-004938STR,10929061,56658434,https://www.airbnb.com/rooms/10929061,Airbnb,752
2018-004939STR,24162999,7426517,https://www.airbnb.com/rooms/24162999,Airbnb,753
2018-004944STR,16160696,,https://www.airbnb.com/rooms/16160696,Airbnb,754
2018-004946STR,23907104,68135323,https://www.airbnb.com/rooms/23907104,Airbnb,755
2018-004947STR,23354077,39759525,https://www.airbnb.com/rooms/23354077,Airbnb,756
2018-004948STR,5591544,587173,https://www.airbnb.com/rooms/5591544,Airbnb,757
2018-004952STR,23685560,,https://www.airbnb.com/rooms/23685560,Airbnb,758
2018-004955STR,23209264,23741447,https://www.airbnb.com/rooms/23209264,Airbnb,759
2018-004972STR,26202021,8567391,https://www.airbnb.com/rooms/26202021,Airbnb,760
2018-004976STR,10367010,53358593,https://www.airbnb.com/rooms/10367010,Airbnb,761
2018-004977STR,4052091,1792703,https://www.airbnb.com/rooms/4052091,Airbnb,762
2018-004987STR,6016647,1862130,https://www.airbnb.com/rooms/6016647,Airbnb,763
2018-004994STR,19040,,https://www.airbnb.com/rooms/19040,Airbnb,764
2018-005002STR,9608262,49716827,https://www.airbnb.com/rooms/9608262,Airbnb,765
2018-005010STR,6529234,8077748,https://www.airbnb.com/rooms/6529234,Airbnb,766
2018-005022STR,12155285,2915179,https://www.airbnb.com/rooms/12155285,Airbnb,767
2018-005044STR,12368621,,https://www.airbnb.com/rooms/12368621,Airbnb,768
2018-005046STR,3384413,17074573,https://www.airbnb.com/rooms/3384413,Airbnb,769
2018-005048STR,22554459,165727609,https://www.airbnb.com/rooms/22554459,Airbnb,770
2018-005054STR,18397875,58033584,https://www.airbnb.com/rooms/18397875,Airbnb,771
2018-005078STR,15957623,30075056,https://www.airbnb.com/rooms/15957623,Airbnb,772
2018-005106STR,1203849,6575901,https://www.airbnb.com/rooms/1203849,Airbnb,773
2018-005114STR,19273465,2902835,https://www.airbnb.com/rooms/19273465,Airbnb,774
2018-005119STR,13603043,2019781,https://www.airbnb.com/rooms/13603043,Airbnb,775
2018-005122STR,6911587,1661839,https://www.airbnb.com/rooms/6911587,Airbnb,776
2018-005128STR,22536998,,https://www.airbnb.com/rooms/22536998,Airbnb,777
2018-005143STR,17444930,1291823,https://www.airbnb.com/rooms/17444930,Airbnb,778
2018-005145STR,31717158,10267172,https://www.airbnb.com/rooms/31717158,Airbnb,779
2018-005153STR,13641058,33387303,https://www.airbnb.com/rooms/13641058,Airbnb,780
2018-005173STR,12110830,64946886,https://www.airbnb.com/rooms/12110830,Airbnb,781
2018-005176STR,11911651,63549522,https://www.airbnb.com/rooms/11911651,Airbnb,782
2018-005179STR,11513111,60672876,https://www.airbnb.com/rooms/11513111,Airbnb,783
2018-005189STR,22608611,26932354,https://www.airbnb.com/rooms/22608611,Airbnb,784
2018-005193STR,16700935,4244521,https://www.airbnb.com/rooms/16700935,Airbnb,785
2018-005217STR,21812815,84387679,https://www.airbnb.com/rooms/21812815,Airbnb,786
2018-005224STR,14323059,69455081,https://www.airbnb.com/rooms/14323059,Airbnb,787
2018-005229STR,22375226,2253513,https://www.airbnb.com/rooms/22375226,Airbnb,788
2018-005234STR,23235919,55485389,https://www.airbnb.com/rooms/23235919,Airbnb,789
2018-005235STR,7764531,4202870,https://www.airbnb.com/rooms/7764531,Airbnb,790
2018-005251STR,5537718,10665750,https://www.airbnb.com/rooms/5537718,Airbnb,791
2018-005261STR,22214202,16440250,https://www.airbnb.com/rooms/22214202,Airbnb,792
2018-005263STR,22328157,163243187,https://www.airbnb.com/rooms/22328157,Airbnb,793
2018-005293STR,19721174,139005195,https://www.airbnb.com/rooms/19721174,Airbnb,794
2018-005621STR,27727846,81226014,https://www.airbnb.com/rooms/27727846,Airbnb,795
2018-006189STR,8775500,7366597,https://www.airbnb.com/rooms/8775500,Airbnb,796
2018-006356STR,23946104,9106943,https://www.airbnb.com/rooms/23946104,Airbnb,797
2018-006851STR,25403706,1692184,https://www.airbnb.com/rooms/25403706,Airbnb,798
2018-006852STR,25432375,188173660,https://www.airbnb.com/rooms/25432375,Airbnb,799
2018-006978STR,23672181,6378008,https://www.airbnb.com/rooms/23672181,Airbnb,800
2018-008211STR,26277460,197349922,https://www.airbnb.com/rooms/26277460,Airbnb,801
2018-008314STR,17925808,122392376,https://www.airbnb.com/rooms/17925808,Airbnb,802
2018-008558STR,22532009,158469625,https://www.airbnb.com/rooms/22532009,Airbnb,803
2018-009713STR,7933807,33948993,https://www.airbnb.com/rooms/7933807,Airbnb,804
2018-009786STR,19240799,134711248,https://www.airbnb.com/rooms/19240799,Airbnb,805
2018-009840STR,314368,1229762,https://www.airbnb.com/rooms/314368,Airbnb,806
2018-010039STR,37911325,19506404,https://www.airbnb.com/rooms/37911325,Airbnb,807
2018-010229STR,24599232,64996654,https://www.airbnb.com/rooms/24599232,Airbnb,808
2018-010237STR,25749954,187334221,https://www.airbnb.com/rooms/25749954,Airbnb,809
2018-010254STR,27826583,8570927,https://www.airbnb.com/rooms/27826583,Airbnb,810
2018-010256STR,35286441,50247302,https://www.airbnb.com/rooms/35286441,Airbnb,811
2018-010308STR,25229521,71409832,https://www.airbnb.com/rooms/25229521,Airbnb,812
2018-010360STR,5174935,26766881,https://www.airbnb.com/rooms/5174935,Airbnb,813
2018-010407STR,530857,2607120,https://www.airbnb.com/rooms/530857,Airbnb,814
2018-010420STR,29937571,52175364,https://www.airbnb.com/rooms/29937571,Airbnb,815
2018-010437STR,20591785,25824429,https://www.airbnb.com/rooms/20591785,Airbnb,816
2018-010495STR,16326624,392456,https://www.airbnb.com/rooms/16326624,Airbnb,817
2018-010526STR,15037623,83553465,https://www.airbnb.com/rooms/15037623,Airbnb,818
2018-010676STR,20765941,65528821,https://www.airbnb.com/rooms/20765941,Airbnb,819
2018-010684STR,19163190,134008463,https://www.airbnb.com/rooms/19163190,Airbnb,820
2018-010685STR,28363410,208796981,https://www.airbnb.com/rooms/28363410,Airbnb,821
2018-010733STR,4418649,22936081,https://www.airbnb.com/rooms/4418649,Airbnb,822
2018-010795STR,42254451,44389179,https://www.airbnb.com/rooms/42254451,Airbnb,823
2018-010796STR,323635,812808,https://www.airbnb.com/rooms/323635,Airbnb,824
2018-010868STR,21252479,8357805,https://www.airbnb.com/rooms/21252479,Airbnb,825
2018-011107STR,7181655,37624778,https://www.airbnb.com/rooms/7181655,Airbnb,826
2018-011107STR,7181655,37624778,https://www.airbnb.com/rooms/7181655,Airbnb,827
2018-011150STR,1578597,8390846,https://www.airbnb.com/rooms/1578597,Airbnb,828
2018-011154STR,132441,650862,https://www.airbnb.com/rooms/132441,Airbnb,829
2018-011259STR,13239272,1099605,https://www.airbnb.com/rooms/13239272,Airbnb,830
2018-011390STR,27510287,207430416,https://www.airbnb.com/rooms/27510287,Airbnb,831
2018-011524STR,25419563,28190541,https://www.airbnb.com/rooms/25419563,Airbnb,832
2018-011535STR,27960744,122565703,https://www.airbnb.com/rooms/27960744,Airbnb,833
2018-011694STR,28490107,141784,https://www.airbnb.com/rooms/28490107,Airbnb,834
2018-011764STR,21766603,29125334,https://www.airbnb.com/rooms/21766603,Airbnb,835
2018-011830STR,10834961,,https://www.airbnb.com/rooms/10834961,Airbnb,836
2018-011869STR,25808640,46412254,https://www.airbnb.com/rooms/25808640,Airbnb,837
2018-011932STR,37220516,13682309,https://www.airbnb.com/rooms/37220516,Airbnb,838
2018-012245STR,9922088,,https://www.airbnb.com/rooms/9922088,Airbnb,839
2018-012334STR,24782542,5503776,https://www.airbnb.com/rooms/24782542,Airbnb,840
2018-012408STR,28028464,2239870,https://www.airbnb.com/rooms/28028464,Airbnb,841
2018-012578STR,26950540,202781607,https://www.airbnb.com/rooms/26950540,Airbnb,842
2018-012732STR,30713782,,https://www.airbnb.com/rooms/30713782,Airbnb,843
2018-012792STR,29886292,,https://www.airbnb.com/rooms/29886292,Airbnb,844
2018-012855STR,24099520,181489269,https://www.airbnb.com/rooms/24099520,Airbnb,845
2018-013156STR,1344243,7292289,https://www.airbnb.com/rooms/1344243,Airbnb,846
2018-013167STR,25511111,236978,https://www.airbnb.com/rooms/25511111,Airbnb,847
2018-013231STR,24000340,295976,https://www.airbnb.com/rooms/24000340,Airbnb,848
2018-013481STR,34424480,2094461,https://www.airbnb.com/rooms/34424480,Airbnb,849
2018-013496STR,22665446,2990879,https://www.airbnb.com/rooms/22665446,Airbnb,850
2018-013579STR,31759412,223365296,https://www.airbnb.com/rooms/31759412,Airbnb,851
2018-013605STR,35773458,218088604,https://www.airbnb.com/rooms/35773458,Airbnb,852
2018-013738STR,377569,1897399,https://www.airbnb.com/rooms/377569,Airbnb,853
2018-013787STR,26278521,197555079,https://www.airbnb.com/rooms/26278521,Airbnb,854
2018-014014STR,30822730,16156154,https://www.airbnb.com/rooms/30822730,Airbnb,855
2018-014222STR,3759368,17120264,https://www.airbnb.com/rooms/3759368,Airbnb,856
2018-014278STR,25288190,,https://www.airbnb.com/rooms/25288190,Airbnb,857
2018-014304STR,21629749,19071477,https://www.airbnb.com/rooms/21629749,Airbnb,858
2018-014314STR,26718900,44956536,https://www.airbnb.com/rooms/26718900,Airbnb,859
2018-014322STR,14760041,92031637,https://www.airbnb.com/rooms/14760041,Airbnb,860
2018-014421STR,22986895,9032873,https://www.airbnb.com/rooms/22986895,Airbnb,861
2018-014552STR,30469161,139272777,https://www.airbnb.com/rooms/30469161,Airbnb,862
2018-014790STR,41431867,137698280,https://www.airbnb.com/rooms/41431867,Airbnb,863
2018-014797STR,32192300,201430482,https://www.airbnb.com/rooms/32192300,Airbnb,864
2018-014832STR,32075650,240551393,https://www.airbnb.com/rooms/32075650,Airbnb,865
2018-014895STR,29797894,23626101,https://www.airbnb.com/rooms/29797894,Airbnb,866
2018-014983STR,31120211,7074942,https://www.airbnb.com/rooms/31120211,Airbnb,867
2018-015086STR,26004362,20767323,https://www.airbnb.com/rooms/26004362,Airbnb,868
2018-015137STR,28390797,48618681,https://www.airbnb.com/rooms/28390797,Airbnb,869
2018-015226STR,40169734,6576675,https://www.airbnb.com/rooms/40169734,Airbnb,870
2018-015262STR,24828324,20583271,https://www.airbnb.com/rooms/24828324,Airbnb,871
2018-015272STR,28141014,3097323,https://www.airbnb.com/rooms/28141014,Airbnb,872
2018-015284STR,28489872,4392149,https://www.airbnb.com/rooms/28489872,Airbnb,873
2018-015304STR,28444017,22368313,https://www.airbnb.com/rooms/28444017,Airbnb,874
2018-015501STR,1104912,6068306,https://www.airbnb.com/rooms/1104912,Airbnb,875
2018-015559STR,307837,1583952,https://www.airbnb.com/rooms/307837,Airbnb,876
2018-015580STR,457862,2276059,https://www.airbnb.com/rooms/457862,Airbnb,877
2018-015593STR,31055670,231980369,https://www.airbnb.com/rooms/31055670,Airbnb,878
2018-015594STR,26624972,38746503,https://www.airbnb.com/rooms/26624972,Airbnb,879
2018-015595STR,5345792,4253502,https://www.airbnb.com/rooms/5345792,Airbnb,880
2018-015675STR,27370273,7787162,https://www.airbnb.com/rooms/27370273,Airbnb,881
2018-015678STR,26385989,1120983,https://www.airbnb.com/rooms/26385989,Airbnb,882
2018-015680STR,24853005,2411447,https://www.airbnb.com/rooms/24853005,Airbnb,883
2018-015681STR,36302028,,https://www.airbnb.com/rooms/36302028,Airbnb,884
2018-015705STR,20258481,38757653,https://www.airbnb.com/rooms/20258481,Airbnb,885
2018-015710STR,28338407,64868395,https://www.airbnb.com/rooms/28338407,Airbnb,886
2018-015816STR,6364873,28786427,https://www.airbnb.com/rooms/6364873,Airbnb,887
2018-015826STR,25921225,629004,https://www.airbnb.com/rooms/25921225,Airbnb,888
2018-015832STR,479415,350839,https://www.airbnb.com/rooms/479415,Airbnb,889
2018-015857STR,28259229,6093410,https://www.airbnb.com/rooms/28259229,Airbnb,890
2018-015978STR,27310099,98332773,https://www.airbnb.com/rooms/27310099,Airbnb,891
2018-015992STR,6376338,33232844,https://www.airbnb.com/rooms/6376338,Airbnb,892
2018-016056STR,19872447,99053939,https://www.airbnb.com/rooms/19872447,Airbnb,893
2018-016104STR,4199015,1572409,https://www.airbnb.com/rooms/4199015,Airbnb,894
2018-016181STR,2933105,11392498,https://www.airbnb.com/rooms/2933105,Airbnb,895
2018-016186STR,22569379,71415377,https://www.airbnb.com/rooms/22569379,Airbnb,896
2018-016189STR,7805578,92930,https://www.airbnb.com/rooms/7805578,Airbnb,897
2018-016283STR,25213152,6608866,https://www.airbnb.com/rooms/25213152,Airbnb,898
2018-016294STR,28387261,198616,https://www.airbnb.com/rooms/28387261,Airbnb,899
2018-016393STR,8653346,31380175,https://www.airbnb.com/rooms/8653346,Airbnb,900
2018-016410STR,24099463,107085923,https://www.airbnb.com/rooms/24099463,Airbnb,901
2018-016446STR,26638788,702376,https://www.airbnb.com/rooms/26638788,Airbnb,902
2018-016474STR,27903069,210780925,https://www.airbnb.com/rooms/27903069,Airbnb,903
2018-016559STR,27253510,201508206,https://www.airbnb.com/rooms/27253510,Airbnb,904
2018-016563STR,27530136,200417396,https://www.airbnb.com/rooms/27530136,Airbnb,905
2018-016569STR,30881800,20536324,https://www.airbnb.com/rooms/30881800,Airbnb,906
2018-016595STR,27491473,4792470,https://www.airbnb.com/rooms/27491473,Airbnb,907
2018-016603STR,28181442,31108813,https://www.airbnb.com/rooms/28181442,Airbnb,908
2018-016649STR,27735398,209402966,https://www.airbnb.com/rooms/27735398,Airbnb,909
