quarter,PPTS record ID,Expiration date,checked_in,checked_out,type,post_date,Registration number,platforms,other_platforms,Month,Period,Year,Platform,Platform_lkup,Other_Platforms
1/1/2019,2017-012648STR,11/15/2021,3/15/2019,3/17/2019,Unhosted,4/9/2019,2401,Airbnb,,1,January-March,2019,Airbnb.com,,
4/1/2019,2017-012648STR,11/15/2021,4/5/2019,4/7/2019,Unhosted,7/14/2019,2401,"None, Airbnb",,4,April-June,2019,,"None, Airbnb","None, Airbnb"
4/1/2019,2017-012648STR,11/15/2021,4/19/2019,4/22/2019,Unhosted,7/14/2019,2401,"None, Airbnb",,4,April-June,2019,,"None, Airbnb","None, Airbnb"
4/1/2019,2017-012648STR,11/15/2021,4/22/2019,4/25/2019,Unhosted,7/14/2019,2401,"None, Airbnb",,4,April-June,2019,,"None, Airbnb","None, Airbnb"
4/1/2019,2017-012648STR,11/15/2021,4/26/2019,4/28/2019,Unhosted,7/14/2019,2401,"None, Airbnb",,4,April-June,2019,,"None, Airbnb","None, Airbnb"
4/1/2019,2017-012648STR,11/15/2021,5/31/2019,6/2/2019,Unhosted,7/14/2019,2401,"None, Airbnb",,4,April-June,2019,,"None, Airbnb","None, Airbnb"
4/1/2019,2017-012648STR,11/15/2021,6/14/2019,6/16/2019,Unhosted,7/14/2019,2401,"None, Airbnb",,4,April-June,2019,,"None, Airbnb","None, Airbnb"
7/1/2019,2017-012648STR,11/15/2021,7/4/2019,7/7/2019,Unhosted,10/12/2019,2401,"None, Airbnb",,7,July-September,2019,,"None, Airbnb","None, Airbnb"
7/1/2019,2017-012648STR,11/15/2021,7/15/2019,7/19/2019,Unhosted,10/12/2019,2401,"None, Airbnb",,7,July-September,2019,,"None, Airbnb","None, Airbnb"
7/1/2019,2017-012648STR,11/15/2021,7/19/2019,7/21/2019,Unhosted,10/12/2019,2401,"None, Airbnb",,7,July-September,2019,,"None, Airbnb","None, Airbnb"
7/1/2019,2017-012648STR,11/15/2021,8/2/2019,8/4/2019,Unhosted,10/12/2019,2401,"None, Airbnb",,7,July-September,2019,,"None, Airbnb","None, Airbnb"
7/1/2019,2017-012648STR,11/15/2021,8/9/2019,8/11/2019,Unhosted,10/12/2019,2401,"None, Airbnb",,7,July-September,2019,,"None, Airbnb","None, Airbnb"
7/1/2019,2017-012648STR,11/15/2021,8/29/2019,9/2/2019,Unhosted,10/12/2019,2401,"None, Airbnb",,7,July-September,2019,,"None, Airbnb","None, Airbnb"
7/1/2019,2017-012648STR,11/15/2021,9/26/2019,9/29/2019,Unhosted,10/12/2019,2401,"None, Airbnb",,7,July-September,2019,,"None, Airbnb","None, Airbnb"
7/1/2019,2017-012648STR,11/15/2021,9/29/2019,10/1/2019,Unhosted,10/12/2019,2401,"None, Airbnb",,7,July-September,2019,,"None, Airbnb","None, Airbnb"
10/1/2019,2017-012648STR,11/15/2021,10/4/2019,10/7/2019,Unhosted,1/12/2020,2401,Airbnb,,10,October-December,2019,Airbnb.com,,
10/1/2019,2017-012648STR,11/15/2021,10/18/2019,10/20/2019,Unhosted,1/12/2020,2401,Airbnb,,10,October-December,2019,Airbnb.com,,
10/1/2019,2017-012648STR,11/15/2021,11/28/2019,12/1/2019,Unhosted,1/12/2020,2401,Airbnb,,10,October-December,2019,Airbnb.com,,
10/1/2019,2017-012648STR,11/15/2021,12/22/2019,12/27/2019,Unhosted,1/12/2020,2401,Airbnb,,10,October-December,2019,Airbnb.com,,
10/1/2019,2017-012648STR,11/15/2021,12/28/2019,12/30/2019,Unhosted,1/12/2020,2401,Airbnb,,10,October-December,2019,Airbnb.com,,
10/1/2019,2017-012648STR,11/15/2021,12/30/2019,1/1/2020,Unhosted,1/12/2020,2401,Airbnb,,10,October-December,2019,Airbnb.com,,
1/1/2020,2017-012648STR,11/15/2021,1/3/2020,1/5/2020,Unhosted,4/30/2020,2401,Airbnb,,1,January-March,2020,Airbnb.com,,
1/1/2020,2017-012648STR,11/15/2021,1/24/2020,1/26/2020,Unhosted,4/30/2020,2401,Airbnb,,1,January-March,2020,Airbnb.com,,
1/1/2020,2017-012648STR,11/15/2021,2/7/2020,2/8/2020,Unhosted,4/30/2020,2401,Airbnb,,1,January-March,2020,Airbnb.com,,
1/1/2017,2016-015986STR,2/14/2021,1/9/2017,1/13/2017,Unhosted,4/4/2017,2004,Airbnb,,1,January-March,2017,Airbnb.com,,
4/1/2017,2016-015986STR,2/14/2021,5/23/2017,5/25/2017,Unhosted,7/11/2017,2004,Airbnb,,4,April-June,2017,Airbnb.com,,
4/1/2017,2016-015986STR,2/14/2021,5/26/2017,6/1/2017,Unhosted,7/11/2017,2004,Airbnb,,4,April-June,2017,Airbnb.com,,
4/1/2017,2016-015986STR,2/14/2021,6/1/2017,6/5/2017,Unhosted,7/11/2017,2004,Airbnb,,4,April-June,2017,Airbnb.com,,
4/1/2017,2016-015986STR,2/14/2021,6/5/2017,6/8/2017,Unhosted,7/11/2017,2004,Airbnb,,4,April-June,2017,Airbnb.com,,
4/1/2017,2016-015986STR,2/14/2021,6/8/2017,6/13/2017,Unhosted,7/11/2017,2004,Airbnb,,4,April-June,2017,Airbnb.com,,
4/1/2017,2016-015986STR,2/14/2021,6/13/2017,6/14/2017,Unhosted,7/11/2017,2004,Airbnb,,4,April-June,2017,Airbnb.com,,
4/1/2017,2016-015986STR,2/14/2021,6/14/2017,6/15/2017,Unhosted,7/11/2017,2004,Airbnb,,4,April-June,2017,Airbnb.com,,
4/1/2017,2016-015986STR,2/14/2021,6/15/2017,6/16/2017,Unhosted,7/11/2017,2004,Airbnb,,4,April-June,2017,Airbnb.com,,
4/1/2017,2016-015986STR,2/14/2021,6/16/2017,6/18/2017,Unhosted,7/11/2017,2004,Airbnb,,4,April-June,2017,Airbnb.com,,
4/1/2017,2016-015986STR,2/14/2021,6/18/2017,6/21/2017,Unhosted,7/11/2017,2004,Airbnb,,4,April-June,2017,Airbnb.com,,
4/1/2017,2016-015986STR,2/14/2021,6/21/2017,6/25/2017,Unhosted,7/11/2017,2004,Airbnb,,4,April-June,2017,Airbnb.com,,
4/1/2017,2016-015986STR,2/14/2021,6/25/2017,7/1/2017,Unhosted,7/11/2017,2004,Airbnb,,4,April-June,2017,Airbnb.com,,
7/1/2017,2016-015986STR,2/14/2021,7/2/2017,7/5/2017,Unhosted,10/23/2017,2004,Airbnb,,7,July-September,2017,Airbnb.com,,
7/1/2017,2016-015986STR,2/14/2021,7/6/2017,7/7/2017,Unhosted,10/23/2017,2004,Airbnb,,7,July-September,2017,Airbnb.com,,
7/1/2017,2016-015986STR,2/14/2021,7/7/2017,7/9/2017,Unhosted,10/23/2017,2004,Airbnb,,7,July-September,2017,Airbnb.com,,
7/1/2017,2016-015986STR,2/14/2021,7/9/2017,7/12/2017,Unhosted,10/23/2017,2004,Airbnb,,7,July-September,2017,Airbnb.com,,
7/1/2017,2016-015986STR,2/14/2021,7/12/2017,7/14/2017,Unhosted,10/23/2017,2004,Airbnb,,7,July-September,2017,Airbnb.com,,
7/1/2017,2016-015986STR,2/14/2021,7/14/2017,7/16/2017,Unhosted,10/23/2017,2004,Airbnb,,7,July-September,2017,Airbnb.com,,
7/1/2017,2016-015986STR,2/14/2021,7/16/2017,7/19/2017,Unhosted,10/23/2017,2004,Airbnb,,7,July-September,2017,Airbnb.com,,
7/1/2017,2016-015986STR,2/14/2021,7/19/2017,7/21/2017,Unhosted,10/23/2017,2004,Airbnb,,7,July-September,2017,Airbnb.com,,
7/1/2017,2016-015986STR,2/14/2021,7/21/2017,7/23/2017,Unhosted,10/23/2017,2004,Airbnb,,7,July-September,2017,Airbnb.com,,
7/1/2017,2016-015986STR,2/14/2021,7/23/2017,7/25/2017,Unhosted,10/23/2017,2004,Airbnb,,7,July-September,2017,Airbnb.com,,
7/1/2017,2016-015986STR,2/14/2021,7/25/2017,7/26/2017,Unhosted,10/23/2017,2004,Airbnb,,7,July-September,2017,Airbnb.com,,
7/1/2017,2016-015986STR,2/14/2021,7/26/2017,7/27/2017,Unhosted,10/23/2017,2004,Airbnb,,7,July-September,2017,Airbnb.com,,
7/1/2017,2016-015986STR,2/14/2021,7/27/2017,7/31/2017,Unhosted,10/23/2017,2004,Airbnb,,7,July-September,2017,Airbnb.com,,
7/1/2017,2016-015986STR,2/14/2021,8/1/2017,8/3/2017,Unhosted,10/23/2017,2004,Airbnb,,7,July-September,2017,Airbnb.com,,
7/1/2017,2016-015986STR,2/14/2021,8/3/2017,8/6/2017,Unhosted,10/23/2017,2004,Airbnb,,7,July-September,2017,Airbnb.com,,
7/1/2017,2016-015986STR,2/14/2021,8/6/2017,8/7/2017,Unhosted,10/23/2017,2004,Airbnb,,7,July-September,2017,Airbnb.com,,
7/1/2017,2016-015986STR,2/14/2021,8/7/2017,8/10/2017,Unhosted,10/23/2017,2004,Airbnb,,7,July-September,2017,Airbnb.com,,
7/1/2017,2016-015986STR,2/14/2021,8/10/2017,8/11/2017,Unhosted,10/23/2017,2004,Airbnb,,7,July-September,2017,Airbnb.com,,
7/1/2017,2016-015986STR,2/14/2021,8/11/2017,8/13/2017,Unhosted,10/23/2017,2004,Airbnb,,7,July-September,2017,Airbnb.com,,
4/1/2018,2016-015986STR,2/14/2021,6/21/2018,6/25/2018,Unhosted,7/25/2018,2004,Airbnb,,4,April-June,2018,Airbnb.com,,
4/1/2018,2016-015986STR,2/14/2021,6/25/2018,6/27/2018,Unhosted,7/25/2018,2004,Airbnb,,4,April-June,2018,Airbnb.com,,
4/1/2018,2016-015986STR,2/14/2021,6/27/2018,7/1/2018,Unhosted,7/25/2018,2004,Airbnb,,4,April-June,2018,Airbnb.com,,
7/1/2019,2016-015986STR,2/14/2021,7/4/2019,7/7/2019,Unhosted,10/30/2019,2004,Airbnb,,7,July-September,2019,Airbnb.com,,
7/1/2019,2016-015986STR,2/14/2021,7/8/2019,7/11/2019,Unhosted,10/30/2019,2004,Airbnb,,7,July-September,2019,Airbnb.com,,
7/1/2019,2016-015986STR,2/14/2021,7/11/2019,7/13/2019,Unhosted,10/30/2019,2004,Airbnb,,7,July-September,2019,Airbnb.com,,
7/1/2019,2016-015986STR,2/14/2021,7/13/2019,7/17/2019,Unhosted,10/30/2019,2004,Airbnb,,7,July-September,2019,Airbnb.com,,
7/1/2019,2016-015986STR,2/14/2021,7/17/2019,7/18/2019,Unhosted,10/30/2019,2004,Airbnb,,7,July-September,2019,Airbnb.com,,
7/1/2019,2016-015986STR,2/14/2021,7/23/2019,7/25/2019,Unhosted,10/30/2019,2004,Airbnb,,7,July-September,2019,Airbnb.com,,
7/1/2019,2016-015986STR,2/14/2021,7/25/2019,7/26/2019,Unhosted,10/30/2019,2004,Airbnb,,7,July-September,2019,Airbnb.com,,
7/1/2019,2016-015986STR,2/14/2021,7/26/2019,7/30/2019,Unhosted,10/30/2019,2004,Airbnb,,7,July-September,2019,Airbnb.com,,
7/1/2019,2016-015986STR,2/14/2021,7/30/2019,7/31/2019,Unhosted,10/30/2019,2004,Airbnb,,7,July-September,2019,Airbnb.com,,
7/1/2019,2016-015986STR,2/14/2021,7/31/2019,8/5/2019,Unhosted,10/30/2019,2004,Airbnb,,7,July-September,2019,Airbnb.com,,
7/1/2019,2016-015986STR,2/14/2021,8/5/2019,8/11/2019,Unhosted,10/30/2019,2004,Airbnb,,7,July-September,2019,Airbnb.com,,
7/1/2019,2016-015986STR,2/14/2021,8/11/2019,8/13/2019,Unhosted,10/30/2019,2004,Airbnb,,7,July-September,2019,Airbnb.com,,
7/1/2019,2016-015986STR,2/14/2021,8/13/2019,8/16/2019,Unhosted,10/30/2019,2004,Airbnb,,7,July-September,2019,Airbnb.com,,
7/1/2019,2016-015986STR,2/14/2021,8/16/2019,8/18/2019,Unhosted,10/30/2019,2004,Airbnb,,7,July-September,2019,Airbnb.com,,
7/1/2019,2016-015986STR,2/14/2021,8/19/2019,8/21/2019,Unhosted,10/30/2019,2004,Airbnb,,7,July-September,2019,Airbnb.com,,
7/1/2019,2016-015986STR,2/14/2021,8/21/2019,8/23/2019,Unhosted,10/30/2019,2004,Airbnb,,7,July-September,2019,Airbnb.com,,
7/1/2019,2016-015986STR,2/14/2021,8/23/2019,8/24/2019,Unhosted,10/30/2019,2004,Airbnb,,7,July-September,2019,Airbnb.com,,
7/1/2019,2016-015986STR,2/14/2021,8/24/2019,8/28/2019,Unhosted,10/30/2019,2004,Airbnb,,7,July-September,2019,Airbnb.com,,
7/1/2019,2016-015986STR,2/14/2021,8/28/2019,9/1/2019,Unhosted,10/30/2019,2004,Airbnb,,7,July-September,2019,Airbnb.com,,
7/1/2019,2016-015986STR,2/14/2021,9/1/2019,9/2/2019,Unhosted,10/30/2019,2004,Airbnb,,7,July-September,2019,Airbnb.com,,
7/1/2019,2016-015986STR,2/14/2021,9/4/2019,9/6/2019,Unhosted,10/30/2019,2004,Airbnb,,7,July-September,2019,Airbnb.com,,
4/1/2018,2015-002570STR,4/5/2021,5/17/2018,5/20/2018,Unhosted,7/10/2018,162,"Airbnb, VRBO",,4,April-June,2018,,"Airbnb, VRBO","Airbnb, VRBO"
4/1/2018,2015-002570STR,4/5/2021,6/14/2018,6/18/2018,Unhosted,7/10/2018,162,"Airbnb, VRBO",,4,April-June,2018,,"Airbnb, VRBO","Airbnb, VRBO"
1/1/2019,2015-002570STR,4/5/2021,1/20/2019,1/25/2019,Unhosted,4/23/2019,162,"None, Airbnb, VRBO",,1,January-March,2019,,"None, Airbnb, VRBO","None, Airbnb, VRBO"
1/1/2019,2015-002570STR,4/5/2021,2/8/2019,2/12/2019,Unhosted,4/23/2019,162,"None, Airbnb, VRBO",,1,January-March,2019,,"None, Airbnb, VRBO","None, Airbnb, VRBO"
1/1/2019,2015-002570STR,4/5/2021,2/15/2019,2/17/2019,Unhosted,4/23/2019,162,"None, Airbnb, VRBO",,1,January-March,2019,,"None, Airbnb, VRBO","None, Airbnb, VRBO"
1/1/2019,2015-002570STR,4/5/2021,3/16/2019,3/23/2019,Unhosted,4/23/2019,162,"None, Airbnb, VRBO",,1,January-March,2019,,"None, Airbnb, VRBO","None, Airbnb, VRBO"
4/1/2019,2015-002570STR,4/5/2021,4/14/2019,4/17/2019,Unhosted,7/4/2019,162,"None, Airbnb, VRBO",,4,April-June,2019,,"None, Airbnb, VRBO","None, Airbnb, VRBO"
4/1/2019,2015-002570STR,4/5/2021,4/18/2019,4/21/2019,Unhosted,7/4/2019,162,"None, Airbnb, VRBO",,4,April-June,2019,,"None, Airbnb, VRBO","None, Airbnb, VRBO"
4/1/2019,2015-002570STR,4/5/2021,4/26/2019,4/29/2019,Unhosted,7/4/2019,162,"None, Airbnb, VRBO",,4,April-June,2019,,"None, Airbnb, VRBO","None, Airbnb, VRBO"
4/1/2019,2015-002570STR,4/5/2021,5/2/2019,5/6/2019,Unhosted,7/4/2019,162,"None, Airbnb, VRBO",,4,April-June,2019,,"None, Airbnb, VRBO","None, Airbnb, VRBO"
4/1/2019,2015-002570STR,4/5/2021,5/11/2019,5/18/2019,Unhosted,7/4/2019,162,"None, Airbnb, VRBO",,4,April-June,2019,,"None, Airbnb, VRBO","None, Airbnb, VRBO"
4/1/2019,2015-002570STR,4/5/2021,5/24/2019,5/27/2019,Unhosted,7/4/2019,162,"None, Airbnb, VRBO",,4,April-June,2019,,"None, Airbnb, VRBO","None, Airbnb, VRBO"
4/1/2019,2015-002570STR,4/5/2021,6/15/2019,6/18/2019,Unhosted,7/4/2019,162,"None, Airbnb, VRBO",,4,April-June,2019,,"None, Airbnb, VRBO","None, Airbnb, VRBO"
4/1/2019,2015-002570STR,4/5/2021,6/19/2019,6/24/2019,Unhosted,7/4/2019,162,"None, Airbnb, VRBO",,4,April-June,2019,,"None, Airbnb, VRBO","None, Airbnb, VRBO"
7/1/2019,2015-002570STR,4/5/2021,7/3/2019,7/11/2019,Unhosted,10/4/2019,162,"Airbnb, VRBO",,7,July-September,2019,,"Airbnb, VRBO","Airbnb, VRBO"
7/1/2019,2015-002570STR,4/5/2021,7/16/2019,7/19/2019,Unhosted,10/4/2019,162,"Airbnb, VRBO",,7,July-September,2019,,"Airbnb, VRBO","Airbnb, VRBO"
7/1/2019,2015-002570STR,4/5/2021,7/31/2019,8/5/2019,Unhosted,10/4/2019,162,"Airbnb, VRBO",,7,July-September,2019,,"Airbnb, VRBO","Airbnb, VRBO"
7/1/2019,2015-002570STR,4/5/2021,9/2/2019,9/8/2019,Unhosted,10/4/2019,162,"Airbnb, VRBO",,7,July-September,2019,,"Airbnb, VRBO","Airbnb, VRBO"
1/1/2020,2015-002570STR,4/5/2021,1/12/2020,1/16/2020,Unhosted,4/28/2020,162,"Airbnb, VRBO",,1,January-March,2020,,"Airbnb, VRBO","Airbnb, VRBO"
10/1/2017,2017-012561STR,12/18/2021,11/21/2017,11/25/2017,Unhosted,1/7/2018,2461,Airbnb,,10,October-December,2017,Airbnb.com,,
10/1/2019,2017-012561STR,12/18/2021,11/27/2019,11/30/2019,Unhosted,1/9/2020,2461,Airbnb,,10,October-December,2019,Airbnb.com,,
7/1/2016,2015-016377STR,,9/2/2016,9/5/2016,Unhosted,10/5/2016,886,Airbnb,,7,July-September,2016,Airbnb.com,,
7/1/2016,2015-016377STR,,9/8/2016,9/16/2016,Unhosted,10/5/2016,886,Airbnb,,7,July-September,2016,Airbnb.com,,
7/1/2016,2015-016377STR,,9/16/2016,9/19/2016,Unhosted,10/5/2016,886,Airbnb,,7,July-September,2016,Airbnb.com,,
7/1/2019,2019-004680STR,4/3/2021,7/2/2019,7/7/2019,Unhosted,10/24/2019,3613,Airbnb,,7,July-September,2019,Airbnb.com,,
7/1/2019,2019-004680STR,4/3/2021,7/8/2019,7/10/2019,Unhosted,10/24/2019,3613,Airbnb,,7,July-September,2019,Airbnb.com,,
7/1/2019,2019-004680STR,4/3/2021,7/11/2019,7/15/2019,Unhosted,10/24/2019,3613,Airbnb,,7,July-September,2019,Airbnb.com,,
7/1/2019,2019-004680STR,4/3/2021,7/15/2019,7/18/2019,Unhosted,10/24/2019,3613,Airbnb,,7,July-September,2019,Airbnb.com,,
7/1/2019,2019-004680STR,4/3/2021,7/19/2019,7/21/2019,Unhosted,10/24/2019,3613,Airbnb,,7,July-September,2019,Airbnb.com,,
7/1/2019,2019-004680STR,4/3/2021,8/23/2019,8/25/2019,Unhosted,10/24/2019,3613,Airbnb,,7,July-September,2019,Airbnb.com,,
7/1/2019,2019-004680STR,4/3/2021,8/25/2019,8/29/2019,Unhosted,10/24/2019,3613,Airbnb,,7,July-September,2019,Airbnb.com,,
7/1/2019,2019-004680STR,4/3/2021,8/29/2019,9/1/2019,Unhosted,10/24/2019,3613,Airbnb,,7,July-September,2019,Airbnb.com,,
7/1/2019,2019-004680STR,4/3/2021,9/4/2019,9/6/2019,Unhosted,10/24/2019,3613,Airbnb,,7,July-September,2019,Airbnb.com,,
7/1/2019,2019-004680STR,4/3/2021,9/6/2019,9/9/2019,Unhosted,10/24/2019,3613,Airbnb,,7,July-September,2019,Airbnb.com,,
7/1/2019,2019-004680STR,4/3/2021,9/9/2019,9/11/2019,Unhosted,10/24/2019,3613,Airbnb,,7,July-September,2019,Airbnb.com,,
7/1/2019,2019-004680STR,4/3/2021,9/13/2019,9/15/2019,Unhosted,10/24/2019,3613,Airbnb,,7,July-September,2019,Airbnb.com,,
7/1/2019,2019-004680STR,4/3/2021,9/16/2019,9/19/2019,Unhosted,10/24/2019,3613,Airbnb,,7,July-September,2019,Airbnb.com,,
10/1/2019,2019-004680STR,4/3/2021,10/10/2019,10/15/2019,Unhosted,1/31/2020,3613,Airbnb,,10,October-December,2019,Airbnb.com,,
10/1/2019,2019-004680STR,4/3/2021,10/16/2019,10/19/2019,Unhosted,1/31/2020,3613,Airbnb,,10,October-December,2019,Airbnb.com,,
10/1/2019,2019-004680STR,4/3/2021,10/20/2019,10/22/2019,Unhosted,1/31/2020,3613,Airbnb,,10,October-December,2019,Airbnb.com,,
10/1/2019,2019-004680STR,4/3/2021,10/23/2019,10/26/2019,Unhosted,1/31/2020,3613,Airbnb,,10,October-December,2019,Airbnb.com,,
10/1/2019,2019-004680STR,4/3/2021,10/26/2019,10/28/2019,Unhosted,1/31/2020,3613,Airbnb,,10,October-December,2019,Airbnb.com,,
10/1/2019,2019-004680STR,4/3/2021,10/28/2019,10/31/2019,Unhosted,1/31/2020,3613,Airbnb,,10,October-December,2019,Airbnb.com,,
10/1/2019,2019-004680STR,4/3/2021,11/1/2019,11/3/2019,Unhosted,1/31/2020,3613,Airbnb,,10,October-December,2019,Airbnb.com,,
10/1/2019,2019-004680STR,4/3/2021,11/5/2019,11/8/2019,Unhosted,1/31/2020,3613,Airbnb,,10,October-December,2019,Airbnb.com,,
10/1/2019,2019-004680STR,4/3/2021,11/8/2019,11/11/2019,Unhosted,1/31/2020,3613,Airbnb,,10,October-December,2019,Airbnb.com,,
10/1/2019,2019-004680STR,4/3/2021,11/14/2019,11/17/2019,Unhosted,1/31/2020,3613,Airbnb,,10,October-December,2019,Airbnb.com,,
10/1/2019,2019-004680STR,4/3/2021,11/21/2019,11/25/2019,Unhosted,1/31/2020,3613,Airbnb,,10,October-December,2019,Airbnb.com,,
10/1/2019,2019-004680STR,4/3/2021,12/8/2019,12/12/2019,Unhosted,1/31/2020,3613,Airbnb,,10,October-December,2019,Airbnb.com,,
10/1/2019,2019-004680STR,4/3/2021,12/12/2019,12/15/2019,Unhosted,1/31/2020,3613,Airbnb,,10,October-December,2019,Airbnb.com,,
10/1/2019,2019-004680STR,4/3/2021,12/20/2019,12/23/2019,Unhosted,1/31/2020,3613,Airbnb,,10,October-December,2019,Airbnb.com,,
10/1/2019,2019-004680STR,4/3/2021,12/24/2019,12/27/2019,Unhosted,1/31/2020,3613,Airbnb,,10,October-December,2019,Airbnb.com,,
10/1/2019,2019-004680STR,4/3/2021,12/29/2019,1/1/2020,Unhosted,1/31/2020,3613,Airbnb,,10,October-December,2019,Airbnb.com,,
1/1/2017,2017-000829STR,1/25/2021,1/23/2017,2/18/2017,Unhosted,4/5/2017,1972,Airbnb,,1,January-March,2017,Airbnb.com,,
4/1/2017,2017-000829STR,1/25/2021,6/23/2017,6/30/2017,Unhosted,7/17/2017,1972,Airbnb,,4,April-June,2017,Airbnb.com,,
7/1/2017,2017-000829STR,1/25/2021,7/1/2017,7/16/2017,Unhosted,10/7/2017,1972,Airbnb,,7,July-September,2017,Airbnb.com,,
7/1/2017,2017-000829STR,1/25/2021,7/19/2017,7/24/2017,Unhosted,10/7/2017,1972,Airbnb,,7,July-September,2017,Airbnb.com,,
10/1/2017,2017-000829STR,1/25/2021,10/13/2017,10/21/2017,Unhosted,1/19/2018,1972,Airbnb,,10,October-December,2017,Airbnb.com,,
1/1/2018,2017-000829STR,1/25/2021,1/20/2018,1/27/2018,Unhosted,4/14/2018,1972,Airbnb,,1,January-March,2018,Airbnb.com,,
4/1/2019,2017-000829STR,1/25/2021,4/17/2019,4/22/2019,Unhosted,7/30/2019,1972,Airbnb,,4,April-June,2019,Airbnb.com,,
4/1/2019,2017-000829STR,1/25/2021,4/23/2019,4/29/2019,Unhosted,7/30/2019,1972,Airbnb,,4,April-June,2019,Airbnb.com,,
4/1/2019,2017-000829STR,1/25/2021,6/28/2019,6/30/2019,Unhosted,7/30/2019,1972,Airbnb,,4,April-June,2019,Airbnb.com,,
7/1/2019,2017-000829STR,1/25/2021,7/1/2019,7/18/2019,Unhosted,10/1/2019,1972,Airbnb,,7,July-September,2019,Airbnb.com,,
10/1/2019,2017-000829STR,1/25/2021,10/19/2019,10/26/2019,Unhosted,1/6/2020,1972,Airbnb,,10,October-December,2019,Airbnb.com,,
10/1/2019,2017-000829STR,1/25/2021,11/18/2019,11/22/2019,Unhosted,1/6/2020,1972,Airbnb,,10,October-December,2019,Airbnb.com,,
10/1/2019,2017-000829STR,1/25/2021,12/24/2019,12/31/2019,Unhosted,1/6/2020,1972,Airbnb,,10,October-December,2019,Airbnb.com,,
10/1/2017,2017-015905STR,12/14/2021,12/28/2017,12/31/2017,Unhosted,1/2/2018,2452,Airbnb,,10,October-December,2017,Airbnb.com,,
4/1/2019,2017-015905STR,12/14/2021,6/28/2019,6/30/2019,Unhosted,7/19/2019,2452,Airbnb,,4,April-June,2019,Airbnb.com,,
10/1/2019,2017-015905STR,12/14/2021,12/29/2019,1/1/2020,Unhosted,1/26/2020,2452,Airbnb,,10,October-December,2019,Airbnb.com,,
4/1/2016,2015-001223STR,2/24/2021,4/11/2016,4/14/2016,Unhosted,7/4/2016,23,Airbnb,,4,April-June,2016,Airbnb.com,,
4/1/2016,2015-001223STR,2/24/2021,4/14/2016,4/17/2016,Unhosted,7/4/2016,23,Airbnb,,4,April-June,2016,Airbnb.com,,
4/1/2016,2015-001223STR,2/24/2021,4/21/2016,4/25/2016,Unhosted,7/4/2016,23,Airbnb,,4,April-June,2016,Airbnb.com,,
4/1/2016,2015-001223STR,2/24/2021,4/25/2016,4/28/2016,Unhosted,7/4/2016,23,Airbnb,,4,April-June,2016,Airbnb.com,,
4/1/2016,2015-001223STR,2/24/2021,5/17/2016,5/19/2016,Unhosted,7/4/2016,23,Airbnb,,4,April-June,2016,Airbnb.com,,
4/1/2016,2015-001223STR,2/24/2021,5/19/2016,5/21/2016,Unhosted,7/4/2016,23,Airbnb,,4,April-June,2016,Airbnb.com,,
4/1/2016,2015-001223STR,2/24/2021,5/24/2016,5/29/2016,Unhosted,7/4/2016,23,Airbnb,,4,April-June,2016,Airbnb.com,,
7/1/2016,2015-001223STR,2/24/2021,9/1/2016,9/5/2016,Unhosted,10/6/2016,23,Airbnb,,7,July-September,2016,Airbnb.com,,
7/1/2016,2015-001223STR,2/24/2021,9/5/2016,9/7/2016,Unhosted,10/6/2016,23,Airbnb,,7,July-September,2016,Airbnb.com,,
7/1/2016,2015-001223STR,2/24/2021,8/22/2016,8/26/2016,Unhosted,10/6/2016,23,Airbnb,,7,July-September,2016,Airbnb.com,,
7/1/2017,2015-001223STR,2/24/2021,7/15/2017,7/23/2017,Unhosted,10/1/2017,23,Airbnb,,7,July-September,2017,Airbnb.com,,
4/1/2018,2015-001223STR,2/24/2021,4/12/2018,4/21/2018,Unhosted,7/12/2018,23,Airbnb,,4,April-June,2018,Airbnb.com,,
7/1/2019,2017-016527STR,1/22/2022,8/2/2019,8/5/2019,Unhosted,10/1/2019,2574,Airbnb,,7,July-September,2019,Airbnb.com,,
10/1/2019,2017-016527STR,1/22/2022,10/11/2019,10/13/2019,Unhosted,1/27/2020,2574,Airbnb,,10,October-December,2019,Airbnb.com,,
10/1/2017,2017-001806STR,2/16/2021,10/26/2017,11/12/2017,Unhosted,1/24/2018,2007,Airbnb,,10,October-December,2017,Airbnb.com,,
1/1/2019,2018-004872STR,1/30/2021,1/6/2019,1/11/2019,Unhosted,4/26/2019,3480,Airbnb,,1,January-March,2019,Airbnb.com,,
1/1/2019,2018-004872STR,1/30/2021,2/4/2019,2/6/2019,Unhosted,4/26/2019,3480,Airbnb,,1,January-March,2019,Airbnb.com,,
1/1/2019,2018-004872STR,1/30/2021,2/9/2019,2/16/2019,Unhosted,4/26/2019,3480,Airbnb,,1,January-March,2019,Airbnb.com,,
1/1/2019,2018-004872STR,1/30/2021,3/18/2019,3/23/2019,Unhosted,4/26/2019,3480,Airbnb,,1,January-March,2019,Airbnb.com,,
4/1/2019,2018-004872STR,1/30/2021,4/15/2019,4/18/2019,Unhosted,7/22/2019,3480,"None, Airbnb",,4,April-June,2019,,"None, Airbnb","None, Airbnb"
4/1/2019,2018-004872STR,1/30/2021,5/18/2019,6/1/2019,Unhosted,7/22/2019,3480,"None, Airbnb",,4,April-June,2019,,"None, Airbnb","None, Airbnb"
