RECORDID,DATESTRING,ACTION,ACTIONNUMBER,PROJECTDECISION
1987.089A,3/4/1987,Approved,,Approved
1987.090V,5/21/1987,Approved,,Approved
1987.091A,3/4/1987,Approved,,Approved
1987.092V,7/23/1987,Withdawn,,Withdawn
1987.093C,7/16/1987,Approved,11089,Approved
1987.094V,4/6/1987,Approved,,Approved
1987.095V,5/1/1987,Approved,,Approved
1987.097C,4/7/1987,Approved,11007,Approved
1987.098C,7/16/1987,Approved,11092,Approved
1987.098V,7/24/1987,Approved,,Approved
1987.101V,4/8/1987,Approved,,Approved
1987.102D,3/5/1987,Approved,10946,Approved
1987.105V,5/1/1987,Approved,,Approved
1987.108C,6/18/1987,Disapproved,11059,Disapproved
1987.109C,3/19/1987,Approved,10962,Approved
1987.111V,4/30/1987,Approved,,Approved
1987.112V,7/30/1987,Approved,,Approved
1987.114C,12/3/1987,Disapproved,11221,Disapproved
1987.115A,3/18/1987,Approved,,Approved
1987.118D,4/2/1987,Approved,10974,Approved
1987.120V,5/5/1987,Approved,,Approved
1987.123D,10/15/1987,Approved,11167,Approved
1987.124C,4/30/1987,Approved,11002,Approved
1987.127D,7/16/1987,Approved,11084,Approved
1987.128C,12/17/1988,Approved,11254,Approved
1987.128V,4/18/1988,Approved,,Approved
1987.129V,5/1/1987,Disapproved,,Disapproved
1987.130A,5/14/1987,Approved,11021,Approved
1987.131C,4/23/1987,Disapproved,10999,Disapproved
1987.132V,5/29/1987,Withdawn,,Withdawn
1987.133V,6/1/1987,Approved,,Approved
1987.134A,2/22/1988,Withdawn,,Withdawn
1987.134V,2/17/1988,Withdawn,,Withdawn
1987.135V,6/11/1987,Approved,,Approved
1987.136A,4/15/1987,Approved,,Approved
1987.138X,8/11/1987,Withdawn,,Withdawn
1987.143C_2,8/13/1987,Approved,11122,Approved
1987.148C,4/30/1987,Disapproved,11001,Disapproved
1987.153C,11/12/1987,Approved,11202,Approved
1987.153V,1/27/1988,Approved,,Approved
1987.164C,1/21/1988,Approved,,Approved
1987.170P,4/21/1987,Approved,,Approved
1987.178C,8/10/1989,Approved,11732,Approved
1987.178C_2,5/14/1987,Approved,11014,Approved
1987.183C,5/2/1987,Approved,11022,Approved
1987.189C,9/3/1987,Approved,11139,Approved
1987.194V,6/3/1987,Disapproved,,Disapproved
1987.201V,5/7/1987,Approved,,Approved
1987.202C,6/18/1987,Approved,11056,Approved
1987.211V,7/20/1987,Approved,,Approved
1987.214C,6/4/1987,Approved,11039,Approved
1987.217V,6/8/1987,Approved,,Approved
1987.220C,6/11/1987,Approved,11051,Approved
1987.220V,6/2/1987,Withdawn,,Withdawn
1987.221C,9/3/1987,Approved,11142,Approved
1987.221V,12/14/1987,Approved,,Approved
1987.224V,5/8/1987,Approved,,Approved
1987.226V,8/24/1987,Approved,,Approved
1987.227C,6/11/1987,Approved,11050,Approved
1987.227P,6/11/1987,Approved,,Approved
1987.230V,7/1/1987,Disapproved,,Disapproved
1987.234V,6/3/1987,Approved,,Approved
1987.237C,6/18/1987,Approved,11055,Approved
1987.262C,8/6/1987,Approved,11118,Approved
1987.263C,7/30/1987,Approved,11106,Approved
1987.263D,7/30/1987,Approved,,Approved
1987.265V,9/22/1987,Approved,,Approved
1987.268D,4/23/1992,Approved,13339,Approved
1987.269V,6/10/1987,Disapproved,,Disapproved
1987.271C,6/11/1987,Approved,11049,Approved
1987.272C,6/11/1987,Approved,11049,Approved
1987.274V,7/15/1987,Disapproved,,Disapproved
1987.286V,7/22/1987,Disapproved,,Disapproved
1987.288C,7/16/1987,Approved,11088,Approved
1987.289C,7/16/1987,Disapproved,11087,Disapproved
1987.292V,9/25/1987,Approved,,Approved
1987.299V,6/9/1987,Disapproved,,Disapproved
1987.313V,7/13/1987,Disapproved,,Disapproved
1987.318V,7/13/1987,Disapproved,,Disapproved
1987.319V,8/5/1987,Approved,,Approved
1987.320C,10/22/1987,Disapproved,11171,Disapproved
1987.321C,12/3/1987,Approved,,Approved
1987.322V,9/25/1987,Disapproved,,Disapproved
1987.323C,7/30/1987,Approved,11099,Approved
1987.324C,7/23/1987,Approved,11096,Approved
1987.325C,12/17/1987,Approved,11234,Approved
1987.326V,7/13/1987,Disapproved,,Disapproved
1987.328D,6/25/1987,Approved,11062,Approved
1987.332V,7/13/1987,Approved,,Approved
1987.333V,7/13/1987,Disapproved,,Disapproved
1987.335C,12/3/1987,Approved,11222,Approved
1987.336C,9/3/1987,Approved,11136,Approved
1987.336V,10/30/1987,Approved,,Approved
1987.337C,9/3/1987,Approved,11137,Approved
1987.338V,8/17/1987,Approved,,Approved
1987.345V,12/22/1987,Approved,,Approved
1987.353V,8/10/1987,Approved,,Approved
1987.355V,8/13/1987,Approved,,Approved
1987.359V,4/24/1990,Approved,,Approved
1987.366C,8/13/1987,Approved,11125,Approved
1987.366P,1/29/1995,Approved,,Approved
1987.367V,9/10/1987,Approved,,Approved
1987.368C,7/30/1987,Approved,11105,Approved
1987.370C,8/13/1987,Approved,11126,Approved
1987.378C,12/17/1987,Approved,11243,Approved
1987.380C,12/10/1987,Approved,11231,Approved
1987.390V,9/18/1987,Disapproved,,Disapproved
1987.391V,8/5/1987,Approved,,Approved
1987.392C,1/21/1988,Disapproved,11268,Disapproved
1987.393V,10/5/1987,Approved,,Approved
1987.395C,8/6/1987,Approved,11108,Approved
1987.397C,12/17/1987,Approved,11237,Approved
1987.398C,8/13/1987,Approved,11120,Approved
1987.404V,8/26/1987,Disapproved,,Disapproved
1987.405V,10/16/1987,Disapproved,,Disapproved
1987.406C,11/19/1987,Approved,11206,Approved
1987.406V,3/22/1988,Approved,,Approved
1987.407V,8/13/1987,Approved,,Approved
1987.416V,9/10/1987,Approved,,Approved
1987.419D,5/11/1989,Approved,11653,Approved
1987.421C,11/19/1987,Disapproved,11207,Disapproved
1987.428V,3/2/1988,Approved,,Approved
1987.431C,6/16/1988,Approved,11378,Approved
1987.432V,10/15/1987,Approved,,Approved
1987.433V,6/29/1988,Approved,,Approved
1987.436V,9/9/1987,Disapproved,,Disapproved
1987.437C,12/10/1987,Approved,11227,Approved
1987.439C,12/10/1987,Approved,11224,Approved
1987.451V,9/23/1987,Disapproved,,Disapproved
1987.454V,11/30/1987,Approved,,Approved
1987.458V,11/13/1987,Approved,,Approved
1987.460C,8/20/1987,Approved,11129,Approved
1987.461D,11/19/1987,Approved,11204,Approved
1987.465C,1/28/1988,Approved,11269,Approved
1987.466C,1/28/1988,Approved,11269,Approved
1987.469V,10/13/1987,Disapproved,,Disapproved
1987.471D,2/2/1989,Approved,11593,Approved
1987.473C,10/15/1987,Approved,11160,Approved
1987.474C,9/3/1987,Approved,11135,Approved
1987.482C,1/7/1988,Approved,11255,Approved
1987.483V,10/16/1987,Approved,,Approved
1987.488D,1/15/1988,Approved,11464,Approved
1987.490C,12/10/1987,Approved,11230,Approved
1987.493V,10/23/1987,Approved,,Approved
1987.494C,10/1/1987,Approved,11152,Approved
1987.498V,11/24/1987,Approved,,Approved
1987.499V,3/29/1988,Approved,,Approved
1987.505V,3/24/1988,Approved,,Approved
1987.506V,10/5/1987,Approved,,Approved
1987.507V,1/25/1988,Approved,,Approved
1987.508V,11/30/1987,Approved,,Approved
1987.509C,4/14/1988,Approved,11332,Approved
1987.510C,9/17/1987,Approved,11149,Approved
1987.511C,1/26/1988,Withdawn,,Withdawn
1987.511V,8/26/1988,Disapproved,,Disapproved
1987.512C,10/15/1987,Approved,11159,Approved
1987.513V,11/9/1987,Approved,,Approved
1987.514V,3/22/1987,Disapproved,,Disapproved
1987.516V,10/29/1987,Approved,,Approved
1987.518V,11/30/1987,Approved,,Approved
1987.519C,10/15/1987,Approved,11162,Approved
1987.521V,9/30/1987,Disapproved,,Disapproved
1987.524C,12/17/1987,Approved,11235,Approved
1987.525X,6/29/1989,Approved,11695,Approved
1987.527V,3/21/1988,Approved,,Approved
1987.537V,11/10/1987,Approved,,Approved
1987.538A,3/15/1990,Approved,11897,Approved
1987.538C,4/7/1988,Withdawn,,Withdawn
1987.538D,8/18/1988,Approved,11430,Approved
1987.538V,8/18/1988,Approved,,Approved
1987.539V,11/19/1987,Approved,,Approved
1987.544C,11/12/1987,Approved,11199,Approved
1987.546V,11/9/1987,Approved,,Approved
1987.548V,11/9/1987,Approved,,Approved
1987.549V,11/13/1987,Approved,,Approved
1987.550C,10/22/1987,Approved,11174,Approved
1987.551V,8/2/1988,Approved,,Approved
1987.552V,2/22/1988,Approved,,Approved
1987.553C,11/17/1988,Approved,11528,Approved
1987.561V,11/13/1987,Approved,,Approved
1987.562C,10/29/1987,Approved,11190,Approved
1987.563V,1/22/1988,Approved,,Approved
1987.564C,3/3/1988,Approved,11290,Approved
1987.565V,12/8/1987,Approved,,Approved
1987.568D,7/14/1988,Approved,11406,Approved
1987.570D,7/14/1988,Approved,11405,Approved
1987.573D,9/6/1988,Approved,11455,Approved
1987.575C,3/10/1988,Approved,11295,Approved
1987.576V,3/16/1987,Approved,,Approved
1987.577V,3/15/1988,Disapproved,,Disapproved
1987.585V,5/13/1988,Disapproved,,Disapproved
1987.587A,9/16/1987,Approved,,Approved
1987.588C,11/15/1987,Approved,11192,Approved
1987.590C,10/29/1987,Approved,11189,Approved
1987.593V,3/7/1988,Disapproved,,Disapproved
1987.600V,3/15/1987,Disapproved,,Disapproved
1987.601C,12/15/1988,Approved,11556,Approved
1987.602V,9/21/1988,Approved,,Approved
1987.603V,8/30/1988,Approved,,Approved
1987.608D,8/11/1988,Approved,11423,Approved
1987.613B,12/14/1989,Approved,11828,Approved
1987.613X,12/14/1989,Approved,11827,Approved
1987.615C,10/15/1987,Approved,11165,Approved
1987.616C,2/25/1988,Approved,11286,Approved
1987.629C,1/7/1988,Approved,11253,Approved
1987.630V,2/22/1988,Approved,,Approved
1987.631C,2/18/1988,Approved,11282,Approved
1987.635C,1/14/1988,Approved,11259,Approved
1987.646V,3/17/1988,Approved,,Approved
1987.647C,3/8/1990,Approved,11887,Approved
1987.648C,12/10/1987,Disapproved,11225,Disapproved
1987.657V,12/17/1987,Approved,,Approved
1987.658V,1/8/1988,Approved,,Approved
1987.659C,12/10/1987,Approved,11229,Approved
1987.672V,6/10/1988,Approved,,Approved
1987.673V,1/8/1988,Approved,,Approved
1987.674C,12/1/1988,Approved,11538,Approved
1987.676V,12/12/1988,Disapproved,,Disapproved
1987.681C,12/17/1987,Approved,11241,Approved
1987.681V,1/8/1988,Disapproved,,Disapproved
1987.682V,2/22/1988,Approved,,Approved
1987.683V,3/21/1989,Approved,,Approved
1987.686C,1/7/1988,Approved,11256,Approved
1987.687C,12/8/1988,Approved,11555,Approved
1987.687V,10/3/1988,Withdawn,,Withdawn
1987.692V,2/26/1987,Approved,,Approved
1987.695C,4/15/1988,Approved,,Approved
1987.696C,1/14/1988,Approved,11257,Approved
1987.703V,2/26/1988,Approved,,Approved
1987.706V,1/27/1988,Approved,,Approved
1987.707V,1/28/1988,Approved,,Approved
1987.708A,11/4/1987,Approved,,Approved
1987.710C,3/3/1988,Approved,11292,Approved
1987.711C,2/18/1988,Approved,,Approved
1987.714V,5/22/1988,Approved,,Approved
1987.715C,1/21/1988,Approved,11265,Approved
1987.715V,3/2/1988,Approved,,Approved
1987.721C,1/14/1987,Approved,11264,Approved
1987.729D,7/28/1988,Approved,11416,Approved
1987.734C,1/14/1988,Approved,11262,Approved
1987.736C,1/14/1988,Approved,11263,Approved
1987.744V,2/8/1988,Approved,,Approved
1987.747V,5/2/1989,Approved,,Approved
1987.749V,3/17/1988,Approved,,Approved
1987.750V,3/3/1988,Approved,,Approved
1987.751C,1/28/1988,Disapproved,11271,Disapproved
1987.766C,1/14/1988,Approved,11260,Approved
1987.775C,1/14/1988,Approved,11261,Approved
1987.780C,2/25/1988,Approved,11287,Approved
1987.781V,3/1/1988,Disapproved,,Disapproved
1987.782C,1/21/1988,Approved,11267,Approved
1987.784V,2/19/1988,Approved,,Approved
1987.789D,12/8/1988,Approved,11549,Approved
1987.797C,2/25/1988,Approved,11288,Approved
1987.798C,2/25/1988,Approved,11285,Approved
1987.798V,4/17/1988,Approved,,Approved
1987.799V,3/16/1988,Approved,,Approved
1987.800C,2/11/1988,Approved,11277,Approved
1987.801C,1/28/1988,Approved,11272,Approved
1987.804V,2/4/1988,Approved,,Approved
1987.805V,3/9/1988,Approved,,Approved
1987.806V,5/19/1988,Disapproved,,Disapproved
1987.809V,4/20/1988,Approved,,Approved
1987.811V,3/22/1988,Approved,,Approved
1987.815C,1/22/1988,Withdawn,,Withdawn
1987.817C,2/18/1988,Approved,11280,Approved
1987.820V,1/31/1989,Disapproved,,Disapproved
1987.821V,3/22/1988,Approved,,Approved
1987.822V,6/29/1988,Approved,,Approved
1987.833C,1/5/1988,Withdawn,,Withdawn
1987.837C,3/17/1988,Approved,11297,Approved
1987.839D,11/10/1988,Approved,11518,Approved
1987.842V,9/19/1988,Approved,,Approved
1987.844C,2/4/1988,Disapproved,11274,Disapproved
1987.846V,4/14/1988,Approved,,Approved
1987.847B,1/23/1992,Approved,13254,Approved
1987.847C,1/23/1992,Approved,13255,Approved
1988.006C,9/1/1988,Approved,11454,Approved
1988.010V,7/19/1993,Approved,,Approved
1988.013D,9/15/1988,Approved,11461,Approved
1988.015V,3/23/1988,Disapproved,,Disapproved
1988.016C,3/24/1988,Approved,11299,Approved
1988.016V,1/4/1995,Withdawn,,Withdawn
1988.018V,3/28/1989,Approved,,Approved
1988.020C,6/16/1988,Approved,11377,Approved
1988.021C,6/9/1988,Approved,11374,Approved
1988.022A,1/20/1988,Approved,,Approved
1988.023V,8/15/1988,Approved,,Approved
1988.024A,1/20/1988,Approved,,Approved
1988.032D,9/15/1988,Approved,11463,Approved
1988.033C,7/14/1988,Withdawn,,Withdawn
1988.035D,5/19/1988,Approved,11357,Approved
1988.036C,2/25/1988,Approved,11284,Approved
1988.039V,8/8/1988,Approved,,Approved
1988.040A,1/8/1988,Approved,,Approved
1988.042C,3/24/1988,Approved,11304,Approved
1988.043C,3/17/1988,Approved,11298,Approved
1988.051C,3/17/1988,Disapproved,11296,Disapproved
1988.051C_2,5/4/1989,Disapproved,11649,Disapproved
1988.051C_3,9/26/1990,Withdawn,,Withdawn
1988.052C,6/23/1988,Approved,11383,Approved
1988.053V,7/18/1988,Approved,,Approved
1988.059C,3/24/1988,Approved,11305,Approved
1988.062A,2/3/1988,Approved,,Approved
1988.066V,8/8/1988,Withdawn,,Withdawn
1988.067D,7/7/1988,Approved,11397,Approved
1988.069D,9/15/1988,Approved,11460,Approved
1988.071V,7/19/1989,Approved,,Approved
1988.073C,6/9/1988,Withdawn,,Withdawn
1988.073V,6/9/1988,Withdawn,,Withdawn
1988.074C,3/31/1988,Approved,11313,Approved
1988.077C,4/14/1988,Approved,11330,Approved
1988.079C,5/12/1988,Withdawn,,Withdawn
1988.085C,4/7/1988,Approved,11320,Approved
1988.086A,3/2/1988,Approved,,Approved
1988.087C,6/2/1988,Approved,11371,Approved
1988.088A,3/10/1988,Approved,11293,Approved
1988.090A,3/2/1988,Approved,,Approved
1988.094C,3/8/1990,Approved,11885,Approved
1988.094C_2,4/7/1988,Approved,11325,Approved
1988.095C,3/24/1988,Approved,11306,Approved
1988.096C,5/12/1988,Approved,11306,Approved
1988.098V,6/15/1988,Approved,,Approved
1988.099P,5/26/1988,Approved,11362,Approved
1988.100C,4/21/1988,Withdawn,,Withdawn
1988.104C,4/21/1988,Approved,11337,Approved
1988.105D,6/2/1988,Approved,11366,Approved
1988.106C,5/26/1988,Approved,11363,Approved
1988.107C,9/1/1988,Approved,11453,Approved
1988.111V,7/24/1988,Disapproved,,Disapproved
1988.113C,3/14/1991,Approved,13039,Approved
1988.114C,8/18/1988,Approved,11433,Approved
1988.115V,8/10/1988,Approved,,Approved
1988.116V,3/16/1988,Withdawn,,Withdawn
1988.117A,3/2/1988,Approved,,Approved
1988.118C,9/1/1988,Approved,11444,Approved
1988.120D,8/24/1989,Approved,11742,Approved
1988.121C,4/21/1988,Approved,11336,Approved
1988.129C,1/12/1989,Approved,11571,Approved
1988.129X,1/12/1989,Approved,11570,Approved
1988.140V,8/3/1988,Approved,,Approved
1988.141C,6/23/1988,Withdawn,,Withdawn
1988.143D,4/14/1988,Approved,11329,Approved
1988.144V,11/4/1988,Approved,,Approved
1988.145C,4/28/1988,Approved,11344,Approved
1988.146V,10/12/1988,Approved,,Approved
1988.152P,6/28/1990,Approved,,Approved
1988.155V,7/28/1988,Disapproved,,Disapproved
1988.158V,7/18/1988,Approved,,Approved
1988.160C,9/8/1988,Approved,11459,Approved
1988.160V,11/8/1988,Approved,,Approved
1988.165V,7/13/1988,Disapproved,,Disapproved
1988.166C,8/4/1988,Approved,11421,Approved
1988.166V,5/25/1988,Withdawn,,Withdawn
1988.181V,6/8/1988,Approved,,Approved
1988.182C,2/8/1990,Approved,11859,Approved
1988.186V,7/12/1988,Disapproved,,Disapproved
1988.189C,11/1/1988,Withdawn,,Withdawn
1988.190C,5/12/1988,Approved,11352,Approved
1988.191V,8/30/1988,Approved,,Approved
1988.192C,5/19/1988,Approved,11354,Approved
1988.195C,5/5/1988,Approved,11345,Approved
1988.196C,6/19/1989,Withdawn,,Withdawn
1988.196V,6/19/1989,Approved,,Approved
1988.197V,6/28/1988,Approved,,Approved
1988.199C,6/2/1988,Approved,11367,Approved
1988.202V,10/31/1988,Disapproved,,Disapproved
1988.204V,9/7/1988,Approved,,Approved
1988.207D,10/3/1988,Approved,,Approved
1988.209V,8/10/1988,Approved,,Approved
1988.210C,6/2/1988,Disapproved,11370,Disapproved
1988.211C,8/18/1988,Disapproved,11427,Disapproved
1988.217C,8/4/1988,Approved,11422,Approved
1988.217V,11/18/1988,Approved,,Approved
1988.218V,4/13/1989,Approved,,Approved
1988.222C,2/22/1989,Withdawn,,Withdawn
1988.226D,1/19/1989,Approved,11583,Approved
1988.229V,8/30/1988,Approved,,Approved
1988.231D,6/2/1988,Approved,11369,Approved
1988.240V,8/3/1988,Approved,,Approved
1988.241C,10/20/1988,Approved,11494,Approved
1988.242A,5/4/1988,Approved,,Approved
1988.243C,2/2/1989,Approved,11592,Approved
1988.243V,5/12/1989,Approved,,Approved
1988.245A,5/18/1988,Approved,,Approved
1988.246V,1/9/1989,Approved,,Approved
1988.247C,12/2/1988,Withdawn,,Withdawn
1988.248V,7/25/1989,Approved,,Approved
1988.252P,6/2/1988,Approved,11364,Approved
1988.257V,10/3/1989,Approved,,Approved
1988.258A,5/4/1988,Approved,,Approved
1988.259A,9/7/1988,Approved,,Approved
1988.262C,6/2/1988,Approved,11368,Approved
1988.264D,12/8/1988,Approved,11550,Approved
1988.265D,9/6/1988,Approved,11457,Approved
1988.266D,11/17/1988,Approved,11522,Approved
1988.269V,8/5/1988,Approved,,Approved
1988.272C,6/23/1988,Approved,11387,Approved
1988.273V,9/29/1988,Approved,,Approved
1988.274V,2/21/1989,Approved,,Approved
1988.275V,10/28/1988,Approved,,Approved
1988.276C,7/7/1988,Disapproved,11394,Disapproved
1988.277V,8/30/1988,Approved,,Approved
1988.278C,8/4/1988,Approved,11417,Approved
1988.279C,6/9/1988,Approved,11375,Approved
1988.282A,5/18/1988,Approved,,Approved
1988.283V,8/30/1988,Approved,,Approved
1988.284V,10/28/1988,Approved,,Approved
1988.285C,7/14/1988,Approved,11404,Approved
1988.287B,1/12/1989,Approved,11567,Approved
1988.288C,7/28/1988,Approved,11412,Approved
1988.289V,11/2/1988,Approved,,Approved
1988.290V,12/12/1988,Approved,,Approved
1988.293C,7/14/1988,Approved,11403,Approved
1988.294V,10/28/1988,Approved,,Approved
1988.295C,8/25/1988,Withdawn,,Withdawn
1988.296D,10/20/1988,Approved,11492,Approved
1988.297C,11/17/1988,Approved,11521,Approved
1988.298V,11/12/1988,Approved,,Approved
1988.299C,12/8/1988,Approved,11546,Approved
1988.300V,2/24/1989,Approved,,Approved
1988.303C,7/7/1988,Approved,11396,Approved
1988.305C,7/21/1988,Disapproved,11409,Disapproved
1988.306C,6/23/1988,Approved,11386,Approved
1988.306V,4/13/1989,Disapproved,,Disapproved
1988.307V,8/30/1988,Approved,,Approved
1988.308V,9/23/1988,Approved,,Approved
1988.309V,8/30/1988,Approved,,Approved
1988.313C,6/30/1988,Withdawn,,Withdawn
1988.315A,6/1/1988,Approved,,Approved
1988.317V,10/14/1988,Disapproved,,Disapproved
1988.318C,10/27/1988,Approved,11505,Approved
1988.319C,1/19/1989,Approved,11578,Approved
1988.319V,1/19/1989,Withdawn,,Withdawn
1988.320C,8/25/1988,Approved,11441,Approved
1988.321V,10/31/1988,Approved,,Approved
1988.322D,2/9/1989,Approved,11597,Approved
1988.322V,8/9/1988,Withdawn,,Withdawn
1988.324C,2/16/1989,Disapproved,11604,Disapproved
1988.324V,2/16/1989,Withdawn,,Withdawn
1988.325C,7/28/1988,Approved,11414,Approved
1988.325V,11/28/1988,Approved,,Approved
1988.333C,8/4/1988,Approved,11418,Approved
1988.344V,8/22/1988,Approved,,Approved
1988.345C,7/28/1988,Approved,11411,Approved
1988.347C,8/4/1988,Approved,11419,Approved
1988.348C,8/4/1988,Approved,11420,Approved
1988.349B,9/1/1988,Approved,11451,Approved
1988.361V,2/15/1989,Approved,,Approved
1988.362C,11/13/1988,Approved,11484,Approved
1988.364V,2/21/1989,Approved,,Approved
1988.366C,8/18/1988,Approved,11431,Approved
1988.367C,8/4/1988,Approved,11423,Approved
1988.370A,5/1/1989,Withdawn,,Withdawn
1988.372C,7/14/1988,Approved,11401,Approved
1988.373C,7/14/1988,Approved,11402,Approved
1988.378C,8/16/1990,Disapproved,11997,Disapproved
1988.378C_2,6/1/1989,Approved,11672,Approved
1988.382V,2/14/1989,Withdawn,,Withdawn
1988.385V,2/24/1989,Approved,,Approved
1988.386V,10/14/1988,Approved,,Approved
1988.390V,12/22/1988,Withdawn,,Withdawn
1988.393C,8/25/1988,Approved,11436,Approved
1988.394C,12/8/1988,Approved,11548,Approved
1988.395V,1/29/1989,Approved,,Approved
1988.396D,11/15/1988,Approved,11519,Approved
1988.397C,8/18/1988,Disapproved,11432,Disapproved
1988.398V,1/20/1989,Disapproved,,Disapproved
1988.402D,11/17/1988,Approved,11523,Approved
1988.406V,2/3/1989,Approved,,Approved
1988.409C,9/22/1988,Approved,11465,Approved
1988.410A,7/20/1988,Approved,,Approved
1988.415A,7/20/1988,Approved,,Approved
1988.417D,9/1/1988,Approved,11445,Approved
1988.418C,9/25/1988,Approved,11440,Approved
1988.418V,1/31/1989,Approved,,Approved
1988.419C,11/17/1988,Approved,11529,Approved
1988.419V,1/10/1995,Approved,,Approved
1988.420V,12/14/1988,Approved,,Approved
1988.421V,3/8/1989,Approved,,Approved
1988.421X,11/17/1988,Approved,11531,Approved
1988.422V,3/28/1989,Disapproved,,Disapproved
1988.425C,8/18/1988,Approved,11425,Approved
1988.427V,1/20/1989,Approved,,Approved
1988.428C,10/5/1989,Disapproved,11765,Disapproved
1988.432A,7/20/1988,Approved,,Approved
1988.433C,8/18/1988,Approved,11424,Approved
1988.434V,3/28/1989,Approved,,Approved
1988.437V,2/22/1989,Approved,,Approved
1988.438A,11/16/1988,Approved,,Approved
1988.438C,11/17/1988,Approved,11530,Approved
1988.450D,9/29/1988,Approved,11467,Approved
1988.451V,6/5/1989,Approved,,Approved
1988.452V,12/8/1988,Approved,,Approved
1988.453X,10/13/1988,Approved,11488,Approved
1988.454V,10/26/1988,Approved,,Approved
1988.455V,12/12/1988,Approved,,Approved
1988.456V,4/17/1989,Approved,,Approved
1988.462A,8/3/1988,Approved,,Approved
1988.465V,12/8/1988,Disapproved,,Disapproved
1988.466C,10/6/1988,Approved,11480,Approved
1988.468C,12/1/1988,Approved,,Approved
1988.469V,4/4/1989,Withdawn,,Withdawn
1988.474V,1/20/1989,Approved,,Approved
1988.475V,2/3/1989,Approved,,Approved
1988.476A,8/17/1988,Approved,,Approved
1988.487V,5/8/1989,Approved,,Approved
1988.489D,7/27/1989,Approved,11722,Approved
1988.492C,10/6/1988,Approved,11481,Approved
1988.494V,2/24/1989,Approved,,Approved
1988.496C,9/29/1988,Approved,11470,Approved
1988.497C,10/27/1988,Approved,11499,Approved
1988.499C,1/12/1989,Approved,11576,Approved
1988.501D,11/2/1988,Approved,,Approved
1988.504V,12/28/1988,Approved,,Approved
1988.509A,11/10/1988,Withdawn,,Withdawn
1988.510C,11/3/1988,Disapproved,11512,Disapproved
1988.511D,12/1/1988,Approved,11536,Approved
1988.513C,11/30/1989,Approved,11811,Approved
1988.513V,1/3/1990,Approved,,Approved
1988.514C,1/23/1992,Approved,13258,Approved
1988.514C_2,10/6/1988,Approved,11482,Approved
1988.515C,10/20/1988,Approved,11495,Approved
1988.518V,5/16/1989,Approved,,Approved
1988.519V,12/9/1988,Approved,,Approved
1988.523D,11/2/1988,Approved,,Approved
1988.538C,10/27/1988,Approved,11503,Approved
1988.539V,2/16/1989,Approved,,Approved
1988.540C,10/6/1988,Approved,11479,Approved
1988.540V,11/14/1988,Approved,,Approved
1988.541C,9/29/1988,Approved,11469,Approved
1988.542V,12/6/1988,Approved,,Approved
1988.543A,9/21/1988,Approved,,Approved
1988.544V,12/21/1988,Approved,,Approved
1988.545C,10/27/1988,Approved,11504,Approved
1988.546C,5/18/1989,Approved,11662,Approved
1988.546V,6/12/1989,Withdawn,,Withdawn
1988.547C,7/20/1989,Approved,11719,Approved
1988.548C,12/15/1988,Approved,11557,Approved
1988.553D,4/20/1989,Approved,11636,Approved
1988.555D,12/21/1988,Approved,,Approved
1988.556D,12/21/1988,Approved,,Approved
1988.557D,12/21/1988,Approved,,Approved
1988.561C,10/27/1988,Approved,11507,Approved
1988.561V,11/18/1988,Withdawn,,Withdawn
1988.564V,1/31/1989,Disapproved,,Disapproved
1988.566V,2/21/1989,Approved,,Approved
1988.567C,10/27/1988,Approved,11506,Approved
1988.568B,2/9/1989,Approved,11598,Approved
1988.568C,11/14/1991,Approved,13201,Approved
1988.569A,9/21/1988,Approved,,Approved
1988.571V,3/31/1989,Approved,,Approved
1988.572C,11/17/1988,Approved,11526,Approved
1988.573V,10/21/1988,Withdawn,,Withdawn
1988.577V,1/31/1989,Disapproved,,Disapproved
1988.579C,5/25/1989,Approved,11668,Approved
1988.579X,5/25/1989,Approved,11668,Approved
1988.582V,1/13/1989,Disapproved,,Disapproved
1988.583C,11/10/1988,Approved,11517,Approved
1988.585C,10/3/1988,Withdawn,,Withdawn
1988.589V,2/28/1989,Disapproved,,Disapproved
1988.590C,11/3/1988,Approved,11513,Approved
1988.591C,12/1/1988,Disapproved,11539,Disapproved
1988.592C,10/11/1988,Approved,,Approved
1988.593V,10/3/1989,Disapproved,,Disapproved
1988.598C,1/19/1989,Approved,11579,Approved
1988.600V,5/5/1989,Approved,,Approved
1988.602A,10/5/1988,Approved,,Approved
1988.603V,5/25/1989,Withdawn,,Withdawn
1988.605V,10/9/1990,Approved,,Approved
1988.606V,4/24/1989,Approved,,Approved
1988.608C,1/12/1989,Approved,11572,Approved
1988.623V,5/5/1989,Approved,,Approved
1988.627V,3/31/1989,Withdawn,,Withdawn
1988.628D,7/13/1989,Approved,11704,Approved
1988.631A,10/19/1988,Disapproved,,Disapproved
1988.634V,1/31/1989,Approved,,Approved
1988.637D,5/18/1989,Approved,11664,Approved
1988.639C,11/17/1988,Approved,11527,Approved
1988.640V,5/5/1989,Disapproved,,Disapproved
1988.642V,10/27/1989,Approved,,Approved
1988.649C,2/21/1991,Approved,13023,Approved
1988.650C,5/18/1989,Approved,11665,Approved
1988.652A,12/7/1988,Approved,,Approved
1988.654V,6/12/1989,Disapproved,,Disapproved
1988.655C,12/1/1988,Approved,11540,Approved
1988.656V,6/13/1989,Approved,,Approved
1988.671D,11/17/1988,Approved,11533,Approved
