RECORD ID,RECORD NAME,BAN Checklist
2019-018979STR,981 Ingerson Avenue,1082025
2019-019232STR,981 Ingerson Avenue,1082025
2018-001594STR,881 Innes Avenue STR,1082026
2019-021498STR,881 Innes Ave,1082026
2018-016363STR,342 HARKNESS AVE,1082027
2018-005034STR,37 Ottawa Avenue,1082028
2018-005108STR,608 Elizabeth Street,1082029
2018-004842STR,3720 Judah Street,1082031
2018-005025STR,866 Faxon Avenue,1082034
2018-005241STR,1082 De Haro Street,1082035
2018-005051STR,665 19th Avenue,1082036
2018-002038STR,1728 10th Avenue,1082040
2020-005214STR,1728 10th Avenue,1082040
2019-018196STR,246 Douglass Street,1082044
2018-002097STR,75 Moss Street Unit 6 STR,1082045
2019-019216STR,75 Moss Street,1082045
2018-005012STR,12 Brentwood Avenue,1082046
2018-005083STR,821 Capp Street A,1082048
2019-018317STR,821 Capp Street A,1082048
2019-018808STR,821 Capp Street A,1082048
2018-005013STR,3515 Pierce Street,1082050
2018-005119STR,933 Noe Street,1082053
2018-011955STR,2440 Broadway,1082055
2019-021505STR,2440 Broadway Street,1082055
2018-005130STR,90 Aquavista Way,1082057
2018-012350STR,271 Filbert Street,1082059
2018-005031STR,1225 Clay Street Unit 10 Revoked,1082060
2018-005042STR,3552 19th Street,1082063
2018-005026STR,2578 Pine Street,1082068
2018-001195STR,854 B Cole Street,1082070
2018-004171STR,727 46th Avenue Unit B,1082077
2018-010367STR,145 Stanyan Street,1082078
2018-005039STR,2939 Folsom Street,1082079
2018-005077STR,330 29th Street,1082082
2018-005062STR,1250 Bush Street,1082083
2019-018263STR,1250 Bush Street,1082083
2019-018754STR,1250 Bush Street,1082083
2019-020312STR,2531 Harrison Street,1082084
2018-005079STR,15 Peralta Avenue,1082085
2018-005045STR,2178 Fell Street,1082086
2019-018361STR,2178 Fell Street,1082086
2019-018852STR,2178 Fell Street,1082086
2018-005028STR,347 10th Street,1082088
2018-005036STR,436 Corbett Avenue,1082089
2018-005255STR,349 10th Street,1082096
2018-004886STR,1275 Florida Street,1082097
2019-021466STR,1275 Florida Street,1082097
2018-005066STR,742 Baker Street,1082098
2018-005021STR,591 Wildwood Way,1082099
2019-006349STR,591 Wildwood Way (2nd Application),1082099
2019-018366STR,591 Wildwood Way,1082099
2019-018857STR,591 Wildwood Way,1082099
2018-005030STR,1060 Gilman Avenue,1082102
2019-019291STR,1060 Gilman Avenue,1082102
2018-005040STR,14 Museum Way,1082103
2018-005126STR,1548 Fulton Street,1082107
2018-014915STR,140 Divisadero Street Unit 1,1082114
2018-005093STR,541 - 543 Scott Street,1082115
2019-018500STR,541 - 543 Scott Street,1082115
2019-018991STR,541 - 543 Scott Street,1082115
2018-001358STR,Pier 39 Slip G-26 STR Application for a Boat Rental (to be voided by OSTR staff).,1082118
2018-005053STR,137 Cole Street,1082120
2018-005084STR,18 Prospect Avenue,1082121
2019-019339STR,18 Prospect Avenue,1082121
2018-004778STR,2741 Clay Street Apt #4,1082125
2018-005055STR,2399 Bryant Street,1082127
2018-005056STR,226 Ashbury Street,1082133
2018-005088STR,1284 Treat Avenue,1082134
2019-019357STR,1284 Treat Avenue,1082134
2019-019295STR,1422 Willard Street,1082135
2018-005064STR,53 Surrey Street,1082136
2018-005090STR,2198 Fell St Unit 2,1082137
2018-003406STR,259 Wheeler Avenue,1082140
2019-018407STR,259 Wheeler Avenue,1082140
2019-018898STR,259 Wheeler Avenue,1082140
2018-006492STR,485 35th Avenue,1082144
2019-019350STR,317 Mississippi Street,1082145
2020-003563STR,45 Stoneman Street,1082147
2018-004859STR,1145 Pine Street Unit 32,1082149
2018-005080STR,2132 24th Street,1082154
2019-019359STR,2132 24th Street,1082154
2018-007464STR,166 Newton Street,1082155
2018-005086STR,75 Elgin Park Apartment #1,1082156
2019-019204STR,75 Elgin Park Apartment #1,1082156
2018-005089STR,1367 5th Avenue Apt B,1082157
2018-005082STR,108 Ellsworth Street,1082174
2018-004854STR,898 Fell Street,1082176
2019-021457STR,898 Fell Street,1082176
2018-005074STR,56 Woodward Street,1082177
2018-004453STR,135 Lexington Street Unit B,1082183
2019-021511STR,135 lexington apt B,1082183
2018-005094STR,1543 Treat Avenue,1082184
2018-004853STR,818 38th Ave,1082186
2018-005099STR,695 Rhode Island Street,1082189
2019-019354STR,695 Rhode Island Street,1082189
2018-005096STR,1306 43rd Avenue 1,1082190
2018-005087STR,137 27th Street,1082192
2019-018568STR,137 27th Street,1082192
2019-019059STR,137 27th Street,1082192
2018-008249STR,2755 FOLSOM ST,1082203
2018-001873STR,530 Noe Street Unit A,1082206
2019-003758STR,87 Ford Street,1082209
2018-005054STR,2131 35th Avenue,1082213
2018-005117STR,1714 Clay Street Unit 10 Revoked.,1082214
2018-016156STR,175 29th Street,1082219
2018-005070STR,311 Banks Street,1082226
2018-016146STR,510 DIAMOND ST,1082237
2019-018467STR,510 Diamond Street A,1082237
2019-018958STR,510 Diamond Street A,1082237
2019-019273STR,737 31st Avenue,1082238
2018-005065STR,190 Liberty Street,1082240
2018-005081STR,51 Santa Marina Street,1082245
2018-004455STR,400 Beale Street Unit 1201,1082253
2018-005100STR,411 Prentiss St,1082260
2018-004162STR,370 7th Street Unit 12,1082262
2019-018322STR,370 7th Street,1082262
2019-018813STR,370 7th Street,1082262
2018-003866STR,750 Powell Street,1082267
2018-005101STR,26 Wright Street,1082270
2018-005106STR,1121 Noe Street,1082276
2018-005115STR,43 Collingwood Street,1082277
2018-005110STR,804 York Street,1082281
2018-005133STR,201 Mallorca Way Unit 6,1082284
2018-012644STR,729 NORTH POINT ST,1082285
2019-021445STR,729 North Point Street,1082285
2018-005114STR,1009 Brazil Avenue,1082287
2018-004797STR,722 DIAMOND STREET,1082292
2019-019224STR,722 Diamond Street,1082292
2019-019362STR,720 Diamond Street,1082292
2018-005113STR,61 Lucky St.,1082293
2018-012137STR,1751 La Salle Avenue,1082295
2018-006974STR,76 Mallorca Way,1082297
2018-005136STR,4079 24th Street,1082299
2019-018579STR,88 Howard Street Unit 1108,1082300
2019-019070STR,88 Howard Street Unit 1108,1082300
2019-018213STR,550 Jessie Street 317,1082356
2019-018704STR,550 Jessie Street 317,1082356
2018-005129STR,541 Lisbon Street,1082360
2018-004891STR,1359 12th Avenue,1082365
2019-021465STR,1359 12th Ave,1082365
2018-001995STR,869 44th Ave,1082400
2018-004922STR,2600 18th Street #25,1082408
2018-005131STR,376 Eureka Street,1082410
2019-018217STR,376 Eureka Street,1082410
2019-018425STR,376 Eureka Street,1082410
2019-018708STR,376 Eureka Street,1082410
2019-018916STR,376 Eureka Street,1082410
2018-008487STR,1 Saint Francis Place Unit 4307 STR,1082418
2018-001666STR,57 Noe Street STR,1082435
2019-018484STR,57 Noe Street,1082435
2019-018975STR,57 Noe Street,1082435
2018-005135STR,338 Potrero Avenue 203,1082486
2019-018582STR,338 Potrero Avenue Unit 203,1082486
2019-019073STR,338 Potrero Avenue Unit 203,1082486
2018-005132STR,3426 19th Street Unit A,1082490
2018-014304STR,543 Lakeview Avenue,1082533
2018-015593STR,95 Zircon Place,1082564
2018-010771STR,2095 20th Avenue,1082582
2019-018578STR,2095 20th Avenue,1082582
2019-018655STR,2095 20th Avenue,1082582
2019-019069STR,2095 20th Avenue,1082582
2019-019145STR,2095 20th Avenue,1082582
2019-019331STR,2095 20th Avenue,1082582
2018-005238STR,574 Castro Street,1082596
2019-018689STR,574 Castro Street,1082596
2019-019179STR,574 Castro Street,1082596
2018-004157STR,611 Mason Street Unit 508,1082602
2019-018487STR,611 Mason Street Suite 508,1082602
2019-018978STR,611 Mason Street Suite 508,1082602
2018-001597STR,1341 Vallejo Street STR,1082613
2019-021471STR,1341 Vallejo Street,1082613
2018-004881STR,180 Dolores St #8,1082631
2018-015315STR,535 Fell Street (one of three applications for 535 and 537 Fell Street),1082682
2018-015731STR,1946 Clement Street,1082711
2019-021425STR,1946 Clement St ,1082711
2018-003732STR,383 King Street Unit 1412,1082730
2019-018179STR,2185 Bush Street Unit 309,1082732
2018-004875STR,2301 Polk Street Unit 9,1082749
2019-021501STR,2301 Polk Street #9,1082749
2018-006262STR,33 San Jose Avenue,1082757
2018-004882STR,826 Diamond St,1082787
2018-004888STR,363 Jersey St.,1082791
2019-021514STR,363 Jersey St.,1082791
2018-005139STR,795 Elizabeth Street,1082794
2018-004904STR,1521 Treat Ave ,1082796
2019-018138STR,1521 Treat Avenue,1082796
2019-021636STR,1523 Treat Avenue,1082796
2018-005140STR,726 Dartmouth Street,1082801
2018-004878STR,635 Steiner Street,1082824
2019-021510STR,635 Steiner Street,1082824
2018-004880STR,22 Eugenia Ave,1082902
2018-005163STR,885 Fulton Street,1082924
2018-003076STR,581 Pennsylvania Avenue,1082925
2018-005161STR,1 Daniel Burnham Court,1082941
2019-018628STR,1 Daniel Burnham Court,1082941
2019-019118STR,1 Daniel Burnham Court,1082941
2018-005162STR,2415 Van Ness Avenue Unit 605,1082958
2018-003835STR,1624 Vallejo Street Unit 1,1083003
2018-005243STR,3184 Mission Street,1083010
2018-008418STR,3433 20th Street Unit A,1083014
2020-005029STR,2547 32nd Avenue,1083048
2018-008753STR,1371 Vallejo Street,1083054
2018-005236STR,1880 Vallejo Street Unit 2,1083055
2019-019192STR,1880 Vallejo Street Unit 2,1083055
2019-018145STR,78 Sheridan Street,1083075
2018-005244STR,927 Greenwich Street Suite 933,1083092
2020-005067STR,"625 8th Street, #529",1083093
2018-005256STR,152 San Carlos Street Unit A,1083110
2019-019282STR,152 San Carlos Street Unit A - Duplicate,1083110
2018-004782STR,55 9th Street Unit 1003,1083114
2019-018508STR,55 9th Street Unit 1003,1083114
2019-018999STR,55 9th Street Unit 1003,1083114
2018-005258STR,1076 Carolina Street,1083117
2019-018572STR,1076 Carolina Street,1083117
2019-019063STR,1076 Carolina Street,1083117
2018-004883STR,1150 Hyde street #2,1083119
2019-018086STR,1150 Hyde street Unit 2,1083119
2018-005247STR,808 Oak Street A,1083121
2018-015091STR,55 9th Street Unit 606 (2nd application - different applicant),1083135
2019-018128STR,55 9th Street Unit 606,1083135
2018-012823STR,3977 18th Street,1083160
2018-005116STR,1240 25th Avenue,1083168
2018-004914STR,107 Topaz Way,1083231
2019-018277STR,2819 Lawton Street,1083242
2019-018768STR,2819 Lawton Street,1083242
2018-004892STR,477 Oak Street,1083259
2019-018149STR,477 Oak Street,1083259
2018-004893STR,686 Huron Ave,1083267
2018-004788STR,855 Brannan Street Unit 471,1083275
2019-018390STR,855 Brannan Street Unit 471,1083275
2019-018881STR,855 Brannan Street Unit 471,1083275
2020-003348STR,3811 Cesar Chavez Street,1083288
2018-004889STR,736 San Bruno Ave,1083291
2019-021429STR,736 San Bruno Ave,1083291
2018-004784STR,55 9th Street Unit 1212,1083334
2019-018287STR,55 9th Street Unit 1212,1083334
2019-018778STR,55 9th Street Unit 1212,1083334
2018-004907STR,2255 North Point Street. Apartment 104,1083347
2018-014958STR,60 Landers Street Unit 6,1083394
2019-021395STR,60 Landers St #6,1083394
2018-004941STR,4431 20th Street,1083417
2019-018337STR,4431 20th Street,1083417
2019-018828STR,4431 20th Street,1083417
2018-005261STR,6 Prospect Avenue,1083445
2018-005248STR,2953 Fillmore Street Apt A,1083553
2018-004897STR,321 Wilde Ave,1083615
2018-003857STR,55 9th Street Unit 1710,1083631
2018-004905STR,526 Precita Avenue,1083665
2018-004950STR,4173 Cesar Chavez Street,1083710
2019-021482STR,4173 Cesar Chavez St,1083710
2019-020439STR,1774 Jackson Street,1083738
2020-004607STR,1774 Jackson Street,1083738
2018-004783STR,55 9th Street Unit 1116,1083760
2019-018255STR,55 9th Street Unit 1116,1083760
2019-018746STR,55 9th Street Unit 1116,1083760
2018-004947STR,4021 20th Street,1083763
2018-004451STR,220 San Fernando Way,1083771
2018-005240STR,1170 Hampshire Street,1083774
2018-004903STR,860 De Haro Street,1083776
2019-018141STR,860 De Haro Street,1083776
2019-018323STR,1255 Taylor Street Apt #7,1083781
2019-018814STR,1255 Taylor Street Apt #7,1083781
2018-016283STR,5640 Fulton Street,1083808
2018-004909STR,1330 Kirkham Street,1083823
2019-021412STR,1330 Kirkham Street,1083823
2018-004910STR,4142 24th Street,1083866
2018-008613STR,4124 24th Street,1083866
2019-018170STR,4142 24th Street,1083866
2018-004794STR,3410 San Bruno Ave Second Application After First Denial,1083879
2019-021526STR,3410 San Bruno Ave,1083879
2019-018194STR,855 Brannan Street Unit 350,1083881
2018-004918STR,722 12th AVE,1083929
2019-018143STR,1643 37th Avenue,1083977
2018-013147STR,590 30th Avenue,1083997
2019-021934STR,590 30th Avenue (Second Application after first denial),1083997
2018-004955STR,1415 Oakdale Ave,1084021
2018-006978STR,346 San Carlos Street,1084022
2018-010526STR,3380 20TH STREET #203,1084044
2019-004114STR,40 Pico Avenue,1084061
2018-011264STR,1407 Cabrillo Street,1084081
2018-016187STR,772 Treat Avenue,1084090
2018-011385STR,2712 Bryant Street,1084118
2019-006815STR,176 Haight Street WITHDRAWN,1084124
2019-021411STR,176 Haight Street,1084124
2018-004925STR,255 Marina Blvd,1084135
2018-004917STR,24 Jennifer Place,1084173
2019-021483STR,24 Jennifer Place,1084173
2018-007407STR,2437 Ortega Street,1084236
2019-021460STR,2437 Ortega St.,1084236
2018-004921STR,1605 18th St,1084239
2019-018150STR,1605 18th Street,1084239
2019-018166STR,1605 18th Street,1084239
2019-018190STR,1605 18th Street,1084239
2019-018202STR,1605 18th Street,1084239
2018-004781STR,383 King Street Unit 1010,1084253
2018-011220STR,1800 Bryant Street Unit 101,1084285
2018-016087STR,2209 LINCOLN WAY,1084290
2018-005287STR,1 Beachmont Drive,1084309
2018-005262STR,107 Guttenberg Street,1084347
2020-005526STR,107 Guttenberg Street,1084347
2018-012571STR,3822 MISSION STREET,1084377
2018-004924STR,2877 Folsom Street,1084397
2019-021469STR,2877 Folsom Street,1084397
2019-018153STR,1885 Jackson Street Unit 201,1084405
2019-020466STR,576 Texas Street,1084443
2019-020505STR,3749 Clement Street,1084576
2019-021575STR,3749 Clement Street,1084576
2018-005291STR,84 Sycamore St #3,1084578
2019-006530STR,16 Highland Avenue,1084628
2018-004926STR,614 Baker St,1084652
2020-005040STR,120 Beaumont Avenue,1084662
2018-008211STR,270 Athens Street,1084669
2018-004441STR,235 Vicente Street,1084676
2018-005290STR,637 Cole Street,1084684
2018-004966STR,1949 Green Street #1,1084692
2019-021409STR,1949 Green Street #1,1084692
2019-018447STR,1405 Greenwich Street,1084699
2019-018938STR,1405 Greenwich Street,1084699
2018-014918STR,3851 Market Street,1084707
2019-023291STR,San Francisco,1084707
2018-004942STR,73 Maynard St,1084714
2018-004552STR,399 Fremont Street Unit 2607,1084742
2018-004173STR,301 Mission Street Unit 26A,1084747
2018-014422STR,1934 McAllister Street,1084760
2019-021543STR,1934 McAllister st,1084760
2018-005020STR,3447 25th St,1084770
2019-018459STR,3447 25th St,1084770
2019-018950STR,3447 25th St,1084770
2018-004945STR,3777 23rd St,1084793
2018-005273STR,248 Mallorca Way,1084798
2019-018081STR,248 Mallorca Way,1084798
2019-018137STR,3629 23rd Street,1084804
2018-005270STR,380 14th Street 502,1084805
2020-004461STR,882 York Street,1084805
2018-006353STR,951 Church Street,1084831
2019-020356STR,1736 Grove Street,1084844
2018-004954STR,9 Aztec Street,1084856
2018-014990STR,5700 Mission Street Unit 4,1084922
2019-018085STR,152 Brewster street,1084925
2018-006356STR,2536 McAllister Street,1084926
2018-005274STR,3481 Mission Street,1084950
2019-018465STR,3481 Mission Street,1084950
2019-018956STR,3481 Mission Street,1084950
2018-004792STR,1760 Pacific Avenue Apartment 3,1085002
2018-005276STR,35 Dolores Street,1085008
2018-004962STR,2014 47th Ave,1085047
2019-016211STR,1144 Munich Street,1085053
2019-018133STR,28 Pond Street,1085093
2018-004959STR,1653 alabama street,1085112
2018-004958STR,261 Ellsworth Street,1085114
2019-021438STR,261 Ellsworth Street,1085114
2018-004383STR,625 Leavenworth Street Unit 205,1085148
2018-005279STR,1390 Market Street Unit 2825,1085149
2019-018236STR,1390 Market Street Apt Unit 2825,1085149
2019-018727STR,1390 Market Street Apt Unit 2825,1085149
2019-001171STR,1231 York Street,1085150
2018-009851STR,130 Pixley Street,1085226
2018-011989STR,371 ORIZABA AVE,1085267
2018-004234STR,1136 CHURCH ST,1085272
2019-018401STR,325 Noe Street Bottom buzzer,1085288
2019-018892STR,325 Noe Street Unit B,1085288
2018-007966STR,24 Benton Avenue RH1D,1085291
2018-004963STR,427 29th St,1085304
2018-015681STR,578 Precita Avenue,1085332
2019-023030STR,1312 Taylor Street Unit A,1085366
2018-015677STR,1900 Eddy Street Unit 18,1085411
2019-021524STR,"1900 Eddy Street, 18",1085411
2019-018426STR,345 Ewing Terrace,1085420
2019-018917STR,345 Ewing Terrace,1085420
2018-011860STR,77 Miguel Street Unit A,1085429
2019-003489STR,225 LILY STREET,1085496
2018-015722STR,1117 Clement Street,1085497
2018-015804STR,1117 Clement Street,1085497
2019-018430STR,1117 Clement Street,1085497
2019-018921STR,1117 Clement Street,1085497
2018-009246STR,817 Oak Street (2018 Application by New Owners),1085510
2019-018679STR,817 Oak Street,1085510
2019-019169STR,817 Oak Street,1085510
2018-006691STR,458 Gellert Drive,1085572
2018-016158STR,3344 STEINER ST,1085641
2019-018622STR,3344 Steiner Street B (Upstairs Unit),1085641
2019-019112STR,3344 Steiner Street B (Upstairs Unit),1085641
2018-010368STR,359 Frederick Street,1085673
2018-016366STR,633 Ivy Street,1085679
2018-007591STR,532 Natoma Street 2nd Application by Same group,1085699
2019-018422STR,532 Natoma Street,1085699
2019-018514STR,532 Natoma Street,1085699
2019-018532STR,532 Natoma Street,1085699
2019-018540STR,532 Natoma Street,1085699
2019-018913STR,532 Natoma Street,1085699
2019-019005STR,532 Natoma Street,1085699
2019-019023STR,532 Natoma Street,1085699
2019-019031STR,532 Natoma Street,1085699
2019-019214STR,532 Natoma Street,1085699
2019-019222STR,532 Natoma Street,1085699
2019-019243STR,532 Natoma Street,1085699
2019-019244STR,532 Natoma Street,1085699
2019-019285STR,532 Natoma Street,1085699
2019-019347STR,532 Natoma Street,1085699
2019-001004STR,1772 JACKSON ST,1085737
2019-021470STR,1772 Jackson Street,1085737
2019-018376STR,San Francisco,1085739
2019-018867STR,San Francisco,1085739
2018-011872STR,664 NATOMA STREET,1085761
2019-014372STR,1918 Pine Street,1085763
2019-023309STR,San Francisco,1085763
2018-012236STR,15 Merced Avenue,1085826
2020-005084STR,68 McCoppin Street #4,1085856
2019-018126STR,651 Noe Street,1085857
2019-021613STR,586 Sanchez Street,1085857
2019-019343STR,431 Noe Street,1085885
2019-020353STR,1618 46th Avenue,1085888
2018-010334STR,2435 Cabrillo Street,1085927
2018-006239STR,88 Guy Place Unit 204,1085956
2018-010339STR,370 7th Street Unit 9,1086010
2018-007163STR,127 Beaumont Avenue,1086086
2020-001542STR,1634 Fell Street,1086109
2019-006325STR,1266 Treat Avenue,1086115
2018-016064STR,15 VANDEWATER ST,1086119
2019-018505STR,15 Vandewater Street,1086119
2019-018996STR,15 Vandewater Street,1086119
2019-003998STR,628 Steiner Street,1086161
2019-003949STR,441 Casenada Avenue,1086209
2019-019264STR,441 Castenada Avenue,1086209
2018-006163STR,399 Fremont Street Unit 2801,1086255
2018-008671STR,71 Westwood Drive,1086316
2019-018682STR,380 14th Street Unit 407,1086341
2019-019172STR,380 14th Street Unit 407,1086341
2018-006772STR,745 El Camino Del Mar,1086362
2018-012421STR,377 Mount Vernon Avenue,1086383
2018-006742STR,1760 Quesada Avenue,1086412
2019-018520STR,2447 Vallejo Street Unit 4,1086415
2019-019011STR,2447 Vallejo Street Unit 4,1086415
2019-019318STR,595 Noe Street,1086428
2018-015095STR,970 Geary Street Unit 46,1086446
2019-021478STR,71 SAN FELIPE AVE,1086499
2019-018188STR,"845 Vermont Street, IT2",1086501
2018-011109STR,1946 32nd Avenue,1086538
2019-018566STR,1946 32nd Avenue Suite B,1086538
2019-019057STR,1946 32nd Avenue Suite B,1086538
2018-008668STR,"1821 15th Street, Unit 2",1086576
2019-018671STR,821 Mason Street,1086598
2019-019161STR,821 Mason Street,1086598
2020-004417STR,821 Mason Street,1086598
2018-014652STR,301 Monterey Boulevard Unit 1,1086643
2019-019257STR,301 Monterey Blvd,1086643
2018-015224STR,2362 Folsom Street Unit A,1086693
2019-018243STR,1880 Turk Street,1086781
2019-018486STR,1880 Turk Street,1086781
2019-018673STR,1880 Turk Street,1086781
2019-018734STR,1880 Turk Street,1086781
2019-018977STR,1880 Turk Street,1086781
2019-019163STR,1880 Turk Street,1086781
2019-019198STR,1880 Turk Street,1086781
2019-019245STR,1880 Turk Street,1086781
2018-008763STR,3016 Scott Street,1086808
2018-014493STR,2 Midcrest Way,1086827
2020-005032STR,"188 Minna Street, Apt 38B",1086828
2018-008684STR,45 Murray Street,1086829
2018-011050STR,6 Summit Way,1086836
2018-007949STR,1239 21st Avenue,1086837
2019-018199STR,199 Marietta Drive,1086918
2018-011052STR,680 Broadway Unit 2,1086954
2019-019335STR,680 Broadway 2,1086954
2019-021428STR,678-680 Broadway,1086954
2018-011179STR,3128 Washington Street,1086971
2019-018281STR,3128 Washington,1086971
2019-018772STR,3128 Washington,1086971
2018-010285STR,2231 Steiner Street,1086976
2019-018464STR,855 Brannan Street,1086980
2019-018955STR,855 Brannan Street,1086980
2020-000561STR,855 Brannan Street Unit 673,1086980
2019-019325STR,1232 21st Avenue,1087002
2019-018434STR,1450 Greenwich Street,1087059
2019-018925STR,1450 Greenwich Street,1087059
2018-015153STR,140 Graystone Terrace Unit 2,1087135
2018-010518STR,2944 23rd Street,1087153
2019-018226STR,201 Folsom Street Unit 8H,1087158
2019-018717STR,201 Folsom Street Unit 8H,1087158
2018-015089STR,55 9th Street Unit 1001,1087218
2019-018299STR,1096 Ashbury Street Unit 1,1087278
2019-018790STR,1096 Ashbury Street Unit 1,1087278
2019-018251STR,1641 Page Street,1087282
2019-018742STR,1641 Page Street,1087282
2018-011790STR,2337 Mission Street Unit C,1087284
2019-018528STR,2337 Mission Street c,1087284
2019-019019STR,2337 Mission Street c,1087284
2018-014911STR,1267 Chestnut Street Unit 2,1087286
2019-018373STR,1267 Chestnut Street 2,1087286
2019-018864STR,1267 Chestnut Street 2,1087286
2018-008681STR,3646 16th Street,1087290
2020-002741STR,715 Baker St,1087346
2019-018192STR,3514 26th Street Unit 2,1087369
2019-018156STR,1411 37th Avenue,1087384
2018-011834STR,2367 Bryant Street Unit A,1087405
2019-018353STR,2367 Bryant Street #A,1087405
2019-018844STR,2367 Bryant Street #A,1087405
2019-018343STR,1643 44th Avenue,1087592
2019-018834STR,1643 44th Avenue,1087592
2018-014762STR,2169 26th Avenue,1087603
2020-005042STR,"625 8th Street, 415",1087661
2020-005043STR,117 Prospect Avenue Unit A,1087672
2019-004189STR,20 Aztec Street,1087733
2018-009476STR,1429 LEAVENWORTH ST 102,1087761
2019-003557STR,2251 42nd Avenue,1087764
2018-008208STR,3333 Clay Street Unit 3,1087765
2019-021529STR,1857 23RD Ave,1087769
2019-004983STR,355 Moncada Way,1087790
2018-014991STR,222 SADOWA ST,1087791
2018-011482STR,2817 PINE ST,1087911
2019-021480STR,42 Seward st,1087929
2018-015090STR,55 9th Street Unit 403,1087930
2019-018172STR,3863 19th Street,1087952
2019-018381STR,3863 19th Street,1087952
2019-018431STR,3863 19th Street,1087952
2019-018592STR,3863 19th Street,1087952
2019-018872STR,3863 19th Street,1087952
2019-018922STR,3863 19th Street,1087952
2019-019083STR,3863 19th Street,1087952
2019-019194STR,3863 19th Street,1087952
2019-019238STR,3863 19th Street,1087952
2019-019326STR,3863 19th Street,1087952
2019-021606STR,3863 19th Street,1087952
2019-021633STR,3863 19th Street,1087952
2019-021655STR,3863 19th Street,1087952
2019-021587STR,3863 19th Street,1087955
2018-009941STR,2120 Leavenworth Street,1088004
2018-009409STR,1535 Oak Street #2,1088018
2018-014646STR,1344 Minna Street Unit A,1088097
2019-018197STR,2711 Union Street,1088133
2018-014421STR,187 Russ Street,1088136
2019-023277STR,2031 1/2 Powell Street,1088271
2020-000794STR,1271 15TH AVE,1088299
2018-014914STR,1270 19th Avenue,1088336
2019-021430STR,1270 19th ave,1088336
2019-019248STR,274 Athens Street,1088349
2018-008656STR,4069 19th Street Unit B,1088354
2018-008609STR,3425 Alemany Blvd,1088427
2018-007965STR,307 Page Street Unit 3,1088459
2019-020330STR,103 Franconia Street,1088579
2019-018648STR,855 Brannan Street Unit 277,1088669
2019-019138STR,855 Brannan Street Unit 277,1088669
2019-013207STR,454 Holladay Avenue,1088679
2019-018246STR,129 Beaumont Avenue,1088682
2019-018737STR,129 Beaumont Avenue,1088682
2020-005034STR,2278 22nd Avenue,1088714
2018-012805STR,1735 47th Avenue,1088723
2018-012431STR,197 Edinburgh Street,1088728
2019-021546STR,197 EDINBURGH ST,1088728
2018-015826STR,1572 Green Street,1088733
2019-018195STR,201 Topeka Avenue,1088754
2019-016682STR,235 Holyoke Street,1088778
2018-013001STR,45 Whittier Street,1088797
2018-014648STR,3070 California Street Unit 301,1088813
2018-011779STR,1235 05TH AVE,1088817
2019-018522STR,2007 Golden Gate Avenue,1088828
2019-019013STR,2007 Golden Gate Avenue,1088828
2019-019190STR,1216 Haight Street,1088850
2018-016437STR,766 TREAT AVE,1088872
2019-018642STR,766 Treat Avenue,1088872
2019-019132STR,766 Treat Avenue,1088872
2019-018561STR,1266 De Haro Street,1088876
2019-019052STR,1266 De Haro Street,1088876
2019-019306STR,1266 De Haro Street,1088876
2019-014287STR,4020 Lawton Street,1088884
2018-015775STR,797 Victoria Street,1088899
2019-018215STR,San Francisco,1089005
2019-018706STR,San Francisco,1089005
2019-018247STR,186 27th Street,1089074
2019-018738STR,186 27th Street,1089074
2018-010558STR,827 24th Avenue,1089080
2018-010986STR,829 24TH AVE,1089080
2018-017295STR,2062 47TH AVE,1089081
2019-019327STR,1864 Golden Gate Avenue,1089104
2018-016631STR,18 Bernice Street Unit 102,1089121
2019-018449STR,18 Bernice Street 102,1089121
2019-018940STR,18 Bernice Street 102,1089121
2019-018624STR,1215 6th Avenue Unit A,1089133
2019-019114STR,1215 6th Avenue Unit A,1089133
2018-015770STR,2929 23rd Street,1089154
2019-018231STR,855 Brannan Street Unit 281,1089172
2019-018722STR,855 Brannan Street Unit 281,1089172
2019-014370STR,28 Allen Street (2nd application),1089196
2019-019297STR,San Francisco,1089196
2020-004653STR,301 Montcalm Street,1089229
2019-018272STR,San Francisco,1089237
2019-018661STR,3557 17th Street,1089237
2019-018763STR,San Francisco,1089237
2019-019151STR,3557 17th Street,1089237
2019-018613STR,67 Meadowbrook Drive,1089241
2019-019104STR,67 Meadowbrook Drive,1089241
2018-009229STR,2638 Irving Street,1089246
2018-014303STR,21 Clarence Place Unit 601 (2nd application after prior denial),1089283
2018-015771STR,2096 Castro Street,1089318
2020-000093STR,625 8th Street Unit 302,1089436
2018-014361STR,45 Dunsmuir Street,1089447
2019-018345STR,1 Apollo Street,1089491
2019-018836STR,1 Apollo Street,1089491
2019-016717STR,678 10th Avenue,1089590
2019-018593STR,38 Sharon Street Unit A,1089616
2019-019084STR,38 Sharon Street Unit A,1089616
2019-023003STR,38 Sharon Street Unit A,1089616
2020-000718STR,38 Sharon Street Unit A,1089616
2018-009913STR,1830 Santiago Street,1089634
2019-021386STR,1830 Santiago Street,1089634
2019-000241STR,1383 11th Avenue,1089643
2018-015992STR,50 Forest Knolls Drive,1089655
2018-011736STR,185 Kensington Way,1089659
2019-018442STR,1076 De Haro Street,1089665
2019-018933STR,1076 De Haro Street,1089665
2018-009293STR,140 Margaret Avenue,1089719
2019-018350STR,3 Naples Street,1089741
2019-018841STR,3 Naples Street,1089741
