RECORD ID,RECORD NAME,BAN Checklist
2019-018684STR,1774 27th Avenue,1071911
2019-019174STR,1774 27th Avenue,1071911
2018-004169STR,498 35th Avenue (Second Application at this Dwelling Unit),1071913
2017-008448STR,1727 20TH AVE,1071927
2019-017239STR,1727 20th Avenue,1071927
2017-007565STR,288 27th Avenue,1071931
2017-011015STR,414 28th Street Unit A STR,1072020
2017-015659STR,828 CORTLAND AVE,1072023
2020-005035STR,1963 Hayes Street,1072035
2017-008857STR,3653 24th Street Unit 6 SUSPENDED,1072042
2018-003377STR,1212 Cayuga Avenue,1072043
2017-007769STR,244 Murray STR,1072046
2017-010604STR,1125 CAROLINA ST,1072094
2019-021520STR,1125 Carolina Street,1072094
2018-005260STR,1425 Kirkham Street,1072118
2017-008058STR,59 Rondel Place,1072161
2017-007909STR,3023 Buchanan Street,1072199
2017-007902STR,2789 Union Street,1072211
2017-013170STR,20 BESSIE ST,1072216
2017-008322STR,767 San Bruno Avenue STR,1072224
2019-019815STR,767 San Bruno Avenue,1072224
2017-007916STR,3339 20th Street,1072225
2018-000133STR,3339 20th st,1072225
2017-007981STR,1894 36th Avenue,1072259
2017-008232STR,1926 Jefferson Street,1072283
2017-010907STR,1926 JEFFERSON ST,1072283
2018-015816STR,256 Waller Street Unit A,1072316
2018-002686STR,1316 PORTOLA DR,1072320
2017-007994STR,1352 Stevenson Street,1072333
2019-019881STR,1352 Stevenson Street,1072333
2017-009146STR,"2077 Jackson Street, #5",1072335
2017-007967STR,818 Steiner Street,1072349
2017-008099STR,430 Capistrano Avenue,1072363
2017-008217STR,2817 19th Street STR,1072467
2017-008218STR,2817 19th Street STR,1072467
2019-019766STR,2817 19th Street,1072467
2017-008319STR,974 Plymouth Avenue STR,1072489
2017-008123STR,862 Wisconsin Street SUSPENDED (later withdrawn by host),1072496
2017-008820STR,478 10th Avenue,1072511
2017-009844STR,498 35th Avenue STR,1072606
2017-010585STR,429 PARKER AVE,1072632
2017-008479STR,226 Raymond Avenue,1072649
2018-008799STR,175 Lunado Way,1072672
2017-008449STR,282 LIBERTY ST,1072682
2017-009860STR,403 Clayton Street STR,1072731
2017-008575STR,65 Levant Street,1072747
2017-008489STR,68 Fountain Street,1072790
2018-000134STR,701 Florida Street,1072838
2017-008739STR,74 Aquavista Way,1072846
2019-022790STR,74 Aquavista Way,1072846
2017-010532STR,78 NEY ST,1072884
2017-016059STR,78 Ney Street STR,1072884
2019-021527STR,78 Ney St.,1072884
2017-008749STR,1841 44th Avenue REVOKED,1072952
2017-008945STR,417 Teresita Blvd,1072973
2017-008742STR,2761 Bryant Street,1072978
2017-009489STR,1738 8th Avenue,1072979
2017-009058STR,2584 27th Avenue,1072988
2017-009172STR,335 Clipper Street STR,1072996
2019-003485STR,583 Corbett Ave,1073008
2019-018397STR,574 Castro Street,1073008
2019-018888STR,574 Castro Street,1073008
2017-008850STR,937 GOETTINGEN ST,1073053
2017-009053STR,190 Emmett Court,1073079
2020-002739STR,1331 47th Avenue,1073350
2017-011297STR,158A Noe Street STR,1073361
2017-009632STR,4608 Irving Street,1073367
2017-009183STR,3303 Folsom Street STR,1073370
2020-003096STR,3303 Folsom Street,1073370
2017-009414STR,109 Gates Street,1073379
2018-005187STR,1562 Shafter Avenue,1073424
2019-018233STR,1562 Shafter Avenue,1073424
2019-018724STR,1562 Shafter Avenue,1073424
2017-009506STR,130 Devonshire Way STR,1073467
2018-000136STR,1936 Folsom Street,1073472
2017-009257STR,42 Russell Street,1073504
2017-009956STR,2226 California Street Unit 101,1073528
2017-009205STR,136 Newton Street,1073547
2019-021051STR,136 Newton Street,1073547
2019-006963STR,2048 Green Street,1073686
2017-009538STR,88 Townsend Street Unit 309,1073768
2019-020171STR,754 Moultrie Street,1073774
2019-020425STR,754 Moultrie St. ,1073774
2017-009733STR,325 HOWTH ST,1073856
2019-020089STR,1841 24th Avenue,1073859
2019-020407STR,1841 24th Avenue,1073859
2017-010620STR,143 CENTRAL AVENUE REVOKED (UNDER REVIEW),1073979
2017-012911STR,1957 Beach Street STR,1073990
2019-020073STR,328 Rutledge Street,1073993
2019-020214STR,328 Rutledge St,1073993
2017-010628STR,54 BRET HARTE TERRACE UNIT 3,1074021
2017-010041STR,25 HOFFMAN AVE,1074024
2017-010143STR,2313 JONES ST,1074029
2018-000137STR,1261 Rhode Island Street,1074036
2017-016402STR,2231 North Point Street STR,1074055
2018-000138STR,2231 North Point Street,1074055
2017-009848STR,16 Capitol Avenue STR,1074110
2019-021230STR,16 Capitol Avenue,1074110
2017-009944STR,1751 Grove Street STR,1074113
2017-013052STR,"767 Bryant Street, Unit 202",1074136
2017-010516STR,176 Corona Street STR,1074154
2017-013866STR,91 Stoneyford Avenue STR,1074237
2020-004521STR,91 Stoneyford Avenue,1074237
2017-010611STR,1235 20TH AVE,1074292
2017-011010STR,148 MARVIEW WAY,1074307
2017-010297STR,55 9th Street Unit 606,1074333
2019-020310STR,2741 Clay Street #1,1074345
2017-014810STR,744 Union Street Unit 2 STR,1074347
2019-021418STR,744 Union St Apt 2,1074347
2017-011005STR,770 03RD AVE,1074355
2018-000139STR,2 Dawnview Way,1074361
2018-000140STR,749 Capp Street,1074362
2017-010589STR,525 LAIDLEY ST,1074381
2018-014986STR,2407 Harrison Street Unit 3,1074408
2019-021444STR,2407 harrison street #3,1074408
2017-011141STR,1126 Harrison Street STR,1074458
2017-010607STR,406 CHENERY ST,1074524
2017-010173STR,115 Bartlett Street Unit B,1074529
2017-011001STR,149 TERESITA BLVD,1074595
2017-010713STR,192 EMMETT CT,1074655
2017-012583STR,4447 LINCOLN WAY,1074657
2017-010515STR,767 Carolina Street Unit B,1074662
2017-011622STR,999 16th Street Unit 18,1074678
2017-012209STR,1252 SOUTH VAN NESS AVE,1074679
2019-023262STR,576 CLIPPER ST,1074691
2017-011408STR,1156 Filbert Street  STR,1074694
2017-012204STR,55 DIAMOND ST,1074734
2018-001775STR,790 Naples Street,1074744
2019-021489STR,790 Naples St,1074744
2019-004639STR,75 Wood Street,1074745
2017-011678STR,206 Willard Street (north) STR,1074795
2018-000141STR,1185 Rhode Island street,1074818
2017-012175STR,1718 YOSEMITE AVE,1074834
2018-000142STR,732 15th Avenue,1074879
2017-011298STR,1436 Revere Avenue STR,1074911
2019-020686STR,1436 REVERE AVE,1074911
2017-013913STR,2025 KIRKHAM ST,1074919
2019-018235STR,2027 Kirkham Street Penthouse,1074919
2019-018726STR,2027 Kirkham Street Penthouse,1074919
2017-016266STR,976 Union Street,1074923
2019-020217STR,844 York Street,1074932
2020-004423STR,844 York Street,1074932
2019-021539STR,949 North Point St,1074935
2017-012202STR,1587 34TH AVE,1074968
2017-016137STR,4012 24th Street Unit 2 STR,1074977
2019-021523STR,4012 24th street 2,1074977
2019-016672STR,393 Crescent Avenue,1074979
2017-011233STR,3222 MISSION ST,1074987
2017-011525STR,1244 30th Avenue STR,1074991
2019-020283STR,2542 Third Street,1075018
2019-020609STR,2542 3rd Street,1075018
2018-000143STR,2478 3rd Street,1075064
2018-004930STR,905 Portola Dr,1075081
2017-011253STR,3821 Lawton Street STR,1075142
2020-005077STR,3821 Lawton Street,1075142
2019-020465STR,1777 Oak Street,1075145
2019-020679STR,1777 Oak Street,1075145
2017-011133STR,220 Castro Street,1075216
2018-000144STR,87 Lilac Street,1075231
2018-015712STR,87 Lilac Street,1075231
2018-000145STR,1851 27th Ave,1075250
2019-020234STR,2 Curtis St,1075341
2017-012463STR,401 NEVADA Street Unit A,1075352
2018-000146STR,950 Harrison Street #208,1075389
2018-014649STR,2266 Union Street Unit 3,1075404
2019-021626STR,2266 Union Street Suite 3,1075405
2017-015652STR,39 Reed Street STR,1075492
2019-021519STR,39 reed st,1075492
2017-011872STR,160 Graystone Terrace Unit 2 STR,1075512
2017-013890STR,865 Filbert Street Unit 1A STR,1075573
2018-005293STR,441 Linden Street,1075582
2018-004887STR,535 Fell Street,1075596
2017-014905STR,1690 Bay Street Unit 103 STR,1075654
2019-021544STR,"1690 bay street, apt. 103",1075654
2017-012895STR,534 Castro Street STR,1075668
2017-011477STR,855 Brannan Street Unit 564 STR,1075681
2019-018441STR,83 McAllister Street #405,1075684
2019-018932STR,83 McAllister Street #405,1075684
2017-011535STR,1712 Quesada Avenue,1075686
2018-003929STR,432 Jackson Street,1075702
2018-016254STR,527 Alvarado Street,1075706
2017-012203STR,4421 20th Street,1075709
2020-004498STR,2670 47th Avenue,1075714
2018-000147STR,379 Laidley Street,1075716
2018-004101STR,379 Laidley Street,1075716
2020-004028STR,379 Laidley Street,1075716
2017-011592STR,2215 Rivera Street STR SUSPENDED DUE TO COMPLAINTS,1075717
2020-005231STR,1550 Plymouth Avenue,1075720
2018-003390STR,4521 25th Street Unit 1,1075722
2020-005315STR,574 Prentiss Street,1075728
2017-012904STR,3869 25th Street,1075739
2017-016024STR,826 Alvarado Street STR,1075771
2019-021448STR,826 Alvarado Street,1075771
2018-000148STR,552 Waller Street,1075773
2018-004834STR,93 Webster Street,1075780
2017-012347STR,281 ANDERSON ST,1075796
2018-000853STR,364 Banks Street STR,1075800
2017-016066STR,160 Paraiso Place STR,1075801
2017-015565STR,1423 24th Avenue STR,1075810
2018-000149STR,2101 Vallejo Street,1075841
2017-014785STR,242 15TH AVE,1075842
2019-020317STR,42 Vernon Street,1075846
2020-000836STR,42 Vernon Street,1075846
2018-000150STR,2044 Jefferson Street,1075860
2020-004489STR,2044 Jefferson Street,1075860
2019-020292STR,155 Harriet Street Unit 8,1075863
2018-000003STR,855 Brannan Street Unit 376,1075870
2018-000151STR,855 Brannan Street Unit 376,1075870
2017-012446STR,111 YALE ST,1075871
2017-012561STR,2336 CASTRO ST,1075872
2017-011560STR,1330 Mason Street STR,1075873
2018-005058STR,579 9th Ave,1075874
2017-014073STR,219 Lisbon Street STR,1075877
2017-012560STR,213 06TH AVE UNIT A,1075878
2019-018608STR,213 6th Avenue Unit A,1075878
2019-019099STR,213 6th Avenue Unit A,1075878
2020-003635STR,29 Lyon Street,1075880
2020-003636STR,29 Lyon Street,1075880
2020-003644STR,29 Lyon Street,1075880
2017-012488STR,527 DIAMOND ST,1075882
2019-018162STR,250 Mississippi Street,1075884
2018-000152STR,2212 Golden Gate Avenue,1075887
2018-004809STR,1972 Green Street,1075889
2018-004798STR,961 Pine Street Unit A,1075897
2018-000153STR,1234 43rd Avenue,1075899
2018-002541STR,679 LISBON ST,1075905
2018-000154STR,416 Vallejo Street,1075906
2017-011782STR,1660 Sacramento Street Unit 11 STR,1075912
2018-000901STR,269 Moulton Street STR,1075917
2017-012330STR,1430 RHODE ISLAND ST,1075919
2019-018301STR,1430 Rhode Island Street,1075919
2019-018792STR,1430 Rhode Island Street,1075919
2017-013565STR,118 San Jose Avenue B,1075920
2019-018519STR,15th Avenue,1075923
2019-019010STR,15th Avenue,1075923
2020-005046STR,201 Harrison Street Unit 505,1075934
2019-018573STR,3840 21st Street downstairs,1075940
2019-019064STR,3840 21st Street downstairs,1075940
2018-001600STR,68 Diamond Street Unit 2 STR,1075944
2017-015468STR,57 Saturn Street STR,1075945
2018-001362STR,55 9th Street Unit 1401,1075947
2017-013917STR,1235 FLORIDA ST,1075948
2017-013921STR,1235 Florida Street STR,1075948
2019-018279STR,1235 Florida Street,1075948
2019-018770STR,1235 Florida Street,1075948
2018-000155STR,1760 9th Avenue,1075959
2017-011685STR,3335 Clement Street STR,1075969
2017-011722STR,1251 Masonic Avenue STR,1075983
2017-014787STR,45 SHAWNEE AVE,1075997
2017-013689STR,4905 Mission Street Unit A STR,1076006
2019-021401STR,4905 MISSION ST. APT A,1076006
2018-002850STR,1020 GOETTINGEN ST,1076009
2020-005207STR,1020 Goettingen Street,1076009
2017-011835STR,1338 Mason Street STR,1076011
2017-012587STR,556 25TH AVE,1076015
2020-003683STR,556 25th Avenue,1076015
2018-015588STR,855 Brannan Street Unit 371,1076034
2020-001517STR,311 4th Ave,1076037
2018-000156STR,1 Dawson Place 1E,1076043
2018-004949STR,1433 shotwell,1076060
2018-007936STR,1443 Shotwell Street,1076060
2019-018161STR,1433 shotwell,1076060
2017-014299STR,1217 CLAY ST,1076067
2019-019333STR,1217 Clay Street,1076067
2019-019334STR,1217 Clay Street,1076067
2018-000157STR,605 San Bruno Avenue,1076078
2018-003708STR,605 San Bruno Avenue,1076078
2019-023276STR,155 Olmstead Street,1076094
2019-019508STR,1870 36th Avenue,1076112
2019-020386STR,2289 15th St,1076128
2020-005393STR,2289 15th Street,1076128
2018-011932STR,74 Douglass Street,1076158
2018-016094STR,274 LIBERTY ST,1076160
2017-011894STR,2726 Pine Street STR,1076172
2018-008848STR,2726 PINE ST,1076172
2019-021427STR,2726 Pine Street,1076172
2019-021463STR,2726 Pine Street,1076172
2020-005026STR,4611 18th Street #4,1076174
2018-005175STR,1825 Stockton St,1076178
2017-014812STR,246 BEMIS ST,1076191
2019-018421STR,246 Bemis Street Apt A,1076191
2019-018912STR,246 Bemis Street Apt A,1076191
2018-004843STR,487 Vallejo Street,1076202
2017-014793STR,353 King Street Unit 625,1076204
2018-004828STR,3864 21st Street,1076216
2018-007881STR,1943 Cabrillo Street,1076248
2019-018603STR,2101 Bryant Street 103,1076253
2019-019094STR,2101 Bryant Street 103,1076253
2017-014179STR,33 VANDEWATER ST,1076256
2018-000002STR,829 Haight Street STR,1076257
2018-000158STR,829 Haight Street,1076257
2019-018380STR,829 Haight Street,1076257
2019-018871STR,829 Haight Street,1076257
2019-020320STR,2219 47th Ave,1076264
2019-018257STR,1374 Jackson Street,1076322
2019-018748STR,1374 Jackson Street,1076322
2019-020245STR,336 Funston Avenue,1076353
2018-004970STR,237 Collingwood st ,1076363
2019-021414STR,237 Collingwood st ,1076363
2017-013623STR,2525 19TH ST,1076371
2019-021531STR,2525 19th Street,1076371
2017-013419STR,55 9th Street Unit 607,1076386
2017-015031STR,4049 19th Avenue STR,1076429
2019-021509STR,4049 19th Ave,1076429
2019-021512STR,538-540 Natoma Street,1076432
2018-004835STR,930 Ashbury Street,1076445
2019-021535STR,930 Ashbury Street,1076445
2018-000159STR,2050 31st Ave,1076476
2018-000160STR,32 Varennes Street,1076489
2019-018368STR,3045 Jackson Street 402,1076508
2019-018859STR,3045 Jackson Street 402,1076508
2018-003111STR,880 Pacheco Street,1076509
2017-014495STR,226 27TH ST,1076520
2017-014182STR,524 MOULTRIE ST,1076530
2018-004801STR,435 China Basin St Unit 332,1076531
2019-003603STR,435 China Basin Street Unit 332,1076531
2017-014184STR,2139 15TH AVE,1076534
2017-016537STR,42 Homestead Street STR,1076540
2018-000161STR,42 Homestead Street,1076540
2017-015336STR,1045 Noe Street STR,1076543
2019-018312STR,1045 Noe Street,1076543
2019-018803STR,1045 Noe Street,1076543
2017-013691STR,1235 24th Avenue,1076554
2018-003099STR,1228 UNION ST,1076567
2018-000162STR,9 College Terrace,1076574
2018-000163STR,2006 20th Avenue,1076578
2020-001507STR,2006 20th Ave,1076578
2018-004879STR,3131B Divisadero St.,1076596
2017-014489STR,4075 17TH ST,1076598
2017-014806STR,1625 LAKE ST,1076606
2018-004964STR,1262 18th Avenue,1076651
2019-018139STR,1262 18th Avenue,1076651
2019-019280STR,1035 Bush Street Unit 17,1076653
2017-015469STR,383 King Street Unit 1512,1076657
2018-000164STR,296 Liberty Street,1076668
2019-004105STR,3415 Cesar Chavez Street Unit C,1076675
2018-004929STR,1766 Revere Avenue,1076676
2017-014710STR,544 WALLER ST,1076677
2018-000165STR,102 Bradford Street Unit B,1076679
2019-018249STR,102 Bradford Street Apt. B,1076679
2019-018740STR,102 Bradford Street Apt. B,1076679
2019-020405STR,672 Lyon Street,1076683
2019-022855STR,672 Lyon Street,1076683
2019-021404STR,5032 Mission Street,1076684
2018-004802STR,1101 Gilman Avenue,1076694
2018-000166STR,278 Bright st,1076701
2020-004029STR,278 bright st,1076701
2018-005194STR,235 Laussat Street Unmarked Hallway Door to the left of #235,1076709
2017-016453STR,349 Monticello Street STR,1076711
2018-000167STR,349 Monticello Street,1076711
2019-018184STR,167 Crown Court Unit 8,1076716
2017-014520STR,172 CONNECTICUT ST,1076717
2019-023282STR,172 A Connecticut St ,1076717
2017-014720STR,75 LAPIDGE ST,1076756
2018-003867STR,1015 Masonic Avenue Unit 7,1076777
2017-014099STR,350 CAPISTRANO AVE,1076784
2017-014715STR,2415 VAN NESS AVE,1076786
2017-015190STR,1062 ingerson Avenue STR,1076794
2018-004844STR,3972 19th Street,1076822
2019-018574STR,1915 Diamond Street A,1076826
2019-019065STR,1915 Diamond Street A,1076826
2018-000168STR,133 Caine Ave.,1076845
2017-014804STR,30 MIGUEL ST,1076850
2019-023258STR,30 Miguel Street,1076850
2017-012825STR,2098 CALIFORNIA STREET,1076854
2017-013510STR,55 9th Street Unit 1513,1076859
2018-015583STR,1395 Golden Gate Avenue Unit 107 (Second Application after first denial for same applicant),1076861
2019-018627STR,1395 Golden Gate Avenue 107,1076861
2019-019117STR,1395 Golden Gate Avenue 107,1076861
2019-021431STR,1395 Golden Gate Ave. #107,1076861
2019-021955STR,855 Brannan Street Unit 471,1076861
2017-015734STR,766 South Van Ness Avenue STR,1076862
2017-012936STR,167 Hernandez Avenue STR,1076865
2019-023266STR,167 Hernandez Ave,1076865
2017-015400STR,1960 Golden Gate Avenue STR,1076871
2019-019344STR,1960 Golden Gate Avenue,1076871
2017-013690STR,228 Bonview Street,1076886
2019-022772STR,1119 Girard Street,1076911
2017-015991STR,314 21ST AVENUE STR,1076914
2019-004495STR,942 DIVISADERO ST,1076915
2018-000169STR,379 Hill Street,1076983
2017-013400STR,730 11th Avenue STR,1076985
2018-000170STR,55 9th Street Unit 1706,1076991
2018-004841STR,43 Miguel Street,1077004
2019-021434STR,1758 9th Ave,1077030
2018-000171STR,1527 Jones Street,1077067
2017-013456STR,55 9th Street Unit 411,1077075
2017-015593STR,703 San Bruno Ave,1077095
2020-005008STR,703 San Bruno Avenue,1077095
2017-013920STR,54 Rosemont Place STR,1077101
2020-002559STR,"1530 York Street, Unit 2",1077109
2017-013182STR,1630 32nd Avenue,1077120
2017-015203STR,59 Beideman Street STR,1077145
2018-000172STR,55 9th Street Unit 1310,1077151
2017-013759STR,1051 Noe Street STR,1077153
2019-021439STR,1051 Noe Street,1077153
2020-005385STR,23 Sparta Street,1077154
2018-005165STR,1654 Great Highway,1077160
2019-018546STR,1654 Great Highway,1077160
2019-019037STR,1654 Great Highway,1077160
2018-002091STR,198 Miraloma Drive,1077161
2018-004414STR,3422 16th Street,1077163
2018-001040STR,1620 NOE ST,1077183
2017-015937STR,172 Clinton Park STR,1077185
2017-015014STR,68 Rockwood Court STR,1077234
2019-018265STR,68 Rockwood Court,1077234
2019-018756STR,68 Rockwood Court,1077234
2017-015461STR,195 DUBOCE AVE,1077236
2018-004967STR,4171 Cesar Chavez St,1077243
2018-007278STR,151 BYXBEE ST,1077248
2017-016646STR,1109 Montgomery Street STR,1077291
2017-015154STR,175 Boutwell Street STR,1077295
2018-016386STR,635 Athens Street,1077305
2017-015380STR,2157 48TH AVE,1077308
2019-018619STR,2157 48th Avenue,1077308
2019-019109STR,2157 48th Avenue,1077308
2018-000173STR,39 Oakwood St,1077314
2018-003433STR,39 OAKWOOD ST,1077314
2018-000174STR,2004 19th Street,1077318
2020-005028STR,263 Sanchez St,1077330
2017-015736STR,539 Waller Street STR,1077339
2019-021493STR,539 Waller St,1077339
2017-016217STR,178 Bridgeview Dr,1077340
2020-005235STR,178 Bridgeview Drive,1077340
2018-000175STR,351 Vienna St,1077342
2017-013760STR,1793 Sanchez Street STR,1077350
2019-021449STR,1793 Sanchez Street,1077350
2017-016002STR,3137 Folsom Street STR,1077370
2017-016406STR,276 Edgewood Avenue STR,1077375
2018-000176STR,276 Edgewood Ave,1077375
2018-002554STR,149 Mullen Avenue,1077379
2017-015361STR,812 Bay Street Unit 7 STR,1077385
2019-019320STR,812 Bay Street Apt 7,1077385
2017-015470STR,3265 Harrison Street Unit 1/2 STR,1077387
2019-018341STR,3265 1/2 Harrison St. Ground Floor,1077387
2019-018832STR,3265 1/2 Harrison St. Ground Floor,1077387
2018-005250STR,85 Webster Street,1077389
2018-000177STR,3051 25th Street,1077396
2018-000178STR,1265 Union Street,1077397
2018-000179STR,532 Natoma Street,1077402
2018-004856STR,3375 21st Street Unit 3,1077403
2017-014545STR,709 Shotwell Street STR,1077407
2019-018356STR,709 Shotwell Street,1077407
2019-018847STR,709 Shotwell Street,1077407
2017-015561STR,2941 23rd Avenue STR,1077413
2020-003717STR,9 Ignacio Avenue,1077445
2018-000180STR,850 Steiner St,1077450
2018-001606STR,850 Steiner Street STR,1077450
2019-021472STR,850 Steiner St.,1077450
2017-015916STR,980 BUSH ST,1077451
2019-019211STR,980 Bush Street Apt 501,1077451
2018-000181STR,443 15th Avenue 1,1077467
2018-000182STR,2215 32nd Ave,1077529
2018-000183STR,3191 Washington Street 5,1077539
2018-002239STR,322 ROME ST,1077541
2017-014979STR,1821 15th Street Unit 4 STR,1077542
2019-020384STR,1050 Noriega St,1077553
2020-000289STR,1050 Noriega St,1077553
2018-004433STR,442 LONDON ST,1077557
2019-018346STR,442 London Street,1077557
2019-018837STR,442 London Street,1077557
2017-016412STR,683 Castro Street STR,1077589
2018-000184STR,683 Castro Street,1077589
2017-014904STR,223 Monterey Boulevard STR,1077621
2018-016685STR,139 Stillman Street Unit 8,1077623
2017-013607STR,499 Bright Street STR,1077625
2018-000185STR,752 Shotwell Street Unit 1,1077627
2018-005202STR,550 Congo Street,1077686
2018-004919STR,137 Alhambra Street,1077699
2018-005147STR,2 Hale Street 2,1077708
2019-018206STR,2 Hale Street 2,1077708
2019-018697STR,2 Hale Street 2,1077708
2019-018521STR,1 Henry Adams Street s316,1077709
2019-019012STR,1 Henry Adams Street s316,1077709
2018-000186STR,731 44th Avenue,1077711
2017-015402STR,1979 Union Street Unit A STR,1077715
2019-018511STR,1979 Union Street A,1077715
2019-019002STR,1979 Union Street A,1077715
2019-019206STR,1969-1979 Union Street Unit A,1077715
2018-004799STR,1096 Rhode Island St,1077727
2017-015760STR,16 Agua Way STR,1077733
2018-004812STR,1730 Great Highway,1077737
2017-015999STR,1274 24th Avenue STR,1077748
2017-015660STR,822 39TH AVE,1077764
2017-016067STR,1658 Quesada Avenue STR,1077771
2018-001560STR,575 43rd Avenue STR,1077780
2019-018499STR,575 43rd Avenue,1077780
2019-018990STR,575 43rd Avenue,1077780
2018-002545STR,2030 SANTIAGO ST,1077792
2017-013989STR,7713 Geary Bouelvard Unit 1 STR REVOKED,1077794
2017-015399STR,153 Wool Street STR,1077810
2018-000187STR,383 King Street Unit 616,1077823
2018-000188STR,30 Bernice Street,1077840
2017-014326STR,1622 34th Avenue STR,1077847
2018-000189STR,141 Wool Street,1077854
2018-000190STR,1490 39th Avenue,1077855
2018-000191STR,784 Andover Street,1077859
2018-000192STR,976 Rhode Island St,1077870
2017-015390STR,130 Ripley Street STR,1077877
2019-019217STR,130 Ripley Street,1077877
2017-016644STR,1632 Alabama Street STR,1077916
2018-000193STR,1632 Alabama Street,1077916
2018-000194STR,1769 Noe St,1077917
2018-000195STR,199 Burnside Avenue,1077934
2020-000272STR,199 Burnside Avenue,1077934
2018-000196STR,2183 43rd Avenue,1077943
2018-000197STR,964 Kansas Street,1077946
2017-015388STR,1170 Sacramento Street Unit 10A STR,1077966
2019-018402STR,1170 Sacramento Street Unit 10A,1077966
2019-018893STR,1170 Sacramento Street Unit 10A,1077966
2018-000198STR,150 San Carlos Street A,1077970
2018-004911STR,"2162 Pine St, Unit 203",1077977
2017-015534STR,1 Saint Francis Place Unit 5603,1077988
2019-019274STR,1 Saint Francis Place 5603,1077988
2018-004654STR,643 HAMILTON ST,1077994
2018-004822STR,843 San Jose Avenue,1077995
2018-000199STR,1117 Hampshire Street,1078012
2020-005199STR,1117 Hampshire Street,1078012
2019-022588STR,700 Moscow Street,1078013
2018-004861STR,2395 44th ave,1078019
2018-005200STR,2111 41st Avenue,1078031
2017-015152STR,480 Fillmore Street Unit 2 STR,1078051
2018-001751STR,315 Parker Avenue,1078055
2017-015285STR,55 9th Street Unit 1710,1078059
2018-010527STR,181 Taraval Street,1078068
2018-000200STR,45 Priest Street,1078069
2018-005507STR,5110 Anza Street,1078073
2017-014425STR,35 Hollis Street STR,1078075
2019-019298STR,35 Hollis Street,1078075
2019-019299STR,35 Hollis Street,1078075
2018-000201STR,3376 23rd Street House,1078079
2020-002815STR,3376 23rd Street,1078079
2019-014502STR,864 CHENERY ST,1078094
2018-000202STR,515 Powhattan Avenue,1078149
2018-000203STR,160 Caselli Avenue,1078163
2018-000204STR,906 Carolina Street Unit 3,1078164
2018-000205STR,477 Duboce Avenue,1078172
2017-014082STR,3007 19th Avenue STR (paper app),1078199
2017-015338STR,1070 Post Street Unit 1A,1078217
2018-004865STR,761 Dolores Street,1078224
2018-000206STR,1338 26th Avenue,1078253
2018-000207STR,1008 Sutter Street,1078255
2018-004858STR,2100 22nd St.,1078263
2018-006642STR,946 Stockton Street Unit 15C,1078273
2018-004936STR,2555 Diamond Street,1078287
2018-004915STR,3036 market street,1078298
2018-000208STR,4860 17th Street,1078302
2019-018651STR,4860-4862 17th Street,1078302
2019-019141STR,4860-4862 17th Street,1078302
2018-000209STR,1657 Church Street,1078308
2020-002980STR,1657 Chruch Street,1078308
2018-000210STR,757 Natoma Street A,1078312
2018-000211STR,1926 48th Avenue,1078313
2018-000212STR,2893 24th St,1078316
2018-000213STR,236 Shipley Street 201,1078321
2018-001872STR,236 SHIPLEY ST,1078321
2018-001291STR,655 Moultrie Street STR,1078332
2017-015329STR,1807 Broadway STR (2nd Application),1078334
2019-018472STR,1807 Broadway,1078334
2019-018963STR,1807 Broadway,1078334
2017-014903STR,147 Stillman Street Unit A,1078338
2017-015524STR,1 Saint Francis Place Unit 5504 STR,1078344
2018-000214STR,1106 Fulton Street,1078345
2018-000215STR,1308 Shotwell St,1078354
2018-005235STR,824 14th Street,1078362
2017-015458STR,749 27th Street STR,1078392
2019-018495STR,749 27th Street,1078392
2019-018986STR,749 27th Street,1078392
2020-004550STR,749 27th Street,1078392
2018-000216STR,580 Funston Avenue,1078393
2018-000217STR,914 Plymouth Avenue,1078395
2018-001392STR,243 Hartford Street STR,1078403
2018-000218STR,"426 Fillmore Street, Unit C",1078406
2017-016065STR,1915 10th Avenue STR,1078430
2019-021540STR,1915 10th Avenue,1078430
2017-014986STR,149 Stonecrest Drive STR,1078432
2018-000219STR,106 Edna Street,1078434
2018-000220STR,555 Ivy Street,1078435
2019-019197STR,324 Foerster Street,1078438
2018-011863STR,50 Pasadena Street,1078440
2018-000221STR,793 22nd Avenue,1078444
2019-018285STR,103 Galewood Circle,1078444
2019-018776STR,103 Galewood Circle,1078444
2018-000222STR,69 Diamond St,1078446
2017-015389STR,1189 De Haro Street STR,1078451
2019-019322STR,1189 De Haro Street,1078451
2017-015445STR,2030 Franklin Street Unit 202 STR,1078457
2019-021450STR,2030 Franklin Street apt 202,1078457
2018-000223STR,1864 Fell Street,1078465
2018-004874STR,135 Summit St,1078467
2018-000224STR,"557 Fillmore Street, 4",1078477
2018-005222STR,229 Coleridge Street,1078481
2018-000225STR,291 Wheeler Avenue,1078482
2019-021552STR,772 47th ave,1078483
2018-000226STR,623 Alvarado Street,1078485
2019-018433STR,855 Hampshire Street,1078506
2019-018924STR,855 Hampshire Street,1078506
2018-002364STR,957 YORK ST,1078509
2018-000227STR,1471 South Van Ness Avenue,1078525
2018-000228STR,2374 Bryant Street Unit B,1078529
2019-018596STR,2374 B. Bryant St,1078529
2019-019087STR,2374 B. Bryant St,1078529
2018-000229STR,829 Folsom Street Unit 900,1078531
2020-004732STR,829 Folsom Street Unit 900,1078531
