"b1_alt_id","b1_special_text","SD_PRO_DES","SD_APP_DES","CURRENT","NEXT","RecordStatus"
"2017-002900ENF","450 Green Street/5B Varennes","Analysis","NULL","017001000000000","019018000000000","On Hold"
"2017-003289ENF","1042-1046 Haight Street Illegal Short-Term Rentals","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2017-003289ENF","1042-1046 Haight Street Illegal Short-Term Rentals","On Hold","NULL","018000000000000","017000000000000","Open"
"2017-003289ENF","1042-1046 Haight Street Illegal Short-Term Rentals","Analysis","NULL","017001000000000","019018000000000","Open"
"2017-003302ENF","1482-1484 Page Street","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2017-003302ENF","1482-1484 Page Street","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2017-003302ENF","1482-1484 Page Street","Analysis","NULL","017001000000000","019018000000000","Under Review"
"2017-003312ENF","250 Wilde Avenue","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2017-003312ENF","250 Wilde Avenue","On Hold","Remove Hold","018000000000000","017000000000000","Under Review"
"2017-003312ENF","250 Wilde Avenue","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2017-003413ENF","2027 Oak Street Illegal Short-Term Rentals by Lessee","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2017-003413ENF","2027 Oak Street Illegal Short-Term Rentals by Lessee","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2017-003413ENF","2027 Oak Street Illegal Short-Term Rentals by Lessee","Analysis","NULL","017001000000000","019018000000000","Under Review"
"2017-003441ENF","401 Harrison Street Unit 4A Illegal Short-Term Rentals on Airbnb","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2017-003441ENF","401 Harrison Street Unit 4A Illegal Short-Term Rentals on Airbnb","On Hold","NULL","018000000000000","017000000000000","Open"
"2017-003441ENF","401 Harrison Street Unit 4A Illegal Short-Term Rentals on Airbnb","Analysis","NULL","017001000000000","019018000000000","Open"
"2017-003442ENF","401 Harrison Street Unit 4D Illegal Short-Term Rentals on Airbnb","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2017-003442ENF","401 Harrison Street Unit 4D Illegal Short-Term Rentals on Airbnb","On Hold","NULL","018000000000000","017000000000000","Open"
"2017-003442ENF","401 Harrison Street Unit 4D Illegal Short-Term Rentals on Airbnb","Analysis","NULL","017001000000000","019018000000000","Open"
"2017-003631ENF","672 Stanyan Street","Completion Processing","In Progress","019000000000000","000013000000000","Pending Closure"
"2017-003631ENF","672 Stanyan Street","On Hold","Remove Hold","018000000000000","017000000000000","Pending Closure"
"2017-003631ENF","672 Stanyan Street","Analysis","Analysis Complete","017001000000000","019018000000000","Pending Closure"
"2017-003759ENF","277 Golden Gate Avenue Illegal Short-Term Rentals","Completion Processing","NULL","019000000000000","000013000000000","Pending Review"
"2017-003759ENF","277 Golden Gate Avenue Illegal Short-Term Rentals","On Hold","NULL","018000000000000","017000000000000","Pending Review"
"2017-003759ENF","277 Golden Gate Avenue Illegal Short-Term Rentals","Analysis","NULL","017001000000000","019018000000000","Pending Review"
"2017-004021ENF","ON HOLD WITH KD 501 Crescent Avenue","Completion Processing","Closed - Abated","019000000000000","000013000000000","Under Review"
"2017-004021ENF","ON HOLD WITH KD 501 Crescent Avenue","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2017-004021ENF","ON HOLD WITH KD 501 Crescent Avenue","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2017-004069ENF","1805 Divisadero Street","Completion Processing","In Progress","019000000000000","000013000000000","Pending Closure"
"2017-004069ENF","1805 Divisadero Street","On Hold","Remove Hold","018000000000000","017000000000000","Pending Closure"
"2017-004069ENF","1805 Divisadero Street","Analysis","Analysis Complete","017001000000000","019018000000000","Pending Closure"
"2017-004177ENF","382 GREEN ST","Completion Processing","NULL","019000000000000","000013000000000","Pending Review"
"2017-004177ENF","382 GREEN ST","On Hold","NULL","018000000000000","017000000000000","Pending Review"
"2017-004177ENF","382 GREEN ST","Analysis","NULL","017001000000000","019018000000000","Pending Review"
"2017-004178ENF","382 GREEN ST #1","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2017-004178ENF","382 GREEN ST #1","On Hold","NULL","018000000000000","017000000000000","Open"
"2017-004178ENF","382 GREEN ST #1","Analysis","NULL","017001000000000","019018000000000","Open"
"2017-004181ENF","382 GREEN ST #2","Completion Processing","NULL","019000000000000","000013000000000","Pending Review"
"2017-004181ENF","382 GREEN ST #2","On Hold","NULL","018000000000000","017000000000000","Pending Review"
"2017-004181ENF","382 GREEN ST #2","Analysis","NULL","017001000000000","019018000000000","Pending Review"
"2017-004200ENF","3233 Octavia Street, Apt 3","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2017-004200ENF","3233 Octavia Street, Apt 3","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2017-004200ENF","3233 Octavia Street, Apt 3","Analysis","NULL","017001000000000","019018000000000","Under Review"
"2017-004494ENF","parking use","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2017-004494ENF","parking use","On Hold","NULL","018000000000000","017000000000000","On Hold"
"2017-004494ENF","parking use","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2017-004714ENF","760 Hayes Street Illegal Short-Term Rentals by Owner","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2017-004714ENF","760 Hayes Street Illegal Short-Term Rentals by Owner","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2017-004714ENF","760 Hayes Street Illegal Short-Term Rentals by Owner","Analysis","NULL","017001000000000","019018000000000","Under Review"
"2017-004717ENF","1716 MISSION ST","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2017-004717ENF","1716 MISSION ST","On Hold","NULL","018000000000000","017000000000000","Open"
"2017-004717ENF","1716 MISSION ST","Analysis","NULL","017001000000000","019018000000000","Open"
"2017-004773ENF","759 Harrison ON HOLD PENDING CUA","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2017-004773ENF","759 Harrison ON HOLD PENDING CUA","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2017-004773ENF","759 Harrison ON HOLD PENDING CUA","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2017-004902ENF","Group Housing / Unauthorized Units","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2017-004902ENF","Group Housing / Unauthorized Units","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2017-004902ENF","Group Housing / Unauthorized Units","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2017-004932ENF","2133 Vallejo Street Concern over Possible Illegal Short-Term Rentals by Owner (CLOSED)","Completion Processing","NULL","019000000000000","000013000000000","Pending Closure"
"2017-004932ENF","2133 Vallejo Street Concern over Possible Illegal Short-Term Rentals by Owner (CLOSED)","On Hold","NULL","018000000000000","017000000000000","Pending Closure"
"2017-004932ENF","2133 Vallejo Street Concern over Possible Illegal Short-Term Rentals by Owner (CLOSED)","Analysis","Analysis Complete - Violation Abated","017001000000000","019018000000000","Pending Closure"
"2017-005041ENF","2048 Green Street Second Violation","Completion Processing","Closed - Abated","019000000000000","000013000000000","Under Review"
"2017-005041ENF","2048 Green Street Second Violation","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2017-005041ENF","2048 Green Street Second Violation","Analysis","Analysis Complete - Violation Abated","017001000000000","019018000000000","Under Review"
"2017-005042ENF","820-822 North Point Street Second Short-Term Rental Violation","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2017-005042ENF","820-822 North Point Street Second Short-Term Rental Violation","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2017-005042ENF","820-822 North Point Street Second Short-Term Rental Violation","Analysis","NULL","017001000000000","019018000000000","Under Review"
"2017-005043ENF","4670 25th Street Illegal Short-Term Rentals","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2017-005043ENF","4670 25th Street Illegal Short-Term Rentals","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2017-005043ENF","4670 25th Street Illegal Short-Term Rentals","Analysis","NULL","017001000000000","019018000000000","Under Review"
"2017-005347ENF","1619 Laguna Street","Completion Processing","In Progress","019000000000000","000013000000000","Pending Closure"
"2017-005347ENF","1619 Laguna Street","On Hold","Remove Hold","018000000000000","017000000000000","Pending Closure"
"2017-005347ENF","1619 Laguna Street","Analysis","Analysis Complete","017001000000000","019018000000000","Pending Closure"
"2017-005442ENF","1460 28th Avenue Illegal Short-Term Rentals by Owners and On-Site Property Manager","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2017-005442ENF","1460 28th Avenue Illegal Short-Term Rentals by Owners and On-Site Property Manager","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2017-005442ENF","1460 28th Avenue Illegal Short-Term Rentals by Owners and On-Site Property Manager","Analysis","NULL","017001000000000","019018000000000","Under Review"
"2017-005445ENF","1575 Filbert Street Illegal Short-Term Rentals by Lessee","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2017-005445ENF","1575 Filbert Street Illegal Short-Term Rentals by Lessee","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2017-005445ENF","1575 Filbert Street Illegal Short-Term Rentals by Lessee","Analysis","NULL","017001000000000","019018000000000","Under Review"
"2017-005453ENF","872-880 North Point Street Illegal Short-Term Rentals","Completion Processing","NULL","019000000000000","000013000000000","Pending Review"
"2017-005453ENF","872-880 North Point Street Illegal Short-Term Rentals","On Hold","NULL","018000000000000","017000000000000","Pending Review"
"2017-005453ENF","872-880 North Point Street Illegal Short-Term Rentals","Analysis","NULL","017001000000000","019018000000000","Pending Review"
"2017-005554ENF","1772 Golden Gate Avenue Short-Term Rentals by Lessee","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2017-005554ENF","1772 Golden Gate Avenue Short-Term Rentals by Lessee","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2017-005554ENF","1772 Golden Gate Avenue Short-Term Rentals by Lessee","Analysis","NULL","017001000000000","019018000000000","Under Review"
"2017-005576ENF","4500 Mission Street","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2017-005576ENF","4500 Mission Street","On Hold","NULL","018000000000000","017000000000000","On Hold"
"2017-005576ENF","4500 Mission Street","Analysis","NULL","017001000000000","019018000000000","On Hold"
"2017-005731ENF","28 Scotty Alley","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2017-005731ENF","28 Scotty Alley","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2017-005731ENF","28 Scotty Alley","Analysis","NULL","017001000000000","019018000000000","Under Review"
"2017-005916ENF","1314 Eddy Street Illegal Short-Term Rentals Second Violation","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2017-005916ENF","1314 Eddy Street Illegal Short-Term Rentals Second Violation","On Hold","NULL","018000000000000","017000000000000","Open"
"2017-005916ENF","1314 Eddy Street Illegal Short-Term Rentals Second Violation","Analysis","NULL","017001000000000","019018000000000","Open"
"2017-005924ENF","1328 Mission Street Unit 5 Illegal Short-Term Rentals","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2017-005924ENF","1328 Mission Street Unit 5 Illegal Short-Term Rentals","On Hold","NULL","018000000000000","017000000000000","Open"
"2017-005924ENF","1328 Mission Street Unit 5 Illegal Short-Term Rentals","Analysis","NULL","017001000000000","019018000000000","Open"
"2017-005926ENF","3043-3047 Clay Street Illegal Short-Term Rentals","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2017-005926ENF","3043-3047 Clay Street Illegal Short-Term Rentals","On Hold","NULL","018000000000000","017000000000000","Open"
"2017-005926ENF","3043-3047 Clay Street Illegal Short-Term Rentals","Analysis","NULL","017001000000000","019018000000000","Open"
"2017-006132ENF","176 Duncan Street Second Apparent Violation for Illegal Short-Term Rentals","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2017-006132ENF","176 Duncan Street Second Apparent Violation for Illegal Short-Term Rentals","On Hold","NULL","018000000000000","017000000000000","Open"
"2017-006132ENF","176 Duncan Street Second Apparent Violation for Illegal Short-Term Rentals","Analysis","NULL","017001000000000","019018000000000","Open"
"2017-006134ENF","1920 Great Highway Illegal Short-Term Rentals","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2017-006134ENF","1920 Great Highway Illegal Short-Term Rentals","On Hold","NULL","018000000000000","017000000000000","Open"
"2017-006134ENF","1920 Great Highway Illegal Short-Term Rentals","Analysis","NULL","017001000000000","019018000000000","Open"
"2017-006135ENF","479 Vienna Street SECOND Illegal Short-Term Rental","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2017-006135ENF","479 Vienna Street SECOND Illegal Short-Term Rental","On Hold","NULL","018000000000000","017000000000000","Open"
"2017-006135ENF","479 Vienna Street SECOND Illegal Short-Term Rental","Analysis","NULL","017001000000000","019018000000000","Open"
"2017-006238ENF","1326 11th Ave","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2017-006238ENF","1326 11th Ave","On Hold","NULL","018000000000000","017000000000000","On Hold"
"2017-006238ENF","1326 11th Ave","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2017-006413ENF","1030 Bush Street Unit 6 Short-Term Rentals","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2017-006413ENF","1030 Bush Street Unit 6 Short-Term Rentals","On Hold","NULL","018000000000000","017000000000000","Open"
"2017-006413ENF","1030 Bush Street Unit 6 Short-Term Rentals","Analysis","NULL","017001000000000","019018000000000","Open"
"2017-006497ENF","250 King Street Unit 240 Illegal Short-Term Rentals","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2017-006497ENF","250 King Street Unit 240 Illegal Short-Term Rentals","On Hold","NULL","018000000000000","017000000000000","Open"
"2017-006497ENF","250 King Street Unit 240 Illegal Short-Term Rentals","Analysis","NULL","017001000000000","019018000000000","Open"
"2017-006642ENF","7427 Geary Boulevard Illegal Short-Term Rentals","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2017-006642ENF","7427 Geary Boulevard Illegal Short-Term Rentals","On Hold","NULL","018000000000000","017000000000000","Open"
"2017-006642ENF","7427 Geary Boulevard Illegal Short-Term Rentals","Analysis","NULL","017001000000000","019018000000000","Open"
"2017-006738ENF","1441 Jones Street, Unit 404 Illegal Short-Term Rentals","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2017-006738ENF","1441 Jones Street, Unit 404 Illegal Short-Term Rentals","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2017-006738ENF","1441 Jones Street, Unit 404 Illegal Short-Term Rentals","Analysis","NULL","017001000000000","019018000000000","Under Review"
"2017-006852ENF","609A Precita Avenue Illegal Short-Term Rentals","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2017-006852ENF","609A Precita Avenue Illegal Short-Term Rentals","On Hold","NULL","018000000000000","017000000000000","Open"
"2017-006852ENF","609A Precita Avenue Illegal Short-Term Rentals","Analysis","NULL","017001000000000","019018000000000","Open"
"2017-006941ENF","1695-1697 Dolores Street","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2017-006941ENF","1695-1697 Dolores Street","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2017-006941ENF","1695-1697 Dolores Street","Analysis","NULL","017001000000000","019018000000000","Under Review"
"2017-006943ENF","1030 Bush Street Illegal Short-Term Rentals","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2017-006943ENF","1030 Bush Street Illegal Short-Term Rentals","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2017-006943ENF","1030 Bush Street Illegal Short-Term Rentals","Analysis","NULL","017001000000000","019018000000000","Under Review"
"2017-006965ENF","960A Harrison Street","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2017-006965ENF","960A Harrison Street","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2017-006965ENF","960A Harrison Street","Analysis","NULL","017001000000000","019018000000000","Under Review"
"2017-006966ENF","960B Harrison Street","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2017-006966ENF","960B Harrison Street","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2017-006966ENF","960B Harrison Street","Analysis","NULL","017001000000000","019018000000000","Under Review"
"2017-006967ENF","960C Harrison Street","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2017-006967ENF","960C Harrison Street","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2017-006967ENF","960C Harrison Street","Analysis","NULL","017001000000000","019018000000000","Under Review"
"2017-006968ENF","960D Harrison Street","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2017-006968ENF","960D Harrison Street","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2017-006968ENF","960D Harrison Street","Analysis","NULL","017001000000000","019018000000000","Under Review"
"2017-006975ENF","SECOND VIOLATION BY SAME HOST 665-669 Minna Street High Volume Illegal Short-Term Rentals by a tenant in one (1) dwelling unit","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2017-006975ENF","SECOND VIOLATION BY SAME HOST 665-669 Minna Street High Volume Illegal Short-Term Rentals by a tenant in one (1) dwelling unit","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2017-006975ENF","SECOND VIOLATION BY SAME HOST 665-669 Minna Street High Volume Illegal Short-Term Rentals by a tenant in one (1) dwelling unit","Analysis","NULL","017001000000000","019018000000000","Under Review"
"2017-007087ENF","720-722 Arguello Blvd","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2017-007087ENF","720-722 Arguello Blvd","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2017-007087ENF","720-722 Arguello Blvd","Analysis","NULL","017001000000000","019018000000000","Under Review"
"2017-007147ENF","729 Mason Street Illegal Short-Term Rentals on Craigslist","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2017-007147ENF","729 Mason Street Illegal Short-Term Rentals on Craigslist","On Hold","NULL","018000000000000","017000000000000","Open"
"2017-007147ENF","729 Mason Street Illegal Short-Term Rentals on Craigslist","Analysis","NULL","017001000000000","019018000000000","Open"
"2017-007355ENF","157 Marview Way","Completion Processing","In Progress","019000000000000","000013000000000","Under Review"
"2017-007355ENF","157 Marview Way","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2017-007355ENF","157 Marview Way","Analysis","NULL","017001000000000","019018000000000","Under Review"
"2017-007383ENF","635-637 33rd Avenue Illegal Short-Term Rentals by Owner","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2017-007383ENF","635-637 33rd Avenue Illegal Short-Term Rentals by Owner","On Hold","NULL","018000000000000","017000000000000","Open"
"2017-007383ENF","635-637 33rd Avenue Illegal Short-Term Rentals by Owner","Analysis","NULL","017001000000000","019018000000000","Open"
"2017-007650ENF","2330 1/2 Taylor Street, #A","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2017-007650ENF","2330 1/2 Taylor Street, #A","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2017-007650ENF","2330 1/2 Taylor Street, #A","Analysis","NULL","017001000000000","019018000000000","Under Review"
"2017-007653ENF","369A Green Street Illegal Short-Term Rentals","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2017-007653ENF","369A Green Street Illegal Short-Term Rentals","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2017-007653ENF","369A Green Street Illegal Short-Term Rentals","Analysis","NULL","017001000000000","019018000000000","Under Review"
"2017-007699ENF","1112-1114 Masonic Avenue","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2017-007699ENF","1112-1114 Masonic Avenue","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2017-007699ENF","1112-1114 Masonic Avenue","Analysis","NULL","017001000000000","019018000000000","Under Review"
"2017-007802ENF","1935 15th Street, #2","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2017-007802ENF","1935 15th Street, #2","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2017-007802ENF","1935 15th Street, #2","Analysis","NULL","017001000000000","019018000000000","Under Review"
"2017-007914ENF","38 Harriet Street","Completion Processing","Closed - Abated","019000000000000","000013000000000","Under Review"
"2017-007914ENF","38 Harriet Street","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2017-007914ENF","38 Harriet Street","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2017-007956ENF","401 Main Street","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2017-007956ENF","401 Main Street","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2017-007956ENF","401 Main Street","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2017-008011ENF","5 Orizaba Possible Illegal Short-Term Rentals by Owners","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2017-008011ENF","5 Orizaba Possible Illegal Short-Term Rentals by Owners","On Hold","NULL","018000000000000","017000000000000","Open"
"2017-008011ENF","5 Orizaba Possible Illegal Short-Term Rentals by Owners","Analysis","NULL","017001000000000","019018000000000","Open"
"2017-008109ENF","8 Landers Street Unit 403","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2017-008109ENF","8 Landers Street Unit 403","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2017-008109ENF","8 Landers Street Unit 403","Analysis","NULL","017001000000000","019018000000000","Under Review"
"2017-008271ENF","1033 Van Ness Avenue","Completion Processing","In Progress","019000000000000","000013000000000","Pending Closure"
"2017-008271ENF","1033 Van Ness Avenue","On Hold","Remove Hold","018000000000000","017000000000000","Pending Closure"
"2017-008271ENF","1033 Van Ness Avenue","Analysis","Analysis Complete - Violation Abated","017001000000000","019018000000000","Pending Closure"
"2017-008326ENF","AAU Business licenses","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2017-008326ENF","AAU Business licenses","On Hold","NULL","018000000000000","017000000000000","On Hold"
"2017-008326ENF","AAU Business licenses","Analysis","NULL","017001000000000","019018000000000","On Hold"
"2017-008514ENF","301 Grafton","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2017-008514ENF","301 Grafton","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2017-008514ENF","301 Grafton","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2017-008643ENF","4443 19TH ST","Completion Processing","NULL","019000000000000","000013000000000","Pending Closure"
"2017-008643ENF","4443 19TH ST","On Hold","Remove Hold","018000000000000","017000000000000","Pending Closure"
"2017-008643ENF","4443 19TH ST","Analysis","Analysis Complete - No Violation","017001000000000","019018000000000","Pending Closure"
"2017-008719ENF","2867-2899 San Bruno","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2017-008719ENF","2867-2899 San Bruno","On Hold","Remove Hold","018000000000000","017000000000000","Under Review"
"2017-008719ENF","2867-2899 San Bruno","Analysis","On Hold","017001000000000","019018000000000","Under Review"
"2017-008719ENF-00","2867 SAN BRUNO AVE - Illegal Dwelling Units","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2017-008719ENF-00","2867 SAN BRUNO AVE - Illegal Dwelling Units","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2017-008719ENF-00","2867 SAN BRUNO AVE - Illegal Dwelling Units","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2017-008719ENF-02","2867 SAN BRUNO AVE Facade alterations, parking removal and addition, no open space","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2017-008719ENF-02","2867 SAN BRUNO AVE Facade alterations, parking removal and addition, no open space","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2017-008719ENF-02","2867 SAN BRUNO AVE Facade alterations, parking removal and addition, no open space","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2017-008719ENF-03","2867 SAN BRUNO AVE Non compliance with mitigation measures","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2017-008719ENF-03","2867 SAN BRUNO AVE Non compliance with mitigation measures","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2017-008719ENF-03","2867 SAN BRUNO AVE Non compliance with mitigation measures","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2017-008719ENF-04","2867-99 SAN BRUNO AVE - Street Trees","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2017-008719ENF-04","2867-99 SAN BRUNO AVE - Street Trees","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2017-008719ENF-04","2867-99 SAN BRUNO AVE - Street Trees","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2017-009004ENF","313 Eureka Street - 3rd Violation","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2017-009004ENF","313 Eureka Street - 3rd Violation","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2017-009004ENF","313 Eureka Street - 3rd Violation","Analysis","NULL","017001000000000","019018000000000","Under Review"
"2017-009480ENF","879 28th Avenue","Completion Processing","In Progress","019000000000000","000013000000000","Pending Closure"
"2017-009480ENF","879 28th Avenue","On Hold","Remove Hold","018000000000000","017000000000000","Pending Closure"
"2017-009480ENF","879 28th Avenue","Analysis","Analysis Complete","017001000000000","019018000000000","Pending Closure"
"2017-009523ENF","1805 PAGE ST","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2017-009523ENF","1805 PAGE ST","On Hold","NULL","018000000000000","017000000000000","Open"
"2017-009523ENF","1805 PAGE ST","Analysis","NULL","017001000000000","019018000000000","Open"
"2017-009562ENF","2829 Greenwich Street","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2017-009562ENF","2829 Greenwich Street","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2017-009562ENF","2829 Greenwich Street","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2017-009970ENF","Illegal short-term rentals by owner at 1063-1065 Lombard Street","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2017-009970ENF","Illegal short-term rentals by owner at 1063-1065 Lombard Street","On Hold","NULL","018000000000000","017000000000000","Open"
"2017-009970ENF","Illegal short-term rentals by owner at 1063-1065 Lombard Street","Analysis","NULL","017001000000000","019018000000000","Open"
"2017-009973ENF","976 Union Street, apparent illegal short-term rentals by owner https://www.vrbo.com/505773","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2017-009973ENF","976 Union Street, apparent illegal short-term rentals by owner https://www.vrbo.com/505773","On Hold","NULL","018000000000000","017000000000000","Open"
"2017-009973ENF","976 Union Street, apparent illegal short-term rentals by owner https://www.vrbo.com/505773","Analysis","NULL","017001000000000","019018000000000","Open"
"2017-010081ENF","3017-3023 Baker Street Illegal Short-Term Rentals by Owner","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2017-010081ENF","3017-3023 Baker Street Illegal Short-Term Rentals by Owner","On Hold","NULL","018000000000000","017000000000000","Open"
"2017-010081ENF","3017-3023 Baker Street Illegal Short-Term Rentals by Owner","Analysis","NULL","017001000000000","019018000000000","Open"
"2017-010112ENF","Illegal Short-Term Rentals at 76 Linda Street","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2017-010112ENF","Illegal Short-Term Rentals at 76 Linda Street","On Hold","NULL","018000000000000","017000000000000","Open"
"2017-010112ENF","Illegal Short-Term Rentals at 76 Linda Street","Analysis","NULL","017001000000000","019018000000000","Open"
"2017-010347ENF","1750 Mission Street Unit 10 Illegal Short-Term Rentals by Lessee","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2017-010347ENF","1750 Mission Street Unit 10 Illegal Short-Term Rentals by Lessee","On Hold","NULL","018000000000000","017000000000000","Open"
"2017-010347ENF","1750 Mission Street Unit 10 Illegal Short-Term Rentals by Lessee","Analysis","NULL","017001000000000","019018000000000","Open"
"2017-010445ENF","1339-1341 Vallejo Street","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2017-010445ENF","1339-1341 Vallejo Street","On Hold","NULL","018000000000000","017000000000000","Open"
"2017-010445ENF","1339-1341 Vallejo Street","Analysis","NULL","017001000000000","019018000000000","Open"
