"b1_alt_id","b1_special_text","SD_PRO_DES","SD_APP_DES","CURRENT","NEXT","RecordStatus"
"2019-003647ENF","101 Landers St","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2019-003659ENF","2601 Lawton St","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2019-003659ENF","2601 Lawton St","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2019-003659ENF","2601 Lawton St","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2019-003766ENF","87 Ford Street Short-Term Rentals","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2019-003766ENF","87 Ford Street Short-Term Rentals","On Hold","NULL","018000000000000","017000000000000","Open"
"2019-003766ENF","87 Ford Street Short-Term Rentals","Analysis","NULL","017001000000000","019018000000000","Open"
"2019-004309ENF","1443 Baker Street Short-Term Rentals","Completion Processing","NULL","019000000000000","000013000000000","Accepted"
"2019-004309ENF","1443 Baker Street Short-Term Rentals","On Hold","NULL","018000000000000","017000000000000","Accepted"
"2019-004309ENF","1443 Baker Street Short-Term Rentals","Analysis","NULL","017001000000000","019018000000000","Accepted"
"2019-004395ENF","3731-3733 24th Street Neighborhood Concern","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2019-004395ENF","3731-3733 24th Street Neighborhood Concern","On Hold","NULL","018000000000000","017000000000000","Open"
"2019-004395ENF","3731-3733 24th Street Neighborhood Concern","Analysis","NULL","017001000000000","019018000000000","Open"
"2019-004496ENF","743 Vermont St","Completion Processing","In Progress","019000000000000","000013000000000","Pending Closure"
"2019-004496ENF","743 Vermont St","On Hold","Remove Hold","018000000000000","017000000000000","Pending Closure"
"2019-004496ENF","743 Vermont St","Analysis","Analysis Complete","017001000000000","019018000000000","Pending Closure"
"2019-004570ENF","740 Tennessee St","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2019-004570ENF","740 Tennessee St","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2019-004570ENF","740 Tennessee St","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2019-004581ENF","1400 Market St","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2019-004581ENF","1400 Market St","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2019-004581ENF","1400 Market St","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2019-004582ENF","2817 Pine St","Completion Processing","In Progress","019000000000000","000013000000000","Pending Closure"
"2019-004582ENF","2817 Pine St","On Hold","Remove Hold","018000000000000","017000000000000","Pending Closure"
"2019-004582ENF","2817 Pine St","Analysis","Analysis Complete","017001000000000","019018000000000","Pending Closure"
"2019-004623ENF","2027 20th Ave","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2019-004623ENF","2027 20th Ave","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2019-004623ENF","2027 20th Ave","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2019-004626ENF","188 Flournoy St","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2019-004626ENF","188 Flournoy St","On Hold","Remove Hold","018000000000000","017000000000000","Under Review"
"2019-004626ENF","188 Flournoy St","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2019-004634ENF","252 Divisadero St","Completion Processing","In Progress","019000000000000","000013000000000","On Hold"
"2019-004634ENF","252 Divisadero St","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2019-004634ENF","252 Divisadero St","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2019-004635ENF","1399 Plymouth Ave","Completion Processing","In Progress","019000000000000","000013000000000","Pending Closure"
"2019-004635ENF","1399 Plymouth Ave","On Hold","NULL","018000000000000","017000000000000","Pending Closure"
"2019-004635ENF","1399 Plymouth Ave","Analysis","Analysis Complete - Violation Abated","017001000000000","019018000000000","Pending Closure"
"2019-004773ENF","4470-4472 17th Street Short-Term Rentals by Owner","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2019-004773ENF","4470-4472 17th Street Short-Term Rentals by Owner","On Hold","NULL","018000000000000","017000000000000","Open"
"2019-004773ENF","4470-4472 17th Street Short-Term Rentals by Owner","Analysis","NULL","017001000000000","019018000000000","Open"
"2019-004839ENF","423 12th Avenue Short-Term Rentals","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2019-004839ENF","423 12th Avenue Short-Term Rentals","On Hold","NULL","018000000000000","017000000000000","Open"
"2019-004839ENF","423 12th Avenue Short-Term Rentals","Analysis","NULL","017001000000000","019018000000000","Open"
"2019-005083ENF","2800 California St # 101","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2019-005083ENF","2800 California St # 101","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2019-005083ENF","2800 California St # 101","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2019-005083ENF-00","2007 Divisadero St","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2019-005083ENF-00","2007 Divisadero St","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2019-005083ENF-00","2007 Divisadero St","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2019-005083ENF-02","2800 California St # 102 Cumaica Coffee","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2019-005083ENF-02","2800 California St # 102 Cumaica Coffee","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2019-005083ENF-02","2800 California St # 102 Cumaica Coffee","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2019-005115ENF","1035 De Haro St","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2019-005115ENF","1035 De Haro St","On Hold","Remove Hold","018000000000000","017000000000000","On Hold"
"2019-005115ENF","1035 De Haro St","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2019-005130ENF","2751-2753 23rd Street Short-Term Rentals","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2019-005130ENF","2751-2753 23rd Street Short-Term Rentals","On Hold","NULL","018000000000000","017000000000000","Open"
"2019-005130ENF","2751-2753 23rd Street Short-Term Rentals","Analysis","NULL","017001000000000","019018000000000","Open"
"2019-005189ENF","669 Marina Boulevard Short-Term Rentals","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2019-005189ENF","669 Marina Boulevard Short-Term Rentals","On Hold","NULL","018000000000000","017000000000000","Open"
"2019-005189ENF","669 Marina Boulevard Short-Term Rentals","Analysis","NULL","017001000000000","019018000000000","Open"
"2019-005263ENF","2285 40th Avenue through 2299 40th Avenue Neighborhood Concern","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2019-005263ENF","2285 40th Avenue through 2299 40th Avenue Neighborhood Concern","On Hold","NULL","018000000000000","017000000000000","Open"
"2019-005263ENF","2285 40th Avenue through 2299 40th Avenue Neighborhood Concern","Analysis","NULL","017001000000000","019018000000000","Open"
"2019-005433ENF","3342-3344 Steiner St","Completion Processing","NULL","019000000000000","000013000000000","Pending Closure"
"2019-005433ENF","3342-3344 Steiner St","On Hold","Remove Hold","018000000000000","017000000000000","Pending Closure"
"2019-005433ENF","3342-3344 Steiner St","Analysis","Analysis Complete","017001000000000","019018000000000","Pending Closure"
"2019-005435ENF","532 Shotwell St","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2019-005435ENF","532 Shotwell St","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2019-005435ENF","532 Shotwell St","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2019-005438ENF","501-543 Columbus Ave","Completion Processing","In Progress","019000000000000","000013000000000","Pending Closure"
"2019-005438ENF","501-543 Columbus Ave","On Hold","Remove Hold","018000000000000","017000000000000","Pending Closure"
"2019-005438ENF","501-543 Columbus Ave","Analysis","Analysis Complete - Violation Abated","017001000000000","019018000000000","Pending Closure"
"2019-005440ENF","1487 43rd Ave","Completion Processing","NULL","019000000000000","000013000000000","Pending Closure"
"2019-005440ENF","1487 43rd Ave","On Hold","NULL","018000000000000","017000000000000","Pending Closure"
"2019-005440ENF","1487 43rd Ave","Analysis","Analysis Complete","017001000000000","019018000000000","Pending Closure"
"2019-005444ENF","327 Grant Ave","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2019-005444ENF","327 Grant Ave","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2019-005444ENF","327 Grant Ave","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2019-005445ENF","600 Miramar Ave","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2019-005445ENF","600 Miramar Ave","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2019-005445ENF","600 Miramar Ave","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2019-005447ENF","1501 35th Ave","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2019-005447ENF","1501 35th Ave","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2019-005447ENF","1501 35th Ave","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2019-005600ENF","575 Harrison St","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2019-005600ENF","575 Harrison St","On Hold","NULL","018000000000000","017000000000000","On Hold"
"2019-005600ENF","575 Harrison St","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2019-005601ENF","1900 Jackson St","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2019-005601ENF","1900 Jackson St","On Hold","NULL","018000000000000","017000000000000","On Hold"
"2019-005601ENF","1900 Jackson St","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2019-005602ENF","736 Jones St","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2019-005602ENF","736 Jones St","On Hold","NULL","018000000000000","017000000000000","On Hold"
"2019-005602ENF","736 Jones St","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2019-005603ENF","540 Powell St","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2019-005603ENF","540 Powell St","On Hold","NULL","018000000000000","017000000000000","On Hold"
"2019-005603ENF","540 Powell St","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2019-005604ENF","560 Powell St","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2019-005604ENF","560 Powell St","On Hold","NULL","018000000000000","017000000000000","On Hold"
"2019-005604ENF","560 Powell St","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2019-005605ENF","625 Sutter St","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2019-005605ENF","625 Sutter St","On Hold","NULL","018000000000000","017000000000000","On Hold"
"2019-005605ENF","625 Sutter St","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2019-005606ENF","740 Taylor St","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2019-005606ENF","740 Taylor St","On Hold","NULL","018000000000000","017000000000000","On Hold"
"2019-005606ENF","740 Taylor St","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2019-005607ENF","1142 Van Ness Ave","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2019-005607ENF","1142 Van Ness Ave","On Hold","NULL","018000000000000","017000000000000","On Hold"
"2019-005607ENF","1142 Van Ness Ave","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2019-005609ENF","1946 Van Ness Ave","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2019-005609ENF","1946 Van Ness Ave","On Hold","NULL","018000000000000","017000000000000","On Hold"
"2019-005609ENF","1946 Van Ness Ave","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2019-005611ENF","2550 Van Ness Ave","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2019-005611ENF","2550 Van Ness Ave","On Hold","NULL","018000000000000","017000000000000","On Hold"
"2019-005611ENF","2550 Van Ness Ave","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2019-005619ENF","482 16th Ave","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2019-005619ENF","482 16th Ave","On Hold","Remove Hold","018000000000000","017000000000000","On Hold"
"2019-005619ENF","482 16th Ave","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2019-005621ENF","60 Alta St","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2019-005621ENF","60 Alta St","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2019-005621ENF","60 Alta St","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2019-005790ENF","425 1st Street Unit 2062","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2019-005790ENF","425 1st Street Unit 2062","On Hold","NULL","018000000000000","017000000000000","Open"
"2019-005790ENF","425 1st Street Unit 2062","Analysis","NULL","017001000000000","019018000000000","Open"
"2019-005797ENF","4188 17th Street Short-Term Rentals","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2019-005797ENF","4188 17th Street Short-Term Rentals","On Hold","NULL","018000000000000","017000000000000","Open"
"2019-005797ENF","4188 17th Street Short-Term Rentals","Analysis","NULL","017001000000000","019018000000000","Open"
"2019-006052ENF","2415 Bay Street Short-Term Rentals Illegal Short-Term Rentals by Ownership","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2019-006052ENF","2415 Bay Street Short-Term Rentals Illegal Short-Term Rentals by Ownership","On Hold","NULL","018000000000000","017000000000000","Open"
"2019-006052ENF","2415 Bay Street Short-Term Rentals Illegal Short-Term Rentals by Ownership","Analysis","NULL","017001000000000","019018000000000","Open"
"2019-006099ENF","441 Douglass Street Short-Term Rentals by Owners","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2019-006099ENF","441 Douglass Street Short-Term Rentals by Owners","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2019-006099ENF","441 Douglass Street Short-Term Rentals by Owners","Analysis","NULL","017001000000000","019018000000000","Under Review"
"2019-006274ENF","606 Capp Street- BPA RECEIVED 3/4 /21","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2019-006274ENF","606 Capp Street- BPA RECEIVED 3/4 /21","On Hold","Remove Hold","018000000000000","017000000000000","Under Review"
"2019-006274ENF","606 Capp Street- BPA RECEIVED 3/4 /21","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2019-006329ENF","535 Jackson Street SECOND short-term rental complaint","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2019-006329ENF","535 Jackson Street SECOND short-term rental complaint","On Hold","NULL","018000000000000","017000000000000","Open"
"2019-006329ENF","535 Jackson Street SECOND short-term rental complaint","Analysis","NULL","017001000000000","019018000000000","Open"
"2019-006459ENF","345 Twin Peaks Blvd","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2019-006459ENF","345 Twin Peaks Blvd","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2019-006459ENF","345 Twin Peaks Blvd","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2019-006460ENF","3447 25th St","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2019-006460ENF","3447 25th St","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2019-006460ENF","3447 25th St","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2019-006482ENF","ON HOLD WITH PLANNER KP 150 Josiah","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2019-006482ENF","ON HOLD WITH PLANNER KP 150 Josiah","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2019-006482ENF","ON HOLD WITH PLANNER KP 150 Josiah","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2019-006493ENF","732 Treat Avenue Short-Term Rentals","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2019-006493ENF","732 Treat Avenue Short-Term Rentals","On Hold","NULL","018000000000000","017000000000000","Open"
"2019-006493ENF","732 Treat Avenue Short-Term Rentals","Analysis","NULL","017001000000000","019018000000000","Open"
"2019-006499ENF","678-680 Broadway Short-Term Rentals by Ownership","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2019-006499ENF","678-680 Broadway Short-Term Rentals by Ownership","On Hold","NULL","018000000000000","017000000000000","Open"
"2019-006499ENF","678-680 Broadway Short-Term Rentals by Ownership","Analysis","NULL","017001000000000","019018000000000","Open"
"2019-006608ENF","242 Broad St","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2019-006608ENF","242 Broad St","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2019-006608ENF","242 Broad St","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2019-006611ENF","739 23rd Ave","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2019-006611ENF","739 23rd Ave","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2019-006611ENF","739 23rd Ave","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2019-006617ENF","1753-1763 Fulton St","Completion Processing","In Progress","019000000000000","000013000000000","Pending Closure"
"2019-006617ENF","1753-1763 Fulton St","On Hold","Remove Hold","018000000000000","017000000000000","Pending Closure"
"2019-006617ENF","1753-1763 Fulton St","Analysis","Analysis Complete","017001000000000","019018000000000","Pending Closure"
"2019-006993ENF","820 North Point Street and 822 North Point Street High Volume Short-Term Rentals","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2019-006993ENF","820 North Point Street and 822 North Point Street High Volume Short-Term Rentals","On Hold","NULL","018000000000000","017000000000000","Open"
"2019-006993ENF","820 North Point Street and 822 North Point Street High Volume Short-Term Rentals","Analysis","NULL","017001000000000","019018000000000","Open"
"2019-007091ENF","3506-3508 24th ON HOLD WITH PLANNER AW","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2019-007091ENF","3506-3508 24th ON HOLD WITH PLANNER AW","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2019-007091ENF","3506-3508 24th ON HOLD WITH PLANNER AW","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2019-007107ENF","579 Miramar Ave","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2019-007107ENF","579 Miramar Ave","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2019-007107ENF","579 Miramar Ave","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2019-007115ENF","75 Wood St","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2019-007115ENF","75 Wood St","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2019-007115ENF","75 Wood St","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2019-007259ENF","139-141 Blake St","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2019-007259ENF","139-141 Blake St","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2019-007259ENF","139-141 Blake St","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2019-011980ENF","3 Meacham Place Illegal Short-Term Rentals by PodShare.com (Lessee)","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2019-011980ENF","3 Meacham Place Illegal Short-Term Rentals by PodShare.com (Lessee)","On Hold","NULL","018000000000000","017000000000000","Open"
"2019-011980ENF","3 Meacham Place Illegal Short-Term Rentals by PodShare.com (Lessee)","Analysis","NULL","017001000000000","019018000000000","Open"
"2019-012058ENF","354 Clement St","Completion Processing","In Progress","019000000000000","000013000000000","Pending Closure"
"2019-012058ENF","354 Clement St","On Hold","Remove Hold","018000000000000","017000000000000","Pending Closure"
"2019-012058ENF","354 Clement St","Analysis","Analysis Complete","017001000000000","019018000000000","Pending Closure"
"2019-012127ENF","2036 Clement Street Continued Short-Term Rental Issue","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2019-012127ENF","2036 Clement Street Continued Short-Term Rental Issue","On Hold","NULL","018000000000000","017000000000000","Open"
"2019-012127ENF","2036 Clement Street Continued Short-Term Rental Issue","Analysis","NULL","017001000000000","019018000000000","Open"
"2019-012390ENF","3126 Cabrillo Street through 3128 Cabrillo Street Short-Term Rental Complaint","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2019-012390ENF","3126 Cabrillo Street through 3128 Cabrillo Street Short-Term Rental Complaint","On Hold","NULL","018000000000000","017000000000000","Open"
"2019-012390ENF","3126 Cabrillo Street through 3128 Cabrillo Street Short-Term Rental Complaint","Analysis","NULL","017001000000000","019018000000000","Open"
"2019-012490ENF","930 Brussels St","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2019-012490ENF","930 Brussels St","On Hold","Remove Hold","018000000000000","017000000000000","Under Review"
"2019-012490ENF","930 Brussels St","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2019-012579ENF","711 Shotwell Street Short-Term Rentals","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2019-012579ENF","711 Shotwell Street Short-Term Rentals","On Hold","NULL","018000000000000","017000000000000","Open"
"2019-012579ENF","711 Shotwell Street Short-Term Rentals","Analysis","NULL","017001000000000","019018000000000","Open"
"2019-012651ENF","2505 Divisadero St","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2019-012651ENF","2505 Divisadero St","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2019-012651ENF","2505 Divisadero St","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2019-012663ENF","377 Hearst Ave","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2019-012663ENF","377 Hearst Ave","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2019-012663ENF","377 Hearst Ave","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2019-012665ENF","84 Molimo Dr","Completion Processing","In Progress","019000000000000","000013000000000","Pending Closure"
"2019-012665ENF","84 Molimo Dr","On Hold","Remove Hold","018000000000000","017000000000000","Pending Closure"
"2019-012665ENF","84 Molimo Dr","Analysis","Analysis Complete","017001000000000","019018000000000","Pending Closure"
"2019-012692ENF","40 12th St","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2019-012692ENF","40 12th St","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2019-012692ENF","40 12th St","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2019-012710ENF","477 Duncan Street Short-Term Rental Complaints","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2019-012710ENF","477 Duncan Street Short-Term Rental Complaints","On Hold","NULL","018000000000000","017000000000000","Open"
"2019-012710ENF","477 Duncan Street Short-Term Rental Complaints","Analysis","NULL","017001000000000","019018000000000","Open"
"2019-012751ENF","855 Castro St","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2019-012751ENF","855 Castro St","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2019-012751ENF","855 Castro St","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2019-012757ENF","3 Meacham Place","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2019-012757ENF","3 Meacham Place","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2019-012757ENF","3 Meacham Place","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2019-012778ENF","870 Washington St","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2019-012778ENF","870 Washington St","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2019-012778ENF","870 Washington St","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2019-012784ENF","690 Long Bridge Street Unit 238 Illegal Short-Term Rentals","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2019-012784ENF","690 Long Bridge Street Unit 238 Illegal Short-Term Rentals","On Hold","NULL","018000000000000","017000000000000","Open"
"2019-012784ENF","690 Long Bridge Street Unit 238 Illegal Short-Term Rentals","Analysis","NULL","017001000000000","019018000000000","Open"
"2019-013208ENF","3 Bayside Village Place Unit 218 Apparent Illegal Short-Term Rentals on Airbnb of a Below-Market-Rate (BMR) RENTAL unit by Natalia Blokhina","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2019-013208ENF","3 Bayside Village Place Unit 218 Apparent Illegal Short-Term Rentals on Airbnb of a Below-Market-Rate (BMR) RENTAL unit by Natalia Blokhina","On Hold","NULL","018000000000000","017000000000000","Open"
"2019-013208ENF","3 Bayside Village Place Unit 218 Apparent Illegal Short-Term Rentals on Airbnb of a Below-Market-Rate (BMR) RENTAL unit by Natalia Blokhina","Analysis","NULL","017001000000000","019018000000000","Open"
"2019-013347ENF","13 Forest Knolls","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2019-013347ENF","13 Forest Knolls","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2019-013347ENF","13 Forest Knolls","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2019-013354ENF","1266 22nd Ave","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2019-013354ENF","1266 22nd Ave","On Hold","In Review While On Hold","018000000000000","017000000000000","Under Review"
"2019-013354ENF","1266 22nd Ave","Analysis","On Hold","017001000000000","019018000000000","Under Review"
"2019-013357ENF","14-16 30th St","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2019-013357ENF","14-16 30th St","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2019-013357ENF","14-16 30th St","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2019-013358ENF","110 Mangels Ave","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2019-013358ENF","110 Mangels Ave","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2019-013358ENF","110 Mangels Ave","Analysis","On Hold","017001000000000","019018000000000","Under Review"
"2019-013362ENF","2300 28th Ave","Completion Processing","In Progress","019000000000000","000013000000000","Pending Closure"
"2019-013362ENF","2300 28th Ave","On Hold","NULL","018000000000000","017000000000000","Pending Closure"
"2019-013362ENF","2300 28th Ave","Analysis","Analysis Complete","017001000000000","019018000000000","Pending Closure"
"2019-013366ENF","1288 30th Ave","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2019-013366ENF","1288 30th Ave","On Hold","Remove Hold","018000000000000","017000000000000","Under Review"
"2019-013366ENF","1288 30th Ave","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2019-013373ENF","6-8 Nottinghham STARCITY","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2019-013373ENF","6-8 Nottinghham STARCITY","On Hold","Remove Hold","018000000000000","017000000000000","Under Review"
"2019-013373ENF","6-8 Nottinghham STARCITY","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2019-013380ENF","52 Gilbert St STARCITY","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2019-013380ENF","52 Gilbert St STARCITY","On Hold","Remove Hold","018000000000000","017000000000000","Under Review"
"2019-013380ENF","52 Gilbert St STARCITY","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2019-013381ENF","414 Bryant STAR CITY","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2019-013381ENF","414 Bryant STAR CITY","On Hold","Remove Hold","018000000000000","017000000000000","Under Review"
"2019-013381ENF","414 Bryant STAR CITY","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2019-013385ENF","2056 Mission STARCITY","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2019-013385ENF","2056 Mission STARCITY","On Hold","Remove Hold","018000000000000","017000000000000","Under Review"
"2019-013385ENF","2056 Mission STARCITY","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2019-013389ENF","ON HOLD  APPLICATION WITH KD-454 Holladay St","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2019-013389ENF","ON HOLD  APPLICATION WITH KD-454 Holladay St","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2019-013389ENF","ON HOLD  APPLICATION WITH KD-454 Holladay St","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2019-013517ENF","424 28th Street Short-Term Rentals Complaint","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2019-013517ENF","424 28th Street Short-Term Rentals Complaint","On Hold","NULL","018000000000000","017000000000000","Open"
"2019-013517ENF","424 28th Street Short-Term Rentals Complaint","Analysis","NULL","017001000000000","019018000000000","Open"
